"","site","date1","temp_xbar","temp_max","temp_min","lat","long"
"1","cloudveil",2019-08-02,2.185,2.503,1.886,43.72551,-110.79608
"2","cloudveil",2019-08-03,2.30558333333333,2.69,1.994,43.72551,-110.79608
"3","cloudveil",2019-08-04,2.35258333333333,2.717,2.101,43.72551,-110.79608
"4","cloudveil",2019-08-05,2.406,2.797,2.047,43.72551,-110.79608
"5","cloudveil",2019-08-06,2.43945833333333,2.85,2.128,43.72551,-110.79608
"6","cloudveil",2019-08-07,2.49745833333333,2.877,2.262,43.72551,-110.79608
"7","cloudveil",2019-08-08,2.44654166666667,2.717,2.128,43.72551,-110.79608
"8","cloudveil",2019-08-09,2.57975,3.009,2.262,43.72551,-110.79608
"9","cloudveil",2019-08-10,2.61633333333333,3.116,2.209,43.72551,-110.79608
"10","cloudveil",2019-08-11,2.583,3.089,2.236,43.72551,-110.79608
"11","cloudveil",2019-08-12,2.48591666666667,3.063,2.021,43.72551,-110.79608
"12","cloudveil",2019-08-13,2.55570833333333,3.248,2.021,43.72551,-110.79608
"13","cloudveil",2019-08-14,2.74908333333333,3.433,2.209,43.72551,-110.79608
"14","cloudveil",2019-08-15,2.88675,3.485,2.396,43.72551,-110.79608
"15","cloudveil",2019-08-16,2.76633333333333,3.248,2.343,43.72551,-110.79608
"16","cloudveil",2019-08-17,2.60395833333333,3.168,2.182,43.72551,-110.79608
"17","cloudveil",2019-08-18,2.859625,3.617,2.289,43.72551,-110.79608
"18","cloudveil",2019-08-19,3.127375,3.906,2.557,43.72551,-110.79608
"19","cloudveil",2019-08-20,3.19504166666667,3.827,2.664,43.72551,-110.79608
"20","cloudveil",2019-08-21,3.35008333333333,4.063,2.797,43.72551,-110.79608
"21","cloudveil",2019-08-22,3.15591666666667,3.538,2.823,43.72551,-110.79608
"22","cloudveil",2019-08-23,3.05429166666667,3.538,2.717,43.72551,-110.79608
"23","cloudveil",2019-08-24,3.12008333333333,3.749,2.637,43.72551,-110.79608
"24","cloudveil",2019-08-25,3.31841666666667,4.063,2.797,43.72551,-110.79608
"25","cloudveil",2019-08-26,2.93345833333333,3.485,2.477,43.72551,-110.79608
"26","cloudveil",2019-08-27,2.97591666666667,3.722,2.37,43.72551,-110.79608
"27","cloudveil",2019-08-28,3.233875,4.141,2.557,43.72551,-110.79608
"28","cloudveil",2019-08-29,3.4585,4.141,2.823,43.72551,-110.79608
"29","cloudveil",2019-08-30,3.68166666666667,4.428,3.195,43.72551,-110.79608
"30","cloudveil",2019-08-31,3.49291666666667,4.246,2.903,43.72551,-110.79608
"31","cloudveil",2019-09-01,3.55083333333333,4.35,2.877,43.72551,-110.79608
"32","cloudveil",2019-09-02,3.67495833333333,4.428,3.116,43.72551,-110.79608
"33","cloudveil",2019-09-03,3.64475,4.194,3.116,43.72551,-110.79608
"34","cloudveil",2019-09-04,3.85016666666667,4.558,3.354,43.72551,-110.79608
"35","cloudveil",2019-09-05,3.949375,4.636,3.38,43.72551,-110.79608
"36","cloudveil",2019-09-06,3.81508333333333,4.272,3.538,43.72551,-110.79608
"37","cloudveil",2019-09-07,3.452125,3.854,3.116,43.72551,-110.79608
"38","cloudveil",2019-09-08,2.96629166666667,3.248,2.823,43.72551,-110.79608
"39","cloudveil",2019-09-09,2.719,3.009,2.503,43.72551,-110.79608
"40","cloudveil",2019-09-10,2.403125,2.477,2.316,43.72551,-110.79608
"41","cloudveil",2019-09-11,NA,NA,NA,43.72551,-110.79608
"42","cloudveil",2019-09-12,NA,NA,NA,43.72551,-110.79608
"43","cloudveil",2019-09-13,NA,NA,NA,43.72551,-110.79608
"44","cloudveil",2019-09-14,NA,NA,NA,43.72551,-110.79608
"45","cloudveil",2019-09-15,NA,NA,NA,43.72551,-110.79608
"46","cloudveil",2019-09-16,NA,NA,NA,43.72551,-110.79608
"47","cloudveil",2019-09-17,NA,NA,NA,43.72551,-110.79608
"48","cloudveil",2019-09-18,NA,NA,NA,43.72551,-110.79608
"49","cloudveil",2019-09-19,NA,NA,NA,43.72551,-110.79608
"50","cloudveil",2019-09-20,NA,NA,NA,43.72551,-110.79608
"51","cloudveil",2019-09-21,NA,NA,NA,43.72551,-110.79608
"52","cloudveil",2019-09-22,NA,NA,NA,43.72551,-110.79608
"53","cloudveil",2019-09-23,NA,NA,NA,43.72551,-110.79608
"54","cloudveil",2019-09-24,NA,NA,NA,43.72551,-110.79608
"55","cloudveil",2019-09-25,NA,NA,NA,43.72551,-110.79608
"56","cloudveil",2019-09-26,NA,NA,NA,43.72551,-110.79608
"57","cloudveil",2019-09-27,NA,NA,NA,43.72551,-110.79608
"58","cloudveil",2019-09-28,1.33564705882353,1.534,1.18,43.72551,-110.79608
"59","cloudveil",2019-09-29,1.19395833333333,1.48,0.934,43.72551,-110.79608
"60","cloudveil",2019-09-30,0.886291666666667,1.18,0.715,43.72551,-110.79608
"61","cloudveil",2019-10-01,0.791416666666667,1.071,0.66,43.72551,-110.79608
"62","cloudveil",2019-10-02,0.593125,0.742,0.467,43.72551,-110.79608
"63","cloudveil",2019-10-03,0.565625,0.715,0.412,43.72551,-110.79608
"64","cloudveil",2019-10-04,0.544708333333333,0.907,0.024,43.72551,-110.79608
"65","cloudveil",2019-10-05,0.417541666666667,0.577,0,43.72551,-110.79608
"66","cloudveil",2019-10-06,0.535958333333333,0.632,0.412,43.72551,-110.79608
"67","cloudveil",2019-10-07,0.580708333333333,0.632,0.522,43.72551,-110.79608
"68","cloudveil",2019-10-08,0.620875,0.687,0.55,43.72551,-110.79608
"69","cloudveil",2019-10-09,0.372666666666667,0.66,0,43.72551,-110.79608
"70","cloudveil",2019-10-10,0.249,0.412,0,43.72551,-110.79608
"71","cloudveil",2019-10-11,0.08675,0.273,0,43.72551,-110.79608
"72","cloudveil",2019-10-12,0.122375,0.301,0,43.72551,-110.79608
"73","cloudveil",2019-10-13,0.0153333333333333,0.107,0,43.72551,-110.79608
"74","cloudveil",2019-10-14,0.0649166666666667,0.246,0,43.72551,-110.79608
"75","cloudveil",2019-10-15,0.035,0.246,0,43.72551,-110.79608
"76","cloudveil",2019-10-16,0.227708333333333,0.495,0,43.72551,-110.79608
"77","cloudveil",2019-10-17,0.371208333333333,0.577,0.163,43.72551,-110.79608
"78","cloudveil",2019-10-18,0.152875,0.301,0,43.72551,-110.79608
"79","cloudveil",2019-10-19,0.252583333333333,0.301,0.135,43.72551,-110.79608
"80","cloudveil",2019-10-20,0.286083333333333,0.329,0.19,43.72551,-110.79608
"81","cloudveil",2019-10-21,0.325458333333333,0.356,0.301,43.72551,-110.79608
"82","cloudveil",2019-10-22,0.350541666666667,0.384,0.301,43.72551,-110.79608
"83","cloudveil",2019-10-23,0.3735,0.384,0.356,43.72551,-110.79608
"84","cloudveil",2019-10-24,0.316041666666667,0.356,0.246,43.72551,-110.79608
"85","cloudveil",2019-10-25,0.344708333333333,0.356,0.301,43.72551,-110.79608
"86","cloudveil",2019-10-26,0.349291666666667,0.384,0.329,43.72551,-110.79608
"87","cloudveil",2019-10-27,0.2145,0.329,0.024,43.72551,-110.79608
"88","cloudveil",2019-10-28,0,0,0,43.72551,-110.79608
"89","cloudveil",2019-10-29,0,0,0,43.72551,-110.79608
"90","cloudveil",2019-10-30,0,0,0,43.72551,-110.79608
"91","cloudveil",2019-10-31,0,0,0,43.72551,-110.79608
"92","cloudveil",2019-11-01,0,0,0,43.72551,-110.79608
"93","cloudveil",2019-11-02,0,0,0,43.72551,-110.79608
"94","cloudveil",2019-11-03,0,0,0,43.72551,-110.79608
"95","cloudveil",2019-11-04,0,0,0,43.72551,-110.79608
"96","cloudveil",2019-11-05,0,0,0,43.72551,-110.79608
"97","cloudveil",2019-11-06,0,0,0,43.72551,-110.79608
"98","cloudveil",2019-11-07,0,0,0,43.72551,-110.79608
"99","cloudveil",2019-11-08,0,0,0,43.72551,-110.79608
"100","cloudveil",2019-11-09,0,0,0,43.72551,-110.79608
"101","cloudveil",2019-11-10,0,0,0,43.72551,-110.79608
"102","cloudveil",2019-11-11,0,0,0,43.72551,-110.79608
"103","cloudveil",2019-11-12,0,0,0,43.72551,-110.79608
"104","cloudveil",2019-11-13,0,0,0,43.72551,-110.79608
"105","cloudveil",2019-11-14,0,0,0,43.72551,-110.79608
"106","cloudveil",2019-11-15,0,0,0,43.72551,-110.79608
"107","cloudveil",2019-11-16,0,0,0,43.72551,-110.79608
"108","cloudveil",2019-11-17,0,0,0,43.72551,-110.79608
"109","cloudveil",2019-11-18,0,0,0,43.72551,-110.79608
"110","cloudveil",2019-11-19,0,0,0,43.72551,-110.79608
"111","cloudveil",2019-11-20,0,0,0,43.72551,-110.79608
"112","cloudveil",2019-11-21,0,0,0,43.72551,-110.79608
"113","cloudveil",2019-11-22,0,0,0,43.72551,-110.79608
"114","cloudveil",2019-11-23,0,0,0,43.72551,-110.79608
"115","cloudveil",2019-11-24,0,0,0,43.72551,-110.79608
"116","cloudveil",2019-11-25,0,0,0,43.72551,-110.79608
"117","cloudveil",2019-11-26,0,0,0,43.72551,-110.79608
"118","cloudveil",2019-11-27,0,0,0,43.72551,-110.79608
"119","cloudveil",2019-11-28,0,0,0,43.72551,-110.79608
"120","cloudveil",2019-11-29,0,0,0,43.72551,-110.79608
"121","cloudveil",2019-11-30,0,0,0,43.72551,-110.79608
"122","cloudveil",2019-12-01,0,0,0,43.72551,-110.79608
"123","cloudveil",2019-12-02,0,0,0,43.72551,-110.79608
"124","cloudveil",2019-12-03,0,0,0,43.72551,-110.79608
"125","cloudveil",2019-12-04,0,0,0,43.72551,-110.79608
"126","cloudveil",2019-12-05,0,0,0,43.72551,-110.79608
"127","cloudveil",2019-12-06,0,0,0,43.72551,-110.79608
"128","cloudveil",2019-12-07,0,0,0,43.72551,-110.79608
"129","cloudveil",2019-12-08,0,0,0,43.72551,-110.79608
"130","cloudveil",2019-12-09,0,0,0,43.72551,-110.79608
"131","cloudveil",2019-12-10,0,0,0,43.72551,-110.79608
"132","cloudveil",2019-12-11,0,0,0,43.72551,-110.79608
"133","cloudveil",2019-12-12,0,0,0,43.72551,-110.79608
"134","cloudveil",2019-12-13,0,0,0,43.72551,-110.79608
"135","cloudveil",2019-12-14,0,0,0,43.72551,-110.79608
"136","cloudveil",2019-12-15,0,0,0,43.72551,-110.79608
"137","cloudveil",2019-12-16,0,0,0,43.72551,-110.79608
"138","cloudveil",2019-12-17,0,0,0,43.72551,-110.79608
"139","cloudveil",2019-12-18,0,0,0,43.72551,-110.79608
"140","cloudveil",2019-12-19,0,0,0,43.72551,-110.79608
"141","cloudveil",2019-12-20,0,0,0,43.72551,-110.79608
"142","cloudveil",2019-12-21,0,0,0,43.72551,-110.79608
"143","cloudveil",2019-12-22,0,0,0,43.72551,-110.79608
"144","cloudveil",2019-12-23,0,0,0,43.72551,-110.79608
"145","cloudveil",2019-12-24,0,0,0,43.72551,-110.79608
"146","cloudveil",2019-12-25,0,0,0,43.72551,-110.79608
"147","cloudveil",2019-12-26,0,0,0,43.72551,-110.79608
"148","cloudveil",2019-12-27,0,0,0,43.72551,-110.79608
"149","cloudveil",2019-12-28,0,0,0,43.72551,-110.79608
"150","cloudveil",2019-12-29,0,0,0,43.72551,-110.79608
"151","cloudveil",2019-12-30,0,0,0,43.72551,-110.79608
"152","cloudveil",2019-12-31,0,0,0,43.72551,-110.79608
"153","cloudveil",2020-01-01,0,0,0,43.72551,-110.79608
"154","cloudveil",2020-01-02,0,0,0,43.72551,-110.79608
"155","cloudveil",2020-01-03,0,0,0,43.72551,-110.79608
"156","cloudveil",2020-01-04,0,0,0,43.72551,-110.79608
"157","cloudveil",2020-01-05,0,0,0,43.72551,-110.79608
"158","cloudveil",2020-01-06,0,0,0,43.72551,-110.79608
"159","cloudveil",2020-01-07,0,0,0,43.72551,-110.79608
"160","cloudveil",2020-01-08,0,0,0,43.72551,-110.79608
"161","cloudveil",2020-01-09,0,0,0,43.72551,-110.79608
"162","cloudveil",2020-01-10,0,0,0,43.72551,-110.79608
"163","cloudveil",2020-01-11,0,0,0,43.72551,-110.79608
"164","cloudveil",2020-01-12,0,0,0,43.72551,-110.79608
"165","cloudveil",2020-01-13,0,0,0,43.72551,-110.79608
"166","cloudveil",2020-01-14,0,0,0,43.72551,-110.79608
"167","cloudveil",2020-01-15,0,0,0,43.72551,-110.79608
"168","cloudveil",2020-01-16,0,0,0,43.72551,-110.79608
"169","cloudveil",2020-01-17,0,0,0,43.72551,-110.79608
"170","cloudveil",2020-01-18,0,0,0,43.72551,-110.79608
"171","cloudveil",2020-01-19,0,0,0,43.72551,-110.79608
"172","cloudveil",2020-01-20,0,0,0,43.72551,-110.79608
"173","cloudveil",2020-01-21,0,0,0,43.72551,-110.79608
"174","cloudveil",2020-01-22,0,0,0,43.72551,-110.79608
"175","cloudveil",2020-01-23,0,0,0,43.72551,-110.79608
"176","cloudveil",2020-01-24,0,0,0,43.72551,-110.79608
"177","cloudveil",2020-01-25,0,0,0,43.72551,-110.79608
"178","cloudveil",2020-01-26,0,0,0,43.72551,-110.79608
"179","cloudveil",2020-01-27,0,0,0,43.72551,-110.79608
"180","cloudveil",2020-01-28,0,0,0,43.72551,-110.79608
"181","cloudveil",2020-01-29,0,0,0,43.72551,-110.79608
"182","cloudveil",2020-01-30,0,0,0,43.72551,-110.79608
"183","cloudveil",2020-01-31,0,0,0,43.72551,-110.79608
"184","cloudveil",2020-02-01,0,0,0,43.72551,-110.79608
"185","cloudveil",2020-02-02,0,0,0,43.72551,-110.79608
"186","cloudveil",2020-02-03,0,0,0,43.72551,-110.79608
"187","cloudveil",2020-02-04,0,0,0,43.72551,-110.79608
"188","cloudveil",2020-02-05,0,0,0,43.72551,-110.79608
"189","cloudveil",2020-02-06,0,0,0,43.72551,-110.79608
"190","cloudveil",2020-02-07,0,0,0,43.72551,-110.79608
"191","cloudveil",2020-02-08,0,0,0,43.72551,-110.79608
"192","cloudveil",2020-02-09,0,0,0,43.72551,-110.79608
"193","cloudveil",2020-02-10,0,0,0,43.72551,-110.79608
"194","cloudveil",2020-02-11,0,0,0,43.72551,-110.79608
"195","cloudveil",2020-02-12,0,0,0,43.72551,-110.79608
"196","cloudveil",2020-02-13,0,0,0,43.72551,-110.79608
"197","cloudveil",2020-02-14,0,0,0,43.72551,-110.79608
"198","cloudveil",2020-02-15,0,0,0,43.72551,-110.79608
"199","cloudveil",2020-02-16,0,0,0,43.72551,-110.79608
"200","cloudveil",2020-02-17,0,0,0,43.72551,-110.79608
"201","cloudveil",2020-02-18,0,0,0,43.72551,-110.79608
"202","cloudveil",2020-02-19,0,0,0,43.72551,-110.79608
"203","cloudveil",2020-02-20,0,0,0,43.72551,-110.79608
"204","cloudveil",2020-02-21,0,0,0,43.72551,-110.79608
"205","cloudveil",2020-02-22,0,0,0,43.72551,-110.79608
"206","cloudveil",2020-02-23,0,0,0,43.72551,-110.79608
"207","cloudveil",2020-02-24,0,0,0,43.72551,-110.79608
"208","cloudveil",2020-02-25,0,0,0,43.72551,-110.79608
"209","cloudveil",2020-02-26,0,0,0,43.72551,-110.79608
"210","cloudveil",2020-02-27,0,0,0,43.72551,-110.79608
"211","cloudveil",2020-02-28,0,0,0,43.72551,-110.79608
"212","cloudveil",2020-02-29,0,0,0,43.72551,-110.79608
"213","cloudveil",2020-03-01,0,0,0,43.72551,-110.79608
"214","cloudveil",2020-03-02,0,0,0,43.72551,-110.79608
"215","cloudveil",2020-03-03,0,0,0,43.72551,-110.79608
"216","cloudveil",2020-03-04,0,0,0,43.72551,-110.79608
"217","cloudveil",2020-03-05,0,0,0,43.72551,-110.79608
"218","cloudveil",2020-03-06,0,0,0,43.72551,-110.79608
"219","cloudveil",2020-03-07,0,0,0,43.72551,-110.79608
"220","cloudveil",2020-03-08,0,0,0,43.72551,-110.79608
"221","cloudveil",2020-03-09,0,0,0,43.72551,-110.79608
"222","cloudveil",2020-03-10,0,0,0,43.72551,-110.79608
"223","cloudveil",2020-03-11,0,0,0,43.72551,-110.79608
"224","cloudveil",2020-03-12,0,0,0,43.72551,-110.79608
"225","cloudveil",2020-03-13,0,0,0,43.72551,-110.79608
"226","cloudveil",2020-03-14,0,0,0,43.72551,-110.79608
"227","cloudveil",2020-03-15,0,0,0,43.72551,-110.79608
"228","cloudveil",2020-03-16,0,0,0,43.72551,-110.79608
"229","cloudveil",2020-03-17,0,0,0,43.72551,-110.79608
"230","cloudveil",2020-03-18,0,0,0,43.72551,-110.79608
"231","cloudveil",2020-03-19,0,0,0,43.72551,-110.79608
"232","cloudveil",2020-03-20,0,0,0,43.72551,-110.79608
"233","cloudveil",2020-03-21,0,0,0,43.72551,-110.79608
"234","cloudveil",2020-03-22,0,0,0,43.72551,-110.79608
"235","cloudveil",2020-03-23,0,0,0,43.72551,-110.79608
"236","cloudveil",2020-03-24,0,0,0,43.72551,-110.79608
"237","cloudveil",2020-03-25,0,0,0,43.72551,-110.79608
"238","cloudveil",2020-03-26,0,0,0,43.72551,-110.79608
"239","cloudveil",2020-03-27,0,0,0,43.72551,-110.79608
"240","cloudveil",2020-03-28,0,0,0,43.72551,-110.79608
"241","cloudveil",2020-03-29,0,0,0,43.72551,-110.79608
"242","cloudveil",2020-03-30,0,0,0,43.72551,-110.79608
"243","cloudveil",2020-03-31,0,0,0,43.72551,-110.79608
"244","cloudveil",2020-04-01,0,0,0,43.72551,-110.79608
"245","cloudveil",2020-04-02,0,0,0,43.72551,-110.79608
"246","cloudveil",2020-04-03,0,0,0,43.72551,-110.79608
"247","cloudveil",2020-04-04,0,0,0,43.72551,-110.79608
"248","cloudveil",2020-04-05,0,0,0,43.72551,-110.79608
"249","cloudveil",2020-04-06,0,0,0,43.72551,-110.79608
"250","cloudveil",2020-04-07,0,0,0,43.72551,-110.79608
"251","cloudveil",2020-04-08,0,0,0,43.72551,-110.79608
"252","cloudveil",2020-04-09,0,0,0,43.72551,-110.79608
"253","cloudveil",2020-04-10,0,0,0,43.72551,-110.79608
"254","cloudveil",2020-04-11,0,0,0,43.72551,-110.79608
"255","cloudveil",2020-04-12,0,0,0,43.72551,-110.79608
"256","cloudveil",2020-04-13,0,0,0,43.72551,-110.79608
"257","cloudveil",2020-04-14,0,0,0,43.72551,-110.79608
"258","cloudveil",2020-04-15,0,0,0,43.72551,-110.79608
"259","cloudveil",2020-04-16,0,0,0,43.72551,-110.79608
"260","cloudveil",2020-04-17,0,0,0,43.72551,-110.79608
"261","cloudveil",2020-04-18,0,0,0,43.72551,-110.79608
"262","cloudveil",2020-04-19,0,0,0,43.72551,-110.79608
"263","cloudveil",2020-04-20,0,0,0,43.72551,-110.79608
"264","cloudveil",2020-04-21,0,0,0,43.72551,-110.79608
"265","cloudveil",2020-04-22,0,0,0,43.72551,-110.79608
"266","cloudveil",2020-04-23,0,0,0,43.72551,-110.79608
"267","cloudveil",2020-04-24,0,0,0,43.72551,-110.79608
"268","cloudveil",2020-04-25,0,0,0,43.72551,-110.79608
"269","cloudveil",2020-04-26,0,0,0,43.72551,-110.79608
"270","cloudveil",2020-04-27,0,0,0,43.72551,-110.79608
"271","cloudveil",2020-04-28,0,0,0,43.72551,-110.79608
"272","cloudveil",2020-04-29,0,0,0,43.72551,-110.79608
"273","cloudveil",2020-04-30,0,0,0,43.72551,-110.79608
"274","cloudveil",2020-05-01,0,0,0,43.72551,-110.79608
"275","cloudveil",2020-05-02,0,0,0,43.72551,-110.79608
"276","cloudveil",2020-05-03,0,0,0,43.72551,-110.79608
"277","cloudveil",2020-05-04,0,0,0,43.72551,-110.79608
"278","cloudveil",2020-05-05,0,0,0,43.72551,-110.79608
"279","cloudveil",2020-05-06,0,0,0,43.72551,-110.79608
"280","cloudveil",2020-05-07,0,0,0,43.72551,-110.79608
"281","cloudveil",2020-05-08,0,0,0,43.72551,-110.79608
"282","cloudveil",2020-05-09,0,0,0,43.72551,-110.79608
"283","cloudveil",2020-05-10,0,0,0,43.72551,-110.79608
"284","cloudveil",2020-05-11,0,0,0,43.72551,-110.79608
"285","cloudveil",2020-05-12,0,0,0,43.72551,-110.79608
"286","cloudveil",2020-05-13,0,0,0,43.72551,-110.79608
"287","cloudveil",2020-05-14,0,0,0,43.72551,-110.79608
"288","cloudveil",2020-05-15,0,0,0,43.72551,-110.79608
"289","cloudveil",2020-05-16,0,0,0,43.72551,-110.79608
"290","cloudveil",2020-05-17,0,0,0,43.72551,-110.79608
"291","cloudveil",2020-05-18,0,0,0,43.72551,-110.79608
"292","cloudveil",2020-05-19,0,0,0,43.72551,-110.79608
"293","cloudveil",2020-05-20,0,0,0,43.72551,-110.79608
"294","cloudveil",2020-05-21,0,0,0,43.72551,-110.79608
"295","cloudveil",2020-05-22,0.0602916666666667,0.135,0,43.72551,-110.79608
"296","cloudveil",2020-05-23,0.133833333333333,0.135,0.107,43.72551,-110.79608
"297","cloudveil",2020-05-24,0.101166666666667,0.135,0.079,43.72551,-110.79608
"298","cloudveil",2020-05-25,0.086,0.107,0.079,43.72551,-110.79608
"299","cloudveil",2020-05-26,0.1455,0.163,0.107,43.72551,-110.79608
"300","cloudveil",2020-05-27,0.109333333333333,0.163,0.051,43.72551,-110.79608
"301","cloudveil",2020-05-28,0.0954166666666667,0.135,0.024,43.72551,-110.79608
"302","cloudveil",2020-05-29,0.0814583333333333,0.135,0.024,43.72551,-110.79608
"303","cloudveil",2020-05-30,0.184458333333333,0.246,0.079,43.72551,-110.79608
"304","cloudveil",2020-05-31,0.2975,0.329,0.273,43.72551,-110.79608
"305","cloudveil",2020-06-01,0.330125,0.356,0.329,43.72551,-110.79608
"306","cloudveil",2020-06-02,0.356,0.356,0.356,43.72551,-110.79608
"307","cloudveil",2020-06-03,0.357166666666667,0.384,0.356,43.72551,-110.79608
"308","cloudveil",2020-06-04,0.3735,0.384,0.356,43.72551,-110.79608
"309","cloudveil",2020-06-05,0.4085,0.412,0.384,43.72551,-110.79608
"310","cloudveil",2020-06-06,0.426625,0.439,0.412,43.72551,-110.79608
"311","cloudveil",2020-06-07,0.449541666666667,0.467,0.412,43.72551,-110.79608
"312","cloudveil",2020-06-08,0.444833333333333,0.467,0.439,43.72551,-110.79608
"313","cloudveil",2020-06-09,0.426625,0.439,0.412,43.72551,-110.79608
"314","cloudveil",2020-06-10,0.412,0.412,0.412,43.72551,-110.79608
"315","cloudveil",2020-06-11,0.391,0.412,0.384,43.72551,-110.79608
"316","cloudveil",2020-06-12,0.419875,0.439,0.412,43.72551,-110.79608
"317","cloudveil",2020-06-13,0.465833333333333,0.495,0.439,43.72551,-110.79608
"318","cloudveil",2020-06-14,0.507375,0.522,0.495,43.72551,-110.79608
"319","cloudveil",2020-06-15,0.492666666666667,0.495,0.467,43.72551,-110.79608
"320","cloudveil",2020-06-16,0.493833333333333,0.495,0.467,43.72551,-110.79608
"321","cloudveil",2020-06-17,0.495,0.495,0.495,43.72551,-110.79608
"322","cloudveil",2020-06-18,0.495,0.495,0.495,43.72551,-110.79608
"323","cloudveil",2020-06-19,0.4915,0.495,0.467,43.72551,-110.79608
"324","cloudveil",2020-06-20,0.513,0.522,0.495,43.72551,-110.79608
"325","cloudveil",2020-06-21,0.536,0.55,0.522,43.72551,-110.79608
"326","cloudveil",2020-06-22,0.568,0.577,0.55,43.72551,-110.79608
"327","cloudveil",2020-06-23,0.607041666666667,0.632,0.577,43.72551,-110.79608
"328","cloudveil",2020-06-24,0.663083333333333,0.687,0.632,43.72551,-110.79608
"329","cloudveil",2020-06-25,0.688166666666667,0.715,0.687,43.72551,-110.79608
"330","cloudveil",2020-06-26,0.698625,0.742,0.687,43.72551,-110.79608
"331","cloudveil",2020-06-27,0.751333333333333,0.77,0.742,43.72551,-110.79608
"332","cloudveil",2020-06-28,0.758458333333333,0.77,0.687,43.72551,-110.79608
"333","cloudveil",2020-06-29,0.750166666666667,0.77,0.742,43.72551,-110.79608
"334","cloudveil",2020-06-30,0.73525,0.742,0.715,43.72551,-110.79608
"335","cloudveil",2020-07-01,0.702166666666667,0.715,0.687,43.72551,-110.79608
"336","cloudveil",2020-07-02,0.682625,0.715,0.66,43.72551,-110.79608
"337","cloudveil",2020-07-03,0.750208333333333,0.797,0.715,43.72551,-110.79608
"338","cloudveil",2020-07-04,0.818875,0.88,0.797,43.72551,-110.79608
"339","cloudveil",2020-07-05,0.8695,0.88,0.852,43.72551,-110.79608
"340","cloudveil",2020-07-06,0.896875,0.934,0.88,43.72551,-110.79608
"341","cloudveil",2020-07-07,0.924041666666667,0.962,0.907,43.72551,-110.79608
"342","cloudveil",2020-07-08,0.9205,0.934,0.907,43.72551,-110.79608
"343","cloudveil",2020-07-09,0.926458333333333,0.962,0.88,43.72551,-110.79608
"344","cloudveil",2020-07-10,0.995083333333333,1.044,0.962,43.72551,-110.79608
"345","cloudveil",2020-07-11,1.03020833333333,1.071,0.989,43.72551,-110.79608
"346","cloudveil",2020-07-12,1.08833333333333,1.153,1.044,43.72551,-110.79608
"347","cloudveil",2020-07-13,1.09979166666667,1.153,1.071,43.72551,-110.79608
"348","cloudveil",2020-07-14,1.09983333333333,1.126,1.071,43.72551,-110.79608
"349","cloudveil",2020-07-15,1.090625,1.153,1.044,43.72551,-110.79608
"350","cloudveil",2020-07-16,1.15329166666667,1.235,1.071,43.72551,-110.79608
"351","cloudveil",2020-07-17,1.2485,1.344,1.18,43.72551,-110.79608
"352","cloudveil",2020-07-18,1.35745833333333,1.453,1.289,43.72551,-110.79608
"353","cloudveil",2020-07-19,1.359625,1.48,1.262,43.72551,-110.79608
"354","cloudveil",2020-07-20,1.39945833333333,1.507,1.289,43.72551,-110.79608
"355","cloudveil",2020-07-21,1.46604166666667,1.588,1.344,43.72551,-110.79608
"356","cloudveil",2020-07-22,1.53975,1.67,1.398,43.72551,-110.79608
"357","cloudveil",2020-07-23,1.66279166666667,1.805,1.561,43.72551,-110.79608
"358","cloudveil",2020-07-24,1.705625,1.886,1.561,43.72551,-110.79608
"359","cloudveil",2020-07-25,1.73154166666667,1.913,1.561,43.72551,-110.79608
"360","cloudveil",2020-07-26,1.80491666666667,2.021,1.615,43.72551,-110.79608
"361","cloudveil",2020-07-27,1.871125,2.101,1.643,43.72551,-110.79608
"362","cloudveil",2020-07-28,1.8095,1.859,1.778,43.72551,-110.79608
"363","cloudveil",2020-07-29,1.92279166666667,2.155,1.724,43.72551,-110.79608
"364","cloudveil",2020-07-30,1.964375,2.236,1.724,43.72551,-110.79608
"365","cloudveil",2020-07-31,2.04391666666667,2.316,1.805,43.72551,-110.79608
"366","cloudveil",2020-08-01,2.15375,2.396,1.913,43.72551,-110.79608
"367","cloudveil",2020-08-02,2.29991666666667,2.956,1.994,43.72551,-110.79608
"368","cloudveil",2020-08-03,2.399875,3.221,2.047,43.72551,-110.79608
"369","cloudveil",2020-08-04,2.47366666666667,3.301,2.074,43.72551,-110.79608
"370","cloudveil",2020-08-05,2.60566666666667,3.591,2.155,43.72551,-110.79608
"371","cloudveil",2020-08-06,2.63479166666667,3.485,2.236,43.72551,-110.79608
"372","cloudveil",2020-08-07,2.74633333333333,3.854,2.262,43.72551,-110.79608
"373","cloudveil",2020-08-08,2.6885,3.749,2.155,43.72551,-110.79608
"374","cloudveil",2020-08-09,2.477,2.477,2.477,43.72551,-110.79608
"375","cloudveil",2020-08-10,NA,NA,NA,43.72551,-110.79608
"376","cloudveil",2020-08-11,2.707375,3.248,2.262,43.72551,-110.79608
"377","cloudveil",2020-08-12,2.77841666666667,3.274,2.423,43.72551,-110.79608
"378","cloudveil",2020-08-13,2.87266666666667,3.459,2.503,43.72551,-110.79608
"379","cloudveil",2020-08-14,2.81479166666667,3.459,2.316,43.72551,-110.79608
"380","cloudveil",2020-08-15,2.89966666666667,3.617,2.316,43.72551,-110.79608
"381","cloudveil",2020-08-16,3.09095833333333,3.854,2.503,43.72551,-110.79608
