Plot Title: 10767835								
#	"Date Time, GMT-06:00"	"Temp, °F (LGR S/N: 10767835, SEN S/N: 10767835)"	"Temp, °C (LGR S/N: 10767835, SEN S/N: 10767835)"	Coupler Detached (LGR S/N: 10767835)	Coupler Attached (LGR S/N: 10767835)	Host Connected (LGR S/N: 10767835)	Stopped (LGR S/N: 10767835)	End Of File (LGR S/N: 10767835)
1	8/2/2015 22:24	77.945	25.5					
2	8/2/2015 22:24			Logged				
3	8/2/2015 23:24	76.899	24.9					
4	8/3/2015 0:24	75.637	24.2				min	0.1
5	8/3/2015 1:24	74.986	23.9				max	4.4
6	8/3/2015 2:24	74.077	23.4				range	4.4
7	8/3/2015 3:24	73.083	22.8					
8	8/3/2015 4:24	72.05	22.3					
9	8/3/2015 5:24	71.103	21.7					
10	8/3/2015 6:24	70.243	21.2					
11	8/3/2015 7:24	69.685	20.9					
12	8/3/2015 8:24	69.557	20.9					
13	8/3/2015 9:24	68.227	20.1					
14	8/3/2015 10:24	65.059	18.4					
15	8/3/2015 11:24	66.515	19.2					
16	8/3/2015 12:24	70.072	21.2					
17	8/3/2015 13:24	71.317	21.8					
18	8/3/2015 14:24	71.49	21.9					
19	8/3/2015 15:24	72.394	22.4					
20	8/3/2015 16:24	70.716	21.5					
21	8/3/2015 17:24	67.329	19.6					
22	8/3/2015 18:24	63.475	17.5					
23	8/3/2015 19:24	62.276	16.8					
24	8/3/2015 20:24	61.162	16.2					
25	8/3/2015 21:24	60.433	15.8					
26	8/3/2015 22:24	59.83	15.5					
27	8/3/2015 23:24	58.928	15.0					
28	8/4/2015 0:24	58.239	14.6					
29	8/4/2015 1:24	56.858	13.8					
30	8/4/2015 2:24	55.69	13.2					
31	8/4/2015 3:24	54.952	12.8					
32	8/4/2015 4:24	54.212	12.3					
33	8/4/2015 5:24	53.865	12.1					
34	8/4/2015 6:24	53.82	12.1					
35	8/4/2015 7:24	54.037	12.2					
36	8/4/2015 8:24	54.648	12.6					
37	8/4/2015 9:24	55.081	12.8					
38	8/4/2015 10:24	56.079	13.4					
39	8/4/2015 11:24	58.109	14.5					
40	8/4/2015 12:24	62.406	16.9					
41	8/4/2015 13:24	66.857	19.4					
42	8/4/2015 14:24	68.443	20.2					
43	8/4/2015 15:24	70.286	21.3					
44	8/4/2015 16:24	72.007	22.2					
45	8/4/2015 17:24	72.783	22.7					
46	8/4/2015 18:24	71.791	22.1					
47	8/4/2015 19:24	72.653	22.6					
48	8/4/2015 20:24	69.213	20.7					
49	8/4/2015 21:24	65.403	18.6					
50	8/4/2015 22:24	61.934	16.6					
51	8/4/2015 23:24	58.582	14.8					
52	8/5/2015 0:24	55.602	13.1					
53	8/5/2015 1:24	53.209	11.8					
54	8/5/2015 2:24	51.325	10.7					
55	8/5/2015 3:24	50.533	10.3					
56	8/5/2015 4:24	50.002	10.0					
57	8/5/2015 5:24	49.561	9.8					
58	8/5/2015 6:24	49.649	9.8					
59	8/5/2015 7:24	49.87	9.9					
60	8/5/2015 8:24	50.223	10.1					
61	8/5/2015 9:24	51.633	10.9					
62	8/5/2015 10:24	53.384	11.9					
63	8/5/2015 11:24	56.165	13.4					
64	8/5/2015 12:24	60.433	15.8					
65	8/5/2015 13:24	62.834	17.1					
66	8/5/2015 14:24	64.546	18.1					
67	8/5/2015 15:24	65.145	18.4					
68	8/5/2015 16:24	66.173	19.0					
69	8/5/2015 17:24	63.819	17.7					
70	8/5/2015 18:24	59.445	15.2					
71	8/5/2015 19:24	56.512	13.6					
72	8/5/2015 20:24	54.909	12.7					
73	8/5/2015 21:24	53.645	12.0					
74	8/5/2015 22:24	52.029	11.1					
75	8/5/2015 23:24	50.797	10.4					
76	8/6/2015 0:24	49.249	9.6					
77	8/6/2015 1:24	48.049	8.9					
78	8/6/2015 2:24	46.974	8.3					
79	8/6/2015 3:24	46.706	8.2					
80	8/6/2015 4:24	46.481	8.0					
81	8/6/2015 5:24	46.391	8.0					
82	8/6/2015 6:24	46.751	8.2					
83	8/6/2015 7:24	47.199	8.4					
84	8/6/2015 8:24	47.871	8.8					
85	8/6/2015 9:24	49.249	9.6					
86	8/6/2015 10:24	51.458	10.8					
87	8/6/2015 11:24	53.69	12.1					
88	8/6/2015 12:24	57.463	14.1					
89	8/6/2015 13:24	61.677	16.5					
90	8/6/2015 14:24	64.674	18.2					
91	8/6/2015 15:24	66.472	19.2					
92	8/6/2015 16:24	67.413	19.7					
93	8/6/2015 17:24	68.099	20.1					
94	8/6/2015 18:24	71.146	21.7					
95	8/6/2015 19:24	73.342	23.0					
96	8/6/2015 20:24	71.146	21.7					
97	8/6/2015 21:24	66.6	19.2					
98	8/6/2015 22:24	63.005	17.2					
99	8/6/2015 23:24	60.818	16.0					
100	8/7/2015 0:24	59.142	15.1					
101	8/7/2015 1:24	57.16	14.0					
102	8/7/2015 2:24	55.819	13.2					
103	8/7/2015 3:24	54.865	12.7					
104	8/7/2015 4:24	53.776	12.1					
105	8/7/2015 5:24	52.203	11.2					
106	8/7/2015 6:24	50.488	10.3					
107	8/7/2015 7:24	49.073	9.5					
108	8/7/2015 8:24	49.649	9.8					
109	8/7/2015 9:24	52.16	11.2					
110	8/7/2015 10:24	55.342	13.0					
111	8/7/2015 11:24	58.498	14.7					
112	8/7/2015 12:24	62.661	17.0					
113	8/7/2015 13:24	66.043	18.9					
114	8/7/2015 14:24	68.657	20.4					
115	8/7/2015 15:24	70.846	21.6					
116	8/7/2015 16:24	72.912	22.7					
117	8/7/2015 17:24	73.515	23.1					
118	8/7/2015 18:24	73.342	23.0					
119	8/7/2015 19:24	69.6	20.9					
120	8/7/2015 20:24	63.775	17.7					
121	8/7/2015 21:24	59.702	15.4					
122	8/7/2015 22:24	57.117	14.0					
123	8/7/2015 23:24	55.647	13.1					
124	8/8/2015 0:24	54.604	12.6					
125	8/8/2015 1:24	53.82	12.1					
126	8/8/2015 2:24	53.209	11.8					
127	8/8/2015 3:24	52.686	11.5					
128	8/8/2015 4:24	52.554	11.4					
129	8/8/2015 5:24	52.466	11.4					
130	8/8/2015 6:24	52.423	11.3					
131	8/8/2015 7:24	52.554	11.4					
132	8/8/2015 8:24	53.559	12.0					
133	8/8/2015 9:24	56.208	13.4					
134	8/8/2015 10:24	57.16	14.0					
135	8/8/2015 11:24	57.722	14.3					
136	8/8/2015 12:24	58.842	14.9					
137	8/8/2015 13:24	62.276	16.8					
138	8/8/2015 14:24	66.814	19.3					
139	8/8/2015 15:24	63.09	17.3					
140	8/8/2015 16:24	61.72	16.5					
141	8/8/2015 17:24	62.704	17.1					
142	8/8/2015 18:24	62.062	16.7					
143	8/8/2015 19:24	60.433	15.8					
144	8/8/2015 20:24	57.376	14.1					
145	8/8/2015 21:24	55.038	12.8					
146	8/8/2015 22:24	53.559	12.0					
147	8/8/2015 23:24	52.554	11.4					
148	8/9/2015 0:24	51.984	11.1					
149	8/9/2015 1:24	51.589	10.9					
150	8/9/2015 2:24	50.752	10.4					
151	8/9/2015 3:24	48.672	9.3					
152	8/9/2015 4:24	46.751	8.2					
153	8/9/2015 5:24	44.492	6.9					
154	8/9/2015 6:24	42.847	6.0					
155	8/9/2015 7:24	42.294	5.7					
156	8/9/2015 8:24	45.172	7.3					
157	8/9/2015 9:24	55.429	13.0					
158	8/9/2015 10:24	57.636	14.2					
159	8/9/2015 11:24	60.517	15.8					
160	8/9/2015 12:24	68.142	20.1					
161	8/9/2015 13:24	80.184	26.8					
162	8/9/2015 14:24	74.64	23.7					
163	8/9/2015 15:24	39.36	4.1					
164	8/9/2015 16:24	37.13	2.9					
165	8/9/2015 17:24	37.13	2.9					
166	8/9/2015 18:24	37.13	2.9					
167	8/9/2015 19:24	37.035	2.8					
168	8/9/2015 20:24	37.081	2.8					
169	8/9/2015 21:24	37.035	2.8					
170	8/9/2015 22:24	37.035	2.8					
171	8/9/2015 23:24	36.986	2.8					
172	8/10/2015 0:24	36.939	2.7					
173	8/10/2015 1:24	36.939	2.7					
174	8/10/2015 2:24	36.891	2.7					
175	8/10/2015 3:24	36.891	2.7					
176	8/10/2015 4:24	36.842	2.7					
177	8/10/2015 5:24	36.795	2.7					
178	8/10/2015 6:24	36.747	2.6					
179	8/10/2015 7:24	36.842	2.7					
180	8/10/2015 8:24	37.225	2.9					
181	8/10/2015 9:24	37.465	3.0					
182	8/10/2015 10:24	37.513	3.1					
183	8/10/2015 11:24	37.513	3.1					
184	8/10/2015 12:24	37.416	3.0					
185	8/10/2015 13:24	37.416	3.0					
186	8/10/2015 14:24	37.416	3.0					
187	8/10/2015 15:24	37.609	3.1					
188	8/10/2015 16:24	37.702	3.2					
189	8/10/2015 17:24	37.702	3.2					
190	8/10/2015 18:24	37.416	3.0					
191	8/10/2015 19:24	37.416	3.0					
192	8/10/2015 20:24	37.274	2.9					
193	8/10/2015 21:24	37.179	2.9					
194	8/10/2015 22:24	37.225	2.9					
195	8/10/2015 23:24	37.225	2.9					
196	8/11/2015 0:24	37.225	2.9					
197	8/11/2015 1:24	37.274	2.9					
198	8/11/2015 2:24	37.225	2.9					
199	8/11/2015 3:24	37.225	2.9					
200	8/11/2015 4:24	37.274	2.9					
201	8/11/2015 5:24	37.321	3.0					
202	8/11/2015 6:24	37.274	2.9					
203	8/11/2015 7:24	37.465	3.0					
204	8/11/2015 8:24	37.751	3.2					
205	8/11/2015 9:24	37.989	3.3					
206	8/11/2015 10:24	38.084	3.4					
207	8/11/2015 11:24	38.037	3.4					
208	8/11/2015 12:24	38.084	3.4					
209	8/11/2015 13:24	38.511	3.6					
210	8/11/2015 14:24	38.322	3.5					
211	8/11/2015 15:24	38.322	3.5					
212	8/11/2015 16:24	38.179	3.4					
213	8/11/2015 17:24	38.226	3.5					
214	8/11/2015 18:24	38.226	3.5					
215	8/11/2015 19:24	38.131	3.4					
216	8/11/2015 20:24	37.989	3.3					
217	8/11/2015 21:24	37.846	3.2					
218	8/11/2015 22:24	37.798	3.2					
219	8/11/2015 23:24	37.798	3.2					
220	8/12/2015 0:24	37.846	3.2					
221	8/12/2015 1:24	37.751	3.2					
222	8/12/2015 2:24	37.702	3.2					
223	8/12/2015 3:24	37.751	3.2					
224	8/12/2015 4:24	37.751	3.2					
225	8/12/2015 5:24	37.798	3.2					
226	8/12/2015 6:24	37.846	3.2					
227	8/12/2015 7:24	37.846	3.2					
228	8/12/2015 8:24	37.989	3.3					
229	8/12/2015 9:24	38.179	3.4					
230	8/12/2015 10:24	38.748	3.7					
231	8/12/2015 11:24	39.124	4.0					
232	8/12/2015 12:24	39.124	4.0					
233	8/12/2015 13:24	38.984	3.9					
234	8/12/2015 14:24	39.031	3.9					
235	8/12/2015 15:24	39.173	4.0					
236	8/12/2015 16:24	38.889	3.8					
237	8/12/2015 17:24	38.889	3.8					
238	8/12/2015 18:24	38.842	3.8					
239	8/12/2015 19:24	38.511	3.6					
240	8/12/2015 20:24	38.368	3.5					
241	8/12/2015 21:24	38.273	3.5					
242	8/12/2015 22:24	38.179	3.4					
243	8/12/2015 23:24	38.084	3.4					
244	8/13/2015 0:24	37.989	3.3					
245	8/13/2015 1:24	38.037	3.4					
246	8/13/2015 2:24	38.037	3.4					
247	8/13/2015 3:24	38.131	3.4					
248	8/13/2015 4:24	38.179	3.4					
249	8/13/2015 5:24	38.131	3.4					
250	8/13/2015 6:24	38.084	3.4					
251	8/13/2015 7:24	38.084	3.4					
252	8/13/2015 8:24	38.464	3.6					
253	8/13/2015 9:24	38.748	3.7					
254	8/13/2015 10:24	38.842	3.8					
255	8/13/2015 11:24	38.842	3.8					
256	8/13/2015 12:24	38.842	3.8					
257	8/13/2015 13:24	38.842	3.8					
258	8/13/2015 14:24	38.842	3.8					
259	8/13/2015 15:24	38.7	3.7					
260	8/13/2015 16:24	38.748	3.7					
261	8/13/2015 17:24	38.842	3.8					
262	8/13/2015 18:24	38.748	3.7					
263	8/13/2015 19:24	38.653	3.7					
264	8/13/2015 20:24	38.368	3.5					
265	8/13/2015 21:24	38.368	3.5					
266	8/13/2015 22:24	38.273	3.5					
267	8/13/2015 23:24	38.179	3.4					
268	8/14/2015 0:24	38.131	3.4					
269	8/14/2015 1:24	38.179	3.4					
270	8/14/2015 2:24	38.226	3.5					
271	8/14/2015 3:24	38.179	3.4					
272	8/14/2015 4:24	38.179	3.4					
273	8/14/2015 5:24	38.131	3.4					
274	8/14/2015 6:24	38.131	3.4					
275	8/14/2015 7:24	38.368	3.5					
276	8/14/2015 8:24	38.511	3.6					
277	8/14/2015 9:24	38.937	3.9					
278	8/14/2015 10:24	38.606	3.7					
279	8/14/2015 11:24	38.748	3.7					
280	8/14/2015 12:24	39.173	4.0					
281	8/14/2015 13:24	39.124	4.0					
282	8/14/2015 14:24	39.031	3.9					
283	8/14/2015 15:24	38.842	3.8					
284	8/14/2015 16:24	38.795	3.8					
285	8/14/2015 17:24	38.937	3.9					
286	8/14/2015 18:24	38.984	3.9					
287	8/14/2015 19:24	38.937	3.9					
288	8/14/2015 20:24	39.031	3.9					
289	8/14/2015 21:24	38.464	3.6					
290	8/14/2015 22:24	38.368	3.5					
291	8/14/2015 23:24	38.368	3.5					
292	8/15/2015 0:24	38.415	3.6					
293	8/15/2015 1:24	38.322	3.5					
294	8/15/2015 2:24	38.273	3.5					
295	8/15/2015 3:24	38.131	3.4					
296	8/15/2015 4:24	38.037	3.4					
297	8/15/2015 5:24	37.989	3.3					
298	8/15/2015 6:24	37.989	3.3					
299	8/15/2015 7:24	38.131	3.4					
300	8/15/2015 8:24	38.368	3.5					
301	8/15/2015 9:24	38.748	3.7					
302	8/15/2015 10:24	38.748	3.7					
303	8/15/2015 11:24	38.653	3.7					
304	8/15/2015 12:24	38.557	3.6					
305	8/15/2015 13:24	38.557	3.6					
306	8/15/2015 14:24	38.511	3.6					
307	8/15/2015 15:24	38.322	3.5					
308	8/15/2015 16:24	38.179	3.4					
309	8/15/2015 17:24	38.084	3.4					
310	8/15/2015 18:24	37.989	3.3					
311	8/15/2015 19:24	37.893	3.3					
312	8/15/2015 20:24	37.751	3.2					
313	8/15/2015 21:24	37.416	3.0					
314	8/15/2015 22:24	37.13	2.9					
315	8/15/2015 23:24	37.081	2.8					
316	8/16/2015 0:24	37.035	2.8					
317	8/16/2015 1:24	36.891	2.7					
318	8/16/2015 2:24	36.795	2.7					
319	8/16/2015 3:24	36.842	2.7					
320	8/16/2015 4:24	36.842	2.7					
321	8/16/2015 5:24	36.795	2.7					
322	8/16/2015 6:24	36.747	2.6					
323	8/16/2015 7:24	36.795	2.7					
324	8/16/2015 8:24	37.081	2.8					
325	8/16/2015 9:24	37.369	3.0					
326	8/16/2015 10:24	37.465	3.0					
327	8/16/2015 11:24	37.274	2.9					
328	8/16/2015 12:24	37.225	2.9					
329	8/16/2015 13:24	37.274	2.9					
330	8/16/2015 14:24	37.321	3.0					
331	8/16/2015 15:24	37.369	3.0					
332	8/16/2015 16:24	37.416	3.0					
333	8/16/2015 17:24	37.321	3.0					
334	8/16/2015 18:24	37.225	2.9					
335	8/16/2015 19:24	37.13	2.9					
336	8/16/2015 20:24	37.081	2.8					
337	8/16/2015 21:24	36.986	2.8					
338	8/16/2015 22:24	36.939	2.7					
339	8/16/2015 23:24	36.891	2.7					
340	8/17/2015 0:24	36.842	2.7					
341	8/17/2015 1:24	36.795	2.7					
342	8/17/2015 2:24	36.747	2.6					
343	8/17/2015 3:24	36.747	2.6					
344	8/17/2015 4:24	36.698	2.6					
345	8/17/2015 5:24	36.651	2.6					
346	8/17/2015 6:24	36.651	2.6					
347	8/17/2015 7:24	36.651	2.6					
348	8/17/2015 8:24	36.986	2.8					
349	8/17/2015 9:24	37.225	2.9					
350	8/17/2015 10:24	37.416	3.0					
351	8/17/2015 11:24	37.369	3.0					
352	8/17/2015 12:24	37.465	3.0					
353	8/17/2015 13:24	37.702	3.2					
354	8/17/2015 14:24	37.893	3.3					
355	8/17/2015 15:24	38.179	3.4					
356	8/17/2015 16:24	38.084	3.4					
357	8/17/2015 17:24	37.989	3.3					
358	8/17/2015 18:24	37.656	3.1					
359	8/17/2015 19:24	37.609	3.1					
360	8/17/2015 20:24	37.321	3.0					
361	8/17/2015 21:24	37.179	2.9					
362	8/17/2015 22:24	36.986	2.8					
363	8/17/2015 23:24	36.842	2.7					
364	8/18/2015 0:24	36.747	2.6					
365	8/18/2015 1:24	36.651	2.6					
366	8/18/2015 2:24	36.554	2.5					
367	8/18/2015 3:24	36.554	2.5					
368	8/18/2015 4:24	36.505	2.5					
369	8/18/2015 5:24	36.505	2.5					
370	8/18/2015 6:24	36.505	2.5					
371	8/18/2015 7:24	36.603	2.6					
372	8/18/2015 8:24	36.939	2.7					
373	8/18/2015 9:24	37.274	2.9					
374	8/18/2015 10:24	37.465	3.0					
375	8/18/2015 11:24	37.798	3.2					
376	8/18/2015 12:24	37.798	3.2					
377	8/18/2015 13:24	37.798	3.2					
378	8/18/2015 14:24	37.893	3.3					
379	8/18/2015 15:24	38.084	3.4					
380	8/18/2015 16:24	37.798	3.2					
381	8/18/2015 17:24	37.609	3.1					
382	8/18/2015 18:24	37.416	3.0					
383	8/18/2015 19:24	37.416	3.0					
384	8/18/2015 20:24	37.13	2.9					
385	8/18/2015 21:24	37.035	2.8					
386	8/18/2015 22:24	36.986	2.8					
387	8/18/2015 23:24	36.939	2.7					
388	8/19/2015 0:24	36.939	2.7					
389	8/19/2015 1:24	36.939	2.7					
390	8/19/2015 2:24	36.939	2.7					
391	8/19/2015 3:24	36.891	2.7					
392	8/19/2015 4:24	36.747	2.6					
393	8/19/2015 5:24	36.603	2.6					
394	8/19/2015 6:24	36.554	2.5					
395	8/19/2015 7:24	36.603	2.6					
396	8/19/2015 8:24	36.939	2.7					
397	8/19/2015 9:24	37.225	2.9					
398	8/19/2015 10:24	37.416	3.0					
399	8/19/2015 11:24	37.513	3.1					
400	8/19/2015 12:24	37.56	3.1					
401	8/19/2015 13:24	37.798	3.2					
402	8/19/2015 14:24	37.846	3.2					
403	8/19/2015 15:24	37.942	3.3					
404	8/19/2015 16:24	37.846	3.2					
405	8/19/2015 17:24	37.798	3.2					
406	8/19/2015 18:24	37.751	3.2					
407	8/19/2015 19:24	37.56	3.1					
408	8/19/2015 20:24	37.416	3.0					
409	8/19/2015 21:24	37.321	3.0					
410	8/19/2015 22:24	37.225	2.9					
411	8/19/2015 23:24	37.179	2.9					
412	8/20/2015 0:24	37.13	2.9					
413	8/20/2015 1:24	37.13	2.9					
414	8/20/2015 2:24	37.081	2.8					
415	8/20/2015 3:24	37.179	2.9					
416	8/20/2015 4:24	37.13	2.9					
417	8/20/2015 5:24	37.035	2.8					
418	8/20/2015 6:24	36.939	2.7					
419	8/20/2015 7:24	36.939	2.7					
420	8/20/2015 8:24	37.225	2.9					
421	8/20/2015 9:24	37.609	3.1					
422	8/20/2015 10:24	37.798	3.2					
423	8/20/2015 11:24	37.942	3.3					
424	8/20/2015 12:24	38.037	3.4					
425	8/20/2015 13:24	38.131	3.4					
426	8/20/2015 14:24	38.131	3.4					
427	8/20/2015 15:24	38.084	3.4					
428	8/20/2015 16:24	37.989	3.3					
429	8/20/2015 17:24	37.893	3.3					
430	8/20/2015 18:24	37.702	3.2					
431	8/20/2015 19:24	37.465	3.0					
432	8/20/2015 20:24	37.321	3.0					
433	8/20/2015 21:24	37.13	2.9					
434	8/20/2015 22:24	37.035	2.8					
435	8/20/2015 23:24	36.891	2.7					
436	8/21/2015 0:24	36.891	2.7					
437	8/21/2015 1:24	36.939	2.7					
438	8/21/2015 2:24	36.891	2.7					
439	8/21/2015 3:24	36.891	2.7					
440	8/21/2015 4:24	36.842	2.7					
441	8/21/2015 5:24	36.747	2.6					
442	8/21/2015 6:24	36.747	2.6					
443	8/21/2015 7:24	36.795	2.7					
444	8/21/2015 8:24	37.081	2.8					
445	8/21/2015 9:24	37.416	3.0					
446	8/21/2015 10:24	37.656	3.1					
447	8/21/2015 11:24	37.656	3.1					
448	8/21/2015 12:24	37.656	3.1					
449	8/21/2015 13:24	37.893	3.3					
450	8/21/2015 14:24	38.131	3.4					
451	8/21/2015 15:24	38.322	3.5					
452	8/21/2015 16:24	38.368	3.5					
453	8/21/2015 17:24	38.226	3.5					
454	8/21/2015 18:24	38.084	3.4					
455	8/21/2015 19:24	37.942	3.3					
456	8/21/2015 20:24	37.656	3.1					
457	8/21/2015 21:24	37.416	3.0					
458	8/21/2015 22:24	37.225	2.9					
459	8/21/2015 23:24	37.13	2.9					
460	8/22/2015 0:24	37.035	2.8					
461	8/22/2015 1:24	36.939	2.7					
462	8/22/2015 2:24	36.842	2.7					
463	8/22/2015 3:24	36.795	2.7					
464	8/22/2015 4:24	36.747	2.6					
465	8/22/2015 5:24	36.651	2.6					
466	8/22/2015 6:24	36.554	2.5					
467	8/22/2015 7:24	36.505	2.5					
468	8/22/2015 8:24	36.747	2.6					
469	8/22/2015 9:24	37.035	2.8					
470	8/22/2015 10:24	37.225	2.9					
471	8/22/2015 11:24	37.13	2.9					
472	8/22/2015 12:24	36.986	2.8					
473	8/22/2015 13:24	36.891	2.7					
474	8/22/2015 14:24	36.842	2.7					
475	8/22/2015 15:24	36.842	2.7					
476	8/22/2015 16:24	36.747	2.6					
477	8/22/2015 17:24	36.747	2.6					
478	8/22/2015 18:24	36.747	2.6					
479	8/22/2015 19:24	36.651	2.6					
480	8/22/2015 20:24	36.505	2.5					
481	8/22/2015 21:24	36.313	2.4					
482	8/22/2015 22:24	36.12	2.3					
483	8/22/2015 23:24	35.928	2.2					
484	8/23/2015 0:24	36.072	2.3					
485	8/23/2015 1:24	36.072	2.3					
486	8/23/2015 2:24	36.072	2.3					
487	8/23/2015 3:24	36.072	2.3					
488	8/23/2015 4:24	36.072	2.3					
489	8/23/2015 5:24	36.025	2.2					
490	8/23/2015 6:24	35.976	2.2					
491	8/23/2015 7:24	36.025	2.2					
492	8/23/2015 8:24	36.459	2.5					
493	8/23/2015 9:24	36.747	2.6					
494	8/23/2015 10:24	36.986	2.8					
495	8/23/2015 11:24	36.986	2.8					
496	8/23/2015 12:24	37.081	2.8					
497	8/23/2015 13:24	37.225	2.9					
498	8/23/2015 14:24	37.225	2.9					
499	8/23/2015 15:24	37.179	2.9					
500	8/23/2015 16:24	37.225	2.9					
501	8/23/2015 17:24	37.274	2.9					
502	8/23/2015 18:24	37.274	2.9					
503	8/23/2015 19:24	37.179	2.9					
504	8/23/2015 20:24	37.13	2.9					
505	8/23/2015 21:24	36.986	2.8					
506	8/23/2015 22:24	36.891	2.7					
507	8/23/2015 23:24	36.891	2.7					
508	8/24/2015 0:24	36.842	2.7					
509	8/24/2015 1:24	36.651	2.6					
510	8/24/2015 2:24	36.651	2.6					
511	8/24/2015 3:24	36.554	2.5					
512	8/24/2015 4:24	36.554	2.5					
513	8/24/2015 5:24	36.603	2.6					
514	8/24/2015 6:24	36.651	2.6					
515	8/24/2015 7:24	36.842	2.7					
516	8/24/2015 8:24	37.321	3.0					
517	8/24/2015 9:24	37.751	3.2					
518	8/24/2015 10:24	38.226	3.5					
519	8/24/2015 11:24	38.464	3.6					
520	8/24/2015 12:24	38.464	3.6					
521	8/24/2015 13:24	38.842	3.8					
522	8/24/2015 14:24	39.22	4.0					
523	8/24/2015 15:24	39.267	4.0					
524	8/24/2015 16:24	39.173	4.0					
525	8/24/2015 17:24	38.984	3.9					
526	8/24/2015 18:24	38.606	3.7					
527	8/24/2015 19:24	38.273	3.5					
528	8/24/2015 20:24	38.131	3.4					
529	8/24/2015 21:24	37.893	3.3					
530	8/24/2015 22:24	37.702	3.2					
531	8/24/2015 23:24	37.609	3.1					
532	8/25/2015 0:24	37.513	3.1					
533	8/25/2015 1:24	37.465	3.0					
534	8/25/2015 2:24	37.465	3.0					
535	8/25/2015 3:24	37.465	3.0					
536	8/25/2015 4:24	37.465	3.0					
537	8/25/2015 5:24	37.465	3.0					
538	8/25/2015 6:24	37.513	3.1					
539	8/25/2015 7:24	37.656	3.1					
540	8/25/2015 8:24	37.989	3.3					
541	8/25/2015 9:24	38.322	3.5					
542	8/25/2015 10:24	38.557	3.6					
543	8/25/2015 11:24	38.653	3.7					
544	8/25/2015 12:24	38.7	3.7					
545	8/25/2015 13:24	38.7	3.7					
546	8/25/2015 14:24	39.173	4.0					
547	8/25/2015 15:24	39.267	4.0					
548	8/25/2015 16:24	39.22	4.0					
549	8/25/2015 17:24	38.889	3.8					
550	8/25/2015 18:24	38.889	3.8					
551	8/25/2015 19:24	38.748	3.7					
552	8/25/2015 20:24	38.464	3.6					
553	8/25/2015 21:24	38.368	3.5					
554	8/25/2015 22:24	38.322	3.5					
555	8/25/2015 23:24	38.273	3.5					
556	8/26/2015 0:24	38.273	3.5					
557	8/26/2015 1:24	38.273	3.5					
558	8/26/2015 2:24	38.273	3.5					
559	8/26/2015 3:24	38.368	3.5					
560	8/26/2015 4:24	38.368	3.5					
561	8/26/2015 5:24	38.322	3.5					
562	8/26/2015 6:24	38.322	3.5					
563	8/26/2015 7:24	38.322	3.5					
564	8/26/2015 8:24	38.511	3.6					
565	8/26/2015 9:24	38.795	3.8					
566	8/26/2015 10:24	38.889	3.8					
567	8/26/2015 11:24	38.937	3.9					
568	8/26/2015 12:24	39.031	3.9					
569	8/26/2015 13:24	38.937	3.9					
570	8/26/2015 14:24	38.937	3.9					
571	8/26/2015 15:24	38.937	3.9					
572	8/26/2015 16:24	38.795	3.8					
573	8/26/2015 17:24	38.937	3.9					
574	8/26/2015 18:24	38.889	3.8					
575	8/26/2015 19:24	38.653	3.7					
576	8/26/2015 20:24	38.322	3.5					
577	8/26/2015 21:24	38.179	3.4					
578	8/26/2015 22:24	38.084	3.4					
579	8/26/2015 23:24	37.989	3.3					
580	8/27/2015 0:24	37.989	3.3					
581	8/27/2015 1:24	37.942	3.3					
582	8/27/2015 2:24	37.846	3.2					
583	8/27/2015 3:24	37.846	3.2					
584	8/27/2015 4:24	37.798	3.2					
585	8/27/2015 5:24	37.751	3.2					
586	8/27/2015 6:24	37.751	3.2					
587	8/27/2015 7:24	37.893	3.3					
588	8/27/2015 8:24	37.989	3.3					
589	8/27/2015 9:24	38.322	3.5					
590	8/27/2015 10:24	38.889	3.8					
591	8/27/2015 11:24	39.267	4.0					
592	8/27/2015 12:24	39.313	4.1					
593	8/27/2015 13:24	39.36	4.1					
594	8/27/2015 14:24	39.267	4.0					
595	8/27/2015 15:24	39.22	4.0					
596	8/27/2015 16:24	39.124	4.0					
597	8/27/2015 17:24	39.22	4.0					
598	8/27/2015 18:24	39.313	4.1					
599	8/27/2015 19:24	39.078	3.9					
600	8/27/2015 20:24	38.606	3.7					
601	8/27/2015 21:24	38.226	3.5					
602	8/27/2015 22:24	38.037	3.4					
603	8/27/2015 23:24	37.893	3.3					
604	8/28/2015 0:24	37.798	3.2					
605	8/28/2015 1:24	37.656	3.1					
606	8/28/2015 2:24	37.513	3.1					
607	8/28/2015 3:24	37.465	3.0					
608	8/28/2015 4:24	37.369	3.0					
609	8/28/2015 5:24	37.321	3.0					
610	8/28/2015 6:24	37.225	2.9					
611	8/28/2015 7:24	37.225	2.9					
612	8/28/2015 8:24	37.416	3.0					
613	8/28/2015 9:24	37.656	3.1					
614	8/28/2015 10:24	37.989	3.3					
615	8/28/2015 11:24	38.179	3.4					
616	8/28/2015 12:24	38.179	3.4					
617	8/28/2015 13:24	38.226	3.5					
618	8/28/2015 14:24	38.368	3.5					
619	8/28/2015 15:24	38.557	3.6					
620	8/28/2015 16:24	38.557	3.6					
621	8/28/2015 17:24	38.795	3.8					
622	8/28/2015 18:24	38.795	3.8					
623	8/28/2015 19:24	38.511	3.6					
624	8/28/2015 20:24	38.415	3.6					
625	8/28/2015 21:24	38.226	3.5					
626	8/28/2015 22:24	38.084	3.4					
627	8/28/2015 23:24	38.084	3.4					
