Plot Title: 10767835								
#	"Date Time, GMT-06:00"	"Temp, °F (LGR S/N: 10767835, SEN S/N: 10767835)"	"Temp, °C (LGR S/N: 10767835, SEN S/N: 10767835)"	Coupler Detached (LGR S/N: 10767835)	Coupler Attached (LGR S/N: 10767835)	Host Connected (LGR S/N: 10767835)	Stopped (LGR S/N: 10767835)	End Of File (LGR S/N: 10767835)
3977	1/15/2016 13:24	32.891	0.5					
3978	1/15/2016 14:24	32.94	0.5					
3979	1/15/2016 15:24	32.891	0.5					
3980	1/15/2016 16:24	32.841	0.5					
3981	1/15/2016 17:24	32.841	0.5					
3982	1/15/2016 18:24	32.891	0.5					
3983	1/15/2016 19:24	32.94	0.5					
3984	1/15/2016 20:24	32.94	0.5					
3985	1/15/2016 21:24	32.94	0.5					
3986	1/15/2016 22:24	32.94	0.5					
3987	1/15/2016 23:24	32.94	0.5					
3988	1/16/2016 0:24	32.94	0.5					
3989	1/16/2016 1:24	32.99	0.6					
3990	1/16/2016 2:24	32.94	0.5					
3991	1/16/2016 3:24	32.891	0.5					
3992	1/16/2016 4:24	32.94	0.5					
3993	1/16/2016 5:24	32.94	0.5					
3994	1/16/2016 6:24	32.99	0.6					
3995	1/16/2016 7:24	32.99	0.6					
3996	1/16/2016 8:24	32.99	0.6					
3997	1/16/2016 9:24	32.99	0.6					
3998	1/16/2016 10:24	32.99	0.6					
3999	1/16/2016 11:24	32.94	0.5					
4000	1/16/2016 12:24	32.94	0.5					
4001	1/16/2016 13:24	32.99	0.6					
4002	1/16/2016 14:24	32.99	0.6					
4003	1/16/2016 15:24	32.99	0.6					
4004	1/16/2016 16:24	32.891	0.5					
4005	1/16/2016 17:24	32.742	0.4					
4006	1/16/2016 18:24	32.641	0.4					
4007	1/16/2016 19:24	32.542	0.3					
4008	1/16/2016 20:24	32.392	0.2					
4009	1/16/2016 21:24	32.342	0.2					
4010	1/16/2016 22:24	32.342	0.2					
4011	1/16/2016 23:24	32.293	0.2					
4012	1/17/2016 0:24	32.193	0.1					
4013	1/17/2016 1:24	32.193	0.1					
4014	1/17/2016 2:24	32.142	0.1					
4015	1/17/2016 3:24	32.193	0.1					
4016	1/17/2016 4:24	32.193	0.1					
4017	1/17/2016 5:24	32.293	0.2					
4018	1/17/2016 6:24	32.392	0.2					
4019	1/17/2016 7:24	32.542	0.3					
4020	1/17/2016 8:24	32.542	0.3					
4021	1/17/2016 9:24	32.641	0.4					
4022	1/17/2016 10:24	32.742	0.4					
4023	1/17/2016 11:24	32.841	0.5					
4024	1/17/2016 12:24	32.841	0.5					
4025	1/17/2016 13:24	32.94	0.5					
4026	1/17/2016 14:24	33.039	0.6					
4027	1/17/2016 15:24	33.089	0.6					
4028	1/17/2016 16:24	33.089	0.6					
4029	1/17/2016 17:24	33.089	0.6					
4030	1/17/2016 18:24	33.089	0.6					
4031	1/17/2016 19:24	32.94	0.5					
4032	1/17/2016 20:24	32.94	0.5					
4033	1/17/2016 21:24	32.99	0.6					
4034	1/17/2016 22:24	32.742	0.4					
4035	1/17/2016 23:24	32.542	0.3					
4036	1/18/2016 0:24	32.592	0.3					
4037	1/18/2016 1:24	32.691	0.4					
4038	1/18/2016 2:24	32.79	0.4					
4039	1/18/2016 3:24	32.592	0.3					
4040	1/18/2016 4:24	32.641	0.4					
4041	1/18/2016 5:24	32.691	0.4					
4042	1/18/2016 6:24	32.742	0.4					
4043	1/18/2016 7:24	32.691	0.4					
4044	1/18/2016 8:24	32.641	0.4					
4045	1/18/2016 9:24	32.592	0.3					
4046	1/18/2016 10:24	32.641	0.4					
4047	1/18/2016 11:24	32.641	0.4					
4048	1/18/2016 12:24	32.641	0.4					
4049	1/18/2016 13:24	32.592	0.3					
4050	1/18/2016 14:24	32.641	0.4					
4051	1/18/2016 15:24	32.592	0.3					
4052	1/18/2016 16:24	32.592	0.3					
4053	1/18/2016 17:24	32.592	0.3					
4054	1/18/2016 18:24	32.641	0.4					
4055	1/18/2016 19:24	32.79	0.4					
4056	1/18/2016 20:24	32.841	0.5					
4057	1/18/2016 21:24	32.94	0.5					
4058	1/18/2016 22:24	32.94	0.5					
4059	1/18/2016 23:24	32.99	0.6					
4060	1/19/2016 0:24	33.039	0.6					
4061	1/19/2016 1:24	33.039	0.6					
4062	1/19/2016 2:24	33.089	0.6					
4063	1/19/2016 3:24	33.039	0.6					
4064	1/19/2016 4:24	33.089	0.6					
4065	1/19/2016 5:24	33.089	0.6					
4066	1/19/2016 6:24	33.089	0.6					
4067	1/19/2016 7:24	33.089	0.6					
4068	1/19/2016 8:24	33.089	0.6					
4069	1/19/2016 9:24	33.089	0.6					
4070	1/19/2016 10:24	33.089	0.6					
4071	1/19/2016 11:24	33.138	0.6					
4072	1/19/2016 12:24	33.138	0.6					
4073	1/19/2016 13:24	33.138	0.6					
4074	1/19/2016 14:24	33.188	0.7					
4075	1/19/2016 15:24	33.188	0.7					
4076	1/19/2016 16:24	33.188	0.7					
4077	1/19/2016 17:24	33.237	0.7					
4078	1/19/2016 18:24	33.188	0.7					
4079	1/19/2016 19:24	33.138	0.6					
4080	1/19/2016 20:24	33.138	0.6					
4081	1/19/2016 21:24	33.138	0.6					
4082	1/19/2016 22:24	33.138	0.6					
4083	1/19/2016 23:24	32.94	0.5					
4084	1/20/2016 0:24	32.891	0.5					
4085	1/20/2016 1:24	32.841	0.5					
4086	1/20/2016 2:24	32.742	0.4					
4087	1/20/2016 3:24	32.691	0.4					
4088	1/20/2016 4:24	32.742	0.4					
4089	1/20/2016 5:24	32.641	0.4					
4090	1/20/2016 6:24	32.592	0.3					
4091	1/20/2016 7:24	32.691	0.4					
4092	1/20/2016 8:24	32.592	0.3					
4093	1/20/2016 9:24	32.491	0.3					
4094	1/20/2016 10:24	32.491	0.3					
4095	1/20/2016 11:24	32.491	0.3					
4096	1/20/2016 12:24	32.641	0.4					
4097	1/20/2016 13:24	32.542	0.3					
4098	1/20/2016 14:24	32.641	0.4					
4099	1/20/2016 15:24	32.79	0.4					
4100	1/20/2016 16:24	32.841	0.5					
4101	1/20/2016 17:24	32.641	0.4					
4102	1/20/2016 18:24	32.592	0.3					
4103	1/20/2016 19:24	32.542	0.3					
4104	1/20/2016 20:24	32.691	0.4					
4105	1/20/2016 21:24	32.841	0.5					
4106	1/20/2016 22:24	32.94	0.5					
4107	1/20/2016 23:24	32.94	0.5					
4108	1/21/2016 0:24	32.99	0.6					
4109	1/21/2016 1:24	33.039	0.6					
4110	1/21/2016 2:24	33.039	0.6					
4111	1/21/2016 3:24	33.039	0.6					
4112	1/21/2016 4:24	33.039	0.6					
4113	1/21/2016 5:24	33.039	0.6					
4114	1/21/2016 6:24	33.039	0.6					
4115	1/21/2016 7:24	32.99	0.6					
4116	1/21/2016 8:24	32.99	0.6					
4117	1/21/2016 9:24	32.94	0.5					
4118	1/21/2016 10:24	33.039	0.6					
4119	1/21/2016 11:24	33.089	0.6					
4120	1/21/2016 12:24	33.188	0.7					
4121	1/21/2016 13:24	33.237	0.7					
4122	1/21/2016 14:24	33.336	0.7					
4123	1/21/2016 15:24	33.336	0.7					
4124	1/21/2016 16:24	33.336	0.7					
4125	1/21/2016 17:24	33.336	0.7					
4126	1/21/2016 18:24	33.336	0.7					
4127	1/21/2016 19:24	33.287	0.7					
4128	1/21/2016 20:24	33.287	0.7					
4129	1/21/2016 21:24	33.336	0.7					
4130	1/21/2016 22:24	33.336	0.7					
4131	1/21/2016 23:24	33.336	0.7					
4132	1/22/2016 0:24	33.287	0.7					
4133	1/22/2016 1:24	33.336	0.7					
4134	1/22/2016 2:24	33.336	0.7					
4135	1/22/2016 3:24	33.336	0.7					
4136	1/22/2016 4:24	33.336	0.7					
4137	1/22/2016 5:24	33.336	0.7					
4138	1/22/2016 6:24	33.336	0.7					
4139	1/22/2016 7:24	33.336	0.7					
4140	1/22/2016 8:24	33.336	0.7					
4141	1/22/2016 9:24	33.336	0.7					
4142	1/22/2016 10:24	33.336	0.7					
4143	1/22/2016 11:24	33.435	0.8					
4144	1/22/2016 12:24	33.534	0.9					
4145	1/22/2016 13:24	33.534	0.9					
4146	1/22/2016 14:24	33.633	0.9					
4147	1/22/2016 15:24	33.584	0.9					
4148	1/22/2016 16:24	33.633	0.9					
4149	1/22/2016 17:24	33.584	0.9					
4150	1/22/2016 18:24	33.534	0.9					
4151	1/22/2016 19:24	33.485	0.8					
4152	1/22/2016 20:24	33.435	0.8					
4153	1/22/2016 21:24	33.386	0.8					
4154	1/22/2016 22:24	33.336	0.7					
4155	1/22/2016 23:24	33.336	0.7					
4156	1/23/2016 0:24	33.336	0.7					
4157	1/23/2016 1:24	33.386	0.8					
4158	1/23/2016 2:24	33.435	0.8					
4159	1/23/2016 3:24	33.435	0.8					
4160	1/23/2016 4:24	33.435	0.8					
4161	1/23/2016 5:24	33.435	0.8					
4162	1/23/2016 6:24	33.435	0.8					
4163	1/23/2016 7:24	33.435	0.8					
4164	1/23/2016 8:24	33.435	0.8					
4165	1/23/2016 9:24	33.435	0.8					
4166	1/23/2016 10:24	33.435	0.8					
4167	1/23/2016 11:24	33.534	0.9					
4168	1/23/2016 12:24	33.633	0.9					
4169	1/23/2016 13:24	33.732	1.0					
4170	1/23/2016 14:24	33.78	1.0					
4171	1/23/2016 15:24	33.831	1.0					
4172	1/23/2016 16:24	33.78	1.0					
4173	1/23/2016 17:24	33.732	1.0					
4174	1/23/2016 18:24	33.681	0.9					
4175	1/23/2016 19:24	33.633	0.9					
4176	1/23/2016 20:24	33.386	0.8					
4177	1/23/2016 21:24	33.336	0.7					
4178	1/23/2016 22:24	33.386	0.8					
4179	1/23/2016 23:24	33.386	0.8					
4180	1/24/2016 0:24	33.485	0.8					
4181	1/24/2016 1:24	33.435	0.8					
4182	1/24/2016 2:24	33.336	0.7					
4183	1/24/2016 3:24	33.237	0.7					
4184	1/24/2016 4:24	33.188	0.7					
4185	1/24/2016 5:24	33.039	0.6					
4186	1/24/2016 6:24	32.94	0.5					
4187	1/24/2016 7:24	32.99	0.6					
4188	1/24/2016 8:24	33.039	0.6					
4189	1/24/2016 9:24	33.138	0.6					
4190	1/24/2016 10:24	33.138	0.6					
4191	1/24/2016 11:24	33.188	0.7					
4192	1/24/2016 12:24	33.237	0.7					
4193	1/24/2016 13:24	33.336	0.7					
4194	1/24/2016 14:24	33.386	0.8					
4195	1/24/2016 15:24	33.336	0.7					
4196	1/24/2016 16:24	33.336	0.7					
4197	1/24/2016 17:24	33.188	0.7					
4198	1/24/2016 18:24	32.79	0.4					
4199	1/24/2016 19:24	32.841	0.5					
4200	1/24/2016 20:24	32.79	0.4					
4201	1/24/2016 21:24	32.641	0.4					
4202	1/24/2016 22:24	32.742	0.4					
4203	1/24/2016 23:24	32.79	0.4					
4204	1/25/2016 0:24	32.841	0.5					
4205	1/25/2016 1:24	32.841	0.5					
4206	1/25/2016 2:24	32.94	0.5					
4207	1/25/2016 3:24	32.99	0.6					
4208	1/25/2016 4:24	33.039	0.6					
4209	1/25/2016 5:24	33.039	0.6					
4210	1/25/2016 6:24	33.039	0.6					
4211	1/25/2016 7:24	33.039	0.6					
4212	1/25/2016 8:24	32.99	0.6					
4213	1/25/2016 9:24	32.99	0.6					
4214	1/25/2016 10:24	33.039	0.6					
4215	1/25/2016 11:24	33.138	0.6					
4216	1/25/2016 12:24	33.188	0.7					
4217	1/25/2016 13:24	33.188	0.7					
4218	1/25/2016 14:24	33.237	0.7					
4219	1/25/2016 15:24	33.287	0.7					
4220	1/25/2016 16:24	33.237	0.7					
4221	1/25/2016 17:24	33.237	0.7					
4222	1/25/2016 18:24	33.138	0.6					
4223	1/25/2016 19:24	33.089	0.6					
4224	1/25/2016 20:24	32.99	0.6					
4225	1/25/2016 21:24	32.891	0.5					
4226	1/25/2016 22:24	32.79	0.4					
4227	1/25/2016 23:24	32.742	0.4					
4228	1/26/2016 0:24	32.691	0.4					
4229	1/26/2016 1:24	32.641	0.4					
4230	1/26/2016 2:24	32.641	0.4					
4231	1/26/2016 3:24	32.641	0.4					
4232	1/26/2016 4:24	32.592	0.3					
4233	1/26/2016 5:24	32.542	0.3					
4234	1/26/2016 6:24	32.542	0.3					
4235	1/26/2016 7:24	32.592	0.3					
4236	1/26/2016 8:24	32.592	0.3					
4237	1/26/2016 9:24	32.592	0.3					
4238	1/26/2016 10:24	32.592	0.3					
4239	1/26/2016 11:24	32.592	0.3					
4240	1/26/2016 12:24	32.691	0.4					
4241	1/26/2016 13:24	32.742	0.4					
4242	1/26/2016 14:24	32.841	0.5					
4243	1/26/2016 15:24	32.94	0.5					
4244	1/26/2016 16:24	32.99	0.6					
4245	1/26/2016 17:24	32.94	0.5					
4246	1/26/2016 18:24	32.891	0.5					
4247	1/26/2016 19:24	32.841	0.5					
4248	1/26/2016 20:24	32.79	0.4					
4249	1/26/2016 21:24	32.79	0.4					
4250	1/26/2016 22:24	32.79	0.4					
4251	1/26/2016 23:24	32.742	0.4					
4252	1/27/2016 0:24	32.691	0.4					
4253	1/27/2016 1:24	32.742	0.4					
4254	1/27/2016 2:24	32.742	0.4					
4255	1/27/2016 3:24	32.79	0.4					
4256	1/27/2016 4:24	32.841	0.5					
4257	1/27/2016 5:24	32.891	0.5					
4258	1/27/2016 6:24	32.891	0.5					
4259	1/27/2016 7:24	32.94	0.5					
4260	1/27/2016 8:24	32.94	0.5					
4261	1/27/2016 9:24	33.039	0.6					
4262	1/27/2016 10:24	33.089	0.6					
4263	1/27/2016 11:24	33.188	0.7					
4264	1/27/2016 12:24	33.237	0.7					
4265	1/27/2016 13:24	33.287	0.7					
4266	1/27/2016 14:24	33.336	0.7					
4267	1/27/2016 15:24	33.386	0.8					
4268	1/27/2016 16:24	33.435	0.8					
4269	1/27/2016 17:24	33.485	0.8					
4270	1/27/2016 18:24	33.435	0.8					
4271	1/27/2016 19:24	33.386	0.8					
4272	1/27/2016 20:24	33.336	0.7					
4273	1/27/2016 21:24	33.336	0.7					
4274	1/27/2016 22:24	33.336	0.7					
4275	1/27/2016 23:24	33.287	0.7					
4276	1/28/2016 0:24	33.287	0.7					
4277	1/28/2016 1:24	33.336	0.7					
4278	1/28/2016 2:24	33.287	0.7					
4279	1/28/2016 3:24	33.287	0.7					
4280	1/28/2016 4:24	33.188	0.7					
4281	1/28/2016 5:24	33.188	0.7					
4282	1/28/2016 6:24	33.188	0.7					
4283	1/28/2016 7:24	33.188	0.7					
4284	1/28/2016 8:24	33.188	0.7					
4285	1/28/2016 9:24	33.188	0.7					
4286	1/28/2016 10:24	33.188	0.7					
4287	1/28/2016 11:24	33.237	0.7					
4288	1/28/2016 12:24	33.287	0.7					
4289	1/28/2016 13:24	33.336	0.7					
4290	1/28/2016 14:24	33.336	0.7					
4291	1/28/2016 15:24	33.336	0.7					
4292	1/28/2016 16:24	33.336	0.7					
4293	1/28/2016 17:24	33.336	0.7					
4294	1/28/2016 18:24	33.336	0.7					
4295	1/28/2016 19:24	33.287	0.7					
4296	1/28/2016 20:24	33.237	0.7					
4297	1/28/2016 21:24	33.287	0.7					
4298	1/28/2016 22:24	33.336	0.7					
4299	1/28/2016 23:24	33.336	0.7					
4300	1/29/2016 0:24	33.237	0.7					
4301	1/29/2016 1:24	33.089	0.6					
4302	1/29/2016 2:24	32.94	0.5					
4303	1/29/2016 3:24	32.94	0.5					
4304	1/29/2016 4:24	32.742	0.4					
4305	1/29/2016 5:24	32.841	0.5					
4306	1/29/2016 6:24	32.94	0.5					
4307	1/29/2016 7:24	33.039	0.6					
4308	1/29/2016 8:24	33.039	0.6					
4309	1/29/2016 9:24	33.089	0.6					
4310	1/29/2016 10:24	33.138	0.6					
4311	1/29/2016 11:24	33.237	0.7					
4312	1/29/2016 12:24	33.336	0.7					
4313	1/29/2016 13:24	33.237	0.7					
4314	1/29/2016 14:24	33.237	0.7					
4315	1/29/2016 15:24	33.287	0.7					
4316	1/29/2016 16:24	33.138	0.6					
4317	1/29/2016 17:24	32.94	0.5					
4318	1/29/2016 18:24	32.99	0.6					
4319	1/29/2016 19:24	33.039	0.6					
4320	1/29/2016 20:24	32.99	0.6					
4321	1/29/2016 21:24	32.99	0.6					
4322	1/29/2016 22:24	32.891	0.5					
4323	1/29/2016 23:24	32.79	0.4					
4324	1/30/2016 0:24	32.742	0.4					
4325	1/30/2016 1:24	32.691	0.4					
4326	1/30/2016 2:24	32.542	0.3					
4327	1/30/2016 3:24	32.392	0.2					
4328	1/30/2016 4:24	32.293	0.2					
4329	1/30/2016 5:24	32.342	0.2					
4330	1/30/2016 6:24	32.293	0.2					
4331	1/30/2016 7:24	32.243	0.1					
4332	1/30/2016 8:24	32.243	0.1					
4333	1/30/2016 9:24	32.293	0.2					
4334	1/30/2016 10:24	32.293	0.2					
4335	1/30/2016 11:24	32.342	0.2					
4336	1/30/2016 12:24	32.392	0.2					
4337	1/30/2016 13:24	32.443	0.2					
4338	1/30/2016 14:24	32.491	0.3					
4339	1/30/2016 15:24	32.592	0.3					
4340	1/30/2016 16:24	32.542	0.3					
4341	1/30/2016 17:24	32.443	0.2					
4342	1/30/2016 18:24	32.392	0.2					
4343	1/30/2016 19:24	32.542	0.3					
4344	1/30/2016 20:24	32.641	0.4					
4345	1/30/2016 21:24	32.691	0.4					
4346	1/30/2016 22:24	32.641	0.4					
4347	1/30/2016 23:24	32.592	0.3					
4348	1/31/2016 0:24	32.641	0.4					
4349	1/31/2016 1:24	32.691	0.4					
4350	1/31/2016 2:24	32.79	0.4					
4351	1/31/2016 3:24	32.79	0.4					
4352	1/31/2016 4:24	32.841	0.5					
4353	1/31/2016 5:24	32.79	0.4					
4354	1/31/2016 6:24	32.891	0.5					
4355	1/31/2016 7:24	32.94	0.5					
4356	1/31/2016 8:24	32.841	0.5					
4357	1/31/2016 9:24	32.891	0.5					
4358	1/31/2016 10:24	32.94	0.5					
4359	1/31/2016 11:24	32.841	0.5					
4360	1/31/2016 12:24	32.891	0.5					
4361	1/31/2016 13:24	32.891	0.5					
4362	1/31/2016 14:24	32.79	0.4					
4363	1/31/2016 15:24	32.592	0.3					
4364	1/31/2016 16:24	32.542	0.3					
4365	1/31/2016 17:24	32.641	0.4					
4366	1/31/2016 18:24	32.742	0.4					
4367	1/31/2016 19:24	32.841	0.5					
4368	1/31/2016 20:24	32.841	0.5					
4369	1/31/2016 21:24	32.841	0.5					
4370	1/31/2016 22:24	32.841	0.5					
4371	1/31/2016 23:24	32.841	0.5					
4372	2/1/2016 0:24	32.841	0.5					
4373	2/1/2016 1:24	32.841	0.5					
4374	2/1/2016 2:24	32.841	0.5					
4375	2/1/2016 3:24	32.742	0.4					
4376	2/1/2016 4:24	32.691	0.4					
4377	2/1/2016 5:24	32.691	0.4					
4378	2/1/2016 6:24	32.691	0.4					
4379	2/1/2016 7:24	32.691	0.4					
4380	2/1/2016 8:24	32.592	0.3					
4381	2/1/2016 9:24	32.542	0.3					
4382	2/1/2016 10:24	32.592	0.3					
4383	2/1/2016 11:24	32.691	0.4					
4384	2/1/2016 12:24	32.79	0.4					
4385	2/1/2016 13:24	32.841	0.5					
4386	2/1/2016 14:24	32.891	0.5					
4387	2/1/2016 15:24	32.94	0.5					
4388	2/1/2016 16:24	32.99	0.6					
4389	2/1/2016 17:24	32.99	0.6					
4390	2/1/2016 18:24	32.99	0.6					
4391	2/1/2016 19:24	32.99	0.6					
4392	2/1/2016 20:24	32.94	0.5					
4393	2/1/2016 21:24	32.94	0.5					
4394	2/1/2016 22:24	32.94	0.5					
4395	2/1/2016 23:24	32.94	0.5					
4396	2/2/2016 0:24	32.891	0.5					
4397	2/2/2016 1:24	32.841	0.5					
4398	2/2/2016 2:24	32.742	0.4					
4399	2/2/2016 3:24	32.79	0.4					
4400	2/2/2016 4:24	32.79	0.4					
4401	2/2/2016 5:24	32.79	0.4					
4402	2/2/2016 6:24	32.742	0.4					
4403	2/2/2016 7:24	32.742	0.4					
4404	2/2/2016 8:24	32.742	0.4					
4405	2/2/2016 9:24	32.691	0.4					
4406	2/2/2016 10:24	32.742	0.4					
4407	2/2/2016 11:24	32.691	0.4					
4408	2/2/2016 12:24	32.542	0.3					
4409	2/2/2016 13:24	32.542	0.3					
4410	2/2/2016 14:24	32.641	0.4					
4411	2/2/2016 15:24	32.742	0.4					
4412	2/2/2016 16:24	32.742	0.4					
4413	2/2/2016 17:24	32.79	0.4					
4414	2/2/2016 18:24	32.841	0.5					
4415	2/2/2016 19:24	32.841	0.5					
4416	2/2/2016 20:24	32.79	0.4					
4417	2/2/2016 21:24	32.79	0.4					
4418	2/2/2016 22:24	32.79	0.4					
4419	2/2/2016 23:24	32.742	0.4					
4420	2/3/2016 0:24	32.742	0.4					
4421	2/3/2016 1:24	32.742	0.4					
4422	2/3/2016 2:24	32.742	0.4					
4423	2/3/2016 3:24	32.742	0.4					
4424	2/3/2016 4:24	32.742	0.4					
4425	2/3/2016 5:24	32.742	0.4					
4426	2/3/2016 6:24	32.742	0.4					
4427	2/3/2016 7:24	32.742	0.4					
4428	2/3/2016 8:24	32.742	0.4					
4429	2/3/2016 9:24	32.742	0.4					
4430	2/3/2016 10:24	32.742	0.4					
4431	2/3/2016 11:24	32.742	0.4					
4432	2/3/2016 12:24	32.79	0.4					
4433	2/3/2016 13:24	32.841	0.5					
4434	2/3/2016 14:24	32.79	0.4					
4435	2/3/2016 15:24	32.79	0.4					
4436	2/3/2016 16:24	32.841	0.5					
4437	2/3/2016 17:24	32.841	0.5					
4438	2/3/2016 18:24	32.841	0.5					
4439	2/3/2016 19:24	32.79	0.4					
4440	2/3/2016 20:24	32.79	0.4					
4441	2/3/2016 21:24	32.79	0.4					
4442	2/3/2016 22:24	32.79	0.4					
4443	2/3/2016 23:24	32.742	0.4					
4444	2/4/2016 0:24	32.742	0.4					
4445	2/4/2016 1:24	32.742	0.4					
4446	2/4/2016 2:24	32.742	0.4					
4447	2/4/2016 3:24	32.742	0.4					
4448	2/4/2016 4:24	32.742	0.4					
4449	2/4/2016 5:24	32.742	0.4					
4450	2/4/2016 6:24	32.742	0.4					
4451	2/4/2016 7:24	32.742	0.4					
4452	2/4/2016 8:24	32.742	0.4					
4453	2/4/2016 9:24	32.742	0.4					
4454	2/4/2016 10:24	32.742	0.4					
4455	2/4/2016 11:24	32.742	0.4					
4456	2/4/2016 12:24	32.691	0.4					
4457	2/4/2016 13:24	32.641	0.4					
4458	2/4/2016 14:24	32.691	0.4					
4459	2/4/2016 15:24	32.691	0.4					
4460	2/4/2016 16:24	32.641	0.4					
4461	2/4/2016 17:24	32.542	0.3					
4462	2/4/2016 18:24	32.443	0.2					
4463	2/4/2016 19:24	32.342	0.2					
4464	2/4/2016 20:24	32.293	0.2					
4465	2/4/2016 21:24	32.342	0.2					
4466	2/4/2016 22:24	32.392	0.2					
4467	2/4/2016 23:24	32.443	0.2					
4468	2/5/2016 0:24	32.542	0.3					
4469	2/5/2016 1:24	32.542	0.3					
4470	2/5/2016 2:24	32.542	0.3					
4471	2/5/2016 3:24	32.592	0.3					
4472	2/5/2016 4:24	32.641	0.4					
4473	2/5/2016 5:24	32.691	0.4					
4474	2/5/2016 6:24	32.742	0.4					
4475	2/5/2016 7:24	32.742	0.4					
4476	2/5/2016 8:24	32.742	0.4					
4477	2/5/2016 9:24	32.742	0.4					
4478	2/5/2016 10:24	32.742	0.4					
4479	2/5/2016 11:24	32.742	0.4					
4480	2/5/2016 12:24	32.742	0.4					
4481	2/5/2016 13:24	32.742	0.4					
4482	2/5/2016 14:24	32.79	0.4					
4483	2/5/2016 15:24	32.79	0.4					
4484	2/5/2016 16:24	32.841	0.5					
4485	2/5/2016 17:24	32.841	0.5					
4486	2/5/2016 18:24	32.841	0.5					
4487	2/5/2016 19:24	32.891	0.5					
4488	2/5/2016 20:24	32.841	0.5					
4489	2/5/2016 21:24	32.841	0.5					
4490	2/5/2016 22:24	32.891	0.5					
4491	2/5/2016 23:24	32.79	0.4					
4492	2/6/2016 0:24	32.691	0.4					
4493	2/6/2016 1:24	32.742	0.4					
4494	2/6/2016 2:24	32.79	0.4					
4495	2/6/2016 3:24	32.841	0.5					
4496	2/6/2016 4:24	32.841	0.5					
4497	2/6/2016 5:24	32.841	0.5					
4498	2/6/2016 6:24	32.891	0.5					
4499	2/6/2016 7:24	32.94	0.5					
4500	2/6/2016 8:24	32.94	0.5					
4501	2/6/2016 9:24	32.94	0.5					
4502	2/6/2016 10:24	32.94	0.5					
4503	2/6/2016 11:24	32.94	0.5					
4504	2/6/2016 12:24	33.039	0.6					
4505	2/6/2016 13:24	33.089	0.6					
4506	2/6/2016 14:24	33.089	0.6					
4507	2/6/2016 15:24	33.138	0.6					
4508	2/6/2016 16:24	33.089	0.6					
4509	2/6/2016 17:24	33.138	0.6					
4510	2/6/2016 18:24	33.089	0.6					
4511	2/6/2016 19:24	33.089	0.6					
4512	2/6/2016 20:24	32.99	0.6					
4513	2/6/2016 21:24	32.841	0.5					
4514	2/6/2016 22:24	32.841	0.5					
4515	2/6/2016 23:24	32.891	0.5					
4516	2/7/2016 0:24	32.891	0.5					
4517	2/7/2016 1:24	32.891	0.5					
4518	2/7/2016 2:24	32.94	0.5					
4519	2/7/2016 3:24	32.94	0.5					
4520	2/7/2016 4:24	32.99	0.6					
4521	2/7/2016 5:24	32.99	0.6					
4522	2/7/2016 6:24	32.99	0.6					
4523	2/7/2016 7:24	32.99	0.6					
4524	2/7/2016 8:24	32.99	0.6					
4525	2/7/2016 9:24	32.99	0.6					
4526	2/7/2016 10:24	32.94	0.5					
4527	2/7/2016 11:24	32.94	0.5					
4528	2/7/2016 12:24	32.94	0.5					
4529	2/7/2016 13:24	32.891	0.5					
4530	2/7/2016 14:24	32.94	0.5					
4531	2/7/2016 15:24	32.94	0.5					
4532	2/7/2016 16:24	32.94	0.5					
4533	2/7/2016 17:24	32.99	0.6					
4534	2/7/2016 18:24	32.99	0.6					
4535	2/7/2016 19:24	32.94	0.5					
4536	2/7/2016 20:24	32.94	0.5					
4537	2/7/2016 21:24	32.94	0.5					
4538	2/7/2016 22:24	32.841	0.5					
4539	2/7/2016 23:24	32.891	0.5					
4540	2/8/2016 0:24	32.94	0.5					
4541	2/8/2016 1:24	32.99	0.6					
4542	2/8/2016 2:24	32.99	0.6					
4543	2/8/2016 3:24	32.99	0.6					
4544	2/8/2016 4:24	32.99	0.6					
4545	2/8/2016 5:24	32.99	0.6					
4546	2/8/2016 6:24	33.039	0.6					
4547	2/8/2016 7:24	33.039	0.6					
4548	2/8/2016 8:24	33.039	0.6					
4549	2/8/2016 9:24	33.039	0.6					
4550	2/8/2016 10:24	33.089	0.6					
4551	2/8/2016 11:24	33.138	0.6					
4552	2/8/2016 12:24	33.138	0.6					
4553	2/8/2016 13:24	33.188	0.7					
4554	2/8/2016 14:24	33.188	0.7					
4555	2/8/2016 15:24	33.287	0.7					
4556	2/8/2016 16:24	33.287	0.7					
4557	2/8/2016 17:24	33.336	0.7					
4558	2/8/2016 18:24	33.287	0.7					
4559	2/8/2016 19:24	33.237	0.7					
4560	2/8/2016 20:24	33.237	0.7					
4561	2/8/2016 21:24	33.237	0.7					
4562	2/8/2016 22:24	33.237	0.7					
4563	2/8/2016 23:24	33.237	0.7					
4564	2/9/2016 0:24	33.188	0.7					
4565	2/9/2016 1:24	33.188	0.7					
4566	2/9/2016 2:24	33.237	0.7					
4567	2/9/2016 3:24	33.237	0.7					
4568	2/9/2016 4:24	33.237	0.7					
4569	2/9/2016 5:24	33.237	0.7					
4570	2/9/2016 6:24	33.237	0.7					
4571	2/9/2016 7:24	33.237	0.7					
4572	2/9/2016 8:24	33.237	0.7					
4573	2/9/2016 9:24	33.188	0.7					
4574	2/9/2016 10:24	33.188	0.7					
4575	2/9/2016 11:24	33.138	0.6					
4576	2/9/2016 12:24	33.188	0.7					
