"ï»¿""Plot Title: 10972588""",,,,,,
#,"Date Time, GMT-06:00","Temp, Â°C (LGR S/N: 10972588, SEN S/N: 10972588)",Coupler Detached (LGR S/N: 10972588),End Of File (LGR S/N: 10972588),,
7096,10/7/16 6:43,4.194,,,,
7097,10/7/16 6:58,4.194,,,,
7098,10/7/16 7:13,4.194,,,,
7099,10/7/16 7:28,4.194,,,,
7100,10/7/16 7:43,4.194,,,,
7101,10/7/16 7:58,4.194,,,,
7102,10/7/16 8:13,4.194,,,,
7103,10/7/16 8:28,4.194,,,,
7104,10/7/16 8:43,4.194,,,,
7105,10/7/16 8:58,4.194,,,,
7106,10/7/16 9:13,4.194,,,,
7107,10/7/16 9:28,4.194,,,,
7108,10/7/16 9:43,4.194,,,,
7109,10/7/16 9:58,4.194,,,,
7110,10/7/16 10:13,4.194,,,,
7111,10/7/16 10:28,4.194,,,,
7112,10/7/16 10:43,4.194,,,,
7113,10/7/16 10:58,4.194,,,,
7114,10/7/16 11:13,4.194,,,,
7115,10/7/16 11:28,4.194,,,,
7116,10/7/16 11:43,4.194,,,,
7117,10/7/16 11:58,4.194,,,,
7118,10/7/16 12:13,4.194,,,,
7119,10/7/16 12:28,4.194,,,,
7120,10/7/16 12:43,4.194,,,,
7121,10/7/16 12:58,4.194,,,,
7122,10/7/16 13:13,4.194,,,,
7123,10/7/16 13:28,4.194,,,,
7124,10/7/16 13:43,4.194,,,,
7125,10/7/16 13:58,4.194,,,,
7126,10/7/16 14:13,4.194,,,,
7127,10/7/16 14:28,4.194,,,,
7128,10/7/16 14:43,4.194,,,,
7129,10/7/16 14:58,4.194,,,,
7130,10/7/16 15:13,4.194,,,,
7131,10/7/16 15:28,4.194,,,,
7132,10/7/16 15:43,4.194,,,,
7133,10/7/16 15:58,4.194,,,,
7134,10/7/16 16:13,4.194,,,,
7135,10/7/16 16:28,4.194,,,,
7136,10/7/16 16:43,4.194,,,,
7137,10/7/16 16:58,4.194,,,,
7138,10/7/16 17:13,4.194,,,,
7139,10/7/16 17:28,4.194,,,,
7140,10/7/16 17:43,4.194,,,,
7141,10/7/16 17:58,4.194,,,,
7142,10/7/16 18:13,4.194,,,,
7143,10/7/16 18:28,4.194,,,,
7144,10/7/16 18:43,4.194,,,,
7145,10/7/16 18:58,4.194,,,,
7146,10/7/16 19:13,4.194,,,,
7147,10/7/16 19:28,4.194,,,,
7148,10/7/16 19:43,4.194,,,,
7149,10/7/16 19:58,4.194,,,,
7150,10/7/16 20:13,4.194,,,,
7151,10/7/16 20:28,4.194,,,,
7152,10/7/16 20:43,4.194,,,,
7153,10/7/16 20:58,4.194,,,,
7154,10/7/16 21:13,4.194,,,,
7155,10/7/16 21:28,4.194,,,,
7156,10/7/16 21:43,4.194,,,,
7157,10/7/16 21:58,4.194,,,,
7158,10/7/16 22:13,4.194,,,,
7159,10/7/16 22:28,4.194,,,,
7160,10/7/16 22:43,4.194,,,,
7161,10/7/16 22:58,4.194,,,,
7162,10/7/16 23:13,4.194,,,,
7163,10/7/16 23:28,4.194,,,,
7164,10/7/16 23:43,4.194,,,,
7165,10/7/16 23:58,4.194,,,,
7166,10/8/16 0:13,4.194,,,,
7167,10/8/16 0:28,4.194,,,,
7168,10/8/16 0:43,4.168,,,,
7169,10/8/16 0:58,4.194,,,,
7170,10/8/16 1:13,4.194,,,,
7171,10/8/16 1:28,4.168,,,,
7172,10/8/16 1:43,4.194,,,,
7173,10/8/16 1:58,4.168,,,,
7174,10/8/16 2:13,4.168,,,,
7175,10/8/16 2:28,4.168,,,,
7176,10/8/16 2:43,4.168,,,,
7177,10/8/16 2:58,4.168,,,,
7178,10/8/16 3:13,4.168,,,,
7179,10/8/16 3:28,4.168,,,,
7180,10/8/16 3:43,4.168,,,,
7181,10/8/16 3:58,4.168,,,,
7182,10/8/16 4:13,4.168,,,,
7183,10/8/16 4:28,4.168,,,,
7184,10/8/16 4:43,4.168,,,,
7185,10/8/16 4:58,4.168,,,,
7186,10/8/16 5:13,4.168,,,,
7187,10/8/16 5:28,4.168,,,,
7188,10/8/16 5:43,4.168,,,,
7189,10/8/16 5:58,4.168,,,,
7190,10/8/16 6:13,4.168,,,,
7191,10/8/16 6:28,4.168,,,,
7192,10/8/16 6:43,4.168,,,,
7193,10/8/16 6:58,4.168,,,,
7194,10/8/16 7:13,4.168,,,,
7195,10/8/16 7:28,4.168,,,,
7196,10/8/16 7:43,4.168,,,,
7197,10/8/16 7:58,4.168,,,,
7198,10/8/16 8:13,4.168,,,,
7199,10/8/16 8:28,4.168,,,,
7200,10/8/16 8:43,4.168,,,,
7201,10/8/16 8:58,4.168,,,,
7202,10/8/16 9:13,4.168,,,,
7203,10/8/16 9:28,4.168,,,,
7204,10/8/16 9:43,4.168,,,,
7205,10/8/16 9:58,4.168,,,,
7206,10/8/16 10:13,4.168,,,,
7207,10/8/16 10:28,4.168,,,,
7208,10/8/16 10:43,4.168,,,,
7209,10/8/16 10:58,4.168,,,,
7210,10/8/16 11:13,4.168,,,,
7211,10/8/16 11:28,4.168,,,,
7212,10/8/16 11:43,4.168,,,,
7213,10/8/16 11:58,4.168,,,,
7214,10/8/16 12:13,4.168,,,,
7215,10/8/16 12:28,4.168,,,,
7216,10/8/16 12:43,4.168,,,,
7217,10/8/16 12:58,4.168,,,,
7218,10/8/16 13:13,4.168,,,,
7219,10/8/16 13:28,4.168,,,,
7220,10/8/16 13:43,4.168,,,,
7221,10/8/16 13:58,4.168,,,,
7222,10/8/16 14:13,4.168,,,,
7223,10/8/16 14:28,4.168,,,,
7224,10/8/16 14:43,4.168,,,,
7225,10/8/16 14:58,4.168,,,,
7226,10/8/16 15:13,4.168,,,,
7227,10/8/16 15:28,4.168,,,,
7228,10/8/16 15:43,4.168,,,,
7229,10/8/16 15:58,4.168,,,,
7230,10/8/16 16:13,4.168,,,,
7231,10/8/16 16:28,4.168,,,,
7232,10/8/16 16:43,4.168,,,,
7233,10/8/16 16:58,4.168,,,,
7234,10/8/16 17:13,4.168,,,,
7235,10/8/16 17:28,4.168,,,,
7236,10/8/16 17:43,4.168,,,,
7237,10/8/16 17:58,4.168,,,,
7238,10/8/16 18:13,4.168,,,,
7239,10/8/16 18:28,4.168,,,,
7240,10/8/16 18:43,4.168,,,,
7241,10/8/16 18:58,4.168,,,,
7242,10/8/16 19:13,4.168,,,,
7243,10/8/16 19:28,4.168,,,,
7244,10/8/16 19:43,4.168,,,,
7245,10/8/16 19:58,4.168,,,,
7246,10/8/16 20:13,4.168,,,,
7247,10/8/16 20:28,4.168,,,,
7248,10/8/16 20:43,4.168,,,,
7249,10/8/16 20:58,4.168,,,,
7250,10/8/16 21:13,4.168,,,,
7251,10/8/16 21:28,4.168,,,,
7252,10/8/16 21:43,4.168,,,,
7253,10/8/16 21:58,4.168,,,,
7254,10/8/16 22:13,4.168,,,,
7255,10/8/16 22:28,4.168,,,,
7256,10/8/16 22:43,4.168,,,,
7257,10/8/16 22:58,4.168,,,,
7258,10/8/16 23:13,4.168,,,,
7259,10/8/16 23:28,4.168,,,,
7260,10/8/16 23:43,4.168,,,,
7261,10/8/16 23:58,4.168,,,,
7262,10/9/16 0:13,4.168,,,,
7263,10/9/16 0:28,4.168,,,,
7264,10/9/16 0:43,4.168,,,,
7265,10/9/16 0:58,4.168,,,,
7266,10/9/16 1:13,4.168,,,,
7267,10/9/16 1:28,4.168,,,,
7268,10/9/16 1:43,4.168,,,,
7269,10/9/16 1:58,4.168,,,,
7270,10/9/16 2:13,4.168,,,,
7271,10/9/16 2:28,4.168,,,,
7272,10/9/16 2:43,4.168,,,,
7273,10/9/16 2:58,4.168,,,,
7274,10/9/16 3:13,4.168,,,,
7275,10/9/16 3:28,4.168,,,,
7276,10/9/16 3:43,4.141,,,,
7277,10/9/16 3:58,4.141,,,,
7278,10/9/16 4:13,4.168,,,,
7279,10/9/16 4:28,4.168,,,,
7280,10/9/16 4:43,4.141,,,,
7281,10/9/16 4:58,4.141,,,,
7282,10/9/16 5:13,4.141,,,,
7283,10/9/16 5:28,4.168,,,,
7284,10/9/16 5:43,4.141,,,,
7285,10/9/16 5:58,4.168,,,,
7286,10/9/16 6:13,4.141,,,,
7287,10/9/16 6:28,4.141,,,,
7288,10/9/16 6:43,4.168,,,,
7289,10/9/16 6:58,4.141,,,,
7290,10/9/16 7:13,4.141,,,,
7291,10/9/16 7:28,4.141,,,,
7292,10/9/16 7:43,4.141,,,,
7293,10/9/16 7:58,4.141,,,,
7294,10/9/16 8:13,4.141,,,,
7295,10/9/16 8:28,4.141,,,,
7296,10/9/16 8:43,4.141,,,,
7297,10/9/16 8:58,4.141,,,,
7298,10/9/16 9:13,4.141,,,,
7299,10/9/16 9:28,4.141,,,,
7300,10/9/16 9:43,4.141,,,,
7301,10/9/16 9:58,4.141,,,,
7302,10/9/16 10:13,4.141,,,,
7303,10/9/16 10:28,4.141,,,,
7304,10/9/16 10:43,4.141,,,,
7305,10/9/16 10:58,4.141,,,,
7306,10/9/16 11:13,4.141,,,,
7307,10/9/16 11:28,4.141,,,,
7308,10/9/16 11:43,4.141,,,,
7309,10/9/16 11:58,4.141,,,,
7310,10/9/16 12:13,4.141,,,,
7311,10/9/16 12:28,4.141,,,,
7312,10/9/16 12:43,4.141,,,,
7313,10/9/16 12:58,4.141,,,,
7314,10/9/16 13:13,4.141,,,,
7315,10/9/16 13:28,4.141,,,,
7316,10/9/16 13:43,4.141,,,,
7317,10/9/16 13:58,4.141,,,,
7318,10/9/16 14:13,4.141,,,,
7319,10/9/16 14:28,4.141,,,,
7320,10/9/16 14:43,4.141,,,,
7321,10/9/16 14:58,4.141,,,,
7322,10/9/16 15:13,4.141,,,,
7323,10/9/16 15:28,4.141,,,,
7324,10/9/16 15:43,4.141,,,,
7325,10/9/16 15:58,4.141,,,,
7326,10/9/16 16:13,4.141,,,,
7327,10/9/16 16:28,4.141,,,,
7328,10/9/16 16:43,4.141,,,,
7329,10/9/16 16:58,4.141,,,,
7330,10/9/16 17:13,4.141,,,,
7331,10/9/16 17:28,4.141,,,,
7332,10/9/16 17:43,4.141,,,,
7333,10/9/16 17:58,4.141,,,,
7334,10/9/16 18:13,4.141,,,,
7335,10/9/16 18:28,4.141,,,,
7336,10/9/16 18:43,4.141,,,,
7337,10/9/16 18:58,4.141,,,,
7338,10/9/16 19:13,4.141,,,,
7339,10/9/16 19:28,4.141,,,,
7340,10/9/16 19:43,4.141,,,,
7341,10/9/16 19:58,4.141,,,,
7342,10/9/16 20:13,4.141,,,,
7343,10/9/16 20:28,4.141,,,,
7344,10/9/16 20:43,4.141,,,,
7345,10/9/16 20:58,4.141,,,,
7346,10/9/16 21:13,4.141,,,,
7347,10/9/16 21:28,4.141,,,,
7348,10/9/16 21:43,4.115,,,,
7349,10/9/16 21:58,4.141,,,,
7350,10/9/16 22:13,4.141,,,,
7351,10/9/16 22:28,4.115,,,,
7352,10/9/16 22:43,4.115,,,,
7353,10/9/16 22:58,4.141,,,,
7354,10/9/16 23:13,4.115,,,,
7355,10/9/16 23:28,4.141,,,,
7356,10/9/16 23:43,4.115,,,,
7357,10/9/16 23:58,4.115,,,,
7358,10/10/16 0:13,4.141,,,,
7359,10/10/16 0:28,4.115,,,,
7360,10/10/16 0:43,4.141,,,,
7361,10/10/16 0:58,4.141,,,,
7362,10/10/16 1:13,4.141,,,,
7363,10/10/16 1:28,4.141,,,,
7364,10/10/16 1:43,4.141,,,,
7365,10/10/16 1:58,4.115,,,,
7366,10/10/16 2:13,4.115,,,,
7367,10/10/16 2:28,4.141,,,,
7368,10/10/16 2:43,4.115,,,,
7369,10/10/16 2:58,4.115,,,,
7370,10/10/16 3:13,4.115,,,,
7371,10/10/16 3:28,4.115,,,,
7372,10/10/16 3:43,4.115,,,,
7373,10/10/16 3:58,4.115,,,,
7374,10/10/16 4:13,4.115,,,,
7375,10/10/16 4:28,4.115,,,,
7376,10/10/16 4:43,4.115,,,,
7377,10/10/16 4:58,4.115,,,,
7378,10/10/16 5:13,4.115,,,,
7379,10/10/16 5:28,4.115,,,,
7380,10/10/16 5:43,4.115,,,,
7381,10/10/16 5:58,4.115,,,,
7382,10/10/16 6:13,4.115,,,,
7383,10/10/16 6:28,4.115,,,,
7384,10/10/16 6:43,4.115,,,,
7385,10/10/16 6:58,4.115,,,,
7386,10/10/16 7:13,4.115,,,,
7387,10/10/16 7:28,4.115,,,,
7388,10/10/16 7:43,4.115,,,,
7389,10/10/16 7:58,4.115,,,,
7390,10/10/16 8:13,4.115,,,,
7391,10/10/16 8:28,4.115,,,,
7392,10/10/16 8:43,4.115,,,,
7393,10/10/16 8:58,4.115,,,,
7394,10/10/16 9:13,4.115,,,,
7395,10/10/16 9:28,4.115,,,,
7396,10/10/16 9:43,4.115,,,,
7397,10/10/16 9:58,4.115,,,,
7398,10/10/16 10:13,4.115,,,,
7399,10/10/16 10:28,4.115,,,,
7400,10/10/16 10:43,4.115,,,,
7401,10/10/16 10:58,4.115,,,,
7402,10/10/16 11:13,4.115,,,,
7403,10/10/16 11:28,4.115,,,,
7404,10/10/16 11:43,4.115,,,,
7405,10/10/16 11:58,4.115,,,,
7406,10/10/16 12:13,4.115,,,,
7407,10/10/16 12:28,4.115,,,,
7408,10/10/16 12:43,4.115,,,,
7409,10/10/16 12:58,4.115,,,,
7410,10/10/16 13:13,4.115,,,,
7411,10/10/16 13:28,4.115,,,,
7412,10/10/16 13:43,4.115,,,,
7413,10/10/16 13:58,4.115,,,,
7414,10/10/16 14:13,4.115,,,,
7415,10/10/16 14:28,4.115,,,,
7416,10/10/16 14:43,4.115,,,,
7417,10/10/16 14:58,4.115,,,,
7418,10/10/16 15:13,4.115,,,,
7419,10/10/16 15:28,4.115,,,,
7420,10/10/16 15:43,4.115,,,,
7421,10/10/16 15:58,4.115,,,,
7422,10/10/16 16:13,4.115,,,,
7423,10/10/16 16:28,4.115,,,,
7424,10/10/16 16:43,4.115,,,,
7425,10/10/16 16:58,4.115,,,,
7426,10/10/16 17:13,4.115,,,,
7427,10/10/16 17:28,4.115,,,,
7428,10/10/16 17:43,4.115,,,,
7429,10/10/16 17:58,4.115,,,,
7430,10/10/16 18:13,4.115,,,,
7431,10/10/16 18:28,4.115,,,,
7432,10/10/16 18:43,4.115,,,,
7433,10/10/16 18:58,4.115,,,,
7434,10/10/16 19:13,4.115,,,,
7435,10/10/16 19:28,4.115,,,,
7436,10/10/16 19:43,4.115,,,,
7437,10/10/16 19:58,4.115,,,,
7438,10/10/16 20:13,4.115,,,,
7439,10/10/16 20:28,4.115,,,,
7440,10/10/16 20:43,4.115,,,,
7441,10/10/16 20:58,4.115,,,,
7442,10/10/16 21:13,4.115,,,,
7443,10/10/16 21:28,4.115,,,,
7444,10/10/16 21:43,4.115,,,,
7445,10/10/16 21:58,4.115,,,,
7446,10/10/16 22:13,4.115,,,,
7447,10/10/16 22:28,4.115,,,,
7448,10/10/16 22:43,4.115,,,,
7449,10/10/16 22:58,4.115,,,,
7450,10/10/16 23:13,4.115,,,,
7451,10/10/16 23:28,4.115,,,,
7452,10/10/16 23:43,4.115,,,,
7453,10/10/16 23:58,4.115,,,,
7454,10/11/16 0:13,4.115,,,,
7455,10/11/16 0:28,4.115,,,,
7456,10/11/16 0:43,4.115,,,,
7457,10/11/16 0:58,4.115,,,,
7458,10/11/16 1:13,4.115,,,,
7459,10/11/16 1:28,4.115,,,,
7460,10/11/16 1:43,4.115,,,,
7461,10/11/16 1:58,4.115,,,,
7462,10/11/16 2:13,4.115,,,,
7463,10/11/16 2:28,4.115,,,,
7464,10/11/16 2:43,4.115,,,,
7465,10/11/16 2:58,4.115,,,,
7466,10/11/16 3:13,4.115,,,,
7467,10/11/16 3:28,4.115,,,,
7468,10/11/16 3:43,4.115,,,,
7469,10/11/16 3:58,4.115,,,,
7470,10/11/16 4:13,4.115,,,,
7471,10/11/16 4:28,4.115,,,,
7472,10/11/16 4:43,4.115,,,,
7473,10/11/16 4:58,4.089,,,,
7474,10/11/16 5:13,4.115,,,,
7475,10/11/16 5:28,4.115,,,,
7476,10/11/16 5:43,4.115,,,,
7477,10/11/16 5:58,4.115,,,,
7478,10/11/16 6:13,4.089,,,,
7479,10/11/16 6:28,4.115,,,,
7480,10/11/16 6:43,4.089,,,,
7481,10/11/16 6:58,4.089,,,,
7482,10/11/16 7:13,4.089,,,,
7483,10/11/16 7:28,4.115,,,,
7484,10/11/16 7:43,4.115,,,,
7485,10/11/16 7:58,4.115,,,,
7486,10/11/16 8:13,4.115,,,,
7487,10/11/16 8:28,4.115,,,,
7488,10/11/16 8:43,4.115,,,,
7489,10/11/16 8:58,4.115,,,,
7490,10/11/16 9:13,4.089,,,,
7491,10/11/16 9:28,4.115,,,,
7492,10/11/16 9:43,4.089,,,,
7493,10/11/16 9:58,4.115,,,,
7494,10/11/16 10:13,4.089,,,,
7495,10/11/16 10:28,4.115,,,,
7496,10/11/16 10:43,4.115,,,,
7497,10/11/16 10:58,4.089,,,,
7498,10/11/16 11:13,4.089,,,,
7499,10/11/16 11:28,4.089,,,,
7500,10/11/16 11:43,4.089,,,,
7501,10/11/16 11:58,4.115,,,,
7502,10/11/16 12:13,4.089,,,,
7503,10/11/16 12:28,4.115,,,,
7504,10/11/16 12:43,4.089,,,,
7505,10/11/16 12:58,4.115,,,,
7506,10/11/16 13:13,4.115,,,,
7507,10/11/16 13:28,4.115,,,,
7508,10/11/16 13:43,4.115,,,,
7509,10/11/16 13:58,4.115,,,,
7510,10/11/16 14:13,4.089,,,,
7511,10/11/16 14:28,4.089,,,,
7512,10/11/16 14:43,4.115,,,,
7513,10/11/16 14:58,4.115,,,,
7514,10/11/16 15:13,4.089,,,,
7515,10/11/16 15:28,4.089,,,,
7516,10/11/16 15:43,4.089,,,,
7517,10/11/16 15:58,4.089,,,,
7518,10/11/16 16:13,4.089,,,,
7519,10/11/16 16:28,4.089,,,,
7520,10/11/16 16:43,4.089,,,,
7521,10/11/16 16:58,4.089,,,,
7522,10/11/16 17:13,4.089,,,,
7523,10/11/16 17:28,4.089,,,,
7524,10/11/16 17:43,4.089,,,,
7525,10/11/16 17:58,4.089,,,,
7526,10/11/16 18:13,4.089,,,,
7527,10/11/16 18:28,4.089,,,,
7528,10/11/16 18:43,4.089,,,,
7529,10/11/16 18:58,4.089,,,,
7530,10/11/16 19:13,4.089,,,,
7531,10/11/16 19:28,4.089,,,,
7532,10/11/16 19:43,4.089,,,,
7533,10/11/16 19:58,4.089,,,,
7534,10/11/16 20:13,4.089,,,,
7535,10/11/16 20:28,4.089,,,,
7536,10/11/16 20:43,4.089,,,,
7537,10/11/16 20:58,4.089,,,,
7538,10/11/16 21:13,4.089,,,,
7539,10/11/16 21:28,4.089,,,,
7540,10/11/16 21:43,4.089,,,,
7541,10/11/16 21:58,4.089,,,,
7542,10/11/16 22:13,4.089,,,,
7543,10/11/16 22:28,4.089,,,,
7544,10/11/16 22:43,4.089,,,,
7545,10/11/16 22:58,4.089,,,,
7546,10/11/16 23:13,4.089,,,,
7547,10/11/16 23:28,4.089,,,,
7548,10/11/16 23:43,4.089,,,,
7549,10/11/16 23:58,4.089,,,,
7550,10/12/16 0:13,4.089,,,,
7551,10/12/16 0:28,4.089,,,,
7552,10/12/16 0:43,4.089,,,,
7553,10/12/16 0:58,4.089,,,,
7554,10/12/16 1:13,4.089,,,,
7555,10/12/16 1:28,4.089,,,,
7556,10/12/16 1:43,4.089,,,,
7557,10/12/16 1:58,4.089,,,,
7558,10/12/16 2:13,4.089,,,,
7559,10/12/16 2:28,4.089,,,,
7560,10/12/16 2:43,4.089,,,,
7561,10/12/16 2:58,4.089,,,,
7562,10/12/16 3:13,4.089,,,,
7563,10/12/16 3:28,4.089,,,,
7564,10/12/16 3:43,4.089,,,,
7565,10/12/16 3:58,4.089,,,,
7566,10/12/16 4:13,4.089,,,,
7567,10/12/16 4:28,4.089,,,,
7568,10/12/16 4:43,4.089,,,,
7569,10/12/16 4:58,4.089,,,,
7570,10/12/16 5:13,4.089,,,,
7571,10/12/16 5:28,4.089,,,,
7572,10/12/16 5:43,4.089,,,,
7573,10/12/16 5:58,4.089,,,,
7574,10/12/16 6:13,4.089,,,,
7575,10/12/16 6:28,4.089,,,,
7576,10/12/16 6:43,4.089,,,,
7577,10/12/16 6:58,4.089,,,,
7578,10/12/16 7:13,4.089,,,,
7579,10/12/16 7:28,4.089,,,,
7580,10/12/16 7:43,4.089,,,,
7581,10/12/16 7:58,4.089,,,,
7582,10/12/16 8:13,4.089,,,,
7583,10/12/16 8:28,4.089,,,,
7584,10/12/16 8:43,4.089,,,,
7585,10/12/16 8:58,4.089,,,,
7586,10/12/16 9:13,4.089,,,,
7587,10/12/16 9:28,4.089,,,,
7588,10/12/16 9:43,4.089,,,,
7589,10/12/16 9:58,4.089,,,,
7590,10/12/16 10:13,4.089,,,,
7591,10/12/16 10:28,4.089,,,,
7592,10/12/16 10:43,4.089,,,,
7593,10/12/16 10:58,4.089,,,,
7594,10/12/16 11:13,4.089,,,,
7595,10/12/16 11:28,4.089,,,,
7596,10/12/16 11:43,4.089,,,,
7597,10/12/16 11:58,4.089,,,,
7598,10/12/16 12:13,4.089,,,,
7599,10/12/16 12:28,4.089,,,,
7600,10/12/16 12:43,4.089,,,,
7601,10/12/16 12:58,4.089,,,,
7602,10/12/16 13:13,4.063,,,,
7603,10/12/16 13:28,4.063,,,,
7604,10/12/16 13:43,4.063,,,,
7605,10/12/16 13:58,4.063,,,,
7606,10/12/16 14:13,4.089,,,,
7607,10/12/16 14:28,4.063,,,,
7608,10/12/16 14:43,4.063,,,,
7609,10/12/16 14:58,4.063,,,,
7610,10/12/16 15:13,4.063,,,,
7611,10/12/16 15:28,4.063,,,,
7612,10/12/16 15:43,4.063,,,,
7613,10/12/16 15:58,4.063,,,,
7614,10/12/16 16:13,4.063,,,,
7615,10/12/16 16:28,4.063,,,,
7616,10/12/16 16:43,4.063,,,,
7617,10/12/16 16:58,4.063,,,,
7618,10/12/16 17:13,4.063,,,,
7619,10/12/16 17:28,4.063,,,,
7620,10/12/16 17:43,4.063,,,,
7621,10/12/16 17:58,4.063,,,,
7622,10/12/16 18:13,4.063,,,,
7623,10/12/16 18:28,4.063,,,,
7624,10/12/16 18:43,4.063,,,,
7625,10/12/16 18:58,4.063,,,,
7626,10/12/16 19:13,4.063,,,,
7627,10/12/16 19:28,4.063,,,,
7628,10/12/16 19:43,4.063,,,,
7629,10/12/16 19:58,4.063,,,,
7630,10/12/16 20:13,4.063,,,,
7631,10/12/16 20:28,4.063,,,,
7632,10/12/16 20:43,4.063,,,,
7633,10/12/16 20:58,4.063,,,,
7634,10/12/16 21:13,4.063,,,,
7635,10/12/16 21:28,4.063,,,,
7636,10/12/16 21:43,4.063,,,,
7637,10/12/16 21:58,4.063,,,,
7638,10/12/16 22:13,4.063,,,,
7639,10/12/16 22:28,4.063,,,,
7640,10/12/16 22:43,4.063,,,,
7641,10/12/16 22:58,4.063,,,,
7642,10/12/16 23:13,4.063,,,,
7643,10/12/16 23:28,4.063,,,,
7644,10/12/16 23:43,4.063,,,,
7645,10/12/16 23:58,4.063,,,,
7646,10/13/16 0:13,4.063,,,,
7647,10/13/16 0:28,4.063,,,,
7648,10/13/16 0:43,4.063,,,,
7649,10/13/16 0:58,4.063,,,,
7650,10/13/16 1:13,4.063,,,,
7651,10/13/16 1:28,4.063,,,,
7652,10/13/16 1:43,4.063,,,,
7653,10/13/16 1:58,4.063,,,,
7654,10/13/16 2:13,4.063,,,,
7655,10/13/16 2:28,4.063,,,,
7656,10/13/16 2:43,4.063,,,,
7657,10/13/16 2:58,4.063,,,,
7658,10/13/16 3:13,4.063,,,,
7659,10/13/16 3:28,4.063,,,,
7660,10/13/16 3:43,4.063,,,,
7661,10/13/16 3:58,4.063,,,,
7662,10/13/16 4:13,4.063,,,,
7663,10/13/16 4:28,4.063,,,,
7664,10/13/16 4:43,4.063,,,,
7665,10/13/16 4:58,4.063,,,,
7666,10/13/16 5:13,4.063,,,,
7667,10/13/16 5:28,4.063,,,,
7668,10/13/16 5:43,4.063,,,,
7669,10/13/16 5:58,4.063,,,,
7670,10/13/16 6:13,4.063,,,,
7671,10/13/16 6:28,4.063,,,,
7672,10/13/16 6:43,4.063,,,,
7673,10/13/16 6:58,4.063,,,,
7674,10/13/16 7:13,4.063,,,,
7675,10/13/16 7:28,4.063,,,,
7676,10/13/16 7:43,4.063,,,,
7677,10/13/16 7:58,4.063,,,,
7678,10/13/16 8:13,4.063,,,,
7679,10/13/16 8:28,4.063,,,,
7680,10/13/16 8:43,4.063,,,,
7681,10/13/16 8:58,4.063,,,,
7682,10/13/16 9:13,4.063,,,,
7683,10/13/16 9:28,4.063,,,,
7684,10/13/16 9:43,4.063,,,,
7685,10/13/16 9:58,4.063,,,,
7686,10/13/16 10:13,4.063,,,,
7687,10/13/16 10:28,4.063,,,,
7688,10/13/16 10:43,4.063,,,,
7689,10/13/16 10:58,4.063,,,,
7690,10/13/16 11:13,4.063,,,,
7691,10/13/16 11:28,4.063,,,,
7692,10/13/16 11:43,4.063,,,,
7693,10/13/16 11:58,4.063,,,,
7694,10/13/16 12:13,4.063,,,,
7695,10/13/16 12:28,4.063,,,,
7696,10/13/16 12:43,4.063,,,,
7697,10/13/16 12:58,4.063,,,,
7698,10/13/16 13:13,4.063,,,,
7699,10/13/16 13:28,4.063,,,,
7700,10/13/16 13:43,4.063,,,,
7701,10/13/16 13:58,4.063,,,,
7702,10/13/16 14:13,4.063,,,,
7703,10/13/16 14:28,4.063,,,,
7704,10/13/16 14:43,4.063,,,,
7705,10/13/16 14:58,4.063,,,,
7706,10/13/16 15:13,4.063,,,,
7707,10/13/16 15:28,4.063,,,,
7708,10/13/16 15:43,4.063,,,,
7709,10/13/16 15:58,4.063,,,,
7710,10/13/16 16:13,4.063,,,,
7711,10/13/16 16:28,4.063,,,,
7712,10/13/16 16:43,4.063,,,,
7713,10/13/16 16:58,4.063,,,,
7714,10/13/16 17:13,4.063,,,,
7715,10/13/16 17:28,4.063,,,,
7716,10/13/16 17:43,4.063,,,,
7717,10/13/16 17:58,4.063,,,,
7718,10/13/16 18:13,4.063,,,,
7719,10/13/16 18:28,4.063,,,,
7720,10/13/16 18:43,4.063,,,,
7721,10/13/16 18:58,4.063,,,,
7722,10/13/16 19:13,4.063,,,,
7723,10/13/16 19:28,4.063,,,,
7724,10/13/16 19:43,4.063,,,,
7725,10/13/16 19:58,4.063,,,,
7726,10/13/16 20:13,4.037,,,,
7727,10/13/16 20:28,4.037,,,,
7728,10/13/16 20:43,4.037,,,,
7729,10/13/16 20:58,4.037,,,,
7730,10/13/16 21:13,4.037,,,,
7731,10/13/16 21:28,4.037,,,,
7732,10/13/16 21:43,4.037,,,,
7733,10/13/16 21:58,4.037,,,,
7734,10/13/16 22:13,4.037,,,,
7735,10/13/16 22:28,4.063,,,,
7736,10/13/16 22:43,4.063,,,,
7737,10/13/16 22:58,4.037,,,,
7738,10/13/16 23:13,4.063,,,,
7739,10/13/16 23:28,4.037,,,,
7740,10/13/16 23:43,4.037,,,,
7741,10/13/16 23:58,4.037,,,,
7742,10/14/16 0:13,4.037,,,,
7743,10/14/16 0:28,4.037,,,,
7744,10/14/16 0:43,4.063,,,,
7745,10/14/16 0:58,4.037,,,,
7746,10/14/16 1:13,4.037,,,,
7747,10/14/16 1:28,4.037,,,,
7748,10/14/16 1:43,4.037,,,,
7749,10/14/16 1:58,4.037,,,,
7750,10/14/16 2:13,4.037,,,,
7751,10/14/16 2:28,4.037,,,,
7752,10/14/16 2:43,4.037,,,,
7753,10/14/16 2:58,4.063,,,,
7754,10/14/16 3:13,4.037,,,,
7755,10/14/16 3:28,4.037,,,,
7756,10/14/16 3:43,4.037,,,,
