8/7/15 0:16,33.386,0.77,
8/7/15 1:16,33.732,0.96,
8/7/15 2:16,33.732,0.96,
8/7/15 3:16,33.831,1.02,
8/7/15 4:16,33.386,0.77,
8/7/15 5:16,32.94,0.52,
8/7/15 6:16,32.841,0.47,
8/7/15 7:16,33.287,0.72,
8/7/15 8:16,34.124,1.18,
8/7/15 9:16,35.733,2.07,
8/7/15 10:16,37.416,3.01,
8/7/15 11:16,38.748,3.75,
8/7/15 12:16,39.173,3.99,
8/7/15 13:16,38.557,3.64,
8/7/15 14:16,40.532,4.74,
8/7/15 15:16,40.064,4.48,
8/7/15 16:16,39.783,4.32,
8/7/15 17:16,40.064,4.48,
8/7/15 18:16,36.169,2.32,
8/7/15 19:16,35.346,1.86,
8/7/15 20:16,34.713,1.51,
8/7/15 21:16,34.565,1.43,
8/7/15 22:16,34.124,1.18,
8/7/15 23:16,34.027,1.13,2.14
8/8/15 0:16,33.928,1.07,
8/8/15 1:16,33.928,1.07,
8/8/15 2:16,33.928,1.07,
8/8/15 3:16,34.223,1.24,
8/8/15 4:16,34.223,1.24,
8/8/15 5:16,34.124,1.18,
8/8/15 6:16,33.978,1.1,
8/8/15 7:16,34.027,1.13,
8/8/15 8:16,34.272,1.26,
8/8/15 9:16,34.419,1.34,
8/8/15 10:16,33.928,1.07,
8/8/15 11:16,33.831,1.02,
8/8/15 12:16,33.978,1.1,
8/8/15 13:16,34.272,1.26,
8/8/15 14:16,34.027,1.13,
8/8/15 15:16,34.223,1.24,
8/8/15 16:16,34.907,1.62,
8/8/15 17:16,34.075,1.15,
8/8/15 18:16,33.681,0.93,
8/8/15 19:16,33.435,0.8,
8/8/15 20:16,33.336,0.74,
8/8/15 21:16,33.336,0.74,
8/8/15 22:16,33.386,0.77,
8/8/15 23:16,33.386,0.77,1.09
8/9/15 0:16,33.237,0.69,
8/9/15 1:16,33.336,0.74,
8/9/15 2:16,33.435,0.8,
8/9/15 3:16,32.99,0.55,
8/9/15 4:16,32.293,0.16,
8/9/15 5:16,32.142,0.08,
8/9/15 6:16,32.043,0.02,
8/9/15 7:16,32.142,0.08,
8/9/15 8:16,32.443,0.25,
8/9/15 9:16,35.103,1.72,
8/9/15 10:16,37.609,3.12,
8/9/15 11:16,39.502,4.17,
8/9/15 12:16,37.702,3.17,
8/9/15 13:16,40.298,4.61,
8/9/15 14:16,41.787,5.44,
8/9/15 15:16,41.693,5.39,
8/9/15 16:16,40.579,4.77,
8/9/15 17:16,38.984,3.88,
8/9/15 18:16,37.274,2.93,
8/9/15 19:16,35.589,1.99,
8/9/15 20:16,33.928,1.07,
8/9/15 21:16,33.336,0.74,
8/9/15 22:16,33.039,0.58,
8/9/15 23:16,32.94,0.52,1.98
8/10/15 0:16,32.742,0.41,
8/10/15 1:16,32.841,0.47,
8/10/15 2:16,32.841,0.47,
8/10/15 3:16,32.641,0.36,
8/10/15 4:16,32.491,0.27,
8/10/15 5:16,32.342,0.19,
8/10/15 6:16,32.392,0.22,
8/10/15 7:16,32.491,0.27,
8/10/15 8:16,32.99,0.55,
8/10/15 9:16,36.169,2.32,
8/10/15 10:16,38.464,3.59,
8/10/15 11:16,40.626,4.79,
8/10/15 12:16,42.525,5.85,
8/10/15 13:16,43.853,6.59,
8/10/15 14:16,44.31,6.84,
8/10/15 15:16,44.31,6.84,
8/10/15 16:16,40.158,4.53,
8/10/15 17:16,38.795,3.78,
8/10/15 18:16,38.131,3.41,
8/10/15 19:16,35.733,2.07,
8/10/15 20:16,34.516,1.4,
8/10/15 21:16,33.978,1.1,
8/10/15 22:16,33.978,1.1,
