"Plot Title: 20155865"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20155865, SEN S/N: 20155865)","Coupler Detached (LGR S/N: 20155865)","Coupler Attached (LGR S/N: 20155865)","Host Connected (LGR S/N: 20155865)","Stopped (LGR S/N: 20155865)","End Of File (LGR S/N: 20155865)"
1,08/03/20 06:18:27 PM,24.171,,,,,
2,08/03/20 06:18:39 PM,,Logged,,,,
3,08/03/20 07:18:27 PM,23.497,,,,,
4,08/03/20 08:18:27 PM,23.280,,,,,
5,08/03/20 09:18:27 PM,23.112,,,,,
6,08/03/20 10:18:27 PM,22.944,,,,,
7,08/03/20 11:18:27 PM,22.729,,,,,
8,08/04/20 12:18:27 AM,22.609,,,,,
9,08/04/20 01:18:27 AM,22.465,,,,,
10,08/04/20 02:18:27 AM,22.345,,,,,
11,08/04/20 03:18:27 AM,22.202,,,,,
12,08/04/20 04:18:27 AM,22.058,,,,,
13,08/04/20 05:18:27 AM,21.915,,,,,
14,08/04/20 06:18:27 AM,21.795,,,,,
15,08/04/20 07:18:27 AM,21.939,,,,,
16,08/04/20 08:18:27 AM,23.833,,,,,
17,08/04/20 09:18:27 AM,24.315,,,,,
18,08/04/20 10:18:27 AM,23.569,,,,,
19,08/04/20 11:18:27 AM,23.472,,,,,
20,08/04/20 12:18:27 PM,23.521,,,,,
21,08/04/20 01:18:27 PM,23.184,,,,,
22,08/04/20 02:18:27 PM,23.256,,,,,
23,08/04/20 03:18:27 PM,23.376,,,,,
24,08/04/20 04:18:27 PM,23.472,,,,,
25,08/04/20 05:18:27 PM,23.545,,,,,
26,08/04/20 06:18:27 PM,26.036,,,,,
27,08/04/20 07:18:27 PM,28.221,,,,,
28,08/04/20 08:18:27 PM,26.304,,,,,
29,08/04/20 09:18:27 PM,23.280,,,,,
30,08/04/20 10:18:27 PM,21.175,,,,,
31,08/04/20 11:18:27 PM,19.413,,,,,
32,08/05/20 12:18:27 AM,17.938,,,,,
33,08/05/20 01:18:27 AM,16.701,,,,,
34,08/05/20 02:18:27 AM,15.724,,,,,
35,08/05/20 03:18:27 AM,15.270,,,,,
36,08/05/20 04:18:27 AM,15.151,,,,,
37,08/05/20 05:18:27 AM,15.127,,,,,
38,08/05/20 06:18:27 AM,15.055,,,,,
39,08/05/20 07:18:27 AM,14.577,,,,,
40,08/05/20 08:18:27 AM,16.415,,,,,
41,08/05/20 09:18:27 AM,20.222,,,,,
42,08/05/20 10:18:27 AM,26.207,,,,,
43,08/05/20 11:18:27 AM,32.098,,,,,
44,08/05/20 12:18:27 PM,36.146,,,,,
45,08/05/20 01:18:27 PM,37.618,,,,,
46,08/05/20 02:18:27 PM,35.904,,,,,
47,08/05/20 03:18:27 PM,35.422,,,,,
48,08/05/20 04:18:27 PM,35.850,,,,,
49,08/05/20 05:18:27 PM,36.444,,,,,
50,08/05/20 06:18:27 PM,35.958,,,,,
51,08/05/20 07:18:27 PM,34.624,,,,,
52,08/05/20 08:18:27 PM,32.124,,,,,
53,08/05/20 09:18:27 PM,24.677,,,,,
54,08/05/20 10:18:27 PM,21.079,,,,,
55,08/05/20 11:18:27 PM,19.532,,,,,
56,08/06/20 12:18:27 AM,18.057,,,,,
57,08/06/20 01:18:27 AM,16.963,,,,,
58,08/06/20 02:18:27 AM,16.534,,,,,
59,08/06/20 03:18:27 AM,16.201,,,,,
60,08/06/20 04:18:27 AM,16.106,,,,,
61,08/06/20 05:18:27 AM,16.201,,,,,
62,08/06/20 06:18:27 AM,16.034,,,,,
63,08/06/20 07:18:27 AM,15.963,,,,,
64,08/06/20 08:18:27 AM,16.058,,,,,
65,08/06/20 09:18:27 AM,20.007,,,,,
66,08/06/20 10:18:27 AM,21.700,,,,,
67,08/06/20 11:18:27 AM,22.154,,,,,
68,08/06/20 12:18:27 PM,22.537,,,,,
69,08/06/20 01:18:27 PM,23.256,,,,,
70,08/06/20 02:18:27 PM,25.695,,,,,
71,08/06/20 03:18:27 PM,29.490,,,,,
72,08/06/20 04:18:27 PM,34.757,,,,,
73,08/06/20 05:18:27 PM,36.254,,,,,
74,08/06/20 06:18:27 PM,33.652,,,,,
75,08/06/20 07:18:27 PM,32.510,,,,,
76,08/06/20 08:18:27 PM,29.941,,,,,
77,08/06/20 09:18:27 PM,27.974,,,,,
78,08/06/20 10:18:27 PM,20.674,,,,,
79,08/06/20 11:18:27 PM,20.650,,,,,
80,08/07/20 12:18:27 AM,20.770,,,,,
81,08/07/20 01:18:27 AM,20.770,,,,,
82,08/07/20 02:18:27 AM,20.579,,,,,
83,08/07/20 03:18:27 AM,20.198,,,,,
84,08/07/20 04:18:27 AM,19.674,,,,,
85,08/07/20 05:18:27 AM,19.032,,,,,
86,08/07/20 06:18:27 AM,18.343,,,,,
87,08/07/20 07:18:27 AM,17.486,,,,,
88,08/07/20 08:18:27 AM,16.582,,,,,
89,08/07/20 09:18:27 AM,16.296,,,,,
90,08/07/20 10:18:27 AM,16.582,,,,,
91,08/07/20 11:18:27 AM,17.653,,,,,
92,08/07/20 12:18:27 PM,17.915,,,,,
93,08/07/20 01:18:27 PM,19.698,,,,,
94,08/07/20 02:18:27 PM,26.891,,,,,
95,08/07/20 03:18:27 PM,29.765,,,,,
96,08/07/20 04:18:27 PM,32.691,,,,,
97,08/07/20 05:18:27 PM,33.417,,,,,
98,08/07/20 06:18:27 PM,32.124,,,,,
99,08/07/20 07:18:27 PM,21.485,,,,,
100,08/07/20 08:18:27 PM,15.175,,,,,
101,08/07/20 09:18:27 PM,11.977,,,,,
102,08/07/20 10:18:27 PM,10.638,,,,,
103,08/07/20 11:18:27 PM,9.509,,,,,
104,08/08/20 12:18:27 AM,8.319,,,,,
105,08/08/20 01:18:27 AM,7.594,,,,,
106,08/08/20 02:18:27 AM,7.066,,,,,
107,08/08/20 03:18:27 AM,6.839,,,,,
108,08/08/20 04:18:27 AM,6.712,,,,,
109,08/08/20 05:18:27 AM,6.382,,,,,
110,08/08/20 06:18:27 AM,6.636,,,,,
111,08/08/20 07:18:27 AM,7.494,,,,,
112,08/08/20 08:18:27 AM,10.810,,,,,
113,08/08/20 09:18:27 AM,14.960,,,,,
114,08/08/20 10:18:27 AM,7.594,,,,,
115,08/08/20 11:18:27 AM,8.618,,,,,
116,08/08/20 12:18:27 PM,9.312,,,,,
117,08/08/20 01:18:27 PM,9.952,,,,,
118,08/08/20 02:18:27 PM,10.492,,,,,
119,08/08/20 03:18:27 PM,10.638,,,,,
120,08/08/20 04:18:27 PM,10.149,,,,,
121,08/08/20 05:18:27 PM,8.519,,,,,
122,08/08/20 06:18:27 PM,8.419,,,,,
123,08/08/20 07:18:27 PM,7.419,,,,,
124,08/08/20 08:18:27 PM,7.091,,,,,
125,08/08/20 09:18:27 PM,6.889,,,,,
126,08/08/20 10:18:27 PM,6.636,,,,,
127,08/08/20 11:18:27 PM,6.382,,,,,
128,08/09/20 12:18:27 AM,6.026,,,,,
129,08/09/20 01:18:27 AM,5.770,,,,,
130,08/09/20 02:18:27 AM,5.591,,,,,
131,08/09/20 03:18:27 AM,5.437,,,,,
132,08/09/20 04:18:27 AM,5.282,,,,,
133,08/09/20 05:18:27 AM,5.128,,,,,
134,08/09/20 06:18:27 AM,4.999,,,,,
135,08/09/20 07:18:27 AM,4.947,,,,,
136,08/09/20 08:18:27 AM,4.895,,,,,
137,08/09/20 09:18:27 AM,6.255,,,,,
138,08/09/20 10:18:27 AM,8.020,,,,,
139,08/09/20 11:18:27 AM,9.238,,,,,
140,08/09/20 12:18:27 PM,10.222,,,,,
141,08/09/20 01:18:27 PM,10.907,,,,,
142,08/09/20 02:18:27 PM,11.224,,,,,
143,08/09/20 03:18:27 PM,11.127,,,,,
144,08/09/20 04:18:27 PM,10.712,,,,,
145,08/09/20 05:18:27 PM,9.780,,,,,
146,08/09/20 06:18:27 PM,8.295,,,,,
147,08/09/20 07:18:27 PM,7.419,,,,,
148,08/09/20 08:18:27 PM,7.192,,,,,
149,08/09/20 09:18:27 PM,7.015,,,,,
150,08/09/20 10:18:27 PM,6.864,,,,,
151,08/09/20 11:18:27 PM,6.636,,,,,
152,08/10/20 12:18:27 AM,6.433,,,,,
153,08/10/20 01:18:27 AM,6.204,,,,,
154,08/10/20 02:18:27 AM,5.975,,,,,
155,08/10/20 03:18:27 AM,5.796,,,,,
156,08/10/20 04:18:27 AM,5.616,,,,,
157,08/10/20 05:18:27 AM,5.437,,,,,
158,08/10/20 06:18:27 AM,5.282,,,,,
159,08/10/20 07:18:27 AM,5.231,,,,,
160,08/10/20 08:18:27 AM,5.205,,,,,
161,08/10/20 09:18:27 AM,6.230,,,,,
162,08/10/20 10:18:27 AM,8.568,,,,,
163,08/10/20 11:18:27 AM,10.026,,,,,
164,08/10/20 12:18:27 PM,11.151,,,,,
165,08/10/20 01:18:27 PM,11.807,,,,,
166,08/10/20 02:18:27 PM,12.098,,,,,
167,08/10/20 03:18:27 PM,11.929,,,,,
168,08/10/20 04:18:27 PM,11.443,,,,,
169,08/10/20 05:18:27 PM,10.394,,,,,
170,08/10/20 06:18:27 PM,9.238,,,,,
171,08/10/20 07:18:27 PM,7.820,,,,,
172,08/10/20 08:18:27 PM,7.368,,,,,
173,08/10/20 09:18:27 PM,7.116,,,,,
174,08/10/20 10:18:27 PM,6.914,,,,,
