Serial Number:20425024 --,,,,,
,,,,,
Date Time - GMT -07:00,"Temp, (*F)",Button Down,Button Up,Host Connect,EOF
8/4/18 8:30,40.57, , , , 
8/4/18 8:45,40.8, , , , 
8/4/18 9:00,39.87, , , , 
8/4/18 9:15,38.4, , , , 
8/4/18 9:30,38.71, , , , 
8/4/18 9:45,39.64, , , , 
8/4/18 10:00,40.49, , , , 
8/4/18 10:15,40.41, , , , 
8/4/18 10:30,38.94, , , , 
8/4/18 10:45,38.17, , , , 
8/4/18 11:00,39.33, , , , 
8/4/18 11:15,40.26, , , , 
8/4/18 11:30,40.72, , , , 
8/4/18 11:45,39.1, , , , 
8/4/18 12:00,37.86, , , , 
8/4/18 12:15,38.94, , , , 
8/4/18 12:30,39.95, , , , 
8/4/18 12:45,40.64, , , , 
8/4/18 13:00,39.41, , , , 
8/4/18 13:15,38.17, , , , 
8/4/18 13:30,38.48, , , , 
8/4/18 13:45,39.72, , , , 
8/4/18 14:00,40.49, , , , 
8/4/18 14:15,39.33, , , , 
8/4/18 14:30,38.17, , , , 
8/4/18 14:45,38.33, , , , 
8/4/18 15:00,39.64, , , , 
8/4/18 15:15,40.41, , , , 
8/4/18 15:30,39.33, , , , 
8/4/18 15:45,38.17, , , , 
8/4/18 16:00,38.4, , , , 
8/4/18 16:15,39.72, , , , 
8/4/18 16:30,40.1, , , , 
8/4/18 16:45,39.79, , , , 
8/4/18 17:00,41.11, , , , 
8/4/18 17:15,42.11, , , , 
8/4/18 17:30,41.42, , , , 
8/4/18 17:45,40.49, , , , 
8/4/18 18:00,39.49, , , , 
8/4/18 18:15,38.56, , , , 
8/4/18 18:30,39.64, , , , 
8/4/18 18:45,40.8, , , , 
8/4/18 19:00,41.88, , , , 
8/4/18 19:15,41.96, , , , 
8/4/18 19:30,40.8, , , , 
8/4/18 19:45,39.72, , , , 
8/4/18 20:00,39.02, , , , 
8/4/18 20:15,40.18, , , , 
8/4/18 20:30,41.34, , , , 
8/4/18 20:45,42.03, , , , 
8/4/18 21:00,40.8, , , , 
8/4/18 21:15,39.64, , , , 
8/4/18 21:30,38.79, , , , 
8/4/18 21:45,40.03, , , , 
8/4/18 22:00,41.11, , , , 
8/4/18 22:15,41.49, , , , 
8/4/18 22:30,40.26, , , , 
8/4/18 22:45,38.94, , , , 
8/4/18 23:00,39.02, , , , 
8/4/18 23:15,40.26, , , , 
8/4/18 23:30,41.26, , , , 
8/4/18 23:45,40.33, , , , 
8/5/18 0:00,39.1, , , , 
8/5/18 0:15,38.71, , , , 
8/5/18 0:30,40.03, , , , 
8/5/18 0:45,41.03, , , , 
8/5/18 1:00,40.1, , , , 
8/5/18 1:15,38.79, , , , 
8/5/18 1:30,38.56, , , , 
8/5/18 1:45,39.64, , , , 
8/5/18 2:00,40.64, , , , 
8/5/18 2:15,39.33, , , , 
8/5/18 2:30,38.02, , , , 
8/5/18 2:45,38.56, , , , 
8/5/18 3:00,39.64, , , , 
8/5/18 3:15,40.1, , , , 
8/5/18 3:30,38.79, , , , 
8/5/18 3:45,37.71, , , , 
8/5/18 4:00,38.94, , , , 
8/5/18 4:15,39.95, , , , 
8/5/18 4:30,39.49, , , , 
8/5/18 4:45,38.1, , , , 
8/5/18 5:00,38.1, , , , 
8/5/18 5:15,39.18, , , , 
8/5/18 5:30,40.03, , , , 
8/5/18 5:45,38.79, , , , 
8/5/18 6:00,37.63, , , , 
8/5/18 6:15,38.64, , , , 
8/5/18 6:30,39.64, , , , 
8/5/18 6:45,39.41, , , , 
8/5/18 7:00,38.02, , , , 
8/5/18 7:15,38.02, , , , 
8/5/18 7:30,39.1, , , , 
8/5/18 7:45,39.95, , , , 
8/5/18 8:00,38.71, , , , 
8/5/18 8:15,37.55, , , , 
8/5/18 8:30,38.56, , , , 
8/5/18 8:45,39.56, , , , 
8/5/18 9:00,39.25, , , , 
8/5/18 9:15,37.86, , , , 
8/5/18 9:30,38.17, , , , 
8/5/18 9:45,39.25, , , , 
8/5/18 10:00,39.72, , , , 
8/5/18 10:15,38.25, , , , 
8/5/18 10:30,37.71, , , , 
8/5/18 10:45,39.87, , , , 
8/5/18 11:00,38.71, , , , 
8/5/18 11:15,37.55, , , , 
8/5/18 11:30,39.95, , , , 
8/5/18 11:45,42.34, , , , 
8/5/18 12:00,43.89, , , , 
8/5/18 12:15,44.2, , , , 
8/5/18 12:30,43.19, , , , 
8/5/18 12:45,42.11, , , , 
8/5/18 13:00,41.11, , , , 
8/5/18 13:15,40.8, , , , 
8/5/18 13:30,39.79, , , , 
8/5/18 13:45,39.02, , , , 
8/5/18 14:00,38.33, , , , 
8/5/18 14:15,38.48, , , , 
8/5/18 14:30,40.88, , , , 
8/5/18 14:45,41.88, , , , 
8/5/18 15:00,40.8, , , , 
8/5/18 15:15,40.26, , , , 
8/5/18 15:30,39.41, , , , 
8/5/18 15:45,38.56, , , , 
8/5/18 16:00,37.79, , , , 
8/5/18 16:15,39.25, , , , 
8/5/18 16:30,40.57, , , , 
8/5/18 16:45,41.42, , , , 
8/5/18 17:00,40.33, , , , 
8/5/18 17:15,39.41, , , , 
8/5/18 17:30,38.56, , , , 
8/5/18 17:45,38.94, , , , 
8/5/18 18:00,38.1, , , , 
8/5/18 18:15,37.55, , , , 
8/5/18 18:30,39.33, , , , 
8/5/18 18:45,40.88, , , , 
8/5/18 19:00,40.41, , , , 
8/5/18 19:15,39.87, , , , 
8/5/18 19:30,40.49, , , , 
8/5/18 19:45,41.49, , , , 
8/5/18 20:00,40.49, , , , 
8/5/18 20:15,39.64, , , , 
8/5/18 20:30,38.79, , , , 
8/5/18 20:45,37.79, , , , 
8/5/18 21:00,37.55, , , , 
8/5/18 21:15,39.02, , , , 
8/5/18 21:30,40.57, , , , 
8/5/18 21:45,40.33, , , , 
8/5/18 22:00,39.25, , , , 
8/5/18 22:15,38.17, , , , 
8/5/18 22:30,37.71, , , , 
8/5/18 22:45,39.25, , , , 
8/5/18 23:00,40.57, , , , 
8/5/18 23:15,40.26, , , , 
8/5/18 23:30,39.1, , , , 
8/5/18 23:45,38.1, , , , 
8/6/18 0:00,37.32, , , , 
8/6/18 0:15,38.79, , , , 
8/6/18 0:30,40.18, , , , 
8/6/18 0:45,39.95, , , , 
8/6/18 1:00,38.79, , , , 
8/6/18 1:15,37.94, , , , 
8/6/18 1:30,39.33, , , , 
8/6/18 1:45,40.72, , , , 
8/6/18 2:00,42.03, , , , 
8/6/18 2:15,43.42, , , , 
8/6/18 2:30,42.88, , , , 
8/6/18 2:45,41.49, , , , 
8/6/18 3:00,40.26, , , , 
8/6/18 3:15,39.02, , , , 
8/6/18 3:30,40.33, , , , 
8/6/18 3:45,41.65, , , , 
8/6/18 4:00,42.88, , , , 
8/6/18 4:15,42.57, , , , 
8/6/18 4:30,40.8, , , , 
8/6/18 4:45,39.33, , , , 
8/6/18 5:00,39.95, , , , 
8/6/18 5:15,41.18, , , , 
8/6/18 5:30,42.27, , , , 
8/6/18 5:45,42.96, , , , 
8/6/18 6:00,41.11, , , , 
8/6/18 6:15,39.49, , , , 
8/6/18 6:30,39.33, , , , 
8/6/18 6:45,40.64, , , , 
8/6/18 7:00,41.72, , , , 
8/6/18 7:15,42.81, , , , 
8/6/18 7:30,41.57, , , , 
8/6/18 7:45,39.72, , , , 
8/6/18 8:00,39.25, , , , 
8/6/18 8:15,40.41, , , , 
8/6/18 8:30,41.57, , , , 
8/6/18 8:45,42.5, , , , 
8/6/18 9:00,40.8, , , , 
8/6/18 9:15,39.56, , , , 
8/6/18 9:30,38.02, , , , 
8/6/18 9:45,39.18, , , , 
8/6/18 10:00,40.33, , , , 
8/6/18 10:15,41.42, , , , 
8/6/18 10:30,40.26, , , , 
8/6/18 10:45,38.48, , , , 
8/6/18 11:00,38.94, , , , 
8/6/18 11:15,40.18, , , , 
8/6/18 11:30,38.71, , , , 
8/6/18 11:45,37.48, , , , 
8/6/18 12:00,36.09, , , , 
8/6/18 12:15,37.79, , , , 
8/6/18 12:30,39.18, , , , 
8/6/18 12:45,40.03, , , , 
8/6/18 13:00,41.26, , , , 
8/6/18 13:15,39.33, , , , 
8/6/18 13:30,37.86, , , , 
8/6/18 13:45,36.47, , , , 
8/6/18 14:00,41.18, , , , 
8/6/18 14:15,40.1, , , , 
8/6/18 14:30,38.25, , , , 
8/6/18 14:45,39.33, , , , 
8/6/18 15:00,39.56, , , , 
8/6/18 15:15,38.71, , , , 
8/6/18 15:30,37.4, , , , 
8/6/18 15:45,36.47, , , , 
8/6/18 16:00,38.94, , , , 
8/6/18 16:15,40.49, , , , 
8/6/18 16:30,40.49, , , , 
8/6/18 16:45,38.79, , , , 
8/6/18 17:00,37.71, , , , 
8/6/18 17:15,36.63, , , , 
8/6/18 17:30,38.71, , , , 
8/6/18 17:45,40.41, , , , 
8/6/18 18:00,38.87, , , , 
8/6/18 18:15,37.55, , , , 
8/6/18 18:30,36.86, , , , 
8/6/18 18:45,38.71, , , , 
8/6/18 19:00,40.18, , , , 
8/6/18 19:15,41.26, , , , 
8/6/18 19:30,42.65, , , , 
8/6/18 19:45,43.89, , , , 
8/6/18 20:00,42.88, , , , 
8/6/18 20:15,41.49, , , , 
8/6/18 20:30,40.95, , , , 
8/6/18 20:45,39.64, , , , 
8/6/18 21:00,38.25, , , , 
8/6/18 21:15,39.95, , , , 
8/6/18 21:30,41.34, , , , 
8/6/18 21:45,42.5, , , , 
8/6/18 22:00,43.58, , , , 
8/6/18 22:15,41.96, , , , 
8/6/18 22:30,40.1, , , , 
8/6/18 22:45,38.48, , , , 
8/6/18 23:00,39.64, , , , 
8/6/18 23:15,40.88, , , , 
8/6/18 23:30,41.8, , , , 
8/6/18 23:45,42.73, , , , 
8/7/18 0:00,41.26, , , , 
8/7/18 0:15,39.33, , , , 
8/7/18 0:30,38.17, , , , 
8/7/18 0:45,39.49, , , , 
8/7/18 1:00,40.64, , , , 
8/7/18 1:15,41.42, , , , 
8/7/18 1:30,42.19, , , , 
8/7/18 1:45,40.72, , , , 
8/7/18 2:00,38.48, , , , 
8/7/18 2:15,38.25, , , , 
8/7/18 2:30,39.49, , , , 
8/7/18 2:45,40.33, , , , 
8/7/18 3:00,41.03, , , , 
8/7/18 3:15,41.65, , , , 
8/7/18 3:30,39.87, , , , 
8/7/18 3:45,37.63, , , , 
8/7/18 4:00,37.79, , , , 
8/7/18 4:15,38.71, , , , 
8/7/18 4:30,39.41, , , , 
8/7/18 4:45,40.1, , , , 
8/7/18 5:00,40.72, , , , 
8/7/18 5:15,39.18, , , , 
8/7/18 5:30,36.86, , , , 
8/7/18 5:45,37.48, , , , 
8/7/18 6:00,38.33, , , , 
8/7/18 6:15,38.94, , , , 
8/7/18 6:30,39.72, , , , 
8/7/18 6:45,40.41, , , , 
8/7/18 7:00,39.87, , , , 
8/7/18 7:15,37.71, , , , 
8/7/18 7:30,37.17, , , , 
8/7/18 7:45,38.33, , , , 
8/7/18 8:00,39.25, , , , 
8/7/18 8:15,39.95, , , , 
8/7/18 8:30,40.72, , , , 
8/7/18 8:45,39.79, , , , 
8/7/18 9:00,37.48, , , , 
8/7/18 9:15,36.86, , , , 
8/7/18 9:30,37.94, , , , 
8/7/18 9:45,39.33, , , , 
8/7/18 10:00,37.09, , , , 
8/7/18 10:15,36.55, , , , 
8/7/18 10:30,37.79, , , , 
8/7/18 10:45,38.79, , , , 
8/7/18 11:00,39.64, , , , 
8/7/18 11:15,41.57, , , , 
8/7/18 11:30,40.03, , , , 
8/7/18 11:45,38.48, , , , 
8/7/18 12:00,38.1, , , , 
8/7/18 12:15,37.01, , , , 
8/7/18 12:30,74.39, , , , 
8/7/18 12:45,83.04, , , , 
8/7/18 13:00,74, , , , 
8/7/18 13:15,70.76, , , , 
8/7/18 13:30,72.38, , , , 
8/7/18 13:45,72.07, , , , 
8/7/18 14:00,72, , , , 
8/7/18 14:15,72.15, , , , 
8/7/18 14:30,72.38, , , , 
8/7/18 14:45,72.54, , , , 
8/7/18 15:00,73.08, , , , 
8/7/18 15:15,73.46, , , , 
8/7/18 15:30,74.23, , , , 
8/7/18 15:45,74.93, , , , 
8/7/18 16:00,75.78, , , , 
8/7/18 16:15,76.63, , , , 
8/7/18 16:30,77.4, , , , 
8/7/18 16:45,78.4, , , , 
8/7/18 17:00,79.64, , , , 
8/7/18 17:15,80.8, , , , 
8/7/18 17:30,81.65, , , , 
8/7/18 17:45,82.42, , , , 
8/7/18 18:00,83.12, , , , 
8/7/18 18:15,83.58, , , , 
8/7/18 18:30,84.04, , , , 
8/7/18 18:45,84.51, , , , 
8/7/18 19:00,84.97, , , , 
8/7/18 19:15,85.28, , , , 
8/7/18 19:30,85.35, , , , 
8/7/18 19:45,85.51, , , , 
8/7/18 20:00,85.35, , , , 
8/7/18 20:15,85.2, , , , 
8/7/18 20:30,84.27, , , , 
8/7/18 20:45,82.73, , , , 
8/7/18 21:00,80.88, , , , 
8/7/18 21:15,79.18, , , , 
8/7/18 21:30,77.25, , , , 
8/7/18 21:45,75.39, , , , 
8/7/18 22:00,73.54, , , , 
8/7/18 22:15,71.76, , , , 
8/7/18 22:30,69.99, , , , 
8/7/18 22:45,68.37, , , , 
8/7/18 23:00,66.9, , , , 
8/7/18 23:15,65.59, , , , 
8/7/18 23:30,64.27, , , , 
8/7/18 23:45,63.19, , , , 
8/8/18 0:00,62.19, , , , 
8/8/18 0:15,61.11, , , , 
8/8/18 0:30,60.18, , , , 
8/8/18 0:45,59.49, , , , 
8/8/18 1:00,58.87, , , , 
8/8/18 1:15,58.48, , , , 
8/8/18 1:30,58.02, , , , 
8/8/18 1:45,57.48, , , , 
8/8/18 2:00,57.17, , , , 
8/8/18 2:15,56.94, , , , 
8/8/18 2:30,56.78, , , , 
8/8/18 2:45,56.63, , , , 
8/8/18 3:00,56.32, , , , 
8/8/18 3:15,55.78, , , , 
8/8/18 3:30,55.24, , , , 
8/8/18 3:45,54.62, , , , 
8/8/18 4:00,54.31, , , , 
8/8/18 4:15,53.93, , , , 
8/8/18 4:30,53.62, , , , 
8/8/18 4:45,53.15, , , , 
8/8/18 5:00,52.77, , , , 
8/8/18 5:15,52.3, , , , 
8/8/18 5:30,51.76, , , , 
8/8/18 5:45,51.45, , , , 
8/8/18 6:00,51.15, , , , 
8/8/18 6:15,50.91, , , , 
8/8/18 6:30,50.84, , , , 
8/8/18 6:45,51.07, , , , 
8/8/18 7:00,51.76, , , , 
8/8/18 7:15,52.69, , , , 
8/8/18 7:30,53.93, , , , 
8/8/18 7:45,55.32, , , , 
8/8/18 8:00,56.78, , , , 
8/8/18 8:15,58.56, , , , 
8/8/18 8:30,60.34, , , , 
8/8/18 8:45,62.27, , , , 
8/8/18 9:00,64.2, , , , 
8/8/18 9:15,65.74, , , , 
8/8/18 9:30,67.28, , , , 
8/8/18 9:45,69.6, , , , 
8/8/18 10:00,71.07, , , , 
8/8/18 10:15,73.62, , , , 
8/8/18 10:30,77.01, , , , 
8/8/18 10:45,79.64, , , , 
8/8/18 11:00,80.26, , , , 
8/8/18 11:15,79.87, , , , 
8/8/18 11:30,80.03, , , , 
8/8/18 11:45,80.34, , , , 
8/8/18 12:00,80.72, , , , 
8/8/18 12:15,81.18, , , , 
8/8/18 12:30,81.57, , , , 
8/8/18 12:45,81.88, , , , 
8/8/18 13:00,82.11, , , , 
8/8/18 13:15,82.19, , , , 
8/8/18 13:30,82.5, , , , 
8/8/18 13:45,82.5, , , , 
8/8/18 14:00,82.11, , , , 
8/8/18 14:15,81.96, , , , 
8/8/18 14:30,82.27, , , , 
8/8/18 14:45,83.04, , , , 
8/8/18 15:00,83.5, , , , 
8/8/18 15:15,83.81, , , , 
8/8/18 15:30,83.89, , , , 
8/8/18 15:45,84.2, , , , 
8/8/18 16:00,84.43, , , , 
8/8/18 16:15,84.81, , , , 
8/8/18 16:30,84.66, , , , 
8/8/18 16:45,84.43, , , , 
8/8/18 17:00,84.66, , , , 
8/8/18 17:15,84.89, , , , 
8/8/18 17:30,85.35, , , , 
8/8/18 17:45,85.74, , , , 
8/8/18 18:00,85.74, , , , 
8/8/18 18:15,85.28, , , , 
8/8/18 18:30,84.89, , , , 
8/8/18 18:45,84.58, , , , 
8/8/18 19:00,84.12, , , , 
8/8/18 19:15,83.73, , , , 
8/8/18 19:30,82.96, , , , 
8/8/18 19:45,82.11, , , , 
8/8/18 20:00,80.95, , , , 
8/8/18 20:15,79.79, , , , 
8/8/18 20:30,78.33, , , , 
8/8/18 20:45,76.86, , , , 
8/8/18 21:00,75.39, , , , 
8/8/18 21:15,74, , , , 
8/8/18 21:30,72.77, , , , 
8/8/18 21:45,71.61, , , , 
8/8/18 22:00,70.45, , , , 
8/8/18 22:15,69.52, , , , 
8/8/18 22:30,68.67, , , , 
8/8/18 22:45,67.75, , , , 
8/8/18 23:00,66.98, , , , 
8/8/18 23:15,66.05, , , , 
8/8/18 23:30,65.2, , , , 
8/8/18 23:45,64.43, , , , 
8/9/18 0:00,63.5, , , , 
8/9/18 0:15,62.81, , , , 
8/9/18 0:30,62.03, , , , 
8/9/18 0:45,61.42, , , , 
8/9/18 1:00,60.72, , , , 
8/9/18 1:15,60.18, , , , 
8/9/18 1:30,59.49, , , , 
8/9/18 1:45,59.02, , , , 
8/9/18 2:00,58.56, , , , 
8/9/18 2:15,58.17, , , , 
8/9/18 2:30,57.94, , , , 
8/9/18 2:45,57.79, , , , 
8/9/18 3:00,57.56, , , , 
8/9/18 3:15,57.63, , , , 
8/9/18 3:30,57.48, , , , 
8/9/18 3:45,57.56, , , , 
8/9/18 4:00,57.4, , , , 
8/9/18 4:15,57.32, , , , 
8/9/18 4:30,57.09, , , , 
8/9/18 4:45,57.01, , , , 
8/9/18 5:00,56.94, , , , 
8/9/18 5:15,56.78, , , , 
8/9/18 5:30,56.55, , , , 
8/9/18 5:45,56.24, , , , 
8/9/18 6:00,55.86, , , , 
8/9/18 6:15,55.39, , , , 
8/9/18 6:30,54.93, , , , 
8/9/18 6:45,54.78, , , , 
8/9/18 7:00,54.85, , , , 
8/9/18 7:15,55.08, , , , 
8/9/18 7:30,56.01, , , , 
8/9/18 7:45,57.17, , , , 
8/9/18 8:00,58.48, , , , 
8/9/18 8:15,60.18, , , , 
8/9/18 8:30,62.11, , , , 
8/9/18 8:45,64.2, , , , 
8/9/18 9:00,66.28, , , , 
8/9/18 9:15,68.29, , , , 
8/9/18 9:30,70.14, , , , 
8/9/18 9:45,73.15, , , , 
8/9/18 10:00,74.93, , , , 
8/9/18 10:15,78.25, , , , 
8/9/18 10:30,82.11, , , , 
8/9/18 10:45,82.19, , , , 
8/9/18 11:00,81.73, , , , 
8/9/18 11:15,82.73, , , , 
8/9/18 11:30,83.58, , , , 
8/9/18 11:45,83.66, , , , 
8/9/18 12:00,83.89, , , , 
8/9/18 12:15,83.66, , , , 
8/9/18 12:30,81.73, , , , 
8/9/18 12:45,79.95, , , , 
8/9/18 13:00,78.33, , , , 
8/9/18 13:15,77.01, , , , 
8/9/18 13:30,75.86, , , , 
8/9/18 13:45,74.78, , , , 
8/9/18 14:00,73.85, , , , 
8/9/18 14:15,73.23, , , , 
8/9/18 14:30,72.54, , , , 
8/9/18 14:45,72.07, , , , 
8/9/18 15:00,71.53, , , , 
8/9/18 15:15,71.3, , , , 
8/9/18 15:30,70.84, , , , 
8/9/18 15:45,70.68, , , , 
8/9/18 16:00,70.45, , , , 
8/9/18 16:15,70.22, , , , 
8/9/18 16:30,70.14, , , , 
8/9/18 16:45,69.99, , , , 
8/9/18 17:00,70.06, , , , 
8/9/18 17:15,70.22, , , , 
8/9/18 17:30,69.99, , , , 
8/9/18 17:45,70.06, , , , 
8/9/18 18:00,70.06, , , , 
8/9/18 18:15,71.45, , , , 
8/9/18 18:30,72.54, , , , 
8/9/18 18:45,73.62, , , , 
8/9/18 19:00,74.16, , , , 
8/9/18 19:15,74.23, , , , 
8/9/18 19:30,75.16, , , , 
8/9/18 19:45,76.01, , , , 
8/9/18 20:00,76.63, , , , 
8/9/18 20:15,76.86, , , , 
8/9/18 20:30,76.55, , , , 
8/9/18 20:45,75.93, , , , 
8/9/18 21:00,75.55, , , , 
8/9/18 21:15,74.47, , , , 
8/9/18 21:30,73.23, , , , 
8/9/18 21:45,71.92, , , , 
8/9/18 22:00,70.84, , , , 
8/9/18 22:15,69.68, , , , 
8/9/18 22:30,68.6, , , , 
8/9/18 22:45,67.59, , , , 
8/9/18 23:00,66.9, , , , 
8/9/18 23:15,66.05, , , , 
8/9/18 23:30,65.43, , , , 
8/9/18 23:45,64.89, , , , 
8/10/18 0:00,64.27, , , , 
8/10/18 0:15,63.73, , , , 
8/10/18 0:30,63.27, , , , 
8/10/18 0:45,62.73, , , , 
8/10/18 1:00,62.19, , , , 
8/10/18 1:15,61.8, , , , 
8/10/18 1:30,61.34, , , , 
8/10/18 1:45,60.88, , , , 
8/10/18 2:00,60.49, , , , 
8/10/18 2:15,60.03, , , , 
8/10/18 2:30,59.64, , , , 
8/10/18 2:45,59.41, , , , 
8/10/18 3:00,59.18, , , , 
8/10/18 3:15,59.1, , , , 
8/10/18 3:30,59.1, , , , 
8/10/18 3:45,59.1, , , , 
8/10/18 4:00,59.18, , , , 
8/10/18 4:15,59.18, , , , 
8/10/18 4:30,59.41, , , , 
8/10/18 4:45,59.64, , , , 
8/10/18 5:00,59.72, , , , 
8/10/18 5:15,59.33, , , , 
8/10/18 5:30,58.64, , , , 
8/10/18 5:45,57.4, , , , 
8/10/18 6:00,56.32, , , , 
8/10/18 6:15,55.39, , , , 
8/10/18 6:30,54.62, , , , 
8/10/18 6:45,54.08, , , , 
8/10/18 7:00,53.69, , , , 
8/10/18 7:15,53.93, , , , 
8/10/18 7:30,54.23, , , , 
8/10/18 7:45,54.78, , , , 
8/10/18 8:00,55.39, , , , 
8/10/18 8:15,56.17, , , , 
8/10/18 8:30,57.09, , , , 
8/10/18 8:45,57.94, , , , 
8/10/18 9:00,59.18, , , , 
8/10/18 9:15,60.41, , , , 
8/10/18 9:30,61.88, , , , 
8/10/18 9:45,63.42, , , , 
8/10/18 10:00,65.05, , , , 
8/10/18 10:15,66.9, , , , 
8/10/18 10:30,68.52, , , , 
8/10/18 10:45,70.22, , , , 
8/10/18 11:00,71.92, , , , 
8/10/18 11:15,73.54, , , , 
8/10/18 11:30,75.01, , , , 
8/10/18 11:45,76.47, , , , 
8/10/18 12:00,77.86, , , , 
8/10/18 12:15,79.25, , , , 
8/10/18 12:30,80.57, , , , 
8/10/18 12:45,82.03, , , , 
8/10/18 13:00,82.96, , , , 
8/10/18 13:15,83.5, , , , 
8/10/18 13:30,83.96, , , , 
8/10/18 13:45,84.58, , , , 
8/10/18 14:00,84.35, , , , 
8/10/18 14:15,82.73, , , , 
8/10/18 14:30,81.8, , , , 
8/10/18 14:45,81.11, , , , 
8/10/18 15:00,80.8, , , , 
8/10/18 15:15,79.02, , , , 
8/10/18 15:30,78.48, , , , 
8/10/18 15:45,78.48, , , , 
8/10/18 16:00,75.16, , , , 
8/10/18 16:15,73.15, , , , 
8/10/18 16:30,72.15, , , , 
8/10/18 16:45,71.61, , , , 
8/10/18 17:00,71.15, , , , 
8/10/18 17:15,70.99, , , , 
8/10/18 17:30,70.91, , , , 
8/10/18 17:45,70.84, , , , 
8/10/18 18:00,70.84, , , , 
8/10/18 18:15,70.91, , , , 
8/10/18 18:30,70.99, , , , 
8/10/18 18:45,70.91, , , , 
8/10/18 19:00,70.91, , , , 
8/10/18 19:15,70.84, , , , 
8/10/18 19:30,70.84, , , , 
8/10/18 19:45,70.76, , , , 
8/10/18 20:00,70.68, , , , 
8/10/18 20:15,70.61, , , , 
8/10/18 20:30,70.53, , , , 
8/10/18 20:45,70.37, , , , 
8/10/18 21:00,70.37, , , , 
8/10/18 21:15,70.3, , , , 
8/10/18 21:30,70.14, , , , 
8/10/18 21:45,70.22, , , , 
8/10/18 22:00,70.06, , , , 
8/10/18 22:15,69.99, , , , 
8/10/18 22:30,69.99, , , , 
8/10/18 22:45,69.91, , , , 
8/10/18 23:00,69.76, , , , 
8/10/18 23:15,69.76, , , , 
8/10/18 23:30,69.68, , , , 
8/10/18 23:45,69.6, , , , 
8/11/18 0:00,69.52, , , , 
8/11/18 0:15,69.45, , , , 
8/11/18 0:30,69.37, , , , 
8/11/18 0:45,69.37, , , , 
8/11/18 1:00,69.22, , , , 
8/11/18 1:15,69.06, , , , 
8/11/18 1:30,68.98, , , , 
8/11/18 1:45,68.98, , , , 
8/11/18 2:00,68.91, , , , 
8/11/18 2:15,68.83, , , , 
8/11/18 2:30,68.75, , , , 
8/11/18 2:45,68.67, , , , 
8/11/18 3:00,68.6, , , , 
8/11/18 3:15,68.6, , , , 
8/11/18 3:30,68.44, , , , 
8/11/18 3:45,68.44, , , , 
8/11/18 4:00,68.37, , , , 
8/11/18 4:15,68.37, , , , 
8/11/18 4:30,68.29, , , , 
8/11/18 4:45,68.21, , , , 
8/11/18 5:00,68.13, , , , 
8/11/18 5:15,68.06, , , , 
8/11/18 5:30,67.98, , , , 
8/11/18 5:45,67.9, , , , 
8/11/18 6:00,67.9, , , , 
8/11/18 6:15,67.83, , , , 
8/11/18 6:30,67.75, , , , 
8/11/18 6:45,67.83, , , , 
8/11/18 7:00,67.83, , , , 
8/11/18 7:15,67.9, , , , 
8/11/18 7:30,67.9, , , , 
8/11/18 7:45,68.06, , , , 
8/11/18 8:00,68.06, , , , 
8/11/18 8:15,68.13, , , , 
8/11/18 8:30,68.21, , , , 
8/11/18 8:45,68.37, , , , 
8/11/18 9:00,68.37, , , , 
8/11/18 9:15,68.52, , , , 
8/11/18 9:30,68.52, , , , 
8/11/18 9:45,68.67, , , , 
8/11/18 10:00,68.75, , , , 
8/11/18 10:15,68.83, , , , 
8/11/18 10:30,69.06, , , , 
8/11/18 10:45,69.14, , , , 
8/11/18 11:00,69.22, , , , 
8/11/18 11:15,69.29, , , , 
8/11/18 11:30,69.37, , , , 
8/11/18 11:45,69.45, , , , 
8/11/18 12:00,69.45, , , , 
8/11/18 12:15,69.52, , , , 
8/11/18 12:30,69.6, , , , 
8/11/18 12:45,69.6, , , , 
8/11/18 13:00,69.68, , , , 
8/11/18 13:15,69.76, , , , 
8/11/18 13:30,69.76, , , , 
8/11/18 13:45,69.76, , , , 
8/11/18 14:00,69.83, , , , 
8/11/18 14:15,69.83, , , , 
8/11/18 14:30,69.91, , , , 
8/11/18 14:45,69.91, , , , 
8/11/18 15:00,69.91, , , , 
8/11/18 15:15,69.83, , , , 
8/11/18 15:30,69.91, , , , 
8/11/18 15:45,69.99, , , , 
8/11/18 16:00,69.99, , , , 
8/11/18 16:15,70.14, , , , 
8/11/18 16:30,70.06, , , , 
8/11/18 16:45,70.22, , , , 
8/11/18 17:00,70.14, , , , 
8/11/18 17:15,70.22, , , , 
8/11/18 17:30,70.14, , , , 
8/11/18 17:45,70.22, , , , 
8/11/18 18:00,70.3, , , , 
8/11/18 18:15,70.3, , , , 
8/11/18 18:30,70.37, , , , 
8/11/18 18:45,70.37, , , , 
8/11/18 19:00,70.3, , , , 
8/11/18 19:15,70.3, , , , 
8/11/18 19:30,70.45, , , , 
8/11/18 19:45,70.37, , , , 
8/11/18 20:00,70.3, , , , 
8/11/18 20:15,70.3, , , , 
8/11/18 20:30,70.22, , , , 
8/11/18 20:45,70.14, , , , 
8/11/18 21:00,70.14, , , , 
8/11/18 21:15,70.14, , , , 
8/11/18 21:30,70.14, , , , 
8/11/18 21:45,70.22, , , , 
8/11/18 22:00,70.06, , , , 
8/11/18 22:15,70.06, , , , 
8/11/18 22:30,69.99, , , , 
8/11/18 22:45,69.99, , , , 
8/11/18 23:00,69.91, , , , 
8/11/18 23:15,69.91, , , , 
8/11/18 23:30,69.91, , , , 
