Plot Title: 20174695,,,,,,,
#,"Date Time, GMT-06:00","Temp, ∞C (LGR S/N: 20174695, SEN S/N: 20174695)",Coupler Detached (LGR S/N: 20174695),Coupler Attached (LGR S/N: 20174695),Host Connected (LGR S/N: 20174695),Stopped (LGR S/N: 20174695),End Of File (LGR S/N: 20174695)
117,08/10/17 03:54:00 PM,22.489,,,,,
118,08/10/17 04:54:00 PM,22.681,,,,,
119,08/10/17 05:54:00 PM,23.064,,,,,
120,08/10/17 06:54:00 PM,23.352,,,,,
121,08/10/17 07:54:00 PM,23.4,,,,,
122,08/10/17 08:54:00 PM,23.304,,,,,
123,08/10/17 09:54:00 PM,23.112,,,,,
124,08/10/17 10:54:00 PM,23.304,,,,,
125,08/10/17 11:54:00 PM,23.088,,,,,
126,08/11/17 12:54:00 AM,21.891,,,,,
127,08/11/17 01:54:00 AM,20.246,,,,,
128,08/11/17 02:54:00 AM,18.699,,,,,
129,08/11/17 03:54:00 AM,17.391,,,,,
130,08/11/17 04:54:00 AM,17.391,,,,,
131,08/11/17 05:54:00 AM,17.653,,,,,
132,08/11/17 06:54:00 AM,17.748,,,,,
133,08/11/17 07:54:00 AM,18.723,,,,,
134,08/11/17 08:54:00 AM,18.961,,,,,
135,08/11/17 09:54:00 AM,19.651,,,,,
136,08/11/17 10:54:00 AM,20.246,,,,,
137,08/11/17 11:54:00 AM,20.365,,,,,
138,08/11/17 12:54:00 PM,20.46,,,,,
139,08/11/17 01:54:00 PM,20.555,,,,,
140,08/11/17 02:54:00 PM,20.65,,,,,
141,08/11/17 03:54:00 PM,20.674,,,,,
142,08/11/17 04:54:00 PM,26.818,,,,,
143,08/11/17 05:54:00 PM,27.186,,,,,
144,08/11/17 06:54:00 PM,23.448,,,,,
145,08/11/17 07:54:00 PM,21.557,,,,,
146,08/11/17 08:54:00 PM,19.912,,,,,
147,08/11/17 09:54:00 PM,18.771,,,,,
148,08/11/17 10:54:00 PM,17.938,,,,,
149,08/11/17 11:54:00 PM,17.177,,,,,
150,08/12/17 12:54:00 AM,16.415,,,,,
151,08/12/17 01:54:00 AM,15.748,,,,,
152,08/12/17 02:54:00 AM,15.103,,,,,
153,08/12/17 03:54:00 AM,14.553,,,,,
154,08/12/17 04:54:00 AM,14.05,,,,,
155,08/12/17 05:54:00 AM,13.449,,,,,
156,08/12/17 06:54:00 AM,12.847,,,,,
157,08/12/17 07:54:00 AM,12.316,,,,,
158,08/12/17 08:54:00 AM,11.904,,,,,
159,08/12/17 09:54:00 AM,13.762,,,,,
160,08/12/17 10:54:00 AM,14.05,,,,,
161,08/12/17 11:54:00 AM,16.511,,,,,
162,08/12/17 12:54:00 PM,18.129,,,,,
163,08/12/17 01:54:00 PM,19.651,,,,,
164,08/12/17 02:54:00 PM,20.388,,,,,
165,08/12/17 03:54:00 PM,19.674,,,,,
166,08/12/17 04:54:00 PM,25.817,,,,,
167,08/12/17 05:54:00 PM,24.677,,,,,
168,08/12/17 06:54:00 PM,19.817,,,,,
169,08/12/17 07:54:00 PM,16.582,,,,,
170,08/12/17 08:54:00 PM,11.37,,,,,
171,08/12/17 09:54:00 PM,11.686,,,,,
172,08/12/17 10:54:00 PM,10.026,,,,,
173,08/12/17 11:54:00 PM,9.78,,,,,
174,08/13/17 12:54:00 AM,11.029,,,,,
175,08/13/17 01:54:00 AM,10.541,,,,,
176,08/13/17 02:54:00 AM,9.879,,,,,
177,08/13/17 03:54:00 AM,9.336,,,,,
178,08/13/17 04:54:00 AM,8.891,,,,,
179,08/13/17 05:54:00 AM,8.543,,,,,
180,08/13/17 06:54:00 AM,9.336,,,,,
181,08/13/17 07:54:00 AM,11.224,,,,,
182,08/13/17 08:54:00 AM,14.481,,,,,
183,08/13/17 09:54:00 AM,15.438,,,,,
184,08/13/17 10:54:00 AM,17.106,,,,,
185,08/13/17 11:54:00 AM,15.008,,,,,
186,08/13/17 12:54:00 PM,12.606,,,,,
187,08/13/17 01:54:00 PM,13.377,,,,,
188,08/13/17 02:54:00 PM,14.29,,,,,
189,08/13/17 03:54:00 PM,16.654,,,,,
190,08/13/17 04:54:00 PM,17.486,,,,,
191,08/13/17 05:54:00 PM,15.199,,,,,
192,08/13/17 06:54:00 PM,7.444,,,,,
193,08/13/17 07:54:00 PM,6.535,,,,,
194,08/13/17 08:54:00 PM,5.693,,,,,
195,08/13/17 09:54:00 PM,5.076,,,,,
196,08/13/17 10:54:00 PM,4.869,,,,,
197,08/13/17 11:54:00 PM,4.74,,,,,
198,08/14/17 12:54:00 AM,4.636,,,,,
199,08/14/17 01:54:00 AM,4.298,,,,,
200,08/14/17 02:54:00 AM,4.089,,,,,
201,08/14/17 03:54:00 AM,3.722,,,,,
202,08/14/17 04:54:00 AM,3.696,,,,,
203,08/14/17 05:54:00 AM,3.591,,,,,
204,08/14/17 06:54:00 AM,3.749,,,,,
205,08/14/17 07:54:00 AM,3.985,,,,,
206,08/14/17 08:54:00 AM,4.22,,,,,
207,08/14/17 09:54:00 AM,4.532,,,,,
208,08/14/17 10:54:00 AM,5.642,,,,,
209,08/14/17 11:54:00 AM,6.636,,,,,
210,08/14/17 12:54:00 PM,7.645,,,,,
211,08/14/17 01:54:00 PM,7.393,,,,,
212,08/14/17 02:54:00 PM,7.444,,,,,
213,08/14/17 03:54:00 PM,6.864,,,,,
214,08/14/17 04:54:00 PM,6.484,,,,,
215,08/14/17 05:54:00 PM,6.077,,,,,
216,08/14/17 06:54:00 PM,5.257,,,,,
217,08/14/17 07:54:00 PM,4.792,,,,,
218,08/14/17 08:54:00 PM,4.428,,,,,
219,08/14/17 09:54:00 PM,4.194,,,,,
220,08/14/17 10:54:00 PM,4.063,,,,,
221,08/14/17 11:54:00 PM,3.827,,,,,
222,08/15/17 12:54:00 AM,3.591,,,,,
223,08/15/17 01:54:00 AM,3.354,,,,,
224,08/15/17 02:54:00 AM,3.327,,,,,
225,08/15/17 03:54:00 AM,3.406,,,,,
226,08/15/17 04:54:00 AM,3.354,,,,,
227,08/15/17 05:54:00 AM,2.903,,,,,
228,08/15/17 06:54:00 AM,2.584,,,,,
229,08/15/17 07:54:00 AM,2.45,,,,,
230,08/15/17 08:54:00 AM,3.063,,,,,
231,08/15/17 09:54:00 AM,4.48,,,,,
232,08/15/17 10:54:00 AM,6.179,,,,,
233,08/15/17 11:54:00 AM,7.619,,,,,
234,08/15/17 12:54:00 PM,9.336,,,,,
235,08/15/17 01:54:00 PM,10.516,,,,,
236,08/15/17 02:54:00 PM,12.364,,,,,
237,08/15/17 03:54:00 PM,11.54,,,,,
238,08/15/17 04:54:00 PM,12.558,,,,,
239,08/15/17 05:54:00 PM,11.662,,,,,
240,08/15/17 06:54:00 PM,9.336,,,,,
241,08/15/17 07:54:00 PM,7.594,,,,,
242,08/15/17 08:54:00 PM,6,,,,,
243,08/15/17 09:54:00 PM,5.024,,,,,
244,08/15/17 10:54:00 PM,4.298,,,,,
245,08/15/17 11:54:00 PM,3.775,,,,,
246,08/16/17 12:54:00 AM,3.354,,,,,
247,08/16/17 01:54:00 AM,2.983,,,,,
248,08/16/17 02:54:00 AM,2.69,,,,,
249,08/16/17 03:54:00 AM,2.477,,,,,
250,08/16/17 04:54:00 AM,2.289,,,,,
251,08/16/17 05:54:00 AM,2.182,,,,,
252,08/16/17 06:54:00 AM,2.128,,,,,
253,08/16/17 07:54:00 AM,2.182,,,,,
254,08/16/17 08:54:00 AM,2.744,,,,,
255,08/16/17 09:54:00 AM,4.844,,,,,
256,08/16/17 10:54:00 AM,7.645,,,,,
257,08/16/17 11:54:00 AM,9.977,,,,,
258,08/16/17 12:54:00 PM,10.785,,,,,
259,08/16/17 01:54:00 PM,11.273,,,,,
260,08/16/17 02:54:00 PM,11.443,,,,,
261,08/16/17 03:54:00 PM,10.565,,,,,
262,08/16/17 04:54:00 PM,10.492,,,,,
263,08/16/17 05:54:00 PM,10.1,,,,,
264,08/16/17 06:54:00 PM,9.238,,,,,
265,08/16/17 07:54:00 PM,7.645,,,,,
266,08/16/17 08:54:00 PM,6,,,,,
267,08/16/17 09:54:00 PM,4.973,,,,,
268,08/16/17 10:54:00 PM,4.272,,,,,
269,08/16/17 11:54:00 PM,3.88,,,,,
270,08/17/17 12:54:00 AM,3.617,,,,,
271,08/17/17 01:54:00 AM,3.38,,,,,
272,08/17/17 02:54:00 AM,3.221,,,,,
273,08/17/17 03:54:00 AM,3.063,,,,,
274,08/17/17 04:54:00 AM,2.903,,,,,
275,08/17/17 05:54:00 AM,2.69,,,,,
276,08/17/17 06:54:00 AM,2.584,,,,,
277,08/17/17 07:54:00 AM,2.637,,,,,
278,08/17/17 08:54:00 AM,3.063,,,,,
279,08/17/17 09:54:00 AM,4.973,,,,,
280,08/17/17 10:54:00 AM,7.469,,,,,
281,08/17/17 11:54:00 AM,9.706,,,,,
282,08/17/17 12:54:00 PM,10.907,,,,,
283,08/17/17 01:54:00 PM,11.904,,,,,
284,08/17/17 02:54:00 PM,13.305,,,,,
285,08/17/17 03:54:00 PM,14.074,,,,,
286,08/17/17 04:54:00 PM,12.171,,,,,
287,08/17/17 05:54:00 PM,11.005,,,,,
288,08/17/17 06:54:00 PM,9.903,,,,,
289,08/17/17 07:54:00 PM,8.12,,,,,
290,08/17/17 08:54:00 PM,6.484,,,,,
291,08/17/17 09:54:00 PM,5.36,,,,,
292,08/17/17 10:54:00 PM,4.662,,,,,
293,08/17/17 11:54:00 PM,4.168,,,,,
294,08/18/17 12:54:00 AM,3.801,,,,,
295,08/18/17 01:54:00 AM,3.459,,,,,
296,08/18/17 02:54:00 AM,3.142,,,,,
297,08/18/17 03:54:00 AM,2.903,,,,,
298,08/18/17 04:54:00 AM,2.797,,,,,
299,08/18/17 05:54:00 AM,2.637,,,,,
300,08/18/17 06:54:00 AM,2.477,,,,,
301,08/18/17 07:54:00 AM,2.45,,,,,
302,08/18/17 08:54:00 AM,2.93,,,,,
303,08/18/17 09:54:00 AM,4.947,,,,,
304,08/18/17 10:54:00 AM,7.594,,,,,
305,08/18/17 11:54:00 AM,10.149,,,,,
306,08/18/17 12:54:00 PM,12.122,,,,,
307,08/18/17 01:54:00 PM,13.546,,,,,
308,08/18/17 02:54:00 PM,14.361,,,,,
309,08/18/17 03:54:00 PM,14.577,,,,,
310,08/18/17 04:54:00 PM,14.098,,,,,
311,08/18/17 05:54:00 PM,13.04,,,,,
312,08/18/17 06:54:00 PM,11.321,,,,,
313,08/18/17 07:54:00 PM,9.188,,,,,
314,08/18/17 08:54:00 PM,7.217,,,,,
315,08/18/17 09:54:00 PM,6,,,,,
316,08/18/17 10:54:00 PM,5.102,,,,,
317,08/18/17 11:54:00 PM,4.454,,,,,
318,08/19/17 12:54:00 AM,3.958,,,,,
319,08/19/17 01:54:00 AM,3.591,,,,,
320,08/19/17 02:54:00 AM,3.274,,,,,
321,08/19/17 03:54:00 AM,3.063,,,,,
322,08/19/17 04:54:00 AM,2.823,,,,,
323,08/19/17 05:54:00 AM,2.69,,,,,
324,08/19/17 06:54:00 AM,2.637,,,,,
325,08/19/17 07:54:00 AM,2.584,,,,,
326,08/19/17 08:54:00 AM,2.93,,,,,
327,08/19/17 09:54:00 AM,4.869,,,,,
328,08/19/17 10:54:00 AM,7.544,,,,,
329,08/19/17 11:54:00 AM,9.952,,,,,
330,08/19/17 12:54:00 PM,11.856,,,,,
331,08/19/17 01:54:00 PM,12.413,,,,,
332,08/19/17 02:54:00 PM,13.546,,,,,
333,08/19/17 03:54:00 PM,13.93,,,,,
334,08/19/17 04:54:00 PM,13.185,,,,,
335,08/19/17 05:54:00 PM,11.613,,,,,
336,08/19/17 06:54:00 PM,10.001,,,,,
337,08/19/17 07:54:00 PM,8.095,,,,,
338,08/19/17 08:54:00 PM,6.585,,,,,
339,08/19/17 09:54:00 PM,5.616,,,,,
340,08/19/17 10:54:00 PM,4.947,,,,,
341,08/19/17 11:54:00 PM,4.506,,,,,
342,08/20/17 12:54:00 AM,4.141,,,,,
343,08/20/17 01:54:00 AM,3.88,,,,,
344,08/20/17 02:54:00 AM,3.801,,,,,
345,08/20/17 03:54:00 AM,3.696,,,,,
346,08/20/17 04:54:00 AM,3.406,,,,,
347,08/20/17 05:54:00 AM,3.274,,,,,
348,08/20/17 06:54:00 AM,3.142,,,,,
349,08/20/17 07:54:00 AM,3.248,,,,,
350,08/20/17 08:54:00 AM,3.775,,,,,
351,08/20/17 09:54:00 AM,5.308,,,,,
352,08/20/17 10:54:00 AM,7.494,,,,,
353,08/20/17 11:54:00 AM,9.632,,,,,
354,08/20/17 12:54:00 PM,11.394,,,,,
355,08/20/17 01:54:00 PM,12.775,,,,,
356,08/20/17 02:54:00 PM,13.57,,,,,
357,08/20/17 03:54:00 PM,13.57,,,,,
358,08/20/17 04:54:00 PM,12.968,,,,,
359,08/20/17 05:54:00 PM,11.807,,,,,
360,08/20/17 06:54:00 PM,10.1,,,,,
361,08/20/17 07:54:00 PM,7.895,,,,,
362,08/20/17 08:54:00 PM,6.382,,,,,
363,08/20/17 09:54:00 PM,5.462,,,,,
364,08/20/17 10:54:00 PM,4.74,,,,,
365,08/20/17 11:54:00 PM,4.168,,,,,
366,08/21/17 12:54:00 AM,3.749,,,,,
367,08/21/17 01:54:00 AM,3.433,,,,,
368,08/21/17 02:54:00 AM,3.116,,,,,
369,08/21/17 03:54:00 AM,2.823,,,,,
370,08/21/17 04:54:00 AM,2.717,,,,,
371,08/21/17 05:54:00 AM,2.53,,,,,
372,08/21/17 06:54:00 AM,2.396,,,,,
373,08/21/17 07:54:00 AM,2.423,,,,,
374,08/21/17 08:54:00 AM,2.77,,,,,
375,08/21/17 09:54:00 AM,4.74,,,,,
376,08/21/17 10:54:00 AM,6.839,,,,,
377,08/21/17 11:54:00 AM,6.128,,,,,
378,08/21/17 12:54:00 PM,8.195,,,,,
379,08/21/17 01:54:00 PM,11.419,,,,,
380,08/21/17 02:54:00 PM,13.257,,,,,
381,08/21/17 03:54:00 PM,14.074,,,,,
382,08/21/17 04:54:00 PM,13.906,,,,,
383,08/21/17 05:54:00 PM,12.92,,,,,
384,08/21/17 06:54:00 PM,11.321,,,,,
385,08/21/17 07:54:00 PM,9.41,,,,,
386,08/21/17 08:54:00 PM,7.494,,,,,
387,08/21/17 09:54:00 PM,6.128,,,,,
388,08/21/17 10:54:00 PM,5.205,,,,,
389,08/21/17 11:54:00 PM,4.506,,,,,
390,08/22/17 12:54:00 AM,4.037,,,,,
391,08/22/17 01:54:00 AM,3.643,,,,,
392,08/22/17 02:54:00 AM,3.301,,,,,
393,08/22/17 03:54:00 AM,3.063,,,,,
394,08/22/17 04:54:00 AM,2.823,,,,,
395,08/22/17 05:54:00 AM,2.664,,,,,
396,08/22/17 06:54:00 AM,2.557,,,,,
397,08/22/17 07:54:00 AM,2.69,,,,,
398,08/22/17 08:54:00 AM,3.116,,,,,
399,08/22/17 09:54:00 AM,5.102,,,,,
400,08/22/17 10:54:00 AM,7.745,,,,,
401,08/22/17 11:54:00 AM,10.32,,,,,
402,08/22/17 12:54:00 PM,12.437,,,,,
403,08/22/17 01:54:00 PM,13.81,,,,,
404,08/22/17 02:54:00 PM,14.625,,,,,
405,08/22/17 03:54:00 PM,14.768,,,,,
406,08/22/17 04:54:00 PM,14.242,,,,,
407,08/22/17 05:54:00 PM,13.185,,,,,
408,08/22/17 06:54:00 PM,11.516,,,,,
409,08/22/17 07:54:00 PM,9.534,,,,,
410,08/22/17 08:54:00 PM,7.67,,,,,
411,08/22/17 09:54:00 PM,6.509,,,,,
412,08/22/17 10:54:00 PM,5.668,,,,,
413,08/22/17 11:54:00 PM,5.024,,,,,
414,08/23/17 12:54:00 AM,4.584,,,,,
415,08/23/17 01:54:00 AM,4.272,,,,,
416,08/23/17 02:54:00 AM,4.063,,,,,
417,08/23/17 03:54:00 AM,3.854,,,,,
418,08/23/17 04:54:00 AM,3.696,,,,,
419,08/23/17 05:54:00 AM,3.591,,,,,
420,08/23/17 06:54:00 AM,3.406,,,,,
421,08/23/17 07:54:00 AM,3.406,,,,,
422,08/23/17 08:54:00 AM,3.88,,,,,
423,08/23/17 09:54:00 AM,5.591,,,,,
424,08/23/17 10:54:00 AM,7.444,,,,,
425,08/23/17 11:54:00 AM,9.829,,,,,
