"ï»¿""Plot Title: 20155861""",,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°C (LGR S/N: 20155861, SEN S/N: 20155861)",Coupler Detached (LGR S/N: 20155861),Coupler Attached (LGR S/N: 20155861),Host Connected (LGR S/N: 20155861),Stopped (LGR S/N: 20155861),End Of File (LGR S/N: 20155861)
2459,11/16/17 05:59 AM,0.135,,,,,
2460,11/16/17 06:59 AM,0.135,,,,,
2461,11/16/17 07:59 AM,0.135,,,,,
2462,11/16/17 08:59 AM,0.135,,,,,
2463,11/16/17 09:59 AM,0.135,,,,,
2464,11/16/17 10:59 AM,0.135,,,,,
2465,11/16/17 11:59 AM,0.135,,,,,
2466,11/16/17 12:59 PM,0.135,,,,,
2467,11/16/17 01:59 PM,0.135,,,,,
2468,11/16/17 02:59 PM,0.135,,,,,
2469,11/16/17 03:59 PM,0.135,,,,,
2470,11/16/17 04:59 PM,0.135,,,,,
2471,11/16/17 05:59 PM,0.135,,,,,
2472,11/16/17 06:59 PM,0.135,,,,,
2473,11/16/17 07:59 PM,0.135,,,,,
2474,11/16/17 08:59 PM,0.135,,,,,
2475,11/16/17 09:59 PM,0.135,,,,,
2476,11/16/17 10:59 PM,0.135,,,,,
2477,11/16/17 11:59 PM,0.135,,,,,
2478,11/17/17 12:59 AM,0.135,,,,,
2479,11/17/17 01:59 AM,0.135,,,,,
2480,11/17/17 02:59 AM,0.135,,,,,
2481,11/17/17 03:59 AM,0.135,,,,,
2482,11/17/17 04:59 AM,0.135,,,,,
2483,11/17/17 05:59 AM,0.135,,,,,
2484,11/17/17 06:59 AM,0.135,,,,,
2485,11/17/17 07:59 AM,0.135,,,,,
2486,11/17/17 08:59 AM,0.135,,,,,
2487,11/17/17 09:59 AM,0.135,,,,,
2488,11/17/17 10:59 AM,0.135,,,,,
2489,11/17/17 11:59 AM,0.135,,,,,
2490,11/17/17 12:59 PM,0.135,,,,,
2491,11/17/17 01:59 PM,0.135,,,,,
2492,11/17/17 02:59 PM,0.135,,,,,
2493,11/17/17 03:59 PM,0.135,,,,,
2494,11/17/17 04:59 PM,0.135,,,,,
2495,11/17/17 05:59 PM,0.135,,,,,
2496,11/17/17 06:59 PM,0.135,,,,,
2497,11/17/17 07:59 PM,0.135,,,,,
2498,11/17/17 08:59 PM,0.135,,,,,
2499,11/17/17 09:59 PM,0.135,,,,,
2500,11/17/17 10:59 PM,0.135,,,,,
2501,11/17/17 11:59 PM,0.135,,,,,
2502,11/18/17 12:59 AM,0.135,,,,,
2503,11/18/17 01:59 AM,0.135,,,,,
2504,11/18/17 02:59 AM,0.135,,,,,
2505,11/18/17 03:59 AM,0.135,,,,,
2506,11/18/17 04:59 AM,0.135,,,,,
2507,11/18/17 05:59 AM,0.135,,,,,
2508,11/18/17 06:59 AM,0.135,,,,,
2509,11/18/17 07:59 AM,0.135,,,,,
2510,11/18/17 08:59 AM,0.135,,,,,
2511,11/18/17 09:59 AM,0.135,,,,,
2512,11/18/17 10:59 AM,0.135,,,,,
2513,11/18/17 11:59 AM,0.135,,,,,
2514,11/18/17 12:59 PM,0.135,,,,,
2515,11/18/17 01:59 PM,0.135,,,,,
2516,11/18/17 02:59 PM,0.135,,,,,
2517,11/18/17 03:59 PM,0.135,,,,,
2518,11/18/17 04:59 PM,0.135,,,,,
2519,11/18/17 05:59 PM,0.135,,,,,
2520,11/18/17 06:59 PM,0.135,,,,,
2521,11/18/17 07:59 PM,0.135,,,,,
2522,11/18/17 08:59 PM,0.135,,,,,
2523,11/18/17 09:59 PM,0.135,,,,,
2524,11/18/17 10:59 PM,0.135,,,,,
2525,11/18/17 11:59 PM,0.135,,,,,
2526,11/19/17 12:59 AM,0.135,,,,,
2527,11/19/17 01:59 AM,0.135,,,,,
2528,11/19/17 02:59 AM,0.135,,,,,
2529,11/19/17 03:59 AM,0.135,,,,,
2530,11/19/17 04:59 AM,0.135,,,,,
2531,11/19/17 05:59 AM,0.135,,,,,
2532,11/19/17 06:59 AM,0.135,,,,,
2533,11/19/17 07:59 AM,0.135,,,,,
2534,11/19/17 08:59 AM,0.135,,,,,
2535,11/19/17 09:59 AM,0.135,,,,,
2536,11/19/17 10:59 AM,0.135,,,,,
2537,11/19/17 11:59 AM,0.135,,,,,
2538,11/19/17 12:59 PM,0.135,,,,,
2539,11/19/17 01:59 PM,0.135,,,,,
2540,11/19/17 02:59 PM,0.135,,,,,
2541,11/19/17 03:59 PM,0.135,,,,,
2542,11/19/17 04:59 PM,0.135,,,,,
2543,11/19/17 05:59 PM,0.135,,,,,
2544,11/19/17 06:59 PM,0.135,,,,,
2545,11/19/17 07:59 PM,0.135,,,,,
2546,11/19/17 08:59 PM,0.135,,,,,
2547,11/19/17 09:59 PM,0.135,,,,,
2548,11/19/17 10:59 PM,0.135,,,,,
2549,11/19/17 11:59 PM,0.135,,,,,
2550,11/20/17 12:59 AM,0.135,,,,,
2551,11/20/17 01:59 AM,0.135,,,,,
2552,11/20/17 02:59 AM,0.135,,,,,
2553,11/20/17 03:59 AM,0.135,,,,,
2554,11/20/17 04:59 AM,0.135,,,,,
2555,11/20/17 05:59 AM,0.135,,,,,
2556,11/20/17 06:59 AM,0.135,,,,,
2557,11/20/17 07:59 AM,0.135,,,,,
2558,11/20/17 08:59 AM,0.135,,,,,
2559,11/20/17 09:59 AM,0.135,,,,,
2560,11/20/17 10:59 AM,0.135,,,,,
2561,11/20/17 11:59 AM,0.135,,,,,
2562,11/20/17 12:59 PM,0.135,,,,,
2563,11/20/17 01:59 PM,0.135,,,,,
2564,11/20/17 02:59 PM,0.135,,,,,
2565,11/20/17 03:59 PM,0.135,,,,,
2566,11/20/17 04:59 PM,0.135,,,,,
2567,11/20/17 05:59 PM,0.135,,,,,
2568,11/20/17 06:59 PM,0.135,,,,,
2569,11/20/17 07:59 PM,0.135,,,,,
2570,11/20/17 08:59 PM,0.135,,,,,
2571,11/20/17 09:59 PM,0.135,,,,,
2572,11/20/17 10:59 PM,0.135,,,,,
2573,11/20/17 11:59 PM,0.135,,,,,
2574,11/21/17 12:59 AM,0.135,,,,,
2575,11/21/17 01:59 AM,0.135,,,,,
2576,11/21/17 02:59 AM,0.135,,,,,
2577,11/21/17 03:59 AM,0.135,,,,,
2578,11/21/17 04:59 AM,0.135,,,,,
2579,11/21/17 05:59 AM,0.135,,,,,
2580,11/21/17 06:59 AM,0.135,,,,,
2581,11/21/17 07:59 AM,0.135,,,,,
2582,11/21/17 08:59 AM,0.135,,,,,
2583,11/21/17 09:59 AM,0.135,,,,,
2584,11/21/17 10:59 AM,0.135,,,,,
2585,11/21/17 11:59 AM,0.135,,,,,
2586,11/21/17 12:59 PM,0.135,,,,,
2587,11/21/17 01:59 PM,0.135,,,,,
2588,11/21/17 02:59 PM,0.135,,,,,
2589,11/21/17 03:59 PM,0.135,,,,,
2590,11/21/17 04:59 PM,0.135,,,,,
2591,11/21/17 05:59 PM,0.135,,,,,
2592,11/21/17 06:59 PM,0.135,,,,,
2593,11/21/17 07:59 PM,0.135,,,,,
2594,11/21/17 08:59 PM,0.135,,,,,
2595,11/21/17 09:59 PM,0.135,,,,,
2596,11/21/17 10:59 PM,0.135,,,,,
2597,11/21/17 11:59 PM,0.135,,,,,
2598,11/22/17 12:59 AM,0.135,,,,,
2599,11/22/17 01:59 AM,0.135,,,,,
2600,11/22/17 02:59 AM,0.135,,,,,
2601,11/22/17 03:59 AM,0.135,,,,,
2602,11/22/17 04:59 AM,0.135,,,,,
2603,11/22/17 05:59 AM,0.135,,,,,
2604,11/22/17 06:59 AM,0.135,,,,,
2605,11/22/17 07:59 AM,0.135,,,,,
2606,11/22/17 08:59 AM,0.135,,,,,
2607,11/22/17 09:59 AM,0.135,,,,,
2608,11/22/17 10:59 AM,0.135,,,,,
2609,11/22/17 11:59 AM,0.135,,,,,
2610,11/22/17 12:59 PM,0.135,,,,,
2611,11/22/17 01:59 PM,0.135,,,,,
2612,11/22/17 02:59 PM,0.135,,,,,
2613,11/22/17 03:59 PM,0.135,,,,,
2614,11/22/17 04:59 PM,0.135,,,,,
2615,11/22/17 05:59 PM,0.135,,,,,
2616,11/22/17 06:59 PM,0.079,,,,,
2617,11/22/17 07:59 PM,0.024,,,,,
2618,11/22/17 08:59 PM,0.024,,,,,
2619,11/22/17 09:59 PM,0.024,,,,,
2620,11/22/17 10:59 PM,-0.004,,,,,
2621,11/22/17 11:59 PM,-0.004,,,,,
2622,11/23/17 12:59 AM,-0.004,,,,,
2623,11/23/17 01:59 AM,-0.004,,,,,
2624,11/23/17 02:59 AM,-0.004,,,,,
2625,11/23/17 03:59 AM,-0.004,,,,,
2626,11/23/17 04:59 AM,-0.004,,,,,
2627,11/23/17 05:59 AM,-0.004,,,,,
2628,11/23/17 06:59 AM,-0.004,,,,,
2629,11/23/17 07:59 AM,-0.004,,,,,
2630,11/23/17 08:59 AM,-0.004,,,,,
2631,11/23/17 09:59 AM,-0.004,,,,,
2632,11/23/17 10:59 AM,-0.004,,,,,
2633,11/23/17 11:59 AM,-0.004,,,,,
2634,11/23/17 12:59 PM,-0.004,,,,,
2635,11/23/17 01:59 PM,-0.004,,,,,
2636,11/23/17 02:59 PM,-0.004,,,,,
2637,11/23/17 03:59 PM,-0.004,,,,,
2638,11/23/17 04:59 PM,-0.004,,,,,
2639,11/23/17 05:59 PM,-0.004,,,,,
2640,11/23/17 06:59 PM,0.024,,,,,
2641,11/23/17 07:59 PM,0.024,,,,,
2642,11/23/17 08:59 PM,0.024,,,,,
2643,11/23/17 09:59 PM,0.024,,,,,
2644,11/23/17 10:59 PM,0.024,,,,,
2645,11/23/17 11:59 PM,0.024,,,,,
2646,11/24/17 12:59 AM,0.024,,,,,
2647,11/24/17 01:59 AM,0.024,,,,,
2648,11/24/17 02:59 AM,0.024,,,,,
2649,11/24/17 03:59 AM,0.024,,,,,
2650,11/24/17 04:59 AM,0.051,,,,,
2651,11/24/17 05:59 AM,0.051,,,,,
2652,11/24/17 06:59 AM,0.051,,,,,
2653,11/24/17 07:59 AM,0.051,,,,,
2654,11/24/17 08:59 AM,0.079,,,,,
2655,11/24/17 09:59 AM,0.079,,,,,
2656,11/24/17 10:59 AM,0.079,,,,,
2657,11/24/17 11:59 AM,0.079,,,,,
2658,11/24/17 12:59 PM,0.079,,,,,
2659,11/24/17 01:59 PM,0.079,,,,,
2660,11/24/17 02:59 PM,0.079,,,,,
2661,11/24/17 03:59 PM,0.079,,,,,
2662,11/24/17 04:59 PM,0.079,,,,,
2663,11/24/17 05:59 PM,0.079,,,,,
2664,11/24/17 06:59 PM,0.079,,,,,
2665,11/24/17 07:59 PM,0.079,,,,,
2666,11/24/17 08:59 PM,0.079,,,,,
2667,11/24/17 09:59 PM,0.107,,,,,
2668,11/24/17 10:59 PM,0.107,,,,,
2669,11/24/17 11:59 PM,0.107,,,,,
2670,11/25/17 12:59 AM,0.107,,,,,
2671,11/25/17 01:59 AM,0.107,,,,,
2672,11/25/17 02:59 AM,0.107,,,,,
2673,11/25/17 03:59 AM,0.107,,,,,
2674,11/25/17 04:59 AM,0.107,,,,,
2675,11/25/17 05:59 AM,0.107,,,,,
2676,11/25/17 06:59 AM,0.107,,,,,
2677,11/25/17 07:59 AM,0.107,,,,,
2678,11/25/17 08:59 AM,0.107,,,,,
2679,11/25/17 09:59 AM,0.107,,,,,
2680,11/25/17 10:59 AM,0.107,,,,,
2681,11/25/17 11:59 AM,0.107,,,,,
2682,11/25/17 12:59 PM,0.107,,,,,
2683,11/25/17 01:59 PM,0.107,,,,,
2684,11/25/17 02:59 PM,0.107,,,,,
2685,11/25/17 03:59 PM,0.107,,,,,
2686,11/25/17 04:59 PM,0.107,,,,,
2687,11/25/17 05:59 PM,0.135,,,,,
2688,11/25/17 06:59 PM,0.135,,,,,
2689,11/25/17 07:59 PM,0.135,,,,,
2690,11/25/17 08:59 PM,0.135,,,,,
2691,11/25/17 09:59 PM,0.135,,,,,
2692,11/25/17 10:59 PM,0.135,,,,,
2693,11/25/17 11:59 PM,0.135,,,,,
2694,11/26/17 12:59 AM,0.135,,,,,
2695,11/26/17 01:59 AM,0.135,,,,,
2696,11/26/17 02:59 AM,0.135,,,,,
2697,11/26/17 03:59 AM,0.135,,,,,
2698,11/26/17 04:59 AM,0.135,,,,,
2699,11/26/17 05:59 AM,0.135,,,,,
2700,11/26/17 06:59 AM,0.135,,,,,
2701,11/26/17 07:59 AM,0.135,,,,,
2702,11/26/17 08:59 AM,0.135,,,,,
2703,11/26/17 09:59 AM,0.135,,,,,
2704,11/26/17 10:59 AM,0.135,,,,,
2705,11/26/17 11:59 AM,0.135,,,,,
2706,11/26/17 12:59 PM,0.135,,,,,
2707,11/26/17 01:59 PM,0.135,,,,,
2708,11/26/17 02:59 PM,0.135,,,,,
2709,11/26/17 03:59 PM,0.135,,,,,
2710,11/26/17 04:59 PM,0.135,,,,,
2711,11/26/17 05:59 PM,0.135,,,,,
2712,11/26/17 06:59 PM,0.135,,,,,
2713,11/26/17 07:59 PM,0.135,,,,,
2714,11/26/17 08:59 PM,0.135,,,,,
2715,11/26/17 09:59 PM,0.135,,,,,
2716,11/26/17 10:59 PM,0.135,,,,,
2717,11/26/17 11:59 PM,0.135,,,,,
2718,11/27/17 12:59 AM,0.135,,,,,
2719,11/27/17 01:59 AM,0.135,,,,,
2720,11/27/17 02:59 AM,0.135,,,,,
2721,11/27/17 03:59 AM,0.135,,,,,
2722,11/27/17 04:59 AM,0.135,,,,,
2723,11/27/17 05:59 AM,0.135,,,,,
2724,11/27/17 06:59 AM,0.135,,,,,
2725,11/27/17 07:59 AM,0.135,,,,,
2726,11/27/17 08:59 AM,0.135,,,,,
2727,11/27/17 09:59 AM,0.135,,,,,
2728,11/27/17 10:59 AM,0.135,,,,,
2729,11/27/17 11:59 AM,0.135,,,,,
2730,11/27/17 12:59 PM,0.135,,,,,
2731,11/27/17 01:59 PM,0.135,,,,,
2732,11/27/17 02:59 PM,0.135,,,,,
2733,11/27/17 03:59 PM,0.135,,,,,
2734,11/27/17 04:59 PM,0.135,,,,,
2735,11/27/17 05:59 PM,0.135,,,,,
2736,11/27/17 06:59 PM,0.135,,,,,
2737,11/27/17 07:59 PM,0.135,,,,,
2738,11/27/17 08:59 PM,0.135,,,,,
2739,11/27/17 09:59 PM,0.135,,,,,
2740,11/27/17 10:59 PM,0.135,,,,,
2741,11/27/17 11:59 PM,0.135,,,,,
2742,11/28/17 12:59 AM,0.135,,,,,
2743,11/28/17 01:59 AM,0.135,,,,,
2744,11/28/17 02:59 AM,0.135,,,,,
2745,11/28/17 03:59 AM,0.135,,,,,
2746,11/28/17 04:59 AM,0.135,,,,,
2747,11/28/17 05:59 AM,0.135,,,,,
2748,11/28/17 06:59 AM,0.135,,,,,
2749,11/28/17 07:59 AM,0.135,,,,,
2750,11/28/17 08:59 AM,0.135,,,,,
2751,11/28/17 09:59 AM,0.135,,,,,
2752,11/28/17 10:59 AM,0.135,,,,,
2753,11/28/17 11:59 AM,0.135,,,,,
2754,11/28/17 12:59 PM,0.135,,,,,
2755,11/28/17 01:59 PM,0.135,,,,,
2756,11/28/17 02:59 PM,0.135,,,,,
2757,11/28/17 03:59 PM,0.135,,,,,
2758,11/28/17 04:59 PM,0.135,,,,,
2759,11/28/17 05:59 PM,0.135,,,,,
2760,11/28/17 06:59 PM,0.135,,,,,
2761,11/28/17 07:59 PM,0.135,,,,,
2762,11/28/17 08:59 PM,0.135,,,,,
2763,11/28/17 09:59 PM,0.135,,,,,
2764,11/28/17 10:59 PM,0.135,,,,,
2765,11/28/17 11:59 PM,0.135,,,,,
2766,11/29/17 12:59 AM,0.135,,,,,
2767,11/29/17 01:59 AM,0.135,,,,,
2768,11/29/17 02:59 AM,0.135,,,,,
2769,11/29/17 03:59 AM,0.135,,,,,
2770,11/29/17 04:59 AM,0.135,,,,,
2771,11/29/17 05:59 AM,0.135,,,,,
2772,11/29/17 06:59 AM,0.135,,,,,
2773,11/29/17 07:59 AM,0.135,,,,,
2774,11/29/17 08:59 AM,0.135,,,,,
2775,11/29/17 09:59 AM,0.135,,,,,
2776,11/29/17 10:59 AM,0.135,,,,,
2777,11/29/17 11:59 AM,0.135,,,,,
2778,11/29/17 12:59 PM,0.135,,,,,
2779,11/29/17 01:59 PM,0.135,,,,,
2780,11/29/17 02:59 PM,0.135,,,,,
2781,11/29/17 03:59 PM,0.135,,,,,
2782,11/29/17 04:59 PM,0.135,,,,,
2783,11/29/17 05:59 PM,0.135,,,,,
2784,11/29/17 06:59 PM,0.135,,,,,
2785,11/29/17 07:59 PM,0.135,,,,,
2786,11/29/17 08:59 PM,0.135,,,,,
2787,11/29/17 09:59 PM,0.135,,,,,
2788,11/29/17 10:59 PM,0.135,,,,,
2789,11/29/17 11:59 PM,0.135,,,,,
2790,11/30/17 12:59 AM,0.135,,,,,
2791,11/30/17 01:59 AM,0.135,,,,,
2792,11/30/17 02:59 AM,0.135,,,,,
2793,11/30/17 03:59 AM,0.135,,,,,
2794,11/30/17 04:59 AM,0.135,,,,,
2795,11/30/17 05:59 AM,0.135,,,,,
2796,11/30/17 06:59 AM,0.135,,,,,
2797,11/30/17 07:59 AM,0.135,,,,,
2798,11/30/17 08:59 AM,0.135,,,,,
2799,11/30/17 09:59 AM,0.135,,,,,
2800,11/30/17 10:59 AM,0.135,,,,,
2801,11/30/17 11:59 AM,0.135,,,,,
2802,11/30/17 12:59 PM,0.135,,,,,
2803,11/30/17 01:59 PM,0.135,,,,,
2804,11/30/17 02:59 PM,0.135,,,,,
2805,11/30/17 03:59 PM,0.135,,,,,
2806,11/30/17 04:59 PM,0.135,,,,,
2807,11/30/17 05:59 PM,0.135,,,,,
2808,11/30/17 06:59 PM,0.135,,,,,
2809,11/30/17 07:59 PM,0.135,,,,,
2810,11/30/17 08:59 PM,0.135,,,,,
2811,11/30/17 09:59 PM,0.135,,,,,
2812,11/30/17 10:59 PM,0.135,,,,,
2813,11/30/17 11:59 PM,0.135,,,,,
2814,12/01/17 12:59 AM,0.135,,,,,
2815,12/01/17 01:59 AM,0.135,,,,,
2816,12/01/17 02:59 AM,0.135,,,,,
2817,12/01/17 03:59 AM,0.135,,,,,
2818,12/01/17 04:59 AM,0.135,,,,,
2819,12/01/17 05:59 AM,0.135,,,,,
2820,12/01/17 06:59 AM,0.135,,,,,
2821,12/01/17 07:59 AM,0.135,,,,,
2822,12/01/17 08:59 AM,0.135,,,,,
2823,12/01/17 09:59 AM,0.135,,,,,
2824,12/01/17 10:59 AM,0.135,,,,,
2825,12/01/17 11:59 AM,0.135,,,,,
2826,12/01/17 12:59 PM,0.135,,,,,
2827,12/01/17 01:59 PM,0.135,,,,,
2828,12/01/17 02:59 PM,0.135,,,,,
2829,12/01/17 03:59 PM,0.135,,,,,
2830,12/01/17 04:59 PM,0.135,,,,,
2831,12/01/17 05:59 PM,0.135,,,,,
2832,12/01/17 06:59 PM,0.135,,,,,
2833,12/01/17 07:59 PM,0.135,,,,,
2834,12/01/17 08:59 PM,0.135,,,,,
2835,12/01/17 09:59 PM,0.135,,,,,
2836,12/01/17 10:59 PM,0.135,,,,,
2837,12/01/17 11:59 PM,0.135,,,,,
2838,12/02/17 12:59 AM,0.135,,,,,
2839,12/02/17 01:59 AM,0.135,,,,,
2840,12/02/17 02:59 AM,0.135,,,,,
2841,12/02/17 03:59 AM,0.135,,,,,
2842,12/02/17 04:59 AM,0.135,,,,,
2843,12/02/17 05:59 AM,0.135,,,,,
2844,12/02/17 06:59 AM,0.135,,,,,
2845,12/02/17 07:59 AM,0.135,,,,,
2846,12/02/17 08:59 AM,0.135,,,,,
2847,12/02/17 09:59 AM,0.135,,,,,
2848,12/02/17 10:59 AM,0.135,,,,,
2849,12/02/17 11:59 AM,0.135,,,,,
2850,12/02/17 12:59 PM,0.135,,,,,
2851,12/02/17 01:59 PM,0.135,,,,,
2852,12/02/17 02:59 PM,0.135,,,,,
2853,12/02/17 03:59 PM,0.135,,,,,
2854,12/02/17 04:59 PM,0.135,,,,,
2855,12/02/17 05:59 PM,0.135,,,,,
2856,12/02/17 06:59 PM,0.135,,,,,
2857,12/02/17 07:59 PM,0.135,,,,,
2858,12/02/17 08:59 PM,0.135,,,,,
2859,12/02/17 09:59 PM,0.135,,,,,
2860,12/02/17 10:59 PM,0.135,,,,,
2861,12/02/17 11:59 PM,0.135,,,,,
2862,12/03/17 12:59 AM,0.135,,,,,
2863,12/03/17 01:59 AM,0.135,,,,,
2864,12/03/17 02:59 AM,0.135,,,,,
2865,12/03/17 03:59 AM,0.135,,,,,
2866,12/03/17 04:59 AM,0.135,,,,,
2867,12/03/17 05:59 AM,0.135,,,,,
2868,12/03/17 06:59 AM,0.135,,,,,
2869,12/03/17 07:59 AM,0.135,,,,,
2870,12/03/17 08:59 AM,0.135,,,,,
2871,12/03/17 09:59 AM,0.135,,,,,
2872,12/03/17 10:59 AM,0.135,,,,,
2873,12/03/17 11:59 AM,0.135,,,,,
2874,12/03/17 12:59 PM,0.135,,,,,
2875,12/03/17 01:59 PM,0.135,,,,,
2876,12/03/17 02:59 PM,0.135,,,,,
2877,12/03/17 03:59 PM,0.135,,,,,
2878,12/03/17 04:59 PM,0.135,,,,,
2879,12/03/17 05:59 PM,0.135,,,,,
2880,12/03/17 06:59 PM,0.135,,,,,
2881,12/03/17 07:59 PM,0.135,,,,,
2882,12/03/17 08:59 PM,0.135,,,,,
2883,12/03/17 09:59 PM,0.135,,,,,
2884,12/03/17 10:59 PM,0.135,,,,,
2885,12/03/17 11:59 PM,0.135,,,,,
2886,12/04/17 12:59 AM,0.135,,,,,
2887,12/04/17 01:59 AM,0.135,,,,,
2888,12/04/17 02:59 AM,0.135,,,,,
2889,12/04/17 03:59 AM,0.135,,,,,
2890,12/04/17 04:59 AM,0.135,,,,,
2891,12/04/17 05:59 AM,0.135,,,,,
2892,12/04/17 06:59 AM,0.135,,,,,
2893,12/04/17 07:59 AM,0.135,,,,,
2894,12/04/17 08:59 AM,0.135,,,,,
2895,12/04/17 09:59 AM,0.135,,,,,
2896,12/04/17 10:59 AM,0.135,,,,,
2897,12/04/17 11:59 AM,0.135,,,,,
2898,12/04/17 12:59 PM,0.135,,,,,
2899,12/04/17 01:59 PM,0.135,,,,,
2900,12/04/17 02:59 PM,0.135,,,,,
2901,12/04/17 03:59 PM,0.135,,,,,
2902,12/04/17 04:59 PM,0.135,,,,,
2903,12/04/17 05:59 PM,0.135,,,,,
2904,12/04/17 06:59 PM,0.135,,,,,
2905,12/04/17 07:59 PM,0.135,,,,,
2906,12/04/17 08:59 PM,0.135,,,,,
2907,12/04/17 09:59 PM,0.135,,,,,
2908,12/04/17 10:59 PM,0.135,,,,,
2909,12/04/17 11:59 PM,0.135,,,,,
2910,12/05/17 12:59 AM,0.135,,,,,
2911,12/05/17 01:59 AM,0.135,,,,,
2912,12/05/17 02:59 AM,0.135,,,,,
2913,12/05/17 03:59 AM,0.135,,,,,
2914,12/05/17 04:59 AM,0.135,,,,,
2915,12/05/17 05:59 AM,0.135,,,,,
2916,12/05/17 06:59 AM,0.135,,,,,
2917,12/05/17 07:59 AM,0.135,,,,,
2918,12/05/17 08:59 AM,0.135,,,,,
2919,12/05/17 09:59 AM,0.135,,,,,
2920,12/05/17 10:59 AM,0.135,,,,,
2921,12/05/17 11:59 AM,0.135,,,,,
2922,12/05/17 12:59 PM,0.135,,,,,
2923,12/05/17 01:59 PM,0.135,,,,,
2924,12/05/17 02:59 PM,0.135,,,,,
2925,12/05/17 03:59 PM,0.135,,,,,
2926,12/05/17 04:59 PM,0.135,,,,,
2927,12/05/17 05:59 PM,0.135,,,,,
2928,12/05/17 06:59 PM,0.135,,,,,
2929,12/05/17 07:59 PM,0.135,,,,,
2930,12/05/17 08:59 PM,0.135,,,,,
2931,12/05/17 09:59 PM,0.135,,,,,
2932,12/05/17 10:59 PM,0.135,,,,,
2933,12/05/17 11:59 PM,0.135,,,,,
2934,12/06/17 12:59 AM,0.135,,,,,
2935,12/06/17 01:59 AM,0.135,,,,,
2936,12/06/17 02:59 AM,0.135,,,,,
2937,12/06/17 03:59 AM,0.135,,,,,
2938,12/06/17 04:59 AM,0.135,,,,,
2939,12/06/17 05:59 AM,0.135,,,,,
2940,12/06/17 06:59 AM,0.135,,,,,
2941,12/06/17 07:59 AM,0.135,,,,,
2942,12/06/17 08:59 AM,0.135,,,,,
2943,12/06/17 09:59 AM,0.135,,,,,
2944,12/06/17 10:59 AM,0.135,,,,,
2945,12/06/17 11:59 AM,0.135,,,,,
2946,12/06/17 12:59 PM,0.135,,,,,
2947,12/06/17 01:59 PM,0.135,,,,,
2948,12/06/17 02:59 PM,0.135,,,,,
2949,12/06/17 03:59 PM,0.135,,,,,
2950,12/06/17 04:59 PM,0.135,,,,,
2951,12/06/17 05:59 PM,0.135,,,,,
2952,12/06/17 06:59 PM,0.135,,,,,
2953,12/06/17 07:59 PM,0.135,,,,,
2954,12/06/17 08:59 PM,0.135,,,,,
2955,12/06/17 09:59 PM,0.135,,,,,
2956,12/06/17 10:59 PM,0.135,,,,,
2957,12/06/17 11:59 PM,0.135,,,,,
2958,12/07/17 12:59 AM,0.135,,,,,
2959,12/07/17 01:59 AM,0.135,,,,,
2960,12/07/17 02:59 AM,0.135,,,,,
2961,12/07/17 03:59 AM,0.135,,,,,
2962,12/07/17 04:59 AM,0.135,,,,,
2963,12/07/17 05:59 AM,0.135,,,,,
2964,12/07/17 06:59 AM,0.135,,,,,
2965,12/07/17 07:59 AM,0.135,,,,,
2966,12/07/17 08:59 AM,0.135,,,,,
2967,12/07/17 09:59 AM,0.135,,,,,
2968,12/07/17 10:59 AM,0.135,,,,,
2969,12/07/17 11:59 AM,0.135,,,,,
2970,12/07/17 12:59 PM,0.135,,,,,
2971,12/07/17 01:59 PM,0.135,,,,,
2972,12/07/17 02:59 PM,0.135,,,,,
2973,12/07/17 03:59 PM,0.135,,,,,
2974,12/07/17 04:59 PM,0.135,,,,,
2975,12/07/17 05:59 PM,0.135,,,,,
2976,12/07/17 06:59 PM,0.135,,,,,
2977,12/07/17 07:59 PM,0.135,,,,,
2978,12/07/17 08:59 PM,0.135,,,,,
2979,12/07/17 09:59 PM,0.135,,,,,
2980,12/07/17 10:59 PM,0.135,,,,,
2981,12/07/17 11:59 PM,0.135,,,,,
2982,12/08/17 12:59 AM,0.135,,,,,
2983,12/08/17 01:59 AM,0.135,,,,,
2984,12/08/17 02:59 AM,0.135,,,,,
2985,12/08/17 03:59 AM,0.135,,,,,
2986,12/08/17 04:59 AM,0.135,,,,,
2987,12/08/17 05:59 AM,0.135,,,,,
2988,12/08/17 06:59 AM,0.135,,,,,
2989,12/08/17 07:59 AM,0.135,,,,,
2990,12/08/17 08:59 AM,0.135,,,,,
2991,12/08/17 09:59 AM,0.135,,,,,
2992,12/08/17 10:59 AM,0.135,,,,,
2993,12/08/17 11:59 AM,0.135,,,,,
2994,12/08/17 12:59 PM,0.135,,,,,
2995,12/08/17 01:59 PM,0.135,,,,,
2996,12/08/17 02:59 PM,0.135,,,,,
2997,12/08/17 03:59 PM,0.135,,,,,
2998,12/08/17 04:59 PM,0.135,,,,,
2999,12/08/17 05:59 PM,0.135,,,,,
3000,12/08/17 06:59 PM,0.135,,,,,
3001,12/08/17 07:59 PM,0.135,,,,,
3002,12/08/17 08:59 PM,0.135,,,,,
3003,12/08/17 09:59 PM,0.135,,,,,
3004,12/08/17 10:59 PM,0.135,,,,,
3005,12/08/17 11:59 PM,0.135,,,,,
3006,12/09/17 12:59 AM,0.135,,,,,
3007,12/09/17 01:59 AM,0.135,,,,,
3008,12/09/17 02:59 AM,0.135,,,,,
3009,12/09/17 03:59 AM,0.135,,,,,
3010,12/09/17 04:59 AM,0.135,,,,,
