Plot Title: 10972590,,,,,,,
#,"Date Time, GMT-06:00","Temp, ∞C (LGR S/N: 10972590, SEN S/N: 10972590)",Coupler Detached (LGR S/N: 10972590),Coupler Attached (LGR S/N: 10972590),Host Connected (LGR S/N: 10972590),Stopped (LGR S/N: 10972590),End Of File (LGR S/N: 10972590)
1444,10/01/18/ 10:24:00 AM,1.832,,,,,
1445,10/01/18/ 11:24:00 AM,2.155,,,,,
1446,10/01/18/ 12:24:00 PM,2.128,,,,,
1447,10/01/18/ 01:24:00 PM,2.262,,,,,
1448,10/01/18/ 02:24:00 PM,1.886,,,,,
1449,10/01/18/ 03:24:00 PM,1.643,,,,,
1450,10/01/18/ 04:24:00 PM,1.615,,,,,
1451,10/01/18/ 05:24:00 PM,1.588,,,,,
1452,10/01/18/ 06:24:00 PM,1.453,,,,,
1453,10/01/18/ 07:24:00 PM,1.507,,,,,
1454,10/01/18/ 08:24:00 PM,1.48,,,,,
1455,10/01/18/ 09:24:00 PM,1.507,,,,,
1456,10/01/18/ 10:24:00 PM,1.588,,,,,
1457,10/01/18/ 11:24:00 PM,1.643,,,,,
1458,10/02/18/ 12:24:00 AM,1.561,,,,,
1459,10/02/18/ 01:24:00 AM,1.615,,,,,
1460,10/02/18/ 02:24:00 AM,1.588,,,,,
1461,10/02/18/ 03:24:00 AM,1.588,,,,,
1462,10/02/18/ 04:24:00 AM,1.615,,,,,
1463,10/02/18/ 05:24:00 AM,1.643,,,,,
1464,10/02/18/ 06:24:00 AM,1.697,,,,,
1465,10/02/18/ 07:24:00 AM,1.805,,,,,
1466,10/02/18/ 08:24:00 AM,1.913,,,,,
1467,10/02/18/ 09:24:00 AM,2.021,,,,,
1468,10/02/18/ 10:24:00 AM,2.101,,,,,
1469,10/02/18/ 11:24:00 AM,2.316,,,,,
1470,10/02/18/ 12:24:00 PM,2.343,,,,,
1471,10/02/18/ 01:24:00 PM,2.289,,,,,
1472,10/02/18/ 02:24:00 PM,2.021,,,,,
1473,10/02/18/ 03:24:00 PM,1.913,,,,,
1474,10/02/18/ 04:24:00 PM,1.751,,,,,
1475,10/02/18/ 05:24:00 PM,1.778,,,,,
1476,10/02/18/ 06:24:00 PM,1.697,,,,,
1477,10/02/18/ 07:24:00 PM,1.67,,,,,
1478,10/02/18/ 08:24:00 PM,1.615,,,,,
1479,10/02/18/ 09:24:00 PM,1.588,,,,,
1480,10/02/18/ 10:24:00 PM,1.561,,,,,
1481,10/02/18/ 11:24:00 PM,1.561,,,,,
1482,10/03/18/ 12:24:00 AM,1.561,,,,,
1483,10/03/18/ 01:24:00 AM,1.561,,,,,
1484,10/03/18/ 02:24:00 AM,1.588,,,,,
1485,10/03/18/ 03:24:00 AM,1.588,,,,,
1486,10/03/18/ 04:24:00 AM,1.615,,,,,
1487,10/03/18/ 05:24:00 AM,1.615,,,,,
1488,10/03/18/ 06:24:00 AM,1.643,,,,,
1489,10/03/18/ 07:24:00 AM,1.643,,,,,
1490,10/03/18/ 08:24:00 AM,1.643,,,,,
1491,10/03/18/ 09:24:00 AM,1.778,,,,,
1492,10/03/18/ 10:24:00 AM,2.236,,,,,
1493,10/03/18/ 11:24:00 AM,2.128,,,,,
1494,10/03/18/ 12:24:00 PM,2.396,,,,,
1495,10/03/18/ 01:24:00 PM,2.396,,,,,
1496,10/03/18/ 02:24:00 PM,2.101,,,,,
1497,10/03/18/ 03:24:00 PM,1.751,,,,,
1498,10/03/18/ 04:24:00 PM,1.643,,,,,
1499,10/03/18/ 05:24:00 PM,1.615,,,,,
1500,10/03/18/ 06:24:00 PM,1.615,,,,,
1501,10/03/18/ 07:24:00 PM,1.507,,,,,
1502,10/03/18/ 08:24:00 PM,1.48,,,,,
1503,10/03/18/ 09:24:00 PM,1.507,,,,,
1504,10/03/18/ 10:24:00 PM,1.561,,,,,
1505,10/03/18/ 11:24:00 PM,1.561,,,,,
1506,10/04/18/ 12:24:00 AM,1.615,,,,,
1507,10/04/18/ 01:24:00 AM,1.67,,,,,
1508,10/04/18/ 02:24:00 AM,1.615,,,,,
1509,10/04/18/ 03:24:00 AM,1.643,,,,,
1510,10/04/18/ 04:24:00 AM,1.588,,,,,
1511,10/04/18/ 05:24:00 AM,1.588,,,,,
1512,10/04/18/ 06:24:00 AM,1.588,,,,,
1513,10/04/18/ 07:24:00 AM,1.561,,,,,
1514,10/04/18/ 08:24:00 AM,1.588,,,,,
1515,10/04/18/ 09:24:00 AM,1.643,,,,,
1516,10/04/18/ 10:24:00 AM,1.751,,,,,
1517,10/04/18/ 11:24:00 AM,1.832,,,,,
1518,10/04/18/ 12:24:00 PM,1.94,,,,,
1519,10/04/18/ 01:24:00 PM,2.128,,,,,
1520,10/04/18/ 02:24:00 PM,1.832,,,,,
1521,10/04/18/ 03:24:00 PM,1.832,,,,,
1522,10/04/18/ 04:24:00 PM,1.724,,,,,
1523,10/04/18/ 05:24:00 PM,1.643,,,,,
1524,10/04/18/ 06:24:00 PM,1.615,,,,,
1525,10/04/18/ 07:24:00 PM,1.588,,,,,
1526,10/04/18/ 08:24:00 PM,1.507,,,,,
1527,10/04/18/ 09:24:00 PM,1.507,,,,,
1528,10/04/18/ 10:24:00 PM,1.398,,,,,
1529,10/04/18/ 11:24:00 PM,1.344,,,,,
1530,10/05/18/ 12:24:00 AM,1.371,,,,,
1531,10/05/18/ 01:24:00 AM,1.235,,,,,
1532,10/05/18/ 02:24:00 AM,1.262,,,,,
1533,10/05/18/ 03:24:00 AM,1.235,,,,,
1534,10/05/18/ 04:24:00 AM,1.153,,,,,
1535,10/05/18/ 05:24:00 AM,1.153,,,,,
1536,10/05/18/ 06:24:00 AM,1.126,,,,,
1537,10/05/18/ 07:24:00 AM,1.153,,,,,
1538,10/05/18/ 08:24:00 AM,1.18,,,,,
1539,10/05/18/ 09:24:00 AM,1.017,,,,,
1540,10/05/18/ 10:24:00 AM,0.88,,,,,
1541,10/05/18/ 11:24:00 AM,1.371,,,,,
1542,10/05/18/ 12:24:00 PM,1.561,,,,,
1543,10/05/18/ 01:24:00 PM,1.615,,,,,
1544,10/05/18/ 02:24:00 PM,1.615,,,,,
1545,10/05/18/ 03:24:00 PM,1.371,,,,,
1546,10/05/18/ 04:24:00 PM,1.344,,,,,
1547,10/05/18/ 05:24:00 PM,1.262,,,,,
1548,10/05/18/ 06:24:00 PM,1.153,,,,,
1549,10/05/18/ 07:24:00 PM,1.071,,,,,
1550,10/05/18/ 08:24:00 PM,1.044,,,,,
1551,10/05/18/ 09:24:00 PM,1.017,,,,,
1552,10/05/18/ 10:24:00 PM,1.044,,,,,
1553,10/05/18/ 11:24:00 PM,1.044,,,,,
1554,10/06/18/ 12:24:00 AM,1.017,,,,,
1555,10/06/18/ 01:24:00 AM,1.099,,,,,
1556,10/06/18/ 02:24:00 AM,1.099,,,,,
1557,10/06/18/ 03:24:00 AM,1.126,,,,,
1558,10/06/18/ 04:24:00 AM,1.153,,,,,
1559,10/06/18/ 05:24:00 AM,1.153,,,,,
1560,10/06/18/ 06:24:00 AM,1.071,,,,,
1561,10/06/18/ 07:24:00 AM,1.126,,,,,
1562,10/06/18/ 08:24:00 AM,1.126,,,,,
1563,10/06/18/ 09:24:00 AM,1.126,,,,,
1564,10/06/18/ 10:24:00 AM,1.18,,,,,
1565,10/06/18/ 11:24:00 AM,1.317,,,,,
1566,10/06/18/ 12:24:00 PM,1.724,,,,,
1567,10/06/18/ 01:24:00 PM,1.615,,,,,
1568,10/06/18/ 02:24:00 PM,1.561,,,,,
1569,10/06/18/ 03:24:00 PM,1.507,,,,,
1570,10/06/18/ 04:24:00 PM,1.48,,,,,
1571,10/06/18/ 05:24:00 PM,1.48,,,,,
1572,10/06/18/ 06:24:00 PM,1.398,,,,,
1573,10/06/18/ 07:24:00 PM,1.344,,,,,
1574,10/06/18/ 08:24:00 PM,1.235,,,,,
1575,10/06/18/ 09:24:00 PM,1.18,,,,,
1576,10/06/18/ 10:24:00 PM,1.18,,,,,
1577,10/06/18/ 11:24:00 PM,1.18,,,,,
1578,10/07/18/ 12:24:00 AM,1.235,,,,,
1579,10/07/18/ 01:24:00 AM,1.208,,,,,
1580,10/07/18/ 02:24:00 AM,1.208,,,,,
1581,10/07/18/ 03:24:00 AM,1.126,,,,,
1582,10/07/18/ 04:24:00 AM,1.153,,,,,
1583,10/07/18/ 05:24:00 AM,1.099,,,,,
1584,10/07/18/ 06:24:00 AM,1.071,,,,,
1585,10/07/18/ 07:24:00 AM,1.044,,,,,
1586,10/07/18/ 08:24:00 AM,1.099,,,,,
1587,10/07/18/ 09:24:00 AM,1.153,,,,,
1588,10/07/18/ 10:24:00 AM,1.262,,,,,
1589,10/07/18/ 11:24:00 AM,1.615,,,,,
1590,10/07/18/ 12:24:00 PM,1.724,,,,,
1591,10/07/18/ 01:24:00 PM,1.967,,,,,
1592,10/07/18/ 02:24:00 PM,1.832,,,,,
1593,10/07/18/ 03:24:00 PM,1.615,,,,,
1594,10/07/18/ 04:24:00 PM,1.534,,,,,
1595,10/07/18/ 05:24:00 PM,1.398,,,,,
1596,10/07/18/ 06:24:00 PM,1.235,,,,,
1597,10/07/18/ 07:24:00 PM,1.18,,,,,
1598,10/07/18/ 08:24:00 PM,1.126,,,,,
1599,10/07/18/ 09:24:00 PM,1.099,,,,,
1600,10/07/18/ 10:24:00 PM,1.099,,,,,
1601,10/07/18/ 11:24:00 PM,1.071,,,,,
1602,10/08/18/ 12:24:00 AM,1.044,,,,,
1603,10/08/18/ 01:24:00 AM,1.017,,,,,
1604,10/08/18/ 02:24:00 AM,0.989,,,,,
1605,10/08/18/ 03:24:00 AM,0.989,,,,,
1606,10/08/18/ 04:24:00 AM,0.962,,,,,
1607,10/08/18/ 05:24:00 AM,0.934,,,,,
1608,10/08/18/ 06:24:00 AM,0.907,,,,,
1609,10/08/18/ 07:24:00 AM,0.907,,,,,
1610,10/08/18/ 08:24:00 AM,0.934,,,,,
1611,10/08/18/ 09:24:00 AM,1.071,,,,,
1612,10/08/18/ 10:24:00 AM,1.453,,,,,
1613,10/08/18/ 11:24:00 AM,1.751,,,,,
1614,10/08/18/ 12:24:00 PM,1.994,,,,,
1615,10/08/18/ 01:24:00 PM,2.155,,,,,
1616,10/08/18/ 02:24:00 PM,1.94,,,,,
1617,10/08/18/ 03:24:00 PM,1.398,,,,,
1618,10/08/18/ 04:24:00 PM,1.371,,,,,
1619,10/08/18/ 05:24:00 PM,1.289,,,,,
1620,10/08/18/ 06:24:00 PM,1.235,,,,,
1621,10/08/18/ 07:24:00 PM,1.235,,,,,
1622,10/08/18/ 08:24:00 PM,1.235,,,,,
1623,10/08/18/ 09:24:00 PM,1.153,,,,,
1624,10/08/18/ 10:24:00 PM,1.099,,,,,
1625,10/08/18/ 11:24:00 PM,1.071,,,,,
1626,10/09/18/ 12:24:00 AM,1.044,,,,,
1627,10/09/18/ 01:24:00 AM,1.099,,,,,
1628,10/09/18/ 02:24:00 AM,1.126,,,,,
1629,10/09/18/ 03:24:00 AM,1.126,,,,,
1630,10/09/18/ 04:24:00 AM,1.126,,,,,
1631,10/09/18/ 05:24:00 AM,1.126,,,,,
1632,10/09/18/ 06:24:00 AM,1.126,,,,,
1633,10/09/18/ 07:24:00 AM,1.126,,,,,
1634,10/09/18/ 08:24:00 AM,1.126,,,,,
1635,10/09/18/ 09:24:00 AM,1.18,,,,,
1636,10/09/18/ 10:24:00 AM,1.18,,,,,
1637,10/09/18/ 11:24:00 AM,0.989,,,,,
1638,10/09/18/ 12:24:00 PM,0.962,,,,,
1639,10/09/18/ 01:24:00 PM,1.071,,,,,
1640,10/09/18/ 02:24:00 PM,1.18,,,,,
1641,10/09/18/ 03:24:00 PM,1.099,,,,,
1642,10/09/18/ 04:24:00 PM,0.962,,,,,
1643,10/09/18/ 05:24:00 PM,0.989,,,,,
1644,10/09/18/ 06:24:00 PM,1.044,,,,,
1645,10/09/18/ 07:24:00 PM,0.989,,,,,
1646,10/09/18/ 08:24:00 PM,0.797,,,,,
1647,10/09/18/ 09:24:00 PM,1.017,,,,,
1648,10/09/18/ 10:24:00 PM,1.044,,,,,
1649,10/09/18/ 11:24:00 PM,1.044,,,,,
1650,10/10/18/ 12:24:00 AM,1.044,,,,,
1651,10/10/18/ 01:24:00 AM,1.017,,,,,
1652,10/10/18/ 02:24:00 AM,0.962,,,,,
1653,10/10/18/ 03:24:00 AM,0.934,,,,,
1654,10/10/18/ 04:24:00 AM,0.825,,,,,
1655,10/10/18/ 05:24:00 AM,0.797,,,,,
1656,10/10/18/ 06:24:00 AM,0.742,,,,,
1657,10/10/18/ 07:24:00 AM,0.742,,,,,
1658,10/10/18/ 08:24:00 AM,0.715,,,,,
1659,10/10/18/ 09:24:00 AM,0.989,,,,,
1660,10/10/18/ 10:24:00 AM,1.235,,,,,
1661,10/10/18/ 11:24:00 AM,1.398,,,,,
1662,10/10/18/ 12:24:00 PM,1.289,,,,,
1663,10/10/18/ 01:24:00 PM,1.344,,,,,
1664,10/10/18/ 02:24:00 PM,1.344,,,,,
1665,10/10/18/ 03:24:00 PM,1.317,,,,,
1666,10/10/18/ 04:24:00 PM,1.153,,,,,
1667,10/10/18/ 05:24:00 PM,0.962,,,,,
1668,10/10/18/ 06:24:00 PM,1.017,,,,,
1669,10/10/18/ 07:24:00 PM,1.017,,,,,
1670,10/10/18/ 08:24:00 PM,0.852,,,,,
1671,10/10/18/ 09:24:00 PM,0.934,,,,,
1672,10/10/18/ 10:24:00 PM,0.962,,,,,
1673,10/10/18/ 11:24:00 PM,0.825,,,,,
1674,10/11/18/ 12:24:00 AM,0.88,,,,,
1675,10/11/18/ 01:24:00 AM,0.989,,,,,
1676,10/11/18/ 02:24:00 AM,0.989,,,,,
1677,10/11/18/ 03:24:00 AM,1.017,,,,,
1678,10/11/18/ 04:24:00 AM,0.88,,,,,
1679,10/11/18/ 05:24:00 AM,0.962,,,,,
1680,10/11/18/ 06:24:00 AM,0.962,,,,,
1681,10/11/18/ 07:24:00 AM,0.989,,,,,
1682,10/11/18/ 08:24:00 AM,0.989,,,,,
1683,10/11/18/ 09:24:00 AM,1.071,,,,,
1684,10/11/18/ 10:24:00 AM,1.126,,,,,
1685,10/11/18/ 11:24:00 AM,1.208,,,,,
1686,10/11/18/ 12:24:00 PM,1.534,,,,,
1687,10/11/18/ 01:24:00 PM,1.778,,,,,
1688,10/11/18/ 02:24:00 PM,1.453,,,,,
1689,10/11/18/ 03:24:00 PM,1.126,,,,,
1690,10/11/18/ 04:24:00 PM,1.071,,,,,
1691,10/11/18/ 05:24:00 PM,1.017,,,,,
1692,10/11/18/ 06:24:00 PM,1.017,,,,,
1693,10/11/18/ 07:24:00 PM,0.797,,,,,
1694,10/11/18/ 08:24:00 PM,0.797,,,,,
1695,10/11/18/ 09:24:00 PM,0.797,,,,,
1696,10/11/18/ 10:24:00 PM,0.797,,,,,
1697,10/11/18/ 11:24:00 PM,0.797,,,,,
1698,10/12/18/ 12:24:00 AM,0.77,,,,,
1699,10/12/18/ 01:24:00 AM,0.742,,,,,
1700,10/12/18/ 02:24:00 AM,0.742,,,,,
1701,10/12/18/ 03:24:00 AM,0.742,,,,,
1702,10/12/18/ 04:24:00 AM,0.715,,,,,
1703,10/12/18/ 05:24:00 AM,0.715,,,,,
1704,10/12/18/ 06:24:00 AM,0.715,,,,,
1705,10/12/18/ 07:24:00 AM,0.715,,,,,
1706,10/12/18/ 08:24:00 AM,0.797,,,,,
1707,10/12/18/ 09:24:00 AM,0.989,,,,,
1708,10/12/18/ 10:24:00 AM,1.289,,,,,
1709,10/12/18/ 11:24:00 AM,1.371,,,,,
1710,10/12/18/ 12:24:00 PM,1.67,,,,,
1711,10/12/18/ 01:24:00 PM,1.94,,,,,
1712,10/12/18/ 02:24:00 PM,1.751,,,,,
1713,10/12/18/ 03:24:00 PM,1.289,,,,,
1714,10/12/18/ 04:24:00 PM,1.398,,,,,
1715,10/12/18/ 05:24:00 PM,1.289,,,,,
1716,10/12/18/ 06:24:00 PM,1.18,,,,,
1717,10/12/18/ 07:24:00 PM,1.099,,,,,
1718,10/12/18/ 08:24:00 PM,1.126,,,,,
1719,10/12/18/ 09:24:00 PM,1.099,,,,,
1720,10/12/18/ 10:24:00 PM,1.071,,,,,
1721,10/12/18/ 11:24:00 PM,1.071,,,,,
1722,10/13/18/ 12:24:00 AM,1.126,,,,,
1723,10/13/18/ 01:24:00 AM,1.071,,,,,
1724,10/13/18/ 02:24:00 AM,1.071,,,,,
1725,10/13/18/ 03:24:00 AM,1.044,,,,,
1726,10/13/18/ 04:24:00 AM,1.044,,,,,
1727,10/13/18/ 05:24:00 AM,1.071,,,,,
1728,10/13/18/ 06:24:00 AM,1.044,,,,,
1729,10/13/18/ 07:24:00 AM,1.017,,,,,
1730,10/13/18/ 08:24:00 AM,0.934,,,,,
1731,10/13/18/ 09:24:00 AM,1.208,,,,,
1732,10/13/18/ 10:24:00 AM,1.235,,,,,
1733,10/13/18/ 11:24:00 AM,0.88,,,,,
1734,10/13/18/ 12:24:00 PM,1.044,,,,,
1735,10/13/18/ 01:24:00 PM,1.235,,,,,
1736,10/13/18/ 02:24:00 PM,1.425,,,,,
1737,10/13/18/ 03:24:00 PM,1.289,,,,,
1738,10/13/18/ 04:24:00 PM,1.071,,,,,
1739,10/13/18/ 05:24:00 PM,0.934,,,,,
1740,10/13/18/ 06:24:00 PM,0.852,,,,,
1741,10/13/18/ 07:24:00 PM,0.66,,,,,
1742,10/13/18/ 08:24:00 PM,0.577,,,,,
1743,10/13/18/ 09:24:00 PM,0.412,,,,,
1744,10/13/18/ 10:24:00 PM,0.439,,,,,
1745,10/13/18/ 11:24:00 PM,0.384,,,,,
1746,10/14/18/ 12:24:00 AM,0.356,,,,,
1747,10/14/18/ 01:24:00 AM,0.329,,,,,
1748,10/14/18/ 02:24:00 AM,0.356,,,,,
1749,10/14/18/ 03:24:00 AM,0.301,,,,,
1750,10/14/18/ 04:24:00 AM,0.218,,,,,
1751,10/14/18/ 05:24:00 AM,0.135,,,,,
1752,10/14/18/ 06:24:00 AM,0.135,,,,,
1753,10/14/18/ 07:24:00 AM,0.135,,,,,
1754,10/14/18/ 08:24:00 AM,0.218,,,,,
1755,10/14/18/ 09:24:00 AM,0.356,,,,,
1756,10/14/18/ 10:24:00 AM,0.632,,,,,
1757,10/14/18/ 11:24:00 AM,0.88,,,,,
1758,10/14/18/ 12:24:00 PM,1.153,,,,,
1759,10/14/18/ 01:24:00 PM,1.235,,,,,
1760,10/14/18/ 02:24:00 PM,0.989,,,,,
1761,10/14/18/ 03:24:00 PM,0.605,,,,,
1762,10/14/18/ 04:24:00 PM,0.577,,,,,
1763,10/14/18/ 05:24:00 PM,0.55,,,,,
1764,10/14/18/ 06:24:00 PM,0.495,,,,,
1765,10/14/18/ 07:24:00 PM,0.439,,,,,
1766,10/14/18/ 08:24:00 PM,0.384,,,,,
1767,10/14/18/ 09:24:00 PM,0.356,,,,,
1768,10/14/18/ 10:24:00 PM,0.356,,,,,
1769,10/14/18/ 11:24:00 PM,0.329,,,,,
1770,10/15/18/ 12:24:00 AM,0.301,,,,,
1771,10/15/18/ 01:24:00 AM,0.301,,,,,
1772,10/15/18/ 02:24:00 AM,0.301,,,,,
1773,10/15/18/ 03:24:00 AM,0.273,,,,,
1774,10/15/18/ 04:24:00 AM,0.301,,,,,
1775,10/15/18/ 05:24:00 AM,0.301,,,,,
1776,10/15/18/ 06:24:00 AM,0.301,,,,,
1777,10/15/18/ 07:24:00 AM,0.301,,,,,
1778,10/15/18/ 08:24:00 AM,0.356,,,,,
1779,10/15/18/ 09:24:00 AM,0.55,,,,,
1780,10/15/18/ 10:24:00 AM,0.77,,,,,
1781,10/15/18/ 11:24:00 AM,1.126,,,,,
1782,10/15/18/ 12:24:00 PM,1.262,,,,,
1783,10/15/18/ 01:24:00 PM,1.48,,,,,
1784,10/15/18/ 02:24:00 PM,1.262,,,,,
1785,10/15/18/ 03:24:00 PM,0.907,,,,,
1786,10/15/18/ 04:24:00 PM,0.907,,,,,
1787,10/15/18/ 05:24:00 PM,0.88,,,,,
1788,10/15/18/ 06:24:00 PM,0.852,,,,,
1789,10/15/18/ 07:24:00 PM,0.825,,,,,
1790,10/15/18/ 08:24:00 PM,0.797,,,,,
1791,10/15/18/ 09:24:00 PM,0.797,,,,,
1792,10/15/18/ 10:24:00 PM,0.797,,,,,
1793,10/15/18/ 11:24:00 PM,0.797,,,,,
1794,10/16/18/ 12:24:00 AM,0.797,,,,,
1795,10/16/18/ 01:24:00 AM,0.77,,,,,
1796,10/16/18/ 02:24:00 AM,0.77,,,,,
1797,10/16/18/ 03:24:00 AM,0.77,,,,,
1798,10/16/18/ 04:24:00 AM,0.742,,,,,
1799,10/16/18/ 05:24:00 AM,0.77,,,,,
1800,10/16/18/ 06:24:00 AM,0.742,,,,,
1801,10/16/18/ 07:24:00 AM,0.742,,,,,
1802,10/16/18/ 08:24:00 AM,0.77,,,,,
1803,10/16/18/ 09:24:00 AM,0.962,,,,,
1804,10/16/18/ 10:24:00 AM,1.262,,,,,
1805,10/16/18/ 11:24:00 AM,1.48,,,,,
1806,10/16/18/ 12:24:00 PM,1.778,,,,,
1807,10/16/18/ 01:24:00 PM,1.859,,,,,
1808,10/16/18/ 02:24:00 PM,1.561,,,,,
1809,10/16/18/ 03:24:00 PM,1.208,,,,,
1810,10/16/18/ 04:24:00 PM,1.126,,,,,
1811,10/16/18/ 05:24:00 PM,1.126,,,,,
1812,10/16/18/ 06:24:00 PM,1.099,,,,,
1813,10/16/18/ 07:24:00 PM,1.044,,,,,
1814,10/16/18/ 08:24:00 PM,1.017,,,,,
1815,10/16/18/ 09:24:00 PM,1.017,,,,,
1816,10/16/18/ 10:24:00 PM,1.017,,,,,
1817,10/16/18/ 11:24:00 PM,1.017,,,,,
1818,10/17/18/ 12:24:00 AM,0.989,,,,,
1819,10/17/18/ 01:24:00 AM,0.962,,,,,
1820,10/17/18/ 02:24:00 AM,0.962,,,,,
1821,10/17/18/ 03:24:00 AM,0.962,,,,,
1822,10/17/18/ 04:24:00 AM,0.962,,,,,
1823,10/17/18/ 05:24:00 AM,0.962,,,,,
1824,10/17/18/ 06:24:00 AM,0.962,,,,,
1825,10/17/18/ 07:24:00 AM,0.962,,,,,
1826,10/17/18/ 08:24:00 AM,0.989,,,,,
1827,10/17/18/ 09:24:00 AM,1.153,,,,,
1828,10/17/18/ 10:24:00 AM,1.453,,,,,
1829,10/17/18/ 11:24:00 AM,1.751,,,,,
1830,10/17/18/ 12:24:00 PM,2.047,,,,,
1831,10/17/18/ 01:24:00 PM,2.101,,,,,
1832,10/17/18/ 02:24:00 PM,1.724,,,,,
1833,10/17/18/ 03:24:00 PM,1.317,,,,,
1834,10/17/18/ 04:24:00 PM,1.262,,,,,
1835,10/17/18/ 05:24:00 PM,1.235,,,,,
1836,10/17/18/ 06:24:00 PM,1.208,,,,,
1837,10/17/18/ 07:24:00 PM,1.153,,,,,
1838,10/17/18/ 08:24:00 PM,1.126,,,,,
1839,10/17/18/ 09:24:00 PM,1.126,,,,,
1840,10/17/18/ 10:24:00 PM,1.126,,,,,
1841,10/17/18/ 11:24:00 PM,1.099,,,,,
1842,10/18/18/ 12:24:00 AM,1.071,,,,,
1843,10/18/18/ 01:24:00 AM,1.044,,,,,
1844,10/18/18/ 02:24:00 AM,1.044,,,,,
1845,10/18/18/ 03:24:00 AM,1.017,,,,,
1846,10/18/18/ 04:24:00 AM,1.017,,,,,
1847,10/18/18/ 05:24:00 AM,0.989,,,,,
1848,10/18/18/ 06:24:00 AM,0.989,,,,,
1849,10/18/18/ 07:24:00 AM,0.989,,,,,
1850,10/18/18/ 08:24:00 AM,1.017,,,,,
1851,10/18/18/ 09:24:00 AM,1.18,,,,,
1852,10/18/18/ 10:24:00 AM,1.48,,,,,
1853,10/18/18/ 11:24:00 AM,1.805,,,,,
1854,10/18/18/ 12:24:00 PM,2.074,,,,,
1855,10/18/18/ 01:24:00 PM,2.155,,,,,
1856,10/18/18/ 02:24:00 PM,1.697,,,,,
1857,10/18/18/ 03:24:00 PM,1.398,,,,,
1858,10/18/18/ 04:24:00 PM,1.344,,,,,
1859,10/18/18/ 05:24:00 PM,1.262,,,,,
1860,10/18/18/ 06:24:00 PM,1.208,,,,,
1861,10/18/18/ 07:24:00 PM,1.153,,,,,
1862,10/18/18/ 08:24:00 PM,1.126,,,,,
1863,10/18/18/ 09:24:00 PM,1.126,,,,,
1864,10/18/18/ 10:24:00 PM,1.153,,,,,
1865,10/18/18/ 11:24:00 PM,1.071,,,,,
1866,10/19/18/ 12:24:00 AM,1.044,,,,,
1867,10/19/18/ 01:24:00 AM,1.017,,,,,
1868,10/19/18/ 02:24:00 AM,1.017,,,,,
1869,10/19/18/ 03:24:00 AM,0.989,,,,,
1870,10/19/18/ 04:24:00 AM,0.989,,,,,
1871,10/19/18/ 05:24:00 AM,0.989,,,,,
1872,10/19/18/ 06:24:00 AM,0.989,,,,,
1873,10/19/18/ 07:24:00 AM,0.962,,,,,
1874,10/19/18/ 08:24:00 AM,0.989,,,,,
1875,10/19/18/ 09:24:00 AM,1.18,,,,,
1876,10/19/18/ 10:24:00 AM,1.507,,,,,
1877,10/19/18/ 11:24:00 AM,1.832,,,,,
1878,10/19/18/ 12:24:00 PM,2.155,,,,,
1879,10/19/18/ 01:24:00 PM,2.236,,,,,
1880,10/19/18/ 02:24:00 PM,1.805,,,,,
1881,10/19/18/ 03:24:00 PM,1.453,,,,,
1882,10/19/18/ 04:24:00 PM,1.371,,,,,
1883,10/19/18/ 05:24:00 PM,1.317,,,,,
1884,10/19/18/ 06:24:00 PM,1.208,,,,,
1885,10/19/18/ 07:24:00 PM,1.18,,,,,
1886,10/19/18/ 08:24:00 PM,1.18,,,,,
1887,10/19/18/ 09:24:00 PM,1.18,,,,,
1888,10/19/18/ 10:24:00 PM,1.18,,,,,
1889,10/19/18/ 11:24:00 PM,1.153,,,,,
1890,10/20/18/ 12:24:00 AM,1.153,,,,,
1891,10/20/18/ 01:24:00 AM,1.153,,,,,
1892,10/20/18/ 02:24:00 AM,1.153,,,,,
1893,10/20/18/ 03:24:00 AM,1.126,,,,,
1894,10/20/18/ 04:24:00 AM,1.126,,,,,
1895,10/20/18/ 05:24:00 AM,1.153,,,,,
1896,10/20/18/ 06:24:00 AM,1.153,,,,,
1897,10/20/18/ 07:24:00 AM,1.153,,,,,
1898,10/20/18/ 08:24:00 AM,1.18,,,,,
1899,10/20/18/ 09:24:00 AM,1.344,,,,,
1900,10/20/18/ 10:24:00 AM,1.67,,,,,
1901,10/20/18/ 11:24:00 AM,1.967,,,,,
1902,10/20/18/ 12:24:00 PM,2.262,,,,,
1903,10/20/18/ 01:24:00 PM,2.289,,,,,
1904,10/20/18/ 02:24:00 PM,1.859,,,,,
1905,10/20/18/ 03:24:00 PM,1.561,,,,,
1906,10/20/18/ 04:24:00 PM,1.48,,,,,
1907,10/20/18/ 05:24:00 PM,1.453,,,,,
1908,10/20/18/ 06:24:00 PM,1.398,,,,,
1909,10/20/18/ 07:24:00 PM,1.398,,,,,
1910,10/20/18/ 08:24:00 PM,1.398,,,,,
1911,10/20/18/ 09:24:00 PM,1.344,,,,,
1912,10/20/18/ 10:24:00 PM,1.344,,,,,
1913,10/20/18/ 11:24:00 PM,1.317,,,,,
1914,10/21/18/ 12:24:00 AM,1.289,,,,,
1915,10/21/18/ 01:24:00 AM,1.289,,,,,
1916,10/21/18/ 02:24:00 AM,1.262,,,,,
1917,10/21/18/ 03:24:00 AM,1.262,,,,,
1918,10/21/18/ 04:24:00 AM,1.235,,,,,
1919,10/21/18/ 05:24:00 AM,1.235,,,,,
1920,10/21/18/ 06:24:00 AM,1.208,,,,,
