"ï»¿""Plot Title: 10767840""",,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°F (LGR S/N: 10767840, SEN S/N: 10767840)",Coupler Detached (LGR S/N: 10767840),Coupler Attached (LGR S/N: 10767840),Host Connected (LGR S/N: 10767840),Stopped (LGR S/N: 10767840),End Of File (LGR S/N: 10767840)
1,8/2/15 22:21,78.208,,,,,
2,8/2/15 22:21,,Logged,,,,
3,8/2/15 23:21,76.4,24.7,,,,
4,8/3/15 0:21,75.0,23.9,,,,
5,8/3/15 1:21,74.6,23.6,,,,
6,8/3/15 2:21,73.8,23.2,,,,
7,8/3/15 3:21,72.7,22.6,,,,
8,8/3/15 4:21,71.7,22.1,,,,
9,8/3/15 5:21,70.8,21.6,,,,
10,8/3/15 6:21,70.0,21.1,,,,
11,8/3/15 7:21,69.5,20.8,,,,
12,8/3/15 8:21,69.5,20.8,,,,
13,8/3/15 9:21,67.8,19.9,,,,
14,8/3/15 10:21,66.5,19.2,,,,
15,8/3/15 11:21,70.8,21.5,,,,
16,8/3/15 12:21,71.4,21.9,,,,
17,8/3/15 13:21,73.9,23.3,,,,
18,8/3/15 14:21,75.4,24.1,,,,
19,8/3/15 15:21,76.6,24.8,,,,
20,8/3/15 16:21,72.2,22.3,,,,
21,8/3/15 17:21,65.6,18.7,,,,
22,8/3/15 18:21,62.3,16.8,,,,
23,8/3/15 19:21,61.1,16.2,,,,
24,8/3/15 20:21,58.2,14.5,,,,
25,8/3/15 21:21,55.4,13.0,,,,
26,8/3/15 22:21,54.3,12.4,,,,
27,8/3/15 23:21,54.1,12.3,,,,
28,8/4/15 0:21,54.0,12.2,,,,
29,8/4/15 1:21,54.0,12.2,,,,
30,8/4/15 2:21,53.8,12.1,,,,
31,8/4/15 3:21,53.6,12.0,,,,
32,8/4/15 4:21,53.3,11.9,,,,
33,8/4/15 5:21,53.2,11.8,,,,
34,8/4/15 6:21,53.0,11.7,,,,
35,8/4/15 7:21,52.9,11.6,,,,
36,8/4/15 8:21,52.9,11.6,,,,
37,8/4/15 9:21,54.0,12.2,,,,
38,8/4/15 10:21,58.4,14.7,,,,
39,8/4/15 11:21,59.2,15.1,,,,
40,8/4/15 12:21,55.7,13.2,,,,
41,8/4/15 13:21,57.4,14.1,,,,
42,8/4/15 14:21,65.1,18.4,,,,
43,8/4/15 15:21,69.1,20.6,,,,
44,8/4/15 16:21,72.2,22.3,,,,
45,8/4/15 17:21,79.0,26.1,,,,
46,8/4/15 18:21,76.3,24.6,,,,
47,8/4/15 19:21,70.8,21.6,,,,
48,8/4/15 20:21,65.2,18.4,,,,
49,8/4/15 21:21,60.7,15.9,,,,
50,8/4/15 22:21,58.1,14.5,,,,
51,8/4/15 23:21,56.8,13.8,,,,
52,8/5/15 0:21,55.6,13.1,,,,
53,8/5/15 1:21,54.3,12.4,,,,
54,8/5/15 2:21,53.3,11.8,,,,
55,8/5/15 3:21,52.7,11.5,,,,
56,8/5/15 4:21,52.1,11.2,,,,
57,8/5/15 5:21,52.2,11.2,,,,
58,8/5/15 6:21,52.2,11.2,,,,
59,8/5/15 7:21,51.6,10.9,,,,
60,8/5/15 8:21,50.8,10.4,,,,
61,8/5/15 9:21,50.3,10.2,,,,
62,8/5/15 10:21,50.9,10.5,,,,
63,8/5/15 11:21,44.4,6.9,,,,
64,8/5/15 12:21,47.6,8.6,,,,
65,8/5/15 13:21,48.9,9.4,,,,
66,8/5/15 14:21,49.2,9.5,,,,
67,8/5/15 15:21,51.3,10.7,,,,
68,8/5/15 16:21,49.3,9.6,,,,
69,8/5/15 17:21,47.0,8.3,,,,
70,8/5/15 18:21,44.9,7.2,,,,
71,8/5/15 19:21,44.0,6.7,,,,
72,8/5/15 20:21,43.0,6.1,,,,
73,8/5/15 21:21,42.2,5.7,,,,
74,8/5/15 22:21,41.5,5.3,,,,
75,8/5/15 23:21,41.0,5.0,,,,
76,8/6/15 0:21,40.6,4.8,,,,
77,8/6/15 1:21,40.2,4.5,,,,
78,8/6/15 2:21,39.9,4.4,,,,
79,8/6/15 3:21,39.7,4.3,,,,
80,8/6/15 4:21,39.6,4.2,,,,
81,8/6/15 5:21,39.4,4.1,,,,
82,8/6/15 6:21,39.3,4.0,,,,
83,8/6/15 7:21,39.1,4.0,,,,
84,8/6/15 8:21,38.7,3.7,,,,
85,8/6/15 9:21,38.7,3.7,,,,
86,8/6/15 10:21,39.2,4.0,,,,
87,8/6/15 11:21,42.2,5.7,,,,
88,8/6/15 12:21,44.7,7.1,,,,
89,8/6/15 13:21,45.3,7.4,,,,
90,8/6/15 14:21,46.2,7.9,,,,
91,8/6/15 15:21,46.8,8.2,,,,
92,8/6/15 16:21,47.2,8.5,,,,
93,8/6/15 17:21,47.7,8.7,,,,
94,8/6/15 18:21,47.8,8.8,,,,
95,8/6/15 19:21,46.5,8.0,,,,
96,8/6/15 20:21,44.7,7.0,,,,
97,8/6/15 21:21,43.1,6.2,,,,
98,8/6/15 22:21,42.2,5.6,,,,
99,8/6/15 23:21,41.4,5.2,,,,
100,8/7/15 0:21,40.9,4.9,,,,
101,8/7/15 1:21,40.5,4.7,,,,
102,8/7/15 2:21,40.3,4.6,,,,
103,8/7/15 3:21,40.1,4.5,,,,
104,8/7/15 4:21,39.7,4.3,,,,
105,8/7/15 5:21,39.4,4.1,,,,
106,8/7/15 6:21,39.0,3.9,,,,
107,8/7/15 7:21,39.0,3.9,,,,
108,8/7/15 8:21,39.7,4.3,,,,
109,8/7/15 9:21,40.4,4.7,,,,
110,8/7/15 10:21,41.6,5.3,,,,
111,8/7/15 11:21,43.9,6.6,,,,
112,8/7/15 12:21,45.7,7.6,,,,
113,8/7/15 13:21,46.7,8.1,,,,
114,8/7/15 14:21,48.2,9.0,,,,
115,8/7/15 15:21,49.0,9.4,,,,
116,8/7/15 16:21,49.5,9.7,,,,
117,8/7/15 17:21,50.1,10.1,,,,
118,8/7/15 18:21,48.3,9.0,,,,
119,8/7/15 19:21,46.4,8.0,,,,
120,8/7/15 20:21,44.9,7.2,,,,
121,8/7/15 21:21,44.0,6.7,,,,
122,8/7/15 22:21,43.2,6.2,,,,
123,8/7/15 23:21,42.6,5.9,,,,
124,8/8/15 0:21,42.0,5.6,,,,
125,8/8/15 1:21,41.6,5.4,,,,
126,8/8/15 2:21,41.4,5.2,,,,
127,8/8/15 3:21,41.4,5.2,,,,
128,8/8/15 4:21,41.7,5.4,,,,
129,8/8/15 5:21,41.7,5.4,,,,
130,8/8/15 6:21,41.3,5.2,,,,
131,8/8/15 7:21,41.0,5.0,,,,
132,8/8/15 8:21,41.0,5.0,,,,
133,8/8/15 9:21,40.0,4.4,,,,
134,8/8/15 10:21,40.3,4.6,,,,
135,8/8/15 11:21,40.2,4.5,,,,
136,8/8/15 12:21,40.6,4.8,,,,
137,8/8/15 13:21,41.0,5.0,,,,
138,8/8/15 14:21,41.0,5.0,,,,
139,8/8/15 15:21,41.1,5.1,,,,
140,8/8/15 16:21,41.6,5.3,,,,
141,8/8/15 17:21,41.6,5.3,,,,
142,8/8/15 18:21,41.0,5.0,,,,
143,8/8/15 19:21,40.4,4.7,,,,
144,8/8/15 20:21,40.2,4.5,,,,
145,8/8/15 21:21,39.8,4.3,,,,
146,8/8/15 22:21,39.6,4.2,,,,
147,8/8/15 23:21,39.5,4.1,,,,
148,8/9/15 0:21,39.3,4.1,,,,
149,8/9/15 1:21,39.3,4.0,,,,
150,8/9/15 2:21,39.2,4.0,,,,
151,8/9/15 3:21,38.7,3.7,,,,
152,8/9/15 4:21,38.1,3.4,,,,
153,8/9/15 5:21,37.5,3.1,,,,
154,8/9/15 6:21,37.0,2.8,,,,
155,8/9/15 7:21,36.8,2.7,,,,
156,8/9/15 8:21,36.9,2.7,,,,
157,8/9/15 9:21,37.0,2.8,,,,
158,8/9/15 10:21,37.7,3.2,,,,
159,8/9/15 11:21,41.6,5.3,,,,
160,8/9/15 12:21,44.8,7.1,,,,
161,8/9/15 13:21,46.2,7.9,,,,
162,8/9/15 14:21,49.0,9.5,,,,
163,8/9/15 15:21,48.5,9.2,,,,
164,8/9/15 16:21,48.9,9.4,,,,
165,8/9/15 17:21,48.9,9.4,,,,
166,8/9/15 18:21,47.2,8.4,,,,
167,8/9/15 19:21,46.6,8.1,,,,
168,8/9/15 20:21,44.4,6.9,,,,
169,8/9/15 21:21,42.8,6.0,,,,
170,8/9/15 22:21,41.6,5.3,,,,
171,8/9/15 23:21,40.8,4.9,,,,
172,8/10/15 0:21,40.2,4.6,,,,
173,8/10/15 1:21,39.7,4.3,,,,
174,8/10/15 2:21,39.3,4.0,,,,
175,8/10/15 3:21,38.9,3.9,,,,
176,8/10/15 4:21,38.6,3.6,,,,
177,8/10/15 5:21,38.2,3.4,,,,
178,8/10/15 6:21,37.8,3.2,,,,
179,8/10/15 7:21,37.7,3.1,,,,
180,8/10/15 8:21,37.6,3.1,,,,
181,8/10/15 9:21,37.8,3.2,,,,
182,8/10/15 10:21,38.3,3.5,,,,
183,8/10/15 11:21,42.2,5.7,,,,
184,8/10/15 12:21,45.9,7.7,,,,
185,8/10/15 13:21,49.0,9.4,,,,
186,8/10/15 14:21,51.1,10.6,,,,
187,8/10/15 15:21,52.5,11.4,,,,
188,8/10/15 16:21,51.7,10.9,,,,
189,8/10/15 17:21,50.5,10.3,,,,
190,8/10/15 18:21,49.3,9.6,,,,
191,8/10/15 19:21,48.1,8.9,,,,
192,8/10/15 20:21,45.8,7.7,,,,
193,8/10/15 21:21,44.0,6.7,,,,
194,8/10/15 22:21,43.0,6.1,,,,
195,8/10/15 23:21,42.4,5.8,,,,
196,8/11/15 0:21,41.8,5.4,,,,
197,8/11/15 1:21,41.4,5.2,,,,
198,8/11/15 2:21,41.0,5.0,,,,
199,8/11/15 3:21,40.7,4.8,,,,
200,8/11/15 4:21,40.7,4.8,,,,
201,8/11/15 5:21,40.8,4.9,,,,
202,8/11/15 6:21,40.9,4.9,,,,
203,8/11/15 7:21,40.8,4.9,,,,
204,8/11/15 8:21,40.9,4.9,,,,
205,8/11/15 9:21,40.7,4.8,,,,
206,8/11/15 10:21,40.9,4.9,,,,
207,8/11/15 11:21,44.4,6.9,,,,
208,8/11/15 12:21,47.6,8.7,,,,
209,8/11/15 13:21,48.9,9.4,,,,
210,8/11/15 14:21,51.2,10.7,,,,
211,8/11/15 15:21,52.4,11.3,,,,
212,8/11/15 16:21,53.6,12.0,,,,
213,8/11/15 17:21,53.3,11.8,,,,
214,8/11/15 18:21,51.9,11.1,,,,
215,8/11/15 19:21,50.8,10.4,,,,
216,8/11/15 20:21,48.5,9.1,,,,
217,8/11/15 21:21,46.5,8.0,,,,
218,8/11/15 22:21,45.4,7.4,,,,
219,8/11/15 23:21,44.6,7.0,,,,
220,8/12/15 0:21,44.2,6.8,,,,
221,8/12/15 1:21,43.7,6.5,,,,
222,8/12/15 2:21,43.3,6.3,,,,
223,8/12/15 3:21,42.8,6.0,,,,
224,8/12/15 4:21,42.3,5.7,,,,
225,8/12/15 5:21,42.0,5.6,,,,
226,8/12/15 6:21,42.2,5.6,,,,
227,8/12/15 7:21,42.4,5.8,,,,
228,8/12/15 8:21,42.8,6.0,,,,
229,8/12/15 9:21,43.4,6.3,,,,
230,8/12/15 10:21,44.0,6.7,,,,
231,8/12/15 11:21,46.5,8.0,,,,
232,8/12/15 12:21,48.9,9.4,,,,
233,8/12/15 13:21,50.5,10.3,,,,
234,8/12/15 14:21,51.2,10.7,,,,
235,8/12/15 15:21,52.0,11.1,,,,
236,8/12/15 16:21,51.6,10.9,,,,
237,8/12/15 17:21,51.9,11.1,,,,
238,8/12/15 18:21,52.3,11.3,,,,
239,8/12/15 19:21,51.2,10.7,,,,
240,8/12/15 20:21,49.2,9.5,,,,
241,8/12/15 21:21,47.2,8.4,,,,
242,8/12/15 22:21,45.7,7.6,,,,
243,8/12/15 23:21,44.5,6.9,,,,
244,8/13/15 0:21,43.6,6.4,,,,
245,8/13/15 1:21,43.2,6.2,,,,
246,8/13/15 2:21,43.0,6.1,,,,
247,8/13/15 3:21,43.0,6.1,,,,
248,8/13/15 4:21,42.9,6.1,,,,
249,8/13/15 5:21,42.7,5.9,,,,
250,8/13/15 6:21,42.3,5.7,,,,
251,8/13/15 7:21,42.0,5.6,,,,
252,8/13/15 8:21,41.9,5.5,,,,
253,8/13/15 9:21,41.9,5.5,,,,
254,8/13/15 10:21,42.1,5.6,,,,
255,8/13/15 11:21,45.9,7.7,,,,
256,8/13/15 12:21,48.5,9.2,,,,
257,8/13/15 13:21,51.2,10.7,,,,
258,8/13/15 14:21,53.7,12.1,,,,
259,8/13/15 15:21,55.4,13.0,,,,
260,8/13/15 16:21,55.3,12.9,,,,
261,8/13/15 17:21,53.9,12.2,,,,
262,8/13/15 18:21,52.9,11.6,,,,
263,8/13/15 19:21,51.8,11.0,,,,
264,8/13/15 20:21,49.3,9.6,,,,
265,8/13/15 21:21,47.3,8.5,,,,
266,8/13/15 22:21,45.9,7.7,,,,
267,8/13/15 23:21,44.9,7.1,,,,
268,8/14/15 0:21,44.2,6.8,,,,
269,8/14/15 1:21,43.7,6.5,,,,
270,8/14/15 2:21,43.4,6.4,,,,
271,8/14/15 3:21,43.2,6.2,,,,
272,8/14/15 4:21,43.1,6.2,,,,
273,8/14/15 5:21,42.9,6.1,,,,
274,8/14/15 6:21,42.8,6.0,,,,
275,8/14/15 7:21,43.1,6.2,,,,
276,8/14/15 8:21,43.6,6.4,,,,
277,8/14/15 9:21,44.2,6.8,,,,
278,8/14/15 10:21,44.6,7.0,,,,
279,8/14/15 11:21,45.6,7.5,,,,
280,8/14/15 12:21,45.7,7.6,,,,
281,8/14/15 13:21,46.6,8.1,,,,
282,8/14/15 14:21,48.5,9.1,,,,
283,8/14/15 15:21,51.9,11.1,,,,
284,8/14/15 16:21,53.7,12.1,,,,
285,8/14/15 17:21,54.2,12.3,,,,
286,8/14/15 18:21,52.7,11.5,,,,
287,8/14/15 19:21,51.0,10.5,,,,
288,8/14/15 20:21,49.4,9.7,,,,
289,8/14/15 21:21,48.0,8.9,,,,
290,8/14/15 22:21,46.8,8.2,,,,
291,8/14/15 23:21,45.9,7.7,,,,
292,8/15/15 0:21,45.4,7.4,,,,
293,8/15/15 1:21,44.9,7.2,,,,
294,8/15/15 2:21,44.6,7.0,,,,
295,8/15/15 3:21,44.1,6.7,,,,
296,8/15/15 4:21,43.6,6.4,,,,
297,8/15/15 5:21,43.1,6.2,,,,
298,8/15/15 6:21,42.8,6.0,,,,
299,8/15/15 7:21,42.7,5.9,,,,
300,8/15/15 8:21,42.9,6.1,,,,
301,8/15/15 9:21,42.8,6.0,,,,
302,8/15/15 10:21,42.6,5.9,,,,
303,8/15/15 11:21,45.4,7.5,,,,
304,8/15/15 12:21,48.6,9.2,,,,
305,8/15/15 13:21,51.5,10.8,,,,
306,8/15/15 14:21,53.6,12.0,,,,
307,8/15/15 15:21,54.3,12.4,,,,
308,8/15/15 16:21,54.0,12.2,,,,
309,8/15/15 17:21,53.0,11.7,,,,
310,8/15/15 18:21,51.8,11.0,,,,
311,8/15/15 19:21,49.8,9.9,,,,
312,8/15/15 20:21,46.8,8.2,,,,
313,8/15/15 21:21,44.1,6.7,,,,
314,8/15/15 22:21,42.5,5.8,,,,
315,8/15/15 23:21,41.6,5.4,,,,
316,8/16/15 0:21,41.0,5.0,,,,
317,8/16/15 1:21,40.3,4.6,,,,
318,8/16/15 2:21,39.6,4.2,,,,
319,8/16/15 3:21,39.1,4.0,,,,
320,8/16/15 4:21,38.8,3.8,,,,
321,8/16/15 5:21,38.6,3.6,,,,
322,8/16/15 6:21,38.3,3.5,,,,
323,8/16/15 7:21,38.0,3.3,,,,
324,8/16/15 8:21,37.9,3.3,,,,
325,8/16/15 9:21,38.0,3.3,,,,
326,8/16/15 10:21,38.0,3.3,,,,
327,8/16/15 11:21,41.2,5.1,,,,
328,8/16/15 12:21,44.5,6.9,,,,
329,8/16/15 13:21,47.5,8.6,,,,
330,8/16/15 14:21,49.9,9.9,,,,
331,8/16/15 15:21,51.2,10.7,,,,
332,8/16/15 16:21,51.2,10.7,,,,
333,8/16/15 17:21,50.9,10.5,,,,
334,8/16/15 18:21,50.0,10.0,,,,
335,8/16/15 19:21,48.3,9.1,,,,
336,8/16/15 20:21,46.2,7.9,,,,
337,8/16/15 21:21,44.4,6.9,,,,
338,8/16/15 22:21,43.0,6.1,,,,
339,8/16/15 23:21,42.1,5.6,,,,
340,8/17/15 0:21,41.2,5.1,,,,
341,8/17/15 1:21,40.5,4.7,,,,
342,8/17/15 2:21,39.9,4.4,,,,
343,8/17/15 3:21,39.5,4.1,,,,
344,8/17/15 4:21,38.9,3.9,,,,
345,8/17/15 5:21,38.5,3.6,,,,
346,8/17/15 6:21,38.1,3.4,,,,
347,8/17/15 7:21,37.8,3.2,,,,
348,8/17/15 8:21,37.4,3.0,,,,
349,8/17/15 9:21,37.3,3.0,,,,
350,8/17/15 10:21,37.5,3.0,,,,
351,8/17/15 11:21,40.5,4.7,,,,
352,8/17/15 12:21,44.0,6.7,,,,
353,8/17/15 13:21,46.8,8.2,,,,
354,8/17/15 14:21,48.5,9.1,,,,
355,8/17/15 15:21,49.6,9.8,,,,
356,8/17/15 16:21,50.0,10.0,,,,
357,8/17/15 17:21,49.0,9.4,,,,
358,8/17/15 18:21,48.2,9.0,,,,
359,8/17/15 19:21,46.6,8.1,,,,
360,8/17/15 20:21,45.3,7.4,,,,
361,8/17/15 21:21,43.9,6.6,,,,
362,8/17/15 22:21,42.6,5.9,,,,
363,8/17/15 23:21,41.6,5.3,,,,
364,8/18/15 0:21,40.6,4.8,,,,
365,8/18/15 1:21,40.0,4.4,,,,
366,8/18/15 2:21,39.3,4.1,,,,
367,8/18/15 3:21,38.7,3.7,,,,
368,8/18/15 4:21,38.1,3.4,,,,
369,8/18/15 5:21,37.8,3.2,,,,
370,8/18/15 6:21,37.4,3.0,,,,
371,8/18/15 7:21,37.3,3.0,,,,
372,8/18/15 8:21,37.5,3.0,,,,
373,8/18/15 9:21,37.9,3.3,,,,
374,8/18/15 10:21,38.4,3.6,,,,
375,8/18/15 11:21,40.4,4.7,,,,
376,8/18/15 12:21,41.8,5.5,,,,
377,8/18/15 13:21,43.2,6.2,,,,
378,8/18/15 14:21,43.8,6.5,,,,
379,8/18/15 15:21,44.9,7.2,,,,
380,8/18/15 16:21,44.1,6.7,,,,
381,8/18/15 17:21,45.0,7.2,,,,
382,8/18/15 18:21,44.9,7.2,,,,
383,8/18/15 19:21,44.2,6.8,,,,
384,8/18/15 20:21,43.1,6.2,,,,
385,8/18/15 21:21,41.9,5.5,,,,
386,8/18/15 22:21,41.4,5.2,,,,
387,8/18/15 23:21,40.9,4.9,,,,
388,8/19/15 0:21,40.4,4.7,,,,
389,8/19/15 1:21,40.2,4.5,,,,
390,8/19/15 2:21,39.9,4.4,,,,
391,8/19/15 3:21,39.7,4.3,,,,
392,8/19/15 4:21,39.4,4.1,,,,
393,8/19/15 5:21,38.7,3.7,,,,
394,8/19/15 6:21,38.2,3.5,,,,
395,8/19/15 7:21,37.9,3.3,,,,
396,8/19/15 8:21,37.9,3.3,,,,
397,8/19/15 9:21,38.1,3.4,,,,
398,8/19/15 10:21,38.4,3.5,,,,
399,8/19/15 11:21,40.7,4.8,,,,
400,8/19/15 12:21,43.4,6.4,,,,
401,8/19/15 13:21,45.8,7.7,,,,
402,8/19/15 14:21,48.0,8.9,,,,
403,8/19/15 15:21,49.3,9.6,,,,
404,8/19/15 16:21,49.5,9.7,,,,
405,8/19/15 17:21,49.2,9.6,,,,
406,8/19/15 18:21,48.5,9.2,,,,
407,8/19/15 19:21,47.6,8.7,,,,
408,8/19/15 20:21,46.2,7.9,,,,
409,8/19/15 21:21,44.9,7.2,,,,
410,8/19/15 22:21,43.9,6.6,,,,
411,8/19/15 23:21,42.8,6.0,,,,
412,8/20/15 0:21,42.0,5.6,,,,
413,8/20/15 1:21,41.3,5.2,,,,
414,8/20/15 2:21,40.8,4.9,,,,
415,8/20/15 3:21,40.4,4.7,,,,
416,8/20/15 4:21,40.1,4.5,,,,
417,8/20/15 5:21,39.7,4.3,,,,
418,8/20/15 6:21,39.3,4.1,,,,
419,8/20/15 7:21,38.9,3.9,,,,
420,8/20/15 8:21,39.0,3.9,,,,
421,8/20/15 9:21,39.3,4.0,,,,
422,8/20/15 10:21,39.6,4.2,,,,
423,8/20/15 11:21,42.0,5.5,,,,
424,8/20/15 12:21,44.9,7.2,,,,
425,8/20/15 13:21,47.2,8.5,,,,
426,8/20/15 14:21,49.4,9.7,,,,
427,8/20/15 15:21,50.8,10.5,,,,
428,8/20/15 16:21,51.1,10.6,,,,
429,8/20/15 17:21,51.0,10.6,,,,
430,8/20/15 18:21,50.4,10.2,,,,
431,8/20/15 19:21,49.0,9.5,,,,
432,8/20/15 20:21,47.2,8.4,,,,
433,8/20/15 21:21,45.5,7.5,,,,
434,8/20/15 22:21,44.2,6.8,,,,
435,8/20/15 23:21,42.8,6.0,,,,
436,8/21/15 0:21,41.9,5.5,,,,
437,8/21/15 1:21,41.3,5.2,,,,
438,8/21/15 2:21,40.7,4.8,,,,
439,8/21/15 3:21,40.3,4.6,,,,
440,8/21/15 4:21,39.7,4.3,,,,
441,8/21/15 5:21,39.3,4.0,,,,
442,8/21/15 6:21,39.0,3.9,,,,
443,8/21/15 7:21,38.7,3.7,,,,
444,8/21/15 8:21,38.7,3.7,,,,
445,8/21/15 9:21,38.7,3.7,,,,
446,8/21/15 10:21,38.9,3.9,,,,
447,8/21/15 11:21,41.8,5.4,,,,
448,8/21/15 12:21,44.6,7.0,,,,
449,8/21/15 13:21,47.1,8.4,,,,
450,8/21/15 14:21,49.2,9.5,,,,
451,8/21/15 15:21,49.7,9.8,,,,
452,8/21/15 16:21,49.5,9.7,,,,
453,8/21/15 17:21,48.1,9.0,,,,
454,8/21/15 18:21,47.2,8.4,,,,
455,8/21/15 19:21,45.8,7.7,,,,
456,8/21/15 20:21,44.7,7.1,,,,
457,8/21/15 21:21,43.7,6.5,,,,
458,8/21/15 22:21,42.7,5.9,,,,
459,8/21/15 23:21,41.9,5.5,,,,
460,8/22/15 0:21,41.0,5.0,,,,
461,8/22/15 1:21,40.4,4.7,,,,
462,8/22/15 2:21,39.9,4.4,,,,
463,8/22/15 3:21,39.4,4.1,,,,
464,8/22/15 4:21,39.0,3.9,,,,
465,8/22/15 5:21,38.6,3.6,,,,
466,8/22/15 6:21,38.0,3.3,,,,
467,8/22/15 7:21,37.4,3.0,,,,
468,8/22/15 8:21,37.2,2.9,,,,
469,8/22/15 9:21,36.7,2.6,,,,
470,8/22/15 10:21,36.5,2.5,,,,
471,8/22/15 11:21,38.7,3.7,,,,
472,8/22/15 12:21,41.4,5.2,,,,
473,8/22/15 13:21,44.3,6.8,,,,
474,8/22/15 14:21,46.6,8.1,,,,
475,8/22/15 15:21,48.2,9.0,,,,
476,8/22/15 16:21,48.6,9.2,,,,
477,8/22/15 17:21,48.7,9.3,,,,
478,8/22/15 18:21,48.2,9.0,,,,
479,8/22/15 19:21,47.0,8.3,,,,
480,8/22/15 20:21,45.1,7.3,,,,
481,8/22/15 21:21,43.6,6.5,,,,
482,8/22/15 22:21,42.1,5.6,,,,
483,8/22/15 23:21,41.0,5.0,,,,
484,8/23/15 0:21,40.2,4.5,,,,
485,8/23/15 1:21,39.5,4.2,,,,
486,8/23/15 2:21,38.8,3.8,,,,
487,8/23/15 3:21,38.1,3.4,,,,
488,8/23/15 4:21,37.5,3.0,,,,
489,8/23/15 5:21,37.0,2.8,,,,
490,8/23/15 6:21,36.6,2.6,,,,
491,8/23/15 7:21,36.5,2.5,,,,
492,8/23/15 8:21,36.6,2.5,,,,
493,8/23/15 9:21,36.7,2.6,,,,
494,8/23/15 10:21,37.0,2.8,,,,
495,8/23/15 11:21,39.4,4.1,,,,
496,8/23/15 12:21,42.4,5.8,,,,
497,8/23/15 13:21,45.4,7.5,,,,
498,8/23/15 14:21,48.0,8.9,,,,
499,8/23/15 15:21,49.6,9.8,,,,
500,8/23/15 16:21,50.1,10.1,,,,
501,8/23/15 17:21,50.0,10.0,,,,
502,8/23/15 18:21,49.4,9.7,,,,
503,8/23/15 19:21,48.3,9.0,,,,
504,8/23/15 20:21,46.7,8.1,,,,
505,8/23/15 21:21,45.5,7.5,,,,
506,8/23/15 22:21,44.4,6.9,,,,
507,8/23/15 23:21,43.4,6.4,,,,
508,8/24/15 0:21,42.6,5.9,,,,
509,8/24/15 1:21,41.5,5.3,,,,
510,8/24/15 2:21,40.7,4.8,,,,
511,8/24/15 3:21,40.2,4.5,,,,
512,8/24/15 4:21,39.6,4.2,,,,
513,8/24/15 5:21,39.3,4.1,,,,
514,8/24/15 6:21,39.1,4.0,,,,
515,8/24/15 7:21,39.1,3.9,,,,
516,8/24/15 8:21,39.7,4.3,,,,
517,8/24/15 9:21,40.4,4.7,,,,
518,8/24/15 10:21,40.9,4.9,,,,
519,8/24/15 11:21,42.4,5.8,,,,
520,8/24/15 12:21,44.9,7.2,,,,
521,8/24/15 13:21,48.1,9.0,,,,
522,8/24/15 14:21,49.1,9.5,,,,
523,8/24/15 15:21,49.2,9.5,,,,
524,8/24/15 16:21,51.1,10.6,,,,
525,8/24/15 17:21,51.0,10.5,,,,
526,8/24/15 18:21,50.5,10.3,,,,
527,8/24/15 19:21,49.6,9.8,,,,
528,8/24/15 20:21,48.2,9.0,,,,
529,8/24/15 21:21,47.0,8.3,,,,
530,8/24/15 22:21,45.9,7.7,,,,
531,8/24/15 23:21,45.0,7.2,,,,
532,8/25/15 0:21,44.3,6.8,,,,
533,8/25/15 1:21,43.7,6.5,,,,
534,8/25/15 2:21,43.1,6.2,,,,
535,8/25/15 3:21,42.6,5.9,,,,
536,8/25/15 4:21,42.2,5.7,,,,
537,8/25/15 5:21,41.9,5.5,,,,
538,8/25/15 6:21,41.7,5.4,,,,
539,8/25/15 7:21,41.6,5.4,,,,
540,8/25/15 8:21,41.7,5.4,,,,
541,8/25/15 9:21,41.9,5.5,,,,
542,8/25/15 10:21,42.1,5.6,,,,
543,8/25/15 11:21,44.5,6.9,,,,
544,8/25/15 12:21,47.6,8.6,,,,
545,8/25/15 13:21,50.5,10.3,,,,
546,8/25/15 14:21,50.8,10.5,,,,
547,8/25/15 15:21,51.4,10.8,,,,
548,8/25/15 16:21,51.3,10.7,,,,
549,8/25/15 17:21,50.5,10.3,,,,
550,8/25/15 18:21,49.9,10.0,,,,
551,8/25/15 19:21,49.2,9.6,,,,
552,8/25/15 20:21,48.2,9.0,,,,
553,8/25/15 21:21,47.2,8.4,,,,
554,8/25/15 22:21,46.5,8.1,,,,
555,8/25/15 23:21,45.9,7.7,,,,
556,8/26/15 0:21,45.4,7.5,,,,
557,8/26/15 1:21,45.0,7.2,,,,
558,8/26/15 2:21,44.8,7.1,,,,
559,8/26/15 3:21,44.6,7.0,,,,
560,8/26/15 4:21,44.5,6.9,,,,
561,8/26/15 5:21,44.4,6.9,,,,
562,8/26/15 6:21,44.2,6.8,,,,
563,8/26/15 7:21,44.2,6.8,,,,
564,8/26/15 8:21,44.5,6.9,,,,
565,8/26/15 9:21,45.2,7.3,,,,
566,8/26/15 10:21,45.8,7.6,,,,
567,8/26/15 11:21,46.2,7.9,,,,
568,8/26/15 12:21,46.6,8.1,,,,
569,8/26/15 13:21,46.9,8.3,,,,
570,8/26/15 14:21,46.8,8.2,,,,
571,8/26/15 15:21,46.8,8.2,,,,
572,8/26/15 16:21,46.4,8.0,,,,
573,8/26/15 17:21,46.0,7.8,,,,
574,8/26/15 18:21,46.1,7.8,,,,
575,8/26/15 19:21,45.9,7.7,,,,
576,8/26/15 20:21,45.4,7.4,,,,
