source,magnitude,text,Q2.5,Q97.5
glacier,0.07885963766639069,Degrees C per year,-0.015993739612678,0.16934803789147762
sub_ice,-0.008091939632724338,Degrees C per year,-0.22704427347891393,0.21382639489806352
