Date,Grand Targhee (1082) Air Temperature Average (degF),Phillips Bench Air temp F
10/9/23,43.7,40.5
10/10/23,42.8,42.8
10/11/23,32,36.1
10/12/23,27.1,30.9
10/13/23,30,31.6
10/14/23,32,34.5
10/15/23,32.7,32.5
10/16/23,40.8,38.1
10/17/23,44.6,43.5
10/18/23,37.2,42.4
10/19/23,40.1,38.1
10/20/23,43.7,43.9
10/21/23,41.4,41.9
10/22/23,39.9,39.6
10/23/23,43.2,42.1
10/24/23,32.9,36.5
10/25/23,36.1,31.8
10/26/23,26.4,29.8
10/27/23,12.2,13.8
10/28/23,14.9,17.8
10/29/23,4.3,6.4
10/30/23,6.4,8.6
10/31/23,13.5,14.9
11/1/23,24.8,23.5
11/2/23,27.7,29.3
11/3/23,30.2,33.4
11/4/23,28.8,30.4
11/5/23,31.6,36.3
11/6/23,29.3,33.1
11/7/23,23.7,27.9
11/8/23,20.7,25
11/9/23,14.7,20.1
11/10/23,17.2,19.2
11/11/23,20.3,25.5
11/12/23,23.2,28.8
11/13/23,36.7,28.2
11/14/23,30.2,29.1
11/15/23,32,30.4
11/16/23,32.9,35.2
11/17/23,25.5,27
11/18/23,27.3,25.2
11/19/23,26.4,28.4
11/20/23,20.5,25.7
11/21/23,21,15.1
11/22/23,30.6,26.6
11/23/23,22.5,26.4
11/24/23,15.1,16.7
11/25/23,12,13.8
11/26/23,7.2,6.8
11/27/23,10.2,8.6
11/28/23,21.9,14.9
11/29/23,21.7,19.4
11/30/23,16.2,14.9
12/1/23,12.7,17.6
12/2/23,11.7,16.7
12/3/23,12.4,17.4
12/4/23,24.8,29.3
12/5/23,27.5,30.9
12/6/23,28.2,27.1
12/7/23,31.6,31.8
12/8/23,15.6,19.4
12/9/23,9,11.8
12/10/23,7.2,10.9
12/11/23,18.7,20.3
12/12/23,20.7,23.4
12/13/23,21.4,20.5
12/14/23,22.1,17.1
12/15/23,17.4,18.7
12/16/23,28,18.3
12/17/23,22.3,22.5
12/18/23,27.5,19.8
12/19/23,30.7,25.7
12/20/23,29.5,28.8
12/21/23,28.2,30.4
12/22/23,27.3,30
12/23/23,26.2,28.4
12/24/23,6.8,11.1
12/25/23,2.7,0.3
12/26/23,18,5
12/27/23,17.1,8.2
12/28/23,27,14.2
12/29/23,26.8,20.1
12/30/23,29.3,23.4
12/31/23,29.8,28.8
1/1/24,22.1,19.9
1/2/24,17.4,16.7
1/3/24,18.7,14.7
1/4/24,17.4,17.8
1/5/24,13.8,16.5
1/6/24,8.4,11.8
1/7/24,9.1,12.9
1/8/24,-0.6,2.7
1/9/24,4.6,9.7
1/10/24,8.2,13.3
1/11/24,2.8,5.5
1/12/24,4.6,9.9
1/13/24,-12.1,-4.2
1/14/24,11.5,6.4
1/15/24,2.1,8.1
1/16/24,-9.6,-10.7
1/17/24,13.3,10.2
1/18/24,20.5,24.8
1/19/24,17.2,21.7
1/20/24,26.8,24.8
1/21/24,23,27.1
1/22/24,22.5,26.8
1/23/24,21.9,24.8
1/24/24,21.4,25
1/25/24,18,21
1/26/24,19,18.9
1/27/24,13.3,13.1
1/28/24,23.5,24.3
1/29/24,29.3,32.2
1/30/24,30.7,24.4
1/31/24,32.5,26.2
2/1/24,28.4,23.4
2/2/24,30.2,28.2
2/3/24,21.2,25.5
2/4/24,15.4,19.9
2/5/24,19.2,17.4
2/6/24,25,25
2/7/24,25.9,28.4
2/8/24,14.7,18.3
2/9/24,11.1,14
2/10/24,5,4.6
2/11/24,2.7,10.6
2/12/24,11.1,12.7
2/13/24,15.1,20.1
2/14/24,15.6,20.8
2/15/24,20.5,21.6
2/16/24,18.3,22.5
2/17/24,1.4,2.8
2/18/24,17.1,11.5
2/19/24,19.2,23.2
2/20/24,23.2,25.9
2/21/24,17.2,21.2
2/22/24,19.6,19.4
2/23/24,17.4,21.6
2/24/24,18.3,21.7
2/25/24,22.6,27.9
2/26/24,25.2,30.4
2/27/24,6.4,12.9
2/28/24,3.9,9
2/29/24,18.9,17.1
3/1/24,24.1,27.9
3/2/24,20.1,22.1
3/3/24,5,9.7
3/4/24,3.6,8.2
3/5/24,3.9,9.1
3/6/24,19.2,23.5
3/7/24,14.9,19.2
3/8/24,2.7,5
3/9/24,11.8,9.7
3/10/24,18,16.3
3/11/24,23.5,24.4
3/12/24,21.9,24.1
3/13/24,17.8,20.5
3/14/24,18.3,19.8
3/15/24,19.6,23.2
3/16/24,29.7,28
3/17/24,27,30.6
3/18/24,25.7,27.1
3/19/24,26.6,27.1
3/20/24,26.2,25.9
3/21/24,33.3,34.3
3/22/24,23.5,25.9
3/23/24,27,30.7
3/24/24,19.9,24.1
3/25/24,13.3,12.9
3/26/24,11.1,14.7
3/27/24,16.3,20.5
3/28/24,21.7,24.4
3/29/24,16.9,21.2
3/30/24,19.4,16.9
3/31/24,24.1,25.3
4/1/24,22.1,24.3
4/2/24,19.6,20.7
4/3/24,30,29.3
4/4/24,34.9,31.3
4/5/24,36.9,36.5
4/6/24,16.5,21.6
4/7/24,16.3,20.7
4/8/24,17.2,20.5
4/9/24,17.1,21.9
4/10/24,24.6,28
4/11/24,25.7,26.2
4/12/24,34.9,31.6
4/13/24,43.5,38.1
4/14/24,37.8,35.1
4/15/24,32.5,36.7
4/16/24,30.2,35.2
4/17/24,26.4,32.7
4/18/24,5.5,10.6
4/19/24,15.3,17.6
4/20/24,21.2,19.4
4/21/24,27.9,26.8
4/22/24,27.3,34.3
4/23/24,27.5,27.9
4/24/24,36.5,34
4/25/24,35.6,35.8
4/26/24,30.7,31.6
4/27/24,30.6,32.2
4/28/24,27.9,31.6
4/29/24,26.4,30.4
4/30/24,16.3,23.2
5/1/24,20.3,25.5
5/2/24,13.3,14.2
5/3/24,21.6,25.3
5/4/24,19.6,18.3
5/5/24,41.2,40.5
5/6/24,21.7,27
5/7/24,21.2,25.3
5/8/24,17.1,21.6
5/9/24,23.2,25.2
5/10/24,31.3,32.4
5/11/24,34,34.7
5/12/24,38.8,40.1
5/13/24,42.8,41.2
5/14/24,31.3,34.5
5/15/24,33.3,31.5
5/16/24,38.1,40.3
5/17/24,40.6,45.3
5/18/24,25.2,30.4
5/19/24,39.6,40.3
5/20/24,26.8,28
5/21/24,22.1,28.2
5/22/24,30.7,31.6
5/23/24,20.7,26.2
5/24/24,25.3,28.2
5/25/24,34.7,35.2
5/26/24,30.6,36.1
5/27/24,34.9,35.2
5/28/24,42.1,37.4
5/29/24,48,42.8
5/30/24,28.8,33.4
5/31/24,30.9,30.2
6/1/24,35.1,35.2
6/2/24,42.1,44.6
6/3/24,43.2,45.5
6/4/24,36.1,39.6
6/5/24,43.5,47.8
6/6/24,48.2,44.6
6/7/24,51.1,49.1
6/8/24,47.1,46.2
6/9/24,53.2,47.7
6/10/24,47.7,44.8
6/11/24,45.9,44.6
6/12/24,53.6,55
6/13/24,49.5,51.4
6/14/24,51.8,55.4
6/15/24,50.9,50.4
6/16/24,39.4,46.2
6/17/24,46.2,44.2
6/18/24,23.5,28.4
6/19/24,32.4,30.6
6/20/24,41.2,40.1
6/21/24,52,51.3
6/22/24,51.8,47.5
6/23/24,55.9,56.5
6/24/24,57,58.5
6/25/24,54.1,56.5
6/26/24,57.2,58.3
6/27/24,53.8,54.9
6/28/24,40.8,46.6
6/29/24,44.6,42.8
6/30/24,57.6,53.8
7/1/24,51.8,55.2
7/2/24,36.1,38.1
7/3/24,44.8,41.9
7/4/24,40.1,40.8
7/5/24,45.3,44.1
7/6/24,49.6,51.4
7/7/24,49.5,51.3
7/8/24,48.6,48.4
7/9/24,54,52.9
7/10/24,58.3,55
7/11/24,60.8,58.6
7/12/24,63.5,63.7
7/13/24,60.1,61.5
7/14/24,63,62.6
7/15/24,53.8,49.3
7/16/24,54.9,54
7/17/24,57.7,48.9
7/18/24,59,53.6
7/19/24,60.4,56.7
7/20/24,59.9,57
7/21/24,55.6,51.8
7/22/24,57.7,54.9
7/23/24,58.8,56.8
7/24/24,61.2,55.8
7/25/24,64.2,62.8
7/26/24,54.1,51.1
7/27/24,55.6,52.7
7/28/24,48.9,44.4
7/29/24,51.8,52.9
7/30/24,55.9,55.6
7/31/24,45.3,46.4
8/1/24,50.4,49.1
8/2/24,57.4,55.9
8/3/24,65.3,60.6
8/4/24,65.1,66.4
8/5/24,56.7,56.7
8/6/24,58.3,54
8/7/24,60.8,60.1
8/8/24,54.1,50.7
8/9/24,55.4,53.1
8/10/24,53.2,54.3
8/11/24,46.4,47.5
8/12/24,58.6,54.3
8/13/24,,48.2
8/14/24,,42.1
8/15/24,46.4,48.7
8/16/24,38.8,44.2
8/17/24,57,52.2
8/18/24,52,50.4
8/19/24,36.3,48.6
8/20/24,58.3,55.8
8/21/24,57.4,54.5
8/22/24,51.8,50
8/23/24,56.3,53.8
8/24/24,37,49.1
8/25/24,43.3,45
8/26/24,104.2,42.1
8/27/24,43.2,41.9
8/28/24,53.1,47.7
8/29/24,38.8,41
8/30/24,46.8,45.3
8/31/24,51.4,48.6
9/1/24,57.6,52.9
9/2/24,60.3,56.8
9/3/24,53.6,49.1
9/4/24,47.5,45.9
9/5/24,49.1,43.5
9/6/24,50.7,50.2
9/7/24,51.8,51.8
9/8/24,54.9,52
9/9/24,51.8,53.6
9/10/24,51.8,55
9/11/24,25.5,44.1
9/12/24,-67.7,39.4
9/13/24,-108.8,36.5
9/14/24,-90.6,36.3
9/15/24,-62.5,43.5
9/16/24,-37.5,46.6
9/17/24,-40.9,43.5
9/18/24,-108.4,36.3
9/19/24,17.4,39.4
9/20/24,41.2,39.6
9/21/24,39.7,40.8
9/22/24,41.4,39.6
9/23/24,40.5,43.2
9/24/24,42.6,44.8
9/25/24,57,49.5
9/26/24,52.9,52.3
9/27/24,51.3,47.7
9/28/24,53.8,48.9
9/29/24,56.5,52.9
9/30/24,46,50.7
10/1/24,35.6,33.8
10/2/24,44.6,51.1
10/3/24,39,41.5
10/4/24,44.2,43
10/5/24,50.7,54.7
10/6/24,41.5,39
10/7/24,45.7,43.2
10/8/24,43.3,41.4
10/9/24,49.3,46.9
10/10/24,48.4,47.1
10/11/24,49.8,49.8
10/12/24,47.3,48
10/13/24,50.5,45.1
10/14/24,46.8,43.7
10/15/24,45.9,45.3
10/16/24,49.5,44.2
10/17/24,35.1,38.3
10/18/24,26.6,30.2
10/19/24,26.1,27
10/20/24,39.7,34.9
10/21/24,36,38.8
10/22/24,37.8,41.4
10/23/24,34.7,39
10/24/24,30,32.5
10/25/24,27,23
10/26/24,41,37.2
10/27/24,42.8,36.9
10/28/24,34.9,37.8
10/29/24,22.8,28.6
10/30/24,19.6,22.5
10/31/24,15.4,16.3
11/1/24,16,19
11/2/24,28,23.7
11/3/24,21,25
11/4/24,14.4,15.6
11/5/24,20.3,23.9
