Date,Grand Targhee (1082) Air Temperature Average (degF),Phillips Bench Air temp F
11/21/21,18.7,23.0
11/22/21,31.1,28.4
11/23/21,25.2,29.1
11/24/21,14.5,19.6
11/25/21,20.3,20.8
11/26/21,28.9,31.6
11/27/21,27.9,31.6
11/28/21,32.9,37.8
11/29/21,33.6,38.1
11/30/21,28.2,32.9
12/1/21,33.4,35.4
12/2/21,36,39.2
12/3/21,32,35.1
12/4/21,32.4,37.6
12/5/21,23,30.6
12/6/21,19.4,25.7
12/7/21,22.5,28.2
12/8/21,23.2,28.6
12/9/21,15.1,20.8
12/10/21,7.7,13.3
12/11/21,13.1,17.8
12/12/21,21.2,23.9
12/13/21,24.8,27.0
12/14/21,25.7,27.9
12/15/21,9.5,14.9
12/16/21,11.8,16.0
12/17/21,8.2,13.3
12/18/21,12.7,14.0
12/19/21,21.4,23.5
12/20/21,24.8,28.2
12/21/21,24.1,28.9
12/22/21,24.8,30.2
12/23/21,24.1,28.0
12/24/21,19.6,24.6
12/25/21,15.3,19.8
12/26/21,10.8,15.4
12/27/21,7,12.0
12/28/21,-1.5,4.8
12/29/21,5.5,10.0
12/30/21,9.3,14.7
12/31/21,5.7,10.4
1/1/22,-0.9,1.9
1/2/22,12.4,11.5
1/3/22,18.7,20.3
1/4/22,14.4,19.8
1/5/22,14.9,20.5
1/6/22,23,27.5
1/7/22,24.4,28.4
1/8/22,14.5,19.2
1/9/22,14,12.7
1/10/22,22.8,20.8
1/11/22,19.9,21.6
1/12/22,26.1,26.8
1/13/22,30.4,29.5
1/14/22,21.9,23.2
1/15/22,25.7,23.4
1/16/22,26.8,24.1
1/17/22,28,27.1
1/18/22,21,24.1
1/19/22,18.5,21.6
1/20/22,17.1,20.7
1/21/22,17.1,20.3
1/22/22,19,16.7
1/23/22,24.4,22.3
1/24/22,20.3,23.0
1/25/22,12.9,15.6
1/26/22,12.6,14.9
1/27/22,10.9,12.6
1/28/22,21.7,16.7
1/29/22,26.8,24.4
1/30/22,24.3,25.0
1/31/22,13.6,18.1
2/1/22,5,9.7
2/2/22,-1.5,2.1
2/3/22,6.4,8.1
2/4/22,14.5,17.4
2/5/22,15.3,22.6
2/6/22,17.1,20.1
2/7/22,22.8,24.6
2/8/22,22.8,28.2
2/9/22,24.6,31.1
2/10/22,27.3,32.9
2/11/22,19.4,25.7
2/12/22,22.8,22.1
2/13/22,26.2,28.6
2/14/22,28.8,31.6
2/15/22,22.8,28.8
2/16/22,14.9,19.4
2/17/22,13.3,20.1
2/18/22,20.7,25.9
2/19/22,23.4,29.3
2/20/22,23,30.0
2/21/22,11.8,15.6
2/22/22,5.2,1.9
2/23/22,7.9,5.2
2/24/22,-1.5,4.3
2/25/22,-0.2,3.9
2/26/22,9.9,5.9
2/27/22,21.7,20.7
2/28/22,27.9,34.0
3/1/22,32.9,39.9
3/2/22,36.3,41.2
3/3/22,38.3,39.9
3/4/22,32.7,36.7
3/5/22,23.5,28.2
3/6/22,13.5,17.8
3/7/22,8.6,14.0
3/8/22,14.2,20.7
3/9/22,2.3,7.3
3/10/22,-2,3.2
3/11/22,12,17.8
3/12/22,24.3,29.8
3/13/22,23.2,27.3
3/14/22,21.7,26.8
3/15/22,27.5,30.6
3/16/22,22.1,26.2
3/17/22,18.7,23.0
3/18/22,24.1,28.2
3/19/22,30.6,33.1
3/20/22,21.6,27.0
3/21/22,15.8,20.7
3/22/22,23.4,28.0
3/23/22,32.7,36.0
3/24/22,34.7,39.6
3/25/22,38.3,43.7
3/26/22,40.6,46.0
3/27/22,44.4,45.3
3/28/22,40.8,43.9
3/29/22,29.8,35.6
3/30/22,28.8,32.0
3/31/22,23.5,31.6
4/1/22,23.7,30.6
4/2/22,29.1,34.5
4/3/22,28,32.9
4/4/22,27.9,32.0
4/5/22,13.6,21.9
4/6/22,17.4,25.7
4/7/22,30,34.2
4/8/22,40.3,42.4
4/9/22,23.7,31.3
4/10/22,14.4,21.2
4/11/22,19.6,24.3
4/12/22,9.7,15.8
4/13/22,10.8,15.6
4/14/22,18.7,24.3
4/15/22,19.4,25.3
4/16/22,27.3,31.3
4/17/22,19.6,26.6
4/18/22,35.6,37.8
4/19/22,27.9,32.0
4/20/22,27,32.0
4/21/22,35.4,39.2
4/22/22,29.1,34.5
4/23/22,24.4,30.6
4/24/22,26.2,30.7
4/25/22,31.5,35.1
4/26/22,36.7,39.7
4/27/22,34.3,37.2
4/28/22,32,34.2
4/29/22,25.3,31.1
4/30/22,31.5,36.1
5/1/22,35.4,38.7
5/2/22,35.6,40.5
5/3/22,26.2,31.6
5/4/22,36.3,39.0
5/5/22,40.8,44.8
5/6/22,39,44.4
5/7/22,31.3,37.9
5/8/22,24.4,31.3
5/9/22,18.3,24.8
5/10/22,25,30.7
5/11/22,36,39.2
5/12/22,29.7,37.0
5/13/22,30.4,37.0
5/14/22,35.8,39.7
5/15/22,45.5,47.8
5/16/22,49.6,52.9
5/17/22,44.8,48.4
5/18/22,42.4,48.4
5/19/22,29.8,35.4
5/20/22,27.5,32.9
5/21/22,30,34.0
5/22/22,30.4,34.9
5/23/22,33.4,38.3
5/24/22,35.2,37.6
5/25/22,43.5,47.1
5/26/22,49.6,52.3
5/27/22,46.2,49.8
5/28/22,35.2,39.9
5/29/22,31.3,35.6
5/30/22,30.9,35.6
5/31/22,36.9,38.3
6/1/22,39.9,43.0
6/2/22,45.3,47.7
6/3/22,49.6,51.4
6/4/22,44.8,48.7
6/5/22,39.7,43.7
6/6/22,39.7,45.5
6/7/22,40.6,45.3
6/8/22,46.8,50.2
6/9/22,49.1,54.7
6/10/22,53.1,58.6
6/11/22,52.2,58.3
6/12/22,46,52.9
6/13/22,34,39.2
6/14/22,28.9,35.4
6/15/22,37.9,43.3
6/16/22,56.8,56.3
6/17/22,60.3,61.3
6/18/22,54.3,57.7
6/19/22,41.7,44.6
6/20/22,34.5,38.7
6/21/22,44.2,45.9
6/22/22,51.6,54.3
6/23/22,54,57.7
6/24/22,49.3,54.5
6/25/22,47.3,51.1
6/26/22,52.7,54.1
6/27/22,56.7,59.4
6/28/22,59.2,59.5
6/29/22,54.3,59.0
6/30/22,53.6,57.9
7/1/22,56.5,58.6
7/2/22,57.2,57.6
7/3/22,58.6,61.3
7/4/22,55.2,59.4
7/5/22,57.4,60.4
7/6/22,60.6,62.1
7/7/22,61.2,63.5
7/8/22,62.8,64.2
7/9/22,63.9,66.2
7/10/22,57.6,63.1
7/11/22,56.1,60.6
7/12/22,61.5,63.7
7/13/22,62.2,63.1
7/14/22,61.5,63.1
7/15/22,61.2,63.0
7/16/22,62.8,64.0
7/17/22,65.1,68.0
7/18/22,59.5,64.2
7/19/22,56.8,61.9
7/20/22,60.8,64.8
7/21/22,61.3,64.2
7/22/22,63.3,66.9
7/23/22,60.1,63.3
7/24/22,61.2,63.5
7/25/22,57,61.2
7/26/22,60.4,62.8
7/27/22,62.2,64.8
7/28/22,62.2,63.7
7/29/22,62.2,63.5
7/30/22,62.4,64.2
7/31/22,64,66.0
8/1/22,64.2,67.3
8/2/22,52.5,56.1
8/3/22,55.9,57.4
8/4/22,59.4,59.7
8/5/22,52.5,54.7
8/6/22,48.7,51.4
8/7/22,52,54.3
8/8/22,58.6,65.1
8/9/22,63.1,62.2
8/10/22,62.4,65.3
8/11/22,59,62.8
8/12/22,59.9,61.9
8/13/22,56.8,59.0
8/14/22,56.8,57.7
8/15/22,58.6,59.9
8/16/22,61.5,61.9
8/17/22,63.1,63.5
8/18/22,63.5,63.9
8/19/22,58.6,59.0
8/20/22,56.8,58.1
8/21/22,55.2,58.1
8/22/22,59.5,57.2
8/23/22,58.5,55.9
8/24/22,58.5,56.1
8/25/22,55.8,55.4
8/26/22,56.3,57.7
8/27/22,54.7,59.4
8/28/22,50.5,55.6
8/29/22,55.2,56.8
8/30/22,60.3,60.6
8/31/22,63.5,63.1
