"Plot Title: 10972588"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 10972588, SEN S/N: 10972588)","Coupler Detached (LGR S/N: 10972588)","Coupler Attached (LGR S/N: 10972588)","Host Connected (LGR S/N: 10972588)","End Of File (LGR S/N: 10972588)"
1,08/03/20 06:20:54 PM,23.521,,,,
2,08/03/20 06:21:10 PM,,Logged,,,
3,08/03/20 07:20:54 PM,23.737,,,,
4,08/03/20 08:20:54 PM,23.545,,,,
5,08/03/20 09:20:54 PM,23.304,,,,
6,08/03/20 10:20:54 PM,23.088,,,,
7,08/03/20 11:20:54 PM,22.848,,,,
8,08/04/20 12:20:54 AM,22.729,,,,
9,08/04/20 01:20:54 AM,22.585,,,,
10,08/04/20 02:20:54 AM,22.441,,,,
11,08/04/20 03:20:54 AM,22.274,,,,
12,08/04/20 04:20:54 AM,22.106,,,,
13,08/04/20 05:20:54 AM,21.987,,,,
14,08/04/20 06:20:54 AM,21.915,,,,
15,08/04/20 07:20:54 AM,22.321,,,,
16,08/04/20 08:20:54 AM,34.176,,,,
17,08/04/20 09:20:54 AM,26.500,,,,
18,08/04/20 10:20:54 AM,24.629,,,,
19,08/04/20 11:20:54 AM,24.243,,,,
20,08/04/20 12:20:54 PM,23.689,,,,
21,08/04/20 01:20:54 PM,23.280,,,,
22,08/04/20 02:20:54 PM,23.328,,,,
23,08/04/20 03:20:54 PM,23.376,,,,
24,08/04/20 04:20:54 PM,23.448,,,,
25,08/04/20 05:20:54 PM,23.497,,,,
26,08/04/20 06:20:54 PM,27.604,,,,
27,08/04/20 07:20:54 PM,27.776,,,,
28,08/04/20 08:20:54 PM,24.798,,,,
29,08/04/20 09:20:54 PM,22.082,,,,
30,08/04/20 10:20:54 PM,20.341,,,,
31,08/04/20 11:20:54 PM,18.723,,,,
32,08/05/20 12:20:54 AM,17.439,,,,
33,08/05/20 01:20:54 AM,16.320,,,,
34,08/05/20 02:20:54 AM,15.557,,,,
35,08/05/20 03:20:54 AM,15.342,,,,
36,08/05/20 04:20:54 AM,15.223,,,,
37,08/05/20 05:20:54 AM,15.175,,,,
38,08/05/20 06:20:54 AM,14.816,,,,
39,08/05/20 07:20:54 AM,15.031,,,,
40,08/05/20 08:20:54 AM,18.842,,,,
41,08/05/20 09:20:54 AM,23.641,,,,
42,08/05/20 10:20:54 AM,30.318,,,,
43,08/05/20 11:20:54 AM,35.448,,,,
44,08/05/20 12:20:54 PM,38.170,,,,
45,08/05/20 01:20:54 PM,37.343,,,,
46,08/05/20 02:20:54 PM,34.651,,,,
47,08/05/20 03:20:54 PM,35.208,,,,
48,08/05/20 04:20:54 PM,35.609,,,,
49,08/05/20 05:20:54 PM,35.182,,,,
50,08/05/20 06:20:54 PM,33.887,,,,
51,08/05/20 07:20:54 PM,33.105,,,,
52,08/05/20 08:20:54 PM,30.596,,,,
53,08/05/20 09:20:54 PM,22.920,,,,
54,08/05/20 10:20:54 PM,20.793,,,,
55,08/05/20 11:20:54 PM,19.294,,,,
56,08/06/20 12:20:54 AM,17.915,,,,
57,08/06/20 01:20:54 AM,17.058,,,,
58,08/06/20 02:20:54 AM,16.963,,,,
59,08/06/20 03:20:54 AM,16.368,,,,
60,08/06/20 04:20:54 AM,16.463,,,,
61,08/06/20 05:20:54 AM,16.392,,,,
62,08/06/20 06:20:54 AM,16.201,,,,
63,08/06/20 07:20:54 AM,15.485,,,,
64,08/06/20 08:20:54 AM,16.201,,,,
65,08/06/20 09:20:54 AM,20.579,,,,
66,08/06/20 10:20:54 AM,21.772,,,,
67,08/06/20 11:20:54 AM,22.178,,,,
68,08/06/20 12:20:54 PM,22.705,,,,
69,08/06/20 01:20:54 PM,23.905,,,,
70,08/06/20 02:20:54 PM,26.989,,,,
71,08/06/20 03:20:54 PM,32.794,,,,
72,08/06/20 04:20:54 PM,38.309,,,,
73,08/06/20 05:20:54 PM,36.769,,,,
74,08/06/20 06:20:54 PM,33.940,,,,
75,08/06/20 07:20:54 PM,31.970,,,,
76,08/06/20 08:20:54 PM,29.290,,,,
77,08/06/20 09:20:54 PM,27.358,,,,
78,08/06/20 10:20:54 PM,19.436,,,,
79,08/06/20 11:20:54 PM,21.032,,,,
80,08/07/20 12:20:54 AM,19.865,,,,
81,08/07/20 01:20:54 AM,18.129,,,,
82,08/07/20 02:20:54 AM,16.606,,,,
83,08/07/20 03:20:54 AM,15.247,,,,
84,08/07/20 04:20:54 AM,14.026,,,,
85,08/07/20 05:20:54 AM,12.944,,,,
86,08/07/20 06:20:54 AM,11.977,,,,
87,08/07/20 07:20:54 AM,11.297,,,,
88,08/07/20 08:20:54 AM,13.906,,,,
89,08/07/20 09:20:54 AM,17.153,,,,
90,08/07/20 10:20:54 AM,19.032,,,,
91,08/07/20 11:20:54 AM,24.171,,,,
92,08/07/20 12:20:54 PM,28.965,,,,
93,08/07/20 01:20:54 PM,32.175,,,,
94,08/07/20 02:20:54 PM,35.743,,,,
95,08/07/20 03:20:54 PM,39.460,,,,
96,08/07/20 04:20:54 PM,42.327,,,,
97,08/07/20 05:20:54 PM,44.503,,,,
98,08/07/20 06:20:54 PM,44.596,,,,
99,08/07/20 07:20:54 PM,36.987,,,,
100,08/07/20 08:20:54 PM,30.318,,,,
101,08/07/20 09:20:54 PM,25.963,,,,
102,08/07/20 10:20:54 PM,22.657,,,,
103,08/07/20 11:20:54 PM,19.817,,,,
104,08/08/20 12:20:54 AM,17.368,,,,
105,08/08/20 01:20:54 AM,15.247,,,,
106,08/08/20 02:20:54 AM,13.497,,,,
107,08/08/20 03:20:54 AM,12.001,,,,
108,08/08/20 04:20:54 AM,10.736,,,,
109,08/08/20 05:20:54 AM,9.632,,,,
110,08/08/20 06:20:54 AM,8.792,,,,
111,08/08/20 07:20:54 AM,8.120,,,,
112,08/08/20 08:20:54 AM,9.731,,,,
113,08/08/20 09:20:54 AM,13.209,,,,
114,08/08/20 10:20:54 AM,15.223,,,,
115,08/08/20 11:20:54 AM,20.913,,,,
116,08/08/20 12:20:54 PM,26.182,,,,
117,08/08/20 01:20:54 PM,29.916,,,,
118,08/08/20 02:20:54 PM,34.229,,,,
119,08/08/20 03:20:54 PM,38.449,,,,
120,08/08/20 04:20:54 PM,41.913,,,,
121,08/08/20 05:20:54 PM,41.795,,,,
122,08/08/20 06:20:54 PM,38.198,,,,
123,08/08/20 07:20:54 PM,33.757,,,,
124,08/08/20 08:20:54 PM,28.816,,,,
125,08/08/20 09:20:54 PM,19.555,,,,
126,08/08/20 10:20:54 PM,19.436,,,,
127,08/08/20 11:20:54 PM,19.270,,,,
128,08/09/20 12:20:54 AM,18.129,,,,
129,08/09/20 01:20:54 AM,16.773,,,,
130,08/09/20 02:20:54 AM,15.414,,,,
131,08/09/20 03:20:54 AM,14.098,,,,
132,08/09/20 04:20:54 AM,12.606,,,,
133,08/09/20 05:20:54 AM,11.346,,,,
134,08/09/20 06:20:54 AM,10.222,,,,
135,08/09/20 07:20:54 AM,9.509,,,,
136,08/09/20 08:20:54 AM,10.980,,,,
137,08/09/20 09:20:54 AM,13.449,,,,
138,08/09/20 10:20:54 AM,22.321,,,,
139,08/09/20 11:20:54 AM,29.966,,,,
140,08/09/20 12:20:54 PM,35.770,,,,
141,08/09/20 01:20:54 PM,39.403,,,,
142,08/09/20 02:20:54 PM,40.833,,,,
143,08/09/20 03:20:54 PM,39.601,,,,
144,08/09/20 04:20:54 PM,41.443,,,,
145,08/09/20 05:20:54 PM,36.796,,,,
146,08/09/20 06:20:54 PM,31.637,,,,
147,08/09/20 07:20:54 PM,28.916,,,,
148,08/09/20 08:20:54 PM,25.428,,,,
149,08/09/20 09:20:54 PM,19.960,,,,
150,08/09/20 10:20:54 PM,21.246,,,,
151,08/09/20 11:20:54 PM,21.008,,,,
152,08/10/20 12:20:54 AM,20.198,,,,
153,08/10/20 01:20:54 AM,19.127,,,,
154,08/10/20 02:20:54 AM,18.033,,,,
155,08/10/20 03:20:54 AM,16.987,,,,
156,08/10/20 04:20:54 AM,15.986,,,,
157,08/10/20 05:20:54 AM,15.008,,,,
158,08/10/20 06:20:54 AM,14.026,,,,
159,08/10/20 07:20:54 AM,13.209,,,,
160,08/10/20 08:20:54 AM,14.888,,,,
161,08/10/20 09:20:54 AM,19.365,,,,
162,08/10/20 10:20:54 AM,27.702,,,,
163,08/10/20 11:20:54 AM,28.023,,,,
164,08/10/20 12:20:54 PM,3.116,,,,
165,08/10/20 01:20:54 PM,3.221,,,,
166,08/10/20 02:20:54 PM,3.274,,,,
167,08/10/20 03:20:54 PM,3.248,,,,
168,08/10/20 04:20:54 PM,3.195,,,,
169,08/10/20 05:20:54 PM,3.036,,,,
170,08/10/20 06:20:54 PM,2.956,,,,
171,08/10/20 07:20:54 PM,2.903,,,,
172,08/10/20 08:20:54 PM,2.797,,,,
173,08/10/20 09:20:54 PM,2.744,,,,
174,08/10/20 10:20:54 PM,2.664,,,,
175,08/10/20 11:20:54 PM,2.584,,,,
176,08/11/20 12:20:54 AM,2.557,,,,
177,08/11/20 01:20:54 AM,2.477,,,,
178,08/11/20 02:20:54 AM,2.450,,,,
179,08/11/20 03:20:54 AM,2.423,,,,
180,08/11/20 04:20:54 AM,2.370,,,,
181,08/11/20 05:20:54 AM,2.343,,,,
182,08/11/20 06:20:54 AM,2.289,,,,
183,08/11/20 07:20:54 AM,2.262,,,,
184,08/11/20 08:20:54 AM,2.423,,,,
185,08/11/20 09:20:54 AM,2.610,,,,
186,08/11/20 10:20:54 AM,2.770,,,,
187,08/11/20 11:20:54 AM,2.903,,,,
188,08/11/20 12:20:54 PM,3.063,,,,
189,08/11/20 01:20:54 PM,3.168,,,,
190,08/11/20 02:20:54 PM,3.221,,,,
191,08/11/20 03:20:54 PM,3.248,,,,
192,08/11/20 04:20:54 PM,3.168,,,,
193,08/11/20 05:20:54 PM,2.930,,,,
194,08/11/20 06:20:54 PM,2.850,,,,
195,08/11/20 07:20:54 PM,2.797,,,,
196,08/11/20 08:20:54 PM,2.744,,,,
197,08/11/20 09:20:54 PM,2.690,,,,
198,08/11/20 10:20:54 PM,2.637,,,,
199,08/11/20 11:20:54 PM,2.584,,,,
200,08/12/20 12:20:54 AM,2.557,,,,
201,08/12/20 01:20:54 AM,2.530,,,,
202,08/12/20 02:20:54 AM,2.503,,,,
203,08/12/20 03:20:54 AM,2.477,,,,
204,08/12/20 04:20:54 AM,2.423,,,,
205,08/12/20 05:20:54 AM,2.423,,,,
206,08/12/20 06:20:54 AM,2.423,,,,
207,08/12/20 07:20:54 AM,2.423,,,,
208,08/12/20 08:20:54 AM,2.423,,,,
209,08/12/20 09:20:54 AM,2.610,,,,
210,08/12/20 10:20:54 AM,2.850,,,,
211,08/12/20 11:20:54 AM,3.009,,,,
212,08/12/20 12:20:54 PM,3.063,,,,
213,08/12/20 01:20:54 PM,3.195,,,,
214,08/12/20 02:20:54 PM,3.168,,,,
215,08/12/20 03:20:54 PM,3.274,,,,
216,08/12/20 04:20:54 PM,3.195,,,,
217,08/12/20 05:20:54 PM,3.036,,,,
218,08/12/20 06:20:54 PM,2.956,,,,
219,08/12/20 07:20:54 PM,2.903,,,,
220,08/12/20 08:20:54 PM,2.877,,,,
221,08/12/20 09:20:54 PM,2.823,,,,
222,08/12/20 10:20:54 PM,2.797,,,,
223,08/12/20 11:20:54 PM,2.744,,,,
224,08/13/20 12:20:54 AM,2.717,,,,
225,08/13/20 01:20:54 AM,2.690,,,,
226,08/13/20 02:20:54 AM,2.637,,,,
227,08/13/20 03:20:54 AM,2.610,,,,
228,08/13/20 04:20:54 AM,2.584,,,,
229,08/13/20 05:20:54 AM,2.557,,,,
230,08/13/20 06:20:54 AM,2.530,,,,
231,08/13/20 07:20:54 AM,2.503,,,,
232,08/13/20 08:20:54 AM,2.584,,,,
233,08/13/20 09:20:54 AM,2.797,,,,
234,08/13/20 10:20:54 AM,3.009,,,,
235,08/13/20 11:20:54 AM,3.195,,,,
236,08/13/20 12:20:54 PM,3.380,,,,
237,08/13/20 01:20:54 PM,3.459,,,,
238,08/13/20 02:20:54 PM,3.354,,,,
239,08/13/20 03:20:54 PM,3.354,,,,
240,08/13/20 04:20:54 PM,3.274,,,,
241,08/13/20 05:20:54 PM,3.009,,,,
242,08/13/20 06:20:54 PM,2.903,,,,
243,08/13/20 07:20:54 PM,2.850,,,,
244,08/13/20 08:20:54 PM,2.797,,,,
245,08/13/20 09:20:54 PM,2.744,,,,
246,08/13/20 10:20:54 PM,2.717,,,,
247,08/13/20 11:20:54 PM,2.690,,,,
248,08/14/20 12:20:54 AM,2.637,,,,
249,08/14/20 01:20:54 AM,2.584,,,,
250,08/14/20 02:20:54 AM,2.530,,,,
251,08/14/20 03:20:54 AM,2.477,,,,
252,08/14/20 04:20:54 AM,2.423,,,,
253,08/14/20 05:20:54 AM,2.396,,,,
254,08/14/20 06:20:54 AM,2.343,,,,
255,08/14/20 07:20:54 AM,2.316,,,,
256,08/14/20 08:20:54 AM,2.477,,,,
257,08/14/20 09:20:54 AM,2.690,,,,
258,08/14/20 10:20:54 AM,2.903,,,,
259,08/14/20 11:20:54 AM,3.063,,,,
260,08/14/20 12:20:54 PM,3.221,,,,
261,08/14/20 01:20:54 PM,3.354,,,,
262,08/14/20 02:20:54 PM,3.406,,,,
263,08/14/20 03:20:54 PM,3.459,,,,
264,08/14/20 04:20:54 PM,3.380,,,,
265,08/14/20 05:20:54 PM,3.116,,,,
266,08/14/20 06:20:54 PM,2.983,,,,
267,08/14/20 07:20:54 PM,2.903,,,,
268,08/14/20 08:20:54 PM,2.823,,,,
269,08/14/20 09:20:54 PM,2.744,,,,
270,08/14/20 10:20:54 PM,2.690,,,,
271,08/14/20 11:20:54 PM,2.637,,,,
272,08/15/20 12:20:54 AM,2.584,,,,
273,08/15/20 01:20:54 AM,2.530,,,,
274,08/15/20 02:20:54 AM,2.503,,,,
275,08/15/20 03:20:54 AM,2.450,,,,
276,08/15/20 04:20:54 AM,2.423,,,,
277,08/15/20 05:20:54 AM,2.370,,,,
278,08/15/20 06:20:54 AM,2.343,,,,
279,08/15/20 07:20:54 AM,2.316,,,,
280,08/15/20 08:20:54 AM,2.530,,,,
281,08/15/20 09:20:54 AM,2.744,,,,
282,08/15/20 10:20:54 AM,2.956,,,,
283,08/15/20 11:20:54 AM,3.168,,,,
284,08/15/20 12:20:54 PM,3.380,,,,
285,08/15/20 01:20:54 PM,3.538,,,,
286,08/15/20 02:20:54 PM,3.617,,,,
287,08/15/20 03:20:54 PM,3.591,,,,
288,08/15/20 04:20:54 PM,3.485,,,,
289,08/15/20 05:20:54 PM,3.274,,,,
290,08/15/20 06:20:54 PM,3.168,,,,
291,08/15/20 07:20:54 PM,3.089,,,,
292,08/15/20 08:20:54 PM,2.983,,,,
293,08/15/20 09:20:54 PM,2.903,,,,
294,08/15/20 10:20:54 PM,2.850,,,,
295,08/15/20 11:20:54 PM,2.797,,,,
296,08/16/20 12:20:54 AM,2.770,,,,
297,08/16/20 01:20:54 AM,2.717,,,,
298,08/16/20 02:20:54 AM,2.690,,,,
299,08/16/20 03:20:54 AM,2.637,,,,
300,08/16/20 04:20:54 AM,2.610,,,,
301,08/16/20 05:20:54 AM,2.557,,,,
302,08/16/20 06:20:54 AM,2.530,,,,
303,08/16/20 07:20:54 AM,2.503,,,,
304,08/16/20 08:20:54 AM,2.690,,,,
305,08/16/20 09:20:54 AM,2.930,,,,
306,08/16/20 10:20:54 AM,3.195,,,,
307,08/16/20 11:20:54 AM,3.406,,,,
308,08/16/20 12:20:54 PM,3.564,,,,
309,08/16/20 01:20:54 PM,3.749,,,,
310,08/16/20 02:20:54 PM,3.854,,,,
311,08/16/20 03:20:54 PM,3.827,,,,
312,08/16/20 04:20:54 PM,3.670,,,,
313,08/16/20 05:20:54 PM,3.406,,,,
314,08/16/20 06:20:54 PM,3.301,,,,
315,08/16/20 07:20:54 PM,3.221,,,,
316,08/16/20 08:20:54 PM,3.168,,,,
317,08/16/20 09:20:54 PM,3.116,,,,
318,08/16/20 10:20:54 PM,3.063,,,,
319,08/16/20 11:20:54 PM,3.009,,,,
320,08/17/20 12:20:54 AM,2.983,,,,
321,08/17/20 01:20:54 AM,2.956,,,,
322,08/17/20 02:20:54 AM,2.903,,,,
323,08/17/20 03:20:54 AM,2.850,,,,
324,08/17/20 04:20:54 AM,2.823,,,,
325,08/17/20 05:20:54 AM,2.797,,,,
326,08/17/20 06:20:54 AM,2.770,,,,
327,08/17/20 07:20:54 AM,2.770,,,,
328,08/17/20 08:20:54 AM,2.930,,,,
329,08/17/20 09:20:54 AM,3.142,,,,
330,08/17/20 10:20:54 AM,3.354,,,,
331,08/17/20 11:20:54 AM,3.591,,,,
332,08/17/20 12:20:54 PM,3.801,,,,
333,08/17/20 01:20:54 PM,3.958,,,,
334,08/17/20 02:20:54 PM,4.063,,,,
335,08/17/20 03:20:54 PM,4.063,,,,
336,08/17/20 04:20:54 PM,4.011,,,,
337,08/17/20 05:20:54 PM,3.749,,,,
338,08/17/20 06:20:54 PM,3.643,,,,
339,08/17/20 07:20:54 PM,3.564,,,,
340,08/17/20 08:20:54 PM,3.485,,,,
341,08/17/20 09:20:54 PM,3.380,,,,
342,08/17/20 10:20:54 PM,3.301,,,,
343,08/17/20 11:20:54 PM,3.274,,,,
344,08/18/20 12:20:54 AM,3.221,,,,
345,08/18/20 01:20:54 AM,3.195,,,,
346,08/18/20 02:20:54 AM,3.168,,,,
347,08/18/20 03:20:54 AM,3.116,,,,
348,08/18/20 04:20:54 AM,3.089,,,,
349,08/18/20 05:20:54 AM,3.063,,,,
350,08/18/20 06:20:54 AM,3.009,,,,
351,08/18/20 07:20:54 AM,3.009,,,,
352,08/18/20 08:20:54 AM,3.142,,,,
353,08/18/20 09:20:54 AM,3.327,,,,
354,08/18/20 10:20:54 AM,3.538,,,,
355,08/18/20 11:20:54 AM,3.591,,,,
356,08/18/20 12:20:54 PM,3.880,,,,
357,08/18/20 01:20:54 PM,3.906,,,,
358,08/18/20 02:20:54 PM,3.827,,,,
359,08/18/20 03:20:54 PM,3.985,,,,
360,08/18/20 04:20:54 PM,3.906,,,,
361,08/18/20 05:20:54 PM,3.775,,,,
362,08/18/20 06:20:54 PM,3.670,,,,
363,08/18/20 07:20:54 PM,3.591,,,,
364,08/18/20 08:20:54 PM,3.512,,,,
365,08/18/20 09:20:54 PM,3.459,,,,
366,08/18/20 10:20:54 PM,3.459,,,,
367,08/18/20 11:20:54 PM,3.380,,,,
368,08/19/20 12:20:54 AM,3.327,,,,
369,08/19/20 01:20:54 AM,3.301,,,,
370,08/19/20 02:20:54 AM,3.248,,,,
371,08/19/20 03:20:54 AM,3.195,,,,
372,08/19/20 04:20:54 AM,3.168,,,,
373,08/19/20 05:20:54 AM,3.142,,,,
374,08/19/20 06:20:54 AM,3.142,,,,
375,08/19/20 07:20:54 AM,3.168,,,,
376,08/19/20 08:20:54 AM,3.168,,,,
377,08/19/20 09:20:54 AM,3.221,,,,
378,08/19/20 10:20:54 AM,3.406,,,,
379,08/19/20 11:20:54 AM,3.696,,,,
380,08/19/20 12:20:54 PM,3.880,,,,
381,08/19/20 01:20:54 PM,4.011,,,,
382,08/19/20 02:20:54 PM,3.958,,,,
383,08/19/20 03:20:54 PM,4.011,,,,
384,08/19/20 04:20:54 PM,3.958,,,,
385,08/19/20 05:20:54 PM,3.775,,,,
386,08/19/20 06:20:54 PM,3.722,,,,
387,08/19/20 07:20:54 PM,3.643,,,,
388,08/19/20 08:20:54 PM,3.538,,,,
389,08/19/20 09:20:54 PM,3.433,,,,
390,08/19/20 10:20:54 PM,3.354,,,,
391,08/19/20 11:20:54 PM,3.274,,,,
392,08/20/20 12:20:54 AM,3.221,,,,
393,08/20/20 01:20:54 AM,3.168,,,,
394,08/20/20 02:20:54 AM,3.116,,,,
395,08/20/20 03:20:54 AM,3.089,,,,
396,08/20/20 04:20:54 AM,3.063,,,,
397,08/20/20 05:20:54 AM,3.036,,,,
398,08/20/20 06:20:54 AM,3.009,,,,
399,08/20/20 07:20:54 AM,3.009,,,,
400,08/20/20 08:20:54 AM,3.063,,,,
401,08/20/20 09:20:54 AM,3.168,,,,
402,08/20/20 10:20:54 AM,3.327,,,,
403,08/20/20 11:20:54 AM,3.485,,,,
404,08/20/20 12:20:54 PM,3.538,,,,
405,08/20/20 01:20:54 PM,3.591,,,,
406,08/20/20 02:20:54 PM,3.591,,,,
407,08/20/20 03:20:54 PM,3.643,,,,
408,08/20/20 04:20:54 PM,3.643,,,,
409,08/20/20 05:20:54 PM,3.538,,,,
410,08/20/20 06:20:54 PM,3.459,,,,
411,08/20/20 07:20:54 PM,3.380,,,,
412,08/20/20 08:20:54 PM,3.327,,,,
413,08/20/20 09:20:54 PM,3.274,,,,
414,08/20/20 10:20:54 PM,3.221,,,,
415,08/20/20 11:20:54 PM,3.116,,,,
416,08/21/20 12:20:54 AM,3.009,,,,
417,08/21/20 01:20:54 AM,2.956,,,,
418,08/21/20 02:20:54 AM,2.903,,,,
419,08/21/20 03:20:54 AM,2.850,,,,
420,08/21/20 04:20:54 AM,2.823,,,,
421,08/21/20 05:20:54 AM,2.770,,,,
422,08/21/20 06:20:54 AM,2.744,,,,
423,08/21/20 07:20:54 AM,2.717,,,,
424,08/21/20 08:20:54 AM,2.877,,,,
425,08/21/20 09:20:54 AM,3.036,,,,
426,08/21/20 10:20:54 AM,3.168,,,,
427,08/21/20 11:20:54 AM,3.221,,,,
428,08/21/20 12:20:54 PM,3.327,,,,
429,08/21/20 01:20:54 PM,3.433,,,,
430,08/21/20 02:20:54 PM,3.538,,,,
431,08/21/20 03:20:54 PM,3.617,,,,
432,08/21/20 04:20:54 PM,3.564,,,,
433,08/21/20 05:20:54 PM,3.406,,,,
434,08/21/20 06:20:54 PM,3.327,,,,
435,08/21/20 07:20:54 PM,3.248,,,,
436,08/21/20 08:20:54 PM,3.168,,,,
437,08/21/20 09:20:54 PM,3.116,,,,
438,08/21/20 10:20:54 PM,3.063,,,,
439,08/21/20 11:20:54 PM,3.009,,,,
440,08/22/20 12:20:54 AM,2.956,,,,
441,08/22/20 01:20:54 AM,2.930,,,,
442,08/22/20 02:20:54 AM,2.903,,,,
443,08/22/20 03:20:54 AM,2.877,,,,
444,08/22/20 04:20:54 AM,2.850,,,,
445,08/22/20 05:20:54 AM,2.823,,,,
446,08/22/20 06:20:54 AM,2.823,,,,
447,08/22/20 07:20:54 AM,2.823,,,,
448,08/22/20 08:20:54 AM,2.903,,,,
449,08/22/20 09:20:54 AM,3.063,,,,
450,08/22/20 10:20:54 AM,3.274,,,,
451,08/22/20 11:20:54 AM,3.485,,,,
452,08/22/20 12:20:54 PM,3.643,,,,
453,08/22/20 01:20:54 PM,3.801,,,,
454,08/22/20 02:20:54 PM,3.906,,,,
455,08/22/20 03:20:54 PM,3.880,,,,
456,08/22/20 04:20:54 PM,3.801,,,,
457,08/22/20 05:20:54 PM,3.643,,,,
458,08/22/20 06:20:54 PM,3.564,,,,
459,08/22/20 07:20:54 PM,3.485,,,,
460,08/22/20 08:20:54 PM,3.380,,,,
461,08/22/20 09:20:54 PM,3.327,,,,
462,08/22/20 10:20:54 PM,3.274,,,,
463,08/22/20 11:20:54 PM,3.221,,,,
464,08/23/20 12:20:54 AM,3.168,,,,
465,08/23/20 01:20:54 AM,3.116,,,,
466,08/23/20 02:20:54 AM,3.063,,,,
467,08/23/20 03:20:54 AM,3.036,,,,
468,08/23/20 04:20:54 AM,2.983,,,,
469,08/23/20 05:20:54 AM,2.930,,,,
470,08/23/20 06:20:54 AM,2.877,,,,
471,08/23/20 07:20:54 AM,2.850,,,,
472,08/23/20 08:20:54 AM,2.930,,,,
473,08/23/20 09:20:54 AM,3.089,,,,
474,08/23/20 10:20:54 AM,3.248,,,,
475,08/23/20 11:20:54 AM,3.433,,,,
476,08/23/20 12:20:54 PM,3.591,,,,
477,08/23/20 01:20:54 PM,3.775,,,,
478,08/23/20 02:20:54 PM,3.880,,,,
479,08/23/20 03:20:54 PM,3.854,,,,
480,08/23/20 04:20:54 PM,3.827,,,,
481,08/23/20 05:20:54 PM,3.696,,,,
482,08/23/20 06:20:54 PM,3.617,,,,
483,08/23/20 07:20:54 PM,3.538,,,,
484,08/23/20 08:20:54 PM,3.433,,,,
485,08/23/20 09:20:54 PM,3.327,,,,
486,08/23/20 10:20:54 PM,3.274,,,,
487,08/23/20 11:20:54 PM,3.248,,,,
488,08/24/20 12:20:54 AM,3.195,,,,
489,08/24/20 01:20:54 AM,3.168,,,,
490,08/24/20 02:20:54 AM,3.142,,,,
491,08/24/20 03:20:54 AM,3.116,,,,
492,08/24/20 04:20:54 AM,3.089,,,,
493,08/24/20 05:20:54 AM,3.063,,,,
494,08/24/20 06:20:54 AM,3.063,,,,
495,08/24/20 07:20:54 AM,3.063,,,,
496,08/24/20 08:20:54 AM,3.168,,,,
497,08/24/20 09:20:54 AM,3.327,,,,
498,08/24/20 10:20:54 AM,3.459,,,,
499,08/24/20 11:20:54 AM,3.643,,,,
500,08/24/20 12:20:54 PM,3.906,,,,
501,08/24/20 01:20:54 PM,4.089,,,,
502,08/24/20 02:20:54 PM,4.194,,,,
503,08/24/20 03:20:54 PM,4.089,,,,
504,08/24/20 04:20:54 PM,4.272,,,,
505,08/24/20 05:20:54 PM,4.063,,,,
506,08/24/20 06:20:54 PM,3.906,,,,
507,08/24/20 07:20:54 PM,3.801,,,,
508,08/24/20 08:20:54 PM,3.696,,,,
509,08/24/20 09:20:54 PM,3.617,,,,
510,08/24/20 10:20:54 PM,3.538,,,,
511,08/24/20 11:20:54 PM,3.538,,,,
512,08/25/20 12:20:54 AM,3.485,,,,
513,08/25/20 01:20:54 AM,3.433,,,,
514,08/25/20 02:20:54 AM,3.406,,,,
515,08/25/20 03:20:54 AM,3.433,,,,
516,08/25/20 04:20:54 AM,3.406,,,,
517,08/25/20 05:20:54 AM,3.380,,,,
518,08/25/20 06:20:54 AM,3.380,,,,
519,08/25/20 07:20:54 AM,3.354,,,,
520,08/25/20 08:20:54 AM,3.380,,,,
521,08/25/20 09:20:54 AM,3.485,,,,
522,08/25/20 10:20:54 AM,3.749,,,,
523,08/25/20 11:20:54 AM,3.880,,,,
524,08/25/20 12:20:54 PM,4.063,,,,
525,08/25/20 01:20:54 PM,4.246,,,,
526,08/25/20 02:20:54 PM,4.272,,,,
527,08/25/20 03:20:54 PM,4.324,,,,
528,08/25/20 04:20:54 PM,4.272,,,,
529,08/25/20 05:20:54 PM,4.011,,,,
530,08/25/20 06:20:54 PM,3.932,,,,
531,08/25/20 07:20:54 PM,3.880,,,,
532,08/25/20 08:20:54 PM,3.932,,,,
533,08/25/20 09:20:54 PM,3.722,,,,
534,08/25/20 10:20:54 PM,3.643,,,,
535,08/25/20 11:20:54 PM,3.564,,,,
536,08/26/20 12:20:54 AM,3.538,,,,
537,08/26/20 01:20:54 AM,3.433,,,,
538,08/26/20 02:20:54 AM,3.354,,,,
539,08/26/20 03:20:54 AM,3.301,,,,
540,08/26/20 04:20:54 AM,3.274,,,,
541,08/26/20 05:20:54 AM,3.221,,,,
542,08/26/20 06:20:54 AM,3.168,,,,
543,08/26/20 07:20:54 AM,3.142,,,,
544,08/26/20 08:20:54 AM,3.301,,,,
545,08/26/20 09:20:54 AM,3.512,,,,
546,08/26/20 10:20:54 AM,3.749,,,,
547,08/26/20 11:20:54 AM,3.958,,,,
548,08/26/20 12:20:54 PM,4.089,,,,
549,08/26/20 01:20:54 PM,4.220,,,,
550,08/26/20 02:20:54 PM,4.272,,,,
551,08/26/20 03:20:54 PM,4.272,,,,
552,08/26/20 04:20:54 PM,4.168,,,,
553,08/26/20 05:20:54 PM,3.958,,,,
554,08/26/20 06:20:54 PM,3.827,,,,
