"ï»¿""Plot Title: 20155861""",,,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°C (LGR S/N: 20155861, SEN S/N: 20155861)",Coupler Detached (LGR S/N: 20155861),Coupler Attached (LGR S/N: 20155861),Host Connected (LGR S/N: 20155861),Stopped (LGR S/N: 20155861),End Of File (LGR S/N: 20155861),
1447,10/5/2017 1:59,0.273,,,,,,
1448,10/5/2017 2:59,0.218,,,,,,
1449,10/5/2017 3:59,0.19,,,,,,
1450,10/5/2017 4:59,0.19,,,,,,
1451,10/5/2017 5:59,0.19,,,,,,
1452,10/5/2017 6:59,0.163,,,,,,
1453,10/5/2017 7:59,0.19,,,,,,
1454,10/5/2017 8:59,0.19,,,,,,
1455,10/5/2017 9:59,0.19,,,,,,
1456,10/5/2017 10:59,0.329,,,,,,
1457,10/5/2017 11:59,0.605,,,,,,
1458,10/5/2017 12:59,0.797,,,,,,
1459,10/5/2017 13:59,0.962,,,,,,
1460,10/5/2017 14:59,1.099,,,,,,
1461,10/5/2017 15:59,1.099,,,,,,
1462,10/5/2017 16:59,0.907,,,,,,
1463,10/5/2017 17:59,0.55,,,,,,
1464,10/5/2017 18:59,0.329,,,,,,
1465,10/5/2017 19:59,0.246,,,,,,
1466,10/5/2017 20:59,0.19,,,,,,
1467,10/5/2017 21:59,0.246,,,,,,
1468,10/5/2017 22:59,0.19,,,,,,
1469,10/5/2017 23:59,0.135,,,,,,
1470,10/6/2017 0:59,0.218,,,,,,
1471,10/6/2017 1:59,0.19,,,,,,
1472,10/6/2017 2:59,0.19,,,,,,
1473,10/6/2017 3:59,0.163,,,,,,
1474,10/6/2017 4:59,0.163,,,,,,
1475,10/6/2017 5:59,0.135,,,,,,
1476,10/6/2017 6:59,0.135,,,,,,
1477,10/6/2017 7:59,0.135,,,,,,
1478,10/6/2017 8:59,0.135,,,,,,
1479,10/6/2017 9:59,0.135,,,,,,
1480,10/6/2017 10:59,0.301,,,,,,
1481,10/6/2017 11:59,0.577,,,,,,
1482,10/6/2017 12:59,0.797,,,,,,
1483,10/6/2017 13:59,0.632,,,,,,
1484,10/6/2017 14:59,0.632,,,,,,
1485,10/6/2017 15:59,0.301,,,,,,
1486,10/6/2017 16:59,0.356,,,,,,
1487,10/6/2017 17:59,0.19,,,,,,
1488,10/6/2017 18:59,0.246,,,,,,
1489,10/6/2017 19:59,0.135,,,,,,
1490,10/6/2017 20:59,0.107,,,,,,
1491,10/6/2017 21:59,0.079,,,,,,
1492,10/6/2017 22:59,0.079,,,,,,
1493,10/6/2017 23:59,0.079,,,,,,
1494,10/7/2017 0:59,0.079,,,,,,
1495,10/7/2017 1:59,0.079,,,,,,
1496,10/7/2017 2:59,0.079,,,,,,
1497,10/7/2017 3:59,0.107,,,,,,
1498,10/7/2017 4:59,0.163,,,,,,
1499,10/7/2017 5:59,0.19,,,,,,
1500,10/7/2017 6:59,0.19,,,,,,
1501,10/7/2017 7:59,0.19,,,,,,
1502,10/7/2017 8:59,0.246,,,,,,
1503,10/7/2017 9:59,0.273,,,,,,
1504,10/7/2017 10:59,0.246,,,,,,
1505,10/7/2017 11:59,0.273,,,,,,
1506,10/7/2017 12:59,0.246,,,,,,
1507,10/7/2017 13:59,0.246,,,,,,
1508,10/7/2017 14:59,0.218,,,,,,
1509,10/7/2017 15:59,0.218,,,,,,
1510,10/7/2017 16:59,0.163,,,,,,
1511,10/7/2017 17:59,0.218,,,,,,
1512,10/7/2017 18:59,0.246,,,,,,
1513,10/7/2017 19:59,0.19,,,,,,
1514,10/7/2017 20:59,0.273,,,,,,
1515,10/7/2017 21:59,0.19,,,,,,
1516,10/7/2017 22:59,0.329,,,,,,
1517,10/7/2017 23:59,0.301,,,,,,
1518,10/8/2017 0:59,0.301,,,,,,
1519,10/8/2017 1:59,0.301,,,,,,
1520,10/8/2017 2:59,0.301,,,,,,
1521,10/8/2017 3:59,0.356,,,,,,
1522,10/8/2017 4:59,0.329,,,,,,
1523,10/8/2017 5:59,0.301,,,,,,
1524,10/8/2017 6:59,0.356,,,,,,
1525,10/8/2017 7:59,0.301,,,,,,
1526,10/8/2017 8:59,0.329,,,,,,
1527,10/8/2017 9:59,0.301,,,,,,
1528,10/8/2017 10:59,0.329,,,,,,
1529,10/8/2017 11:59,0.356,,,,,,
1530,10/8/2017 12:59,0.329,,,,,,
1531,10/8/2017 13:59,0.329,,,,,,
1532,10/8/2017 14:59,0.246,,,,,,
1533,10/8/2017 15:59,0.356,,,,,,
1534,10/8/2017 16:59,0.356,,,,,,
1535,10/8/2017 17:59,0.301,,,,,,
1536,10/8/2017 18:59,0.356,,,,,,
1537,10/8/2017 19:59,0.301,,,,,,
1538,10/8/2017 20:59,0.329,,,,,,
1539,10/8/2017 21:59,0.356,,,,,,
1540,10/8/2017 22:59,0.356,,,,,,
1541,10/8/2017 23:59,0.356,,,,,,
1542,10/9/2017 0:59,0.356,,,,,,
1543,10/9/2017 1:59,0.356,,,,,,
1544,10/9/2017 2:59,0.384,,,,,,
1545,10/9/2017 3:59,0.356,,,,,,
1546,10/9/2017 4:59,0.384,,,,,,
1547,10/9/2017 5:59,0.412,,,,,,
1548,10/9/2017 6:59,0.384,,,,,,
1549,10/9/2017 7:59,0.384,,,,,,
1550,10/9/2017 8:59,0.356,,,,,,
1551,10/9/2017 9:59,0.412,,,,,,
1552,10/9/2017 10:59,0.412,,,,,,
1553,10/9/2017 11:59,0.356,,,,,,
1554,10/9/2017 12:59,0.412,,,,,,
1555,10/9/2017 13:59,0.384,,,,,,
1556,10/9/2017 14:59,0.412,,,,,,
1557,10/9/2017 15:59,0.384,,,,,,
1558,10/9/2017 16:59,0.412,,,,,,
1559,10/9/2017 17:59,0.384,,,,,,
1560,10/9/2017 18:59,0.356,,,,,,
1561,10/9/2017 19:59,0.384,,,,,,
1562,10/9/2017 20:59,0.412,,,,,,
1563,10/9/2017 21:59,0.384,,,,,,
1564,10/9/2017 22:59,0.384,,,,,,
1565,10/9/2017 23:59,0.384,,,,,,
1566,10/10/2017 0:59,0.412,,,,,,
1567,10/10/2017 1:59,0.412,,,,,,
1568,10/10/2017 2:59,0.412,,,,,,
1569,10/10/2017 3:59,0.384,,,,,,
1570,10/10/2017 4:59,0.439,,,,,,
1571,10/10/2017 5:59,0.439,,,,,,
1572,10/10/2017 6:59,0.439,,,,,,
1573,10/10/2017 7:59,0.439,,,,,,
1574,10/10/2017 8:59,0.467,,,,,,
1575,10/10/2017 9:59,0.439,,,,,,
1576,10/10/2017 10:59,0.467,,,,,,
1577,10/10/2017 11:59,0.467,,,,,,
1578,10/10/2017 12:59,0.439,,,,,,
1579,10/10/2017 13:59,0.412,,,,,,
1580,10/10/2017 14:59,0.412,,,,,,
1581,10/10/2017 15:59,0.439,,,,,,
1582,10/10/2017 16:59,0.412,,,,,,
1583,10/10/2017 17:59,0.412,,,,,,
1584,10/10/2017 18:59,0.412,,,,,,
1585,10/10/2017 19:59,0.412,,,,,,
1586,10/10/2017 20:59,0.412,,,,,,
1587,10/10/2017 21:59,0.439,,,,,,
1588,10/10/2017 22:59,0.412,,,,,,
1589,10/10/2017 23:59,0.439,,,,,,
1590,10/11/2017 0:59,0.439,,,,,,
1591,10/11/2017 1:59,0.439,,,,,,
1592,10/11/2017 2:59,0.439,,,,,,
1593,10/11/2017 3:59,0.412,,,,,,
1594,10/11/2017 4:59,0.439,,,,,,
1595,10/11/2017 5:59,0.439,,,,,,
1596,10/11/2017 6:59,0.467,,,,,,
1597,10/11/2017 7:59,0.439,,,,,,
1598,10/11/2017 8:59,0.467,,,,,,
1599,10/11/2017 9:59,0.467,,,,,,
1600,10/11/2017 10:59,0.412,,,,,,
1601,10/11/2017 11:59,0.467,,,,,,
1602,10/11/2017 12:59,0.467,,,,,,
1603,10/11/2017 13:59,0.439,,,,,,
1604,10/11/2017 14:59,0.439,,,,,,
1605,10/11/2017 15:59,0.439,,,,,,
1606,10/11/2017 16:59,0.384,,,,,,
1607,10/11/2017 17:59,0.412,,,,,,
1608,10/11/2017 18:59,0.384,,,,,,
1609,10/11/2017 19:59,0.412,,,,,,
1610,10/11/2017 20:59,0.412,,,,,,
1611,10/11/2017 21:59,0.412,,,,,,
1612,10/11/2017 22:59,0.412,,,,,,
1613,10/11/2017 23:59,0.384,,,,,,
1614,10/12/2017 0:59,0.412,,,,,,
1615,10/12/2017 1:59,0.412,,,,,,
1616,10/12/2017 2:59,0.356,,,,,,
1617,10/12/2017 3:59,0.412,,,,,,
1618,10/12/2017 4:59,0.412,,,,,,
1619,10/12/2017 5:59,0.412,,,,,,
1620,10/12/2017 6:59,0.412,,,,,,
1621,10/12/2017 7:59,0.412,,,,,,
1622,10/12/2017 8:59,0.412,,,,,,
1623,10/12/2017 9:59,0.412,,,,,,
1624,10/12/2017 10:59,0.412,,,,,,
1625,10/12/2017 11:59,0.439,,,,,,
1626,10/12/2017 12:59,0.439,,,,,,
1627,10/12/2017 13:59,0.439,,,,,,
1628,10/12/2017 14:59,0.412,,,,,,
1629,10/12/2017 15:59,0.467,,,,,,
1630,10/12/2017 16:59,0.439,,,,,,
1631,10/12/2017 17:59,0.439,,,,,,
1632,10/12/2017 18:59,0.439,,,,,,
1633,10/12/2017 19:59,0.412,,,,,,
1634,10/12/2017 20:59,0.412,,,,,,
1635,10/12/2017 21:59,0.412,,,,,,
1636,10/12/2017 22:59,0.384,,,,,,
1637,10/12/2017 23:59,0.412,,,,,,
1638,10/13/2017 0:59,0.412,,,,,,
1639,10/13/2017 1:59,0.412,,,,,,
1640,10/13/2017 2:59,0.412,,,,,,
1641,10/13/2017 3:59,0.439,,,,,,
1642,10/13/2017 4:59,0.439,,,,,,
1643,10/13/2017 5:59,0.412,,,,,,
1644,10/13/2017 6:59,0.412,,,,,,
1645,10/13/2017 7:59,0.412,,,,,,
1646,10/13/2017 8:59,0.412,,,,,,
1647,10/13/2017 9:59,0.439,,,,,,
1648,10/13/2017 10:59,0.412,,,,,,
1649,10/13/2017 11:59,0.412,,,,,,
1650,10/13/2017 12:59,0.439,,,,,,
1651,10/13/2017 13:59,0.412,,,,,,
1652,10/13/2017 14:59,0.412,,,,,,
1653,10/13/2017 15:59,0.412,,,,,,
1654,10/13/2017 16:59,0.412,,,,,,
1655,10/13/2017 17:59,0.412,,,,,,
1656,10/13/2017 18:59,0.412,,,,,,
1657,10/13/2017 19:59,0.412,,,,,,
1658,10/13/2017 20:59,0.412,,,,,,
1659,10/13/2017 21:59,0.412,,,,,,
1660,10/13/2017 22:59,0.412,,,,,,
1661,10/13/2017 23:59,0.384,,,,,,
1662,10/14/2017 0:59,0.412,,,,,,
1663,10/14/2017 1:59,0.412,,,,,,
1664,10/14/2017 2:59,0.412,,,,,,
1665,10/14/2017 3:59,0.412,,,,,,
1666,10/14/2017 4:59,0.384,,,,,,
1667,10/14/2017 5:59,0.384,,,,,,
1668,10/14/2017 6:59,0.384,,,,,,
1669,10/14/2017 7:59,0.384,,,,,,
1670,10/14/2017 8:59,0.384,,,,,,
1671,10/14/2017 9:59,0.329,,,,,,
1672,10/14/2017 10:59,0.356,,,,,,
1673,10/14/2017 11:59,0.384,,,,,,
1674,10/14/2017 12:59,0.384,,,,,,
1675,10/14/2017 13:59,0.356,,,,,,
1676,10/14/2017 14:59,0.356,,,,,,
1677,10/14/2017 15:59,0.356,,,,,,
1678,10/14/2017 16:59,0.356,,,,,,
1679,10/14/2017 17:59,0.356,,,,,,
1680,10/14/2017 18:59,0.329,,,,,,
1681,10/14/2017 19:59,0.301,,,,,,
1682,10/14/2017 20:59,0.329,,,,,,
1683,10/14/2017 21:59,0.329,,,,,,
1684,10/14/2017 22:59,0.329,,,,,,
1685,10/14/2017 23:59,0.301,,,,,,
1686,10/15/2017 0:59,0.301,,,,,,
1687,10/15/2017 1:59,0.356,,,,,,
1688,10/15/2017 2:59,0.329,,,,,,
1689,10/15/2017 3:59,0.329,,,,,,
1690,10/15/2017 4:59,0.301,,,,,,
1691,10/15/2017 5:59,0.301,,,,,,
1692,10/15/2017 6:59,0.329,,,,,,
1693,10/15/2017 7:59,0.356,,,,,,
1694,10/15/2017 8:59,0.356,,,,,,
1695,10/15/2017 9:59,0.329,,,,,,
1696,10/15/2017 10:59,0.356,,,,,,
1697,10/15/2017 11:59,0.301,,,,,,
1698,10/15/2017 12:59,0.356,,,,,,
1699,10/15/2017 13:59,0.356,,,,,,
1700,10/15/2017 14:59,0.329,,,,,,
1701,10/15/2017 15:59,0.329,,,,,,
1702,10/15/2017 16:59,0.329,,,,,,
1703,10/15/2017 17:59,0.329,,,,,,
1704,10/15/2017 18:59,0.329,,,,,,
1705,10/15/2017 19:59,0.329,,,,,,
1706,10/15/2017 20:59,0.329,,,,,,
1707,10/15/2017 21:59,0.329,,,,,,
1708,10/15/2017 22:59,0.301,,,,,,
1709,10/15/2017 23:59,0.301,,,,,,
1710,10/16/2017 0:59,0.301,,,,,,
1711,10/16/2017 1:59,0.301,,,,,,
1712,10/16/2017 2:59,0.301,,,,,,
1713,10/16/2017 3:59,0.329,,,,,,
1714,10/16/2017 4:59,0.329,,,,,,
1715,10/16/2017 5:59,0.273,,,,,,
1716,10/16/2017 6:59,0.301,,,,,,
1717,10/16/2017 7:59,0.301,,,,,,
1718,10/16/2017 8:59,0.329,,,,,,
1719,10/16/2017 9:59,0.301,,,,,,
1720,10/16/2017 10:59,0.329,,,,,,
1721,10/16/2017 11:59,0.301,,,,,,
1722,10/16/2017 12:59,0.329,,,,,,
1723,10/16/2017 13:59,0.273,,,,,,
1724,10/16/2017 14:59,0.329,,,,,,
1725,10/16/2017 15:59,0.246,,,,,,
1726,10/16/2017 16:59,0.301,,,,,,
1727,10/16/2017 17:59,0.301,,,,,,
1728,10/16/2017 18:59,0.301,,,,,,
1729,10/16/2017 19:59,0.301,,,,,,
1730,10/16/2017 20:59,0.301,,,,,,
1731,10/16/2017 21:59,0.301,,,,,,
1732,10/16/2017 22:59,0.301,,,,,,
1733,10/16/2017 23:59,0.273,,,,,,
1734,10/17/2017 0:59,0.301,,,,,,
1735,10/17/2017 1:59,0.301,,,,,,
1736,10/17/2017 2:59,0.301,,,,,,
1737,10/17/2017 3:59,0.301,,,,,,
1738,10/17/2017 4:59,0.301,,,,,,
1739,10/17/2017 5:59,0.329,,,,,,
1740,10/17/2017 6:59,0.273,,,,,,
1741,10/17/2017 7:59,0.301,,,,,,
1742,10/17/2017 8:59,0.301,,,,,,
1743,10/17/2017 9:59,0.301,,,,,,
1744,10/17/2017 10:59,0.301,,,,,,
1745,10/17/2017 11:59,0.301,,,,,,
1746,10/17/2017 12:59,0.301,,,,,,
1747,10/17/2017 13:59,0.301,,,,,,
1748,10/17/2017 14:59,0.301,,,,,,
1749,10/17/2017 15:59,0.301,,,,,,
1750,10/17/2017 16:59,0.301,,,,,,
1751,10/17/2017 17:59,0.301,,,,,,
1752,10/17/2017 18:59,0.218,,,,,,
1753,10/17/2017 19:59,0.273,,,,,,
1754,10/17/2017 20:59,0.273,,,,,,
1755,10/17/2017 21:59,0.273,,,,,,
1756,10/17/2017 22:59,0.273,,,,,,
1757,10/17/2017 23:59,0.246,,,,,,
1758,10/18/2017 0:59,0.246,,,,,,
1759,10/18/2017 1:59,0.273,,,,,,
1760,10/18/2017 2:59,0.273,,,,,,
1761,10/18/2017 3:59,0.273,,,,,,
1762,10/18/2017 4:59,0.273,,,,,,
1763,10/18/2017 5:59,0.273,,,,,,
1764,10/18/2017 6:59,0.273,,,,,,
1765,10/18/2017 7:59,0.273,,,,,,
1766,10/18/2017 8:59,0.273,,,,,,
1767,10/18/2017 9:59,0.273,,,,,,
1768,10/18/2017 10:59,0.301,,,,,,
1769,10/18/2017 11:59,0.301,,,,,,
1770,10/18/2017 12:59,0.301,,,,,,
1771,10/18/2017 13:59,0.273,,,,,,
1772,10/18/2017 14:59,0.273,,,,,,
1773,10/18/2017 15:59,0.273,,,,,,
1774,10/18/2017 16:59,0.246,,,,,,
1775,10/18/2017 17:59,0.273,,,,,,
1776,10/18/2017 18:59,0.273,,,,,,
1777,10/18/2017 19:59,0.246,,,,,,
1778,10/18/2017 20:59,0.273,,,,,,
1779,10/18/2017 21:59,0.273,,,,,,
1780,10/18/2017 22:59,0.273,,,,,,
1781,10/18/2017 23:59,0.246,,,,,,
1782,10/19/2017 0:59,0.273,,,,,,
1783,10/19/2017 1:59,0.246,,,,,,
1784,10/19/2017 2:59,0.246,,,,,,
1785,10/19/2017 3:59,0.273,,,,,,
1786,10/19/2017 4:59,0.273,,,,,,
1787,10/19/2017 5:59,0.273,,,,,,
1788,10/19/2017 6:59,0.273,,,,,,
1789,10/19/2017 7:59,0.273,,,,,,
1790,10/19/2017 8:59,0.273,,,,,,
1791,10/19/2017 9:59,0.273,,,,,,
1792,10/19/2017 10:59,0.273,,,,,,
1793,10/19/2017 11:59,0.273,,,,,,
1794,10/19/2017 12:59,0.273,,,,,,
1795,10/19/2017 13:59,0.301,,,,,,
1796,10/19/2017 14:59,0.273,,,,,,
1797,10/19/2017 15:59,0.273,,,,,,
1798,10/19/2017 16:59,0.273,,,,,,
1799,10/19/2017 17:59,0.301,,,,,,
1800,10/19/2017 18:59,0.246,,,,,,
1801,10/19/2017 19:59,0.273,,,,,,
1802,10/19/2017 20:59,0.273,,,,,,
1803,10/19/2017 21:59,0.273,,,,,,
1804,10/19/2017 22:59,0.273,,,,,,
1805,10/19/2017 23:59,0.273,,,,,,
1806,10/20/2017 0:59,0.246,,,,,,
1807,10/20/2017 1:59,0.246,,,,,,
1808,10/20/2017 2:59,0.246,,,,,,
1809,10/20/2017 3:59,0.273,,,,,,
1810,10/20/2017 4:59,0.273,,,,,,
1811,10/20/2017 5:59,0.246,,,,,,
1812,10/20/2017 6:59,0.246,,,,,,
1813,10/20/2017 7:59,0.273,,,,,,
1814,10/20/2017 8:59,0.273,,,,,,
1815,10/20/2017 9:59,0.273,,,,,,
1816,10/20/2017 10:59,0.246,,,,,,
1817,10/20/2017 11:59,0.273,,,,,,
1818,10/20/2017 12:59,0.246,,,,,,
1819,10/20/2017 13:59,0.273,,,,,,
1820,10/20/2017 14:59,0.246,,,,,,
1821,10/20/2017 15:59,0.246,,,,,,
1822,10/20/2017 16:59,0.246,,,,,,
1823,10/20/2017 17:59,0.246,,,,,,
1824,10/20/2017 18:59,0.19,,,,,,
1825,10/20/2017 19:59,0.218,,,,,,
1826,10/20/2017 20:59,0.218,,,,,,
1827,10/20/2017 21:59,0.218,,,,,,
1828,10/20/2017 22:59,0.19,,,,,,
1829,10/20/2017 23:59,0.218,,,,,,
1830,10/21/2017 0:59,0.19,,,,,,
1831,10/21/2017 1:59,0.19,,,,,,
1832,10/21/2017 2:59,0.218,,,,,,
1833,10/21/2017 3:59,0.218,,,,,,
1834,10/21/2017 4:59,0.218,,,,,,
1835,10/21/2017 5:59,0.218,,,,,,
1836,10/21/2017 6:59,0.19,,,,,,
1837,10/21/2017 7:59,0.218,,,,,,
1838,10/21/2017 8:59,0.218,,,,,,
1839,10/21/2017 9:59,0.218,,,,,,
1840,10/21/2017 10:59,0.218,,,,,,
1841,10/21/2017 11:59,0.19,,,,,,
1842,10/21/2017 12:59,0.19,,,,,,
1843,10/21/2017 13:59,0.19,,,,,,
1844,10/21/2017 14:59,0.218,,,,,,
1845,10/21/2017 15:59,0.19,,,,,,
1846,10/21/2017 16:59,0.19,,,,,,
1847,10/21/2017 17:59,0.218,,,,,,
1848,10/21/2017 18:59,0.218,,,,,,
1849,10/21/2017 19:59,0.163,,,,,,
1850,10/21/2017 20:59,0.19,,,,,,
1851,10/21/2017 21:59,0.19,,,,,,
1852,10/21/2017 22:59,0.19,,,,,,
1853,10/21/2017 23:59,0.19,,,,,,
1854,10/22/2017 0:59,0.19,,,,,,
1855,10/22/2017 1:59,0.19,,,,,,
1856,10/22/2017 2:59,0.19,,,,,,
1857,10/22/2017 3:59,0.19,,,,,,
1858,10/22/2017 4:59,0.19,,,,,,
1859,10/22/2017 5:59,0.19,,,,,,
1860,10/22/2017 6:59,0.19,,,,,,
1861,10/22/2017 7:59,0.19,,,,,,
1862,10/22/2017 8:59,0.19,,,,,,
1863,10/22/2017 9:59,0.19,,,,,,
1864,10/22/2017 10:59,0.19,,,,,,
1865,10/22/2017 11:59,0.19,,,,,,
1866,10/22/2017 12:59,0.19,,,,,,
1867,10/22/2017 13:59,0.19,,,,,,
1868,10/22/2017 14:59,0.163,,,,,,
1869,10/22/2017 15:59,0.163,,,,,,
1870,10/22/2017 16:59,0.163,,,,,,
1871,10/22/2017 17:59,0.19,,,,,,
1872,10/22/2017 18:59,0.19,,,,,,
1873,10/22/2017 19:59,0.19,,,,,,
1874,10/22/2017 20:59,0.19,,,,,,
1875,10/22/2017 21:59,0.19,,,,,,
1876,10/22/2017 22:59,0.19,,,,,,
1877,10/22/2017 23:59,0.19,,,,,,
1878,10/23/2017 0:59,0.19,,,,,,
1879,10/23/2017 1:59,0.163,,,,,,
1880,10/23/2017 2:59,0.19,,,,,,
1881,10/23/2017 3:59,0.19,,,,,,
1882,10/23/2017 4:59,0.19,,,,,,
1883,10/23/2017 5:59,0.19,,,,,,
1884,10/23/2017 6:59,0.163,,,,,,
1885,10/23/2017 7:59,0.163,,,,,,
1886,10/23/2017 8:59,0.163,,,,,,
1887,10/23/2017 9:59,0.19,,,,,,
1888,10/23/2017 10:59,0.19,,,,,,
1889,10/23/2017 11:59,0.19,,,,,,
1890,10/23/2017 12:59,0.19,,,,,,
1891,10/23/2017 13:59,0.19,,,,,,
1892,10/23/2017 14:59,0.19,,,,,,
1893,10/23/2017 15:59,0.19,,,,,,
1894,10/23/2017 16:59,0.19,,,,,,
1895,10/23/2017 17:59,0.19,,,,,,
1896,10/23/2017 18:59,0.19,,,,,,
1897,10/23/2017 19:59,0.19,,,,,,
1898,10/23/2017 20:59,0.19,,,,,,
1899,10/23/2017 21:59,0.19,,,,,,
1900,10/23/2017 22:59,0.19,,,,,,
1901,10/23/2017 23:59,0.19,,,,,,
1902,10/24/2017 0:59,0.19,,,,,,
1903,10/24/2017 1:59,0.19,,,,,,
1904,10/24/2017 2:59,0.19,,,,,,
1905,10/24/2017 3:59,0.19,,,,,,
1906,10/24/2017 4:59,0.19,,,,,,
1907,10/24/2017 5:59,0.19,,,,,,
1908,10/24/2017 6:59,0.19,,,,,,
1909,10/24/2017 7:59,0.19,,,,,,
1910,10/24/2017 8:59,0.19,,,,,,
1911,10/24/2017 9:59,0.19,,,,,,
1912,10/24/2017 10:59,0.19,,,,,,
1913,10/24/2017 11:59,0.19,,,,,,
1914,10/24/2017 12:59,0.19,,,,,,
1915,10/24/2017 13:59,0.19,,,,,,
1916,10/24/2017 14:59,0.19,,,,,,
1917,10/24/2017 15:59,0.19,,,,,,
1918,10/24/2017 16:59,0.19,,,,,,
1919,10/24/2017 17:59,0.19,,,,,,
1920,10/24/2017 18:59,0.19,,,,,,
1921,10/24/2017 19:59,0.19,,,,,,
1922,10/24/2017 20:59,0.19,,,,,,
1923,10/24/2017 21:59,0.19,,,,,,
1924,10/24/2017 22:59,0.19,,,,,,
1925,10/24/2017 23:59,0.19,,,,,,
1926,10/25/2017 0:59,0.19,,,,,,
1927,10/25/2017 1:59,0.19,,,,,,
1928,10/25/2017 2:59,0.19,,,,,,
1929,10/25/2017 3:59,0.218,,,,,,
1930,10/25/2017 4:59,0.218,,,,,,
1931,10/25/2017 5:59,0.19,,,,,,
1932,10/25/2017 6:59,0.19,,,,,,
1933,10/25/2017 7:59,0.218,,,,,,
1934,10/25/2017 8:59,0.19,,,,,,
1935,10/25/2017 9:59,0.19,,,,,,
1936,10/25/2017 10:59,0.19,,,,,,
1937,10/25/2017 11:59,0.19,,,,,,
1938,10/25/2017 12:59,0.19,,,,,,
1939,10/25/2017 13:59,0.19,,,,,,
1940,10/25/2017 14:59,0.19,,,,,,
1941,10/25/2017 15:59,0.19,,,,,,
1942,10/25/2017 16:59,0.19,,,,,,
1943,10/25/2017 17:59,0.19,,,,,,
1944,10/25/2017 18:59,0.19,,,,,,
1945,10/25/2017 19:59,0.19,,,,,,
1946,10/25/2017 20:59,0.19,,,,,,
1947,10/25/2017 21:59,0.19,,,,,,
1948,10/25/2017 22:59,0.19,,,,,,
1949,10/25/2017 23:59,0.19,,,,,,
1950,10/26/2017 0:59,0.19,,,,,,
1951,10/26/2017 1:59,0.19,,,,,,
1952,10/26/2017 2:59,0.19,,,,,,
1953,10/26/2017 3:59,0.19,,,,,,
1954,10/26/2017 4:59,0.19,,,,,,
1955,10/26/2017 5:59,0.19,,,,,,
1956,10/26/2017 6:59,0.19,,,,,,
1957,10/26/2017 7:59,0.19,,,,,,
1958,10/26/2017 8:59,0.19,,,,,,
1959,10/26/2017 9:59,0.19,,,,,,
1960,10/26/2017 10:59,0.19,,,,,,
1961,10/26/2017 11:59,0.19,,,,,,
1962,10/26/2017 12:59,0.19,,,,,,
1963,10/26/2017 13:59,0.19,,,,,,
1964,10/26/2017 14:59,0.19,,,,,,
1965,10/26/2017 15:59,0.19,,,,,,
1966,10/26/2017 16:59,0.19,,,,,,
1967,10/26/2017 17:59,0.19,,,,,,
1968,10/26/2017 18:59,0.19,,,,,,
1969,10/26/2017 19:59,0.19,,,,,,
1970,10/26/2017 20:59,0.163,,,,,,
1971,10/26/2017 21:59,0.163,,,,,,
1972,10/26/2017 22:59,0.163,,,,,,
1973,10/26/2017 23:59,0.163,,,,,,
1974,10/27/2017 0:59,0.163,,,,,,
1975,10/27/2017 1:59,0.163,,,,,,
1976,10/27/2017 2:59,0.163,,,,,,
1977,10/27/2017 3:59,0.19,,,,,,
1978,10/27/2017 4:59,0.163,,,,,,
1979,10/27/2017 5:59,0.19,,,,,,
1980,10/27/2017 6:59,0.19,,,,,,
1981,10/27/2017 7:59,0.19,,,,,,
1982,10/27/2017 8:59,0.19,,,,,,
1983,10/27/2017 9:59,0.19,,,,,,
1984,10/27/2017 10:59,0.19,,,,,,
1985,10/27/2017 11:59,0.19,,,,,,
1986,10/27/2017 12:59,0.19,,,,,,
1987,10/27/2017 13:59,0.19,,,,,,
1988,10/27/2017 14:59,0.19,,,,,,
1989,10/27/2017 15:59,0.19,,,,,,
1990,10/27/2017 16:59,0.19,,,,,,
1991,10/27/2017 17:59,0.19,,,,,,
1992,10/27/2017 18:59,0.19,,,,,,
1993,10/27/2017 19:59,0.19,,,,,,
1994,10/27/2017 20:59,0.19,,,,,,
1995,10/27/2017 21:59,0.19,,,,,,
1996,10/27/2017 22:59,0.19,,,,,,
1997,10/27/2017 23:59,0.19,,,,,,
1998,10/28/2017 0:59,0.19,,,,,,
1999,10/28/2017 1:59,0.19,,,,,,
2000,10/28/2017 2:59,0.19,,,,,,
2001,10/28/2017 3:59,0.19,,,,,,
2002,10/28/2017 4:59,0.19,,,,,,
2003,10/28/2017 5:59,0.19,,,,,,
2004,10/28/2017 6:59,0.19,,,,,,
2005,10/28/2017 7:59,0.19,,,,,,
2006,10/28/2017 8:59,0.19,,,,,,
2007,10/28/2017 9:59,0.19,,,,,,
2008,10/28/2017 10:59,0.19,,,,,,
2009,10/28/2017 11:59,0.19,,,,,,
2010,10/28/2017 12:59,0.19,,,,,,
2011,10/28/2017 13:59,0.19,,,,,,
2012,10/28/2017 14:59,0.19,,,,,,
2013,10/28/2017 15:59,0.19,,,,,,
2014,10/28/2017 16:59,0.19,,,,,,
2015,10/28/2017 17:59,0.19,,,,,,
2016,10/28/2017 18:59,0.19,,,,,,
2017,10/28/2017 19:59,0.19,,,,,,
2018,10/28/2017 20:59,0.19,,,,,,
2019,10/28/2017 21:59,0.19,,,,,,
2020,10/28/2017 22:59,0.19,,,,,,
2021,10/28/2017 23:59,0.19,,,,,,
2022,10/29/2017 0:59,0.19,,,,,,
