"ï»¿""Plot Title: 20155861""",,,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°C (LGR S/N: 20155861, SEN S/N: 20155861)",Coupler Detached (LGR S/N: 20155861),Coupler Attached (LGR S/N: 20155861),Host Connected (LGR S/N: 20155861),Stopped (LGR S/N: 20155861),End Of File (LGR S/N: 20155861),
3871,1/14/2018 1:59,0.051,,,,,,
3872,1/14/2018 2:59,0.051,,,,,,
3873,1/14/2018 3:59,0.19,,,,,,
3874,1/14/2018 4:59,0.135,,,,,,
3875,1/14/2018 5:59,0.079,,,,,,
3876,1/14/2018 6:59,0.051,,,,,,
3877,1/14/2018 7:59,0.051,,,,,,
3878,1/14/2018 8:59,0.051,,,,,,
3879,1/14/2018 9:59,0.051,,,,,,
3880,1/14/2018 10:59,0.051,,,,,,
3881,1/14/2018 11:59,0.051,,,,,,
3882,1/14/2018 12:59,0.051,,,,,,
3883,1/14/2018 13:59,0.051,,,,,,
3884,1/14/2018 14:59,0.051,,,,,,
3885,1/14/2018 15:59,0.301,,,,,,
3886,1/14/2018 16:59,0.107,,,,,,
3887,1/14/2018 17:59,0.051,,,,,,
3888,1/14/2018 18:59,0.051,,,,,,
3889,1/14/2018 19:59,0.051,,,,,,
3890,1/14/2018 20:59,0.051,,,,,,
3891,1/14/2018 21:59,0.051,,,,,,
3892,1/14/2018 22:59,0.051,,,,,,
3893,1/14/2018 23:59,0.051,,,,,,
3894,1/15/2018 0:59,0.051,,,,,,
3895,1/15/2018 1:59,0.051,,,,,,
3896,1/15/2018 2:59,0.051,,,,,,
3897,1/15/2018 3:59,0.051,,,,,,
3898,1/15/2018 4:59,0.051,,,,,,
3899,1/15/2018 5:59,0.051,,,,,,
3900,1/15/2018 6:59,0.051,,,,,,
3901,1/15/2018 7:59,0.051,,,,,,
3902,1/15/2018 8:59,0.051,,,,,,
3903,1/15/2018 9:59,0.079,,,,,,
3904,1/15/2018 10:59,0.051,,,,,,
3905,1/15/2018 11:59,0.051,,,,,,
3906,1/15/2018 12:59,0.051,,,,,,
3907,1/15/2018 13:59,0.079,,,,,,
3908,1/15/2018 14:59,0.051,,,,,,
3909,1/15/2018 15:59,0.051,,,,,,
3910,1/15/2018 16:59,0.051,,,,,,
3911,1/15/2018 17:59,0.051,,,,,,
3912,1/15/2018 18:59,0.079,,,,,,
3913,1/15/2018 19:59,0.051,,,,,,
3914,1/15/2018 20:59,0.051,,,,,,
3915,1/15/2018 21:59,0.051,,,,,,
3916,1/15/2018 22:59,0.051,,,,,,
3917,1/15/2018 23:59,0.051,,,,,,
3918,1/16/2018 0:59,0.051,,,,,,
3919,1/16/2018 1:59,0.051,,,,,,
3920,1/16/2018 2:59,0.051,,,,,,
3921,1/16/2018 3:59,0.051,,,,,,
3922,1/16/2018 4:59,0.051,,,,,,
3923,1/16/2018 5:59,0.051,,,,,,
3924,1/16/2018 6:59,0.051,,,,,,
3925,1/16/2018 7:59,0.051,,,,,,
3926,1/16/2018 8:59,0.051,,,,,,
3927,1/16/2018 9:59,0.051,,,,,,
3928,1/16/2018 10:59,0.051,,,,,,
3929,1/16/2018 11:59,0.051,,,,,,
3930,1/16/2018 12:59,0.051,,,,,,
3931,1/16/2018 13:59,0.051,,,,,,
3932,1/16/2018 14:59,0.051,,,,,,
3933,1/16/2018 15:59,0.135,,,,,,
3934,1/16/2018 16:59,0.051,,,,,,
3935,1/16/2018 17:59,0.051,,,,,,
3936,1/16/2018 18:59,0.051,,,,,,
3937,1/16/2018 19:59,0.079,,,,,,
3938,1/16/2018 20:59,0.051,,,,,,
3939,1/16/2018 21:59,0.051,,,,,,
3940,1/16/2018 22:59,0.051,,,,,,
3941,1/16/2018 23:59,0.051,,,,,,
3942,1/17/2018 0:59,0.051,,,,,,
3943,1/17/2018 1:59,0.051,,,,,,
3944,1/17/2018 2:59,0.051,,,,,,
3945,1/17/2018 3:59,0.079,,,,,,
3946,1/17/2018 4:59,0.051,,,,,,
3947,1/17/2018 5:59,0.051,,,,,,
3948,1/17/2018 6:59,0.051,,,,,,
3949,1/17/2018 7:59,0.051,,,,,,
3950,1/17/2018 8:59,0.19,,,,,,
3951,1/17/2018 9:59,0.051,,,,,,
3952,1/17/2018 10:59,0.051,,,,,,
3953,1/17/2018 11:59,0.051,,,,,,
3954,1/17/2018 12:59,0.051,,,,,,
3955,1/17/2018 13:59,0.051,,,,,,
3956,1/17/2018 14:59,0.051,,,,,,
3957,1/17/2018 15:59,0.051,,,,,,
3958,1/17/2018 16:59,0.079,,,,,,
3959,1/17/2018 17:59,0.051,,,,,,
3960,1/17/2018 18:59,0.051,,,,,,
3961,1/17/2018 19:59,0.051,,,,,,
3962,1/17/2018 20:59,0.051,,,,,,
3963,1/17/2018 21:59,0.051,,,,,,
3964,1/17/2018 22:59,0.051,,,,,,
3965,1/17/2018 23:59,0.051,,,,,,
3966,1/18/2018 0:59,0.051,,,,,,
3967,1/18/2018 1:59,0.051,,,,,,
3968,1/18/2018 2:59,0.051,,,,,,
3969,1/18/2018 3:59,0.051,,,,,,
3970,1/18/2018 4:59,0.051,,,,,,
3971,1/18/2018 5:59,0.051,,,,,,
3972,1/18/2018 6:59,0.051,,,,,,
3973,1/18/2018 7:59,0.051,,,,,,
3974,1/18/2018 8:59,0.051,,,,,,
3975,1/18/2018 9:59,0.051,,,,,,
3976,1/18/2018 10:59,0.051,,,,,,
3977,1/18/2018 11:59,0.051,,,,,,
3978,1/18/2018 12:59,0.051,,,,,,
3979,1/18/2018 13:59,0.051,,,,,,
3980,1/18/2018 14:59,0.051,,,,,,
3981,1/18/2018 15:59,0.051,,,,,,
3982,1/18/2018 16:59,0.051,,,,,,
3983,1/18/2018 17:59,0.051,,,,,,
3984,1/18/2018 18:59,0.051,,,,,,
3985,1/18/2018 19:59,0.051,,,,,,
3986,1/18/2018 20:59,0.051,,,,,,
3987,1/18/2018 21:59,0.051,,,,,,
3988,1/18/2018 22:59,0.051,,,,,,
3989,1/18/2018 23:59,0.051,,,,,,
3990,1/19/2018 0:59,0.051,,,,,,
3991,1/19/2018 1:59,0.051,,,,,,
3992,1/19/2018 2:59,0.051,,,,,,
3993,1/19/2018 3:59,0.051,,,,,,
3994,1/19/2018 4:59,0.051,,,,,,
3995,1/19/2018 5:59,0.051,,,,,,
3996,1/19/2018 6:59,0.051,,,,,,
3997,1/19/2018 7:59,0.051,,,,,,
3998,1/19/2018 8:59,0.051,,,,,,
3999,1/19/2018 9:59,0.051,,,,,,
4000,1/19/2018 10:59,0.051,,,,,,
4001,1/19/2018 11:59,0.051,,,,,,
4002,1/19/2018 12:59,0.051,,,,,,
4003,1/19/2018 13:59,0.051,,,,,,
4004,1/19/2018 14:59,0.051,,,,,,
4005,1/19/2018 15:59,0.051,,,,,,
4006,1/19/2018 16:59,0.051,,,,,,
4007,1/19/2018 17:59,0.051,,,,,,
4008,1/19/2018 18:59,0.051,,,,,,
4009,1/19/2018 19:59,0.051,,,,,,
4010,1/19/2018 20:59,0.051,,,,,,
4011,1/19/2018 21:59,0.051,,,,,,
4012,1/19/2018 22:59,0.051,,,,,,
4013,1/19/2018 23:59,0.051,,,,,,
4014,1/20/2018 0:59,0.051,,,,,,
4015,1/20/2018 1:59,0.051,,,,,,
4016,1/20/2018 2:59,0.051,,,,,,
4017,1/20/2018 3:59,0.051,,,,,,
4018,1/20/2018 4:59,0.051,,,,,,
4019,1/20/2018 5:59,0.051,,,,,,
4020,1/20/2018 6:59,0.051,,,,,,
4021,1/20/2018 7:59,0.051,,,,,,
4022,1/20/2018 8:59,0.051,,,,,,
4023,1/20/2018 9:59,0.051,,,,,,
4024,1/20/2018 10:59,0.051,,,,,,
4025,1/20/2018 11:59,0.024,,,,,,
4026,1/20/2018 12:59,0.024,,,,,,
4027,1/20/2018 13:59,0.051,,,,,,
4028,1/20/2018 14:59,0.051,,,,,,
4029,1/20/2018 15:59,0.024,,,,,,
4030,1/20/2018 16:59,0.051,,,,,,
4031,1/20/2018 17:59,0.024,,,,,,
4032,1/20/2018 18:59,0.024,,,,,,
4033,1/20/2018 19:59,0.024,,,,,,
4034,1/20/2018 20:59,0.024,,,,,,
4035,1/20/2018 21:59,0.024,,,,,,
4036,1/20/2018 22:59,0.079,,,,,,
4037,1/20/2018 23:59,0.051,,,,,,
4038,1/21/2018 0:59,0.024,,,,,,
4039,1/21/2018 1:59,0.024,,,,,,
4040,1/21/2018 2:59,0.024,,,,,,
4041,1/21/2018 3:59,0.024,,,,,,
4042,1/21/2018 4:59,0.024,,,,,,
4043,1/21/2018 5:59,0.024,,,,,,
4044,1/21/2018 6:59,0.024,,,,,,
4045,1/21/2018 7:59,0.079,,,,,,
4046,1/21/2018 8:59,0.051,,,,,,
4047,1/21/2018 9:59,0.024,,,,,,
4048,1/21/2018 10:59,0.024,,,,,,
4049,1/21/2018 11:59,0.024,,,,,,
4050,1/21/2018 12:59,0.024,,,,,,
4051,1/21/2018 13:59,0.024,,,,,,
4052,1/21/2018 14:59,0.024,,,,,,
4053,1/21/2018 15:59,0.024,,,,,,
4054,1/21/2018 16:59,0.051,,,,,,
4055,1/21/2018 17:59,0.024,,,,,,
4056,1/21/2018 18:59,0.024,,,,,,
4057,1/21/2018 19:59,0.024,,,,,,
4058,1/21/2018 20:59,0.079,,,,,,
4059,1/21/2018 21:59,0.024,,,,,,
4060,1/21/2018 22:59,0.024,,,,,,
4061,1/21/2018 23:59,0.024,,,,,,
4062,1/22/2018 0:59,0.024,,,,,,
4063,1/22/2018 1:59,0.024,,,,,,
4064,1/22/2018 2:59,0.024,,,,,,
4065,1/22/2018 3:59,0.024,,,,,,
4066,1/22/2018 4:59,0.024,,,,,,
4067,1/22/2018 5:59,0.024,,,,,,
4068,1/22/2018 6:59,0.024,,,,,,
4069,1/22/2018 7:59,0.024,,,,,,
4070,1/22/2018 8:59,0.024,,,,,,
4071,1/22/2018 9:59,0.024,,,,,,
4072,1/22/2018 10:59,0.024,,,,,,
4073,1/22/2018 11:59,0.024,,,,,,
4074,1/22/2018 12:59,0.024,,,,,,
4075,1/22/2018 13:59,0.024,,,,,,
4076,1/22/2018 14:59,0.024,,,,,,
4077,1/22/2018 15:59,0.024,,,,,,
4078,1/22/2018 16:59,0.024,,,,,,
4079,1/22/2018 17:59,0.024,,,,,,
4080,1/22/2018 18:59,0.024,,,,,,
4081,1/22/2018 19:59,0.024,,,,,,
4082,1/22/2018 20:59,0.024,,,,,,
4083,1/22/2018 21:59,0.024,,,,,,
4084,1/22/2018 22:59,0.024,,,,,,
4085,1/22/2018 23:59,0.024,,,,,,
4086,1/23/2018 0:59,0.024,,,,,,
4087,1/23/2018 1:59,0.024,,,,,,
4088,1/23/2018 2:59,0.024,,,,,,
4089,1/23/2018 3:59,0.024,,,,,,
4090,1/23/2018 4:59,0.024,,,,,,
4091,1/23/2018 5:59,0.024,,,,,,
4092,1/23/2018 6:59,0.024,,,,,,
4093,1/23/2018 7:59,0.024,,,,,,
4094,1/23/2018 8:59,0.024,,,,,,
4095,1/23/2018 9:59,0.024,,,,,,
4096,1/23/2018 10:59,0.024,,,,,,
4097,1/23/2018 11:59,0.024,,,,,,
4098,1/23/2018 12:59,0.051,,,,,,
4099,1/23/2018 13:59,0.024,,,,,,
4100,1/23/2018 14:59,0.024,,,,,,
4101,1/23/2018 15:59,0.024,,,,,,
4102,1/23/2018 16:59,0.024,,,,,,
4103,1/23/2018 17:59,0.024,,,,,,
4104,1/23/2018 18:59,0.079,,,,,,
4105,1/23/2018 19:59,0.024,,,,,,
4106,1/23/2018 20:59,0.024,,,,,,
4107,1/23/2018 21:59,0.024,,,,,,
4108,1/23/2018 22:59,0.024,,,,,,
4109,1/23/2018 23:59,0.024,,,,,,
4110,1/24/2018 0:59,0.024,,,,,,
4111,1/24/2018 1:59,0.024,,,,,,
4112,1/24/2018 2:59,0.024,,,,,,
4113,1/24/2018 3:59,0.024,,,,,,
4114,1/24/2018 4:59,0.024,,,,,,
4115,1/24/2018 5:59,0.024,,,,,,
4116,1/24/2018 6:59,0.024,,,,,,
4117,1/24/2018 7:59,0.024,,,,,,
4118,1/24/2018 8:59,0.024,,,,,,
4119,1/24/2018 9:59,0.024,,,,,,
4120,1/24/2018 10:59,0.024,,,,,,
4121,1/24/2018 11:59,0.024,,,,,,
4122,1/24/2018 12:59,0.024,,,,,,
4123,1/24/2018 13:59,0.024,,,,,,
4124,1/24/2018 14:59,0.024,,,,,,
4125,1/24/2018 15:59,0.024,,,,,,
4126,1/24/2018 16:59,0.024,,,,,,
4127,1/24/2018 17:59,0.024,,,,,,
4128,1/24/2018 18:59,0.024,,,,,,
4129,1/24/2018 19:59,0.024,,,,,,
4130,1/24/2018 20:59,0.024,,,,,,
4131,1/24/2018 21:59,0.024,,,,,,
4132,1/24/2018 22:59,0.051,,,,,,
4133,1/24/2018 23:59,0.024,,,,,,
4134,1/25/2018 0:59,0.024,,,,,,
4135,1/25/2018 1:59,0.024,,,,,,
4136,1/25/2018 2:59,0.024,,,,,,
4137,1/25/2018 3:59,0.024,,,,,,
4138,1/25/2018 4:59,0.024,,,,,,
4139,1/25/2018 5:59,0.024,,,,,,
4140,1/25/2018 6:59,0.051,,,,,,
4141,1/25/2018 7:59,0.024,,,,,,
4142,1/25/2018 8:59,0.024,,,,,,
4143,1/25/2018 9:59,0.051,,,,,,
4144,1/25/2018 10:59,0.051,,,,,,
4145,1/25/2018 11:59,0.051,,,,,,
4146,1/25/2018 12:59,0.024,,,,,,
4147,1/25/2018 13:59,0.024,,,,,,
4148,1/25/2018 14:59,0.024,,,,,,
4149,1/25/2018 15:59,0.024,,,,,,
4150,1/25/2018 16:59,0.024,,,,,,
4151,1/25/2018 17:59,0.024,,,,,,
4152,1/25/2018 18:59,0.024,,,,,,
4153,1/25/2018 19:59,0.024,,,,,,
4154,1/25/2018 20:59,0.024,,,,,,
4155,1/25/2018 21:59,0.024,,,,,,
4156,1/25/2018 22:59,0.024,,,,,,
4157,1/25/2018 23:59,0.024,,,,,,
4158,1/26/2018 0:59,0.024,,,,,,
4159,1/26/2018 1:59,0.024,,,,,,
4160,1/26/2018 2:59,0.024,,,,,,
4161,1/26/2018 3:59,0.024,,,,,,
4162,1/26/2018 4:59,0.024,,,,,,
4163,1/26/2018 5:59,0.024,,,,,,
4164,1/26/2018 6:59,0.024,,,,,,
4165,1/26/2018 7:59,0.024,,,,,,
4166,1/26/2018 8:59,0.024,,,,,,
4167,1/26/2018 9:59,0.024,,,,,,
4168,1/26/2018 10:59,0.024,,,,,,
4169,1/26/2018 11:59,0.024,,,,,,
4170,1/26/2018 12:59,0.024,,,,,,
4171,1/26/2018 13:59,0.024,,,,,,
4172,1/26/2018 14:59,0.024,,,,,,
4173,1/26/2018 15:59,0.024,,,,,,
4174,1/26/2018 16:59,0.024,,,,,,
4175,1/26/2018 17:59,0.024,,,,,,
4176,1/26/2018 18:59,0.024,,,,,,
4177,1/26/2018 19:59,0.024,,,,,,
4178,1/26/2018 20:59,0.024,,,,,,
4179,1/26/2018 21:59,0.024,,,,,,
4180,1/26/2018 22:59,0.024,,,,,,
4181,1/26/2018 23:59,0.024,,,,,,
4182,1/27/2018 0:59,0.024,,,,,,
4183,1/27/2018 1:59,0.024,,,,,,
4184,1/27/2018 2:59,0.024,,,,,,
4185,1/27/2018 3:59,0.024,,,,,,
4186,1/27/2018 4:59,0.024,,,,,,
4187,1/27/2018 5:59,0.024,,,,,,
4188,1/27/2018 6:59,0.024,,,,,,
4189,1/27/2018 7:59,0.024,,,,,,
4190,1/27/2018 8:59,0.024,,,,,,
4191,1/27/2018 9:59,0.024,,,,,,
4192,1/27/2018 10:59,0.024,,,,,,
4193,1/27/2018 11:59,0.024,,,,,,
4194,1/27/2018 12:59,0.024,,,,,,
4195,1/27/2018 13:59,0.024,,,,,,
4196,1/27/2018 14:59,0.024,,,,,,
4197,1/27/2018 15:59,0.024,,,,,,
4198,1/27/2018 16:59,0.024,,,,,,
4199,1/27/2018 17:59,0.024,,,,,,
4200,1/27/2018 18:59,0.024,,,,,,
4201,1/27/2018 19:59,0.024,,,,,,
4202,1/27/2018 20:59,0.024,,,,,,
4203,1/27/2018 21:59,0.024,,,,,,
4204,1/27/2018 22:59,0.051,,,,,,
4205,1/27/2018 23:59,0.024,,,,,,
4206,1/28/2018 0:59,0.024,,,,,,
4207,1/28/2018 1:59,0.024,,,,,,
4208,1/28/2018 2:59,0.024,,,,,,
4209,1/28/2018 3:59,0.024,,,,,,
4210,1/28/2018 4:59,0.024,,,,,,
4211,1/28/2018 5:59,0.024,,,,,,
4212,1/28/2018 6:59,0.024,,,,,,
4213,1/28/2018 7:59,0.024,,,,,,
4214,1/28/2018 8:59,0.024,,,,,,
4215,1/28/2018 9:59,0.051,,,,,,
4216,1/28/2018 10:59,0.051,,,,,,
4217,1/28/2018 11:59,0.024,,,,,,
4218,1/28/2018 12:59,0.024,,,,,,
4219,1/28/2018 13:59,0.024,,,,,,
4220,1/28/2018 14:59,0.024,,,,,,
4221,1/28/2018 15:59,0.024,,,,,,
4222,1/28/2018 16:59,0.024,,,,,,
4223,1/28/2018 17:59,0.024,,,,,,
4224,1/28/2018 18:59,0.024,,,,,,
4225,1/28/2018 19:59,0.024,,,,,,
4226,1/28/2018 20:59,0.024,,,,,,
4227,1/28/2018 21:59,0.024,,,,,,
4228,1/28/2018 22:59,0.024,,,,,,
4229,1/28/2018 23:59,0.024,,,,,,
4230,1/29/2018 0:59,0.024,,,,,,
4231,1/29/2018 1:59,0.024,,,,,,
4232,1/29/2018 2:59,0.024,,,,,,
4233,1/29/2018 3:59,0.024,,,,,,
4234,1/29/2018 4:59,0.024,,,,,,
4235,1/29/2018 5:59,0.051,,,,,,
4236,1/29/2018 6:59,0.024,,,,,,
4237,1/29/2018 7:59,0.024,,,,,,
4238,1/29/2018 8:59,0.024,,,,,,
4239,1/29/2018 9:59,0.024,,,,,,
4240,1/29/2018 10:59,0.024,,,,,,
4241,1/29/2018 11:59,0.024,,,,,,
4242,1/29/2018 12:59,0.024,,,,,,
4243,1/29/2018 13:59,0.024,,,,,,
4244,1/29/2018 14:59,0.024,,,,,,
4245,1/29/2018 15:59,0.024,,,,,,
4246,1/29/2018 16:59,0.024,,,,,,
4247,1/29/2018 17:59,0.024,,,,,,
4248,1/29/2018 18:59,0.024,,,,,,
4249,1/29/2018 19:59,0.024,,,,,,
4250,1/29/2018 20:59,0.024,,,,,,
4251,1/29/2018 21:59,0.024,,,,,,
4252,1/29/2018 22:59,0.024,,,,,,
4253,1/29/2018 23:59,0.024,,,,,,
4254,1/30/2018 0:59,0.024,,,,,,
4255,1/30/2018 1:59,0.024,,,,,,
4256,1/30/2018 2:59,0.024,,,,,,
4257,1/30/2018 3:59,0.024,,,,,,
4258,1/30/2018 4:59,0.024,,,,,,
4259,1/30/2018 5:59,0.024,,,,,,
4260,1/30/2018 6:59,0.024,,,,,,
4261,1/30/2018 7:59,0.024,,,,,,
4262,1/30/2018 8:59,0.024,,,,,,
4263,1/30/2018 9:59,0.024,,,,,,
4264,1/30/2018 10:59,0.024,,,,,,
4265,1/30/2018 11:59,0.051,,,,,,
4266,1/30/2018 12:59,0.024,,,,,,
4267,1/30/2018 13:59,0.024,,,,,,
4268,1/30/2018 14:59,0.024,,,,,,
4269,1/30/2018 15:59,0.024,,,,,,
4270,1/30/2018 16:59,0.024,,,,,,
4271,1/30/2018 17:59,0.024,,,,,,
4272,1/30/2018 18:59,0.024,,,,,,
4273,1/30/2018 19:59,0.024,,,,,,
4274,1/30/2018 20:59,0.024,,,,,,
4275,1/30/2018 21:59,0.024,,,,,,
4276,1/30/2018 22:59,0.024,,,,,,
4277,1/30/2018 23:59,0.024,,,,,,
4278,1/31/2018 0:59,0.024,,,,,,
4279,1/31/2018 1:59,0.024,,,,,,
4280,1/31/2018 2:59,0.024,,,,,,
4281,1/31/2018 3:59,0.024,,,,,,
4282,1/31/2018 4:59,0.024,,,,,,
4283,1/31/2018 5:59,0.024,,,,,,
4284,1/31/2018 6:59,0.024,,,,,,
4285,1/31/2018 7:59,0.024,,,,,,
4286,1/31/2018 8:59,0.024,,,,,,
4287,1/31/2018 9:59,0.024,,,,,,
4288,1/31/2018 10:59,0.051,,,,,,
4289,1/31/2018 11:59,0.024,,,,,,
4290,1/31/2018 12:59,0.024,,,,,,
4291,1/31/2018 13:59,0.024,,,,,,
4292,1/31/2018 14:59,0.024,,,,,,
4293,1/31/2018 15:59,0.024,,,,,,
4294,1/31/2018 16:59,0.024,,,,,,
4295,1/31/2018 17:59,0.024,,,,,,
4296,1/31/2018 18:59,0.024,,,,,,
4297,1/31/2018 19:59,0.024,,,,,,
4298,1/31/2018 20:59,0.024,,,,,,
4299,1/31/2018 21:59,0.024,,,,,,
4300,1/31/2018 22:59,0.024,,,,,,
4301,1/31/2018 23:59,0.024,,,,,,
4302,2/1/2018 0:59,0.024,,,,,,
4303,2/1/2018 1:59,0.024,,,,,,
4304,2/1/2018 2:59,0.024,,,,,,
4305,2/1/2018 3:59,0.024,,,,,,
4306,2/1/2018 4:59,0.024,,,,,,
4307,2/1/2018 5:59,0.024,,,,,,
4308,2/1/2018 6:59,0.024,,,,,,
4309,2/1/2018 7:59,0.024,,,,,,
4310,2/1/2018 8:59,0.024,,,,,,
4311,2/1/2018 9:59,0.024,,,,,,
4312,2/1/2018 10:59,0.024,,,,,,
4313,2/1/2018 11:59,0.024,,,,,,
4314,2/1/2018 12:59,0.024,,,,,,
4315,2/1/2018 13:59,0.024,,,,,,
4316,2/1/2018 14:59,0.024,,,,,,
4317,2/1/2018 15:59,0.024,,,,,,
4318,2/1/2018 16:59,0.024,,,,,,
4319,2/1/2018 17:59,0.024,,,,,,
4320,2/1/2018 18:59,0.024,,,,,,
4321,2/1/2018 19:59,0.024,,,,,,
4322,2/1/2018 20:59,0.024,,,,,,
4323,2/1/2018 21:59,0.024,,,,,,
4324,2/1/2018 22:59,0.024,,,,,,
4325,2/1/2018 23:59,0.024,,,,,,
4326,2/2/2018 0:59,0.051,,,,,,
4327,2/2/2018 1:59,0.024,,,,,,
4328,2/2/2018 2:59,0.024,,,,,,
4329,2/2/2018 3:59,0.024,,,,,,
4330,2/2/2018 4:59,0.024,,,,,,
4331,2/2/2018 5:59,0.024,,,,,,
4332,2/2/2018 6:59,0.024,,,,,,
4333,2/2/2018 7:59,0.024,,,,,,
4334,2/2/2018 8:59,0.024,,,,,,
4335,2/2/2018 9:59,0.024,,,,,,
4336,2/2/2018 10:59,0.024,,,,,,
4337,2/2/2018 11:59,0.024,,,,,,
4338,2/2/2018 12:59,0.024,,,,,,
4339,2/2/2018 13:59,0.024,,,,,,
4340,2/2/2018 14:59,0.024,,,,,,
4341,2/2/2018 15:59,0.024,,,,,,
4342,2/2/2018 16:59,0.024,,,,,,
4343,2/2/2018 17:59,0.024,,,,,,
4344,2/2/2018 18:59,0.024,,,,,,
4345,2/2/2018 19:59,0.024,,,,,,
4346,2/2/2018 20:59,0.024,,,,,,
4347,2/2/2018 21:59,0.024,,,,,,
4348,2/2/2018 22:59,0.024,,,,,,
4349,2/2/2018 23:59,0.024,,,,,,
4350,2/3/2018 0:59,0.024,,,,,,
4351,2/3/2018 1:59,0.024,,,,,,
4352,2/3/2018 2:59,0.024,,,,,,
4353,2/3/2018 3:59,0.024,,,,,,
4354,2/3/2018 4:59,0.024,,,,,,
4355,2/3/2018 5:59,0.024,,,,,,
4356,2/3/2018 6:59,0.024,,,,,,
4357,2/3/2018 7:59,0.024,,,,,,
4358,2/3/2018 8:59,0.024,,,,,,
4359,2/3/2018 9:59,0.024,,,,,,
4360,2/3/2018 10:59,0.024,,,,,,
4361,2/3/2018 11:59,0.024,,,,,,
4362,2/3/2018 12:59,0.024,,,,,,
4363,2/3/2018 13:59,0.024,,,,,,
4364,2/3/2018 14:59,0.024,,,,,,
4365,2/3/2018 15:59,0.024,,,,,,
4366,2/3/2018 16:59,0.051,,,,,,
4367,2/3/2018 17:59,0.024,,,,,,
4368,2/3/2018 18:59,0.051,,,,,,
4369,2/3/2018 19:59,0.024,,,,,,
4370,2/3/2018 20:59,0.024,,,,,,
4371,2/3/2018 21:59,0.051,,,,,,
4372,2/3/2018 22:59,0.051,,,,,,
4373,2/3/2018 23:59,0.024,,,,,,
4374,2/4/2018 0:59,0.024,,,,,,
4375,2/4/2018 1:59,0.051,,,,,,
4376,2/4/2018 2:59,0.024,,,,,,
4377,2/4/2018 3:59,0.024,,,,,,
4378,2/4/2018 4:59,0.051,,,,,,
4379,2/4/2018 5:59,0.024,,,,,,
4380,2/4/2018 6:59,0.051,,,,,,
4381,2/4/2018 7:59,0.024,,,,,,
4382,2/4/2018 8:59,0.024,,,,,,
4383,2/4/2018 9:59,0.024,,,,,,
4384,2/4/2018 10:59,0.024,,,,,,
4385,2/4/2018 11:59,0.024,,,,,,
4386,2/4/2018 12:59,0.024,,,,,,
4387,2/4/2018 13:59,0.051,,,,,,
4388,2/4/2018 14:59,0.051,,,,,,
4389,2/4/2018 15:59,0.024,,,,,,
4390,2/4/2018 16:59,0.051,,,,,,
4391,2/4/2018 17:59,0.024,,,,,,
4392,2/4/2018 18:59,0.051,,,,,,
4393,2/4/2018 19:59,0.024,,,,,,
4394,2/4/2018 20:59,0.024,,,,,,
4395,2/4/2018 21:59,0.024,,,,,,
4396,2/4/2018 22:59,0.024,,,,,,
4397,2/4/2018 23:59,0.024,,,,,,
4398,2/5/2018 0:59,0.024,,,,,,
4399,2/5/2018 1:59,0.024,,,,,,
4400,2/5/2018 2:59,0.024,,,,,,
4401,2/5/2018 3:59,0.024,,,,,,
4402,2/5/2018 4:59,0.051,,,,,,
4403,2/5/2018 5:59,0.024,,,,,,
4404,2/5/2018 6:59,0.024,,,,,,
4405,2/5/2018 7:59,0.051,,,,,,
4406,2/5/2018 8:59,0.051,,,,,,
4407,2/5/2018 9:59,0.024,,,,,,
4408,2/5/2018 10:59,0.024,,,,,,
4409,2/5/2018 11:59,0.051,,,,,,
4410,2/5/2018 12:59,0.051,,,,,,
4411,2/5/2018 13:59,0.051,,,,,,
4412,2/5/2018 14:59,0.024,,,,,,
4413,2/5/2018 15:59,0.024,,,,,,
4414,2/5/2018 16:59,0.024,,,,,,
4415,2/5/2018 17:59,0.051,,,,,,
4416,2/5/2018 18:59,0.051,,,,,,
4417,2/5/2018 19:59,0.024,,,,,,
4418,2/5/2018 20:59,0.024,,,,,,
4419,2/5/2018 21:59,0.024,,,,,,
4420,2/5/2018 22:59,0.024,,,,,,
4421,2/5/2018 23:59,0.024,,,,,,
4422,2/6/2018 0:59,0.051,,,,,,
4423,2/6/2018 1:59,0.024,,,,,,
4424,2/6/2018 2:59,0.024,,,,,,
4425,2/6/2018 3:59,0.024,,,,,,
4426,2/6/2018 4:59,0.024,,,,,,
4427,2/6/2018 5:59,0.024,,,,,,
4428,2/6/2018 6:59,0.024,,,,,,
4429,2/6/2018 7:59,0.024,,,,,,
4430,2/6/2018 8:59,0.024,,,,,,
4431,2/6/2018 9:59,0.024,,,,,,
4432,2/6/2018 10:59,0.024,,,,,,
4433,2/6/2018 11:59,0.024,,,,,,
4434,2/6/2018 12:59,0.024,,,,,,
4435,2/6/2018 13:59,0.024,,,,,,
4436,2/6/2018 14:59,0.024,,,,,,
4437,2/6/2018 15:59,0.024,,,,,,
4438,2/6/2018 16:59,0.024,,,,,,
4439,2/6/2018 17:59,0.024,,,,,,
4440,2/6/2018 18:59,0.024,,,,,,
4441,2/6/2018 19:59,0.024,,,,,,
4442,2/6/2018 20:59,0.024,,,,,,
4443,2/6/2018 21:59,0.024,,,,,,
4444,2/6/2018 22:59,0.024,,,,,,
4445,2/6/2018 23:59,0.024,,,,,,
4446,2/7/2018 0:59,0.024,,,,,,
