source,magnitude,text,Q2.5,Q97.5
glacier,-0.013615651151015323,Degrees C per year,-0.21269228770425672,0.19924197506027863
sub_ice,0.053060826018457706,Degrees C per year,-0.34351844864601483,0.4552241453107773
snowmelt,0.3056082724400381,Degrees C per year,-0.1448694388258923,0.7324883496196577
